TID,Comment,AddBreakNumber,AddBreakRate,BreakItem01,BreakItemStack01,BreakRate01,BreakItem02,BreakItemStack02,BreakRate02,BreakItem03,BreakItemStack03,BreakRate03,FGambleGhelld,FGambleItem01,FGambleItemStack01,FGambleRate01,FGambleItem02,FGambleItemStack02,FGambleRate02,FGambleItem03,FGambleItemStack03,FGambleRate03,SGambleGhelld,SGambleItem01,SGambleItemStack01,SGambleRate01,SGambleItem02,SGambleItemStack02,SGambleRate02,SGambleItem03,SGambleItemStack03,SGambleRate03
11102,戒指_11~20_一般,0,0,40201,1,10,40600,1,3010,37000,1,10000,24,40201,1,50,40600,1,9000,37000,1,10000,48,40201,1,140,40600,2,10000,0,0,0
11103,戒指_21~30_一般,0,0,40202,1,10,40601,1,3010,37000,1,10000,144,40202,1,50,40601,1,9000,37000,1,10000,288,40202,1,140,40601,2,10000,0,0,0
11104,戒指_31~40_一般,0,0,40203,1,10,40602,1,3010,37000,1,10000,864,40203,1,50,40602,1,9000,37000,1,10000,1728,40203,1,140,40602,2,10000,0,0,0
11105,戒指_41~45_一般,0,0,40204,1,10,40603,1,3010,37000,1,10000,5184,40204,1,50,40603,1,9000,37000,1,10000,10368,40204,1,140,40603,2,10000,0,0,0
11106,戒指_46~50_一般,0,0,40204,1,10,40603,1,3010,37000,1,10000,5184,40204,1,50,40603,1,9000,37000,1,10000,10368,40204,1,140,40603,2,10000,0,0,0
11107,戒指_51~55_一般,0,0,40205,1,10,40604,1,3010,37000,1,10000,31104,40205,1,50,40604,1,9000,37000,1,10000,62208,40205,1,140,40604,2,10000,0,0,0
11108,戒指_56~60_一般,0,0,40205,1,10,40604,1,3010,37000,1,10000,31104,40205,1,50,40604,1,9000,37000,1,10000,62208,40205,1,140,40604,2,10000,0,0,0
11201,戒指_01~10_高级,1,100,40200,1,20,40600,1,3020,37000,1,10000,4,40200,1,100,40600,1,9000,40601,1,10000,8,40200,1,280,40600,4,9000,40605,2,10000
11202,戒指_11~20_高级,1,100,40201,1,20,40600,1,3020,37000,1,10000,24,40201,1,100,40600,1,9000,40601,1,10000,48,40201,1,280,40600,4,9000,40605,2,10000
11203,戒指_21~30_高级,1,100,40202,1,20,40601,1,3020,37000,1,10000,144,40202,1,100,40601,1,9000,40602,1,10000,288,40202,1,280,40601,4,9000,40606,2,10000
11204,戒指_31~40_高级,1,100,40203,1,20,40602,1,3020,37000,1,10000,864,40203,1,100,40602,1,9000,40603,1,10000,1728,40203,1,280,40602,4,9000,40607,2,10000
11205,戒指_41~45_高级,1,100,40204,1,20,40603,1,3020,37000,1,10000,5184,40204,1,100,40603,1,9000,40604,1,10000,10368,40204,1,280,40603,4,9000,40608,2,10000
11206,戒指_46~50_高级,1,100,40204,1,20,40603,1,3020,37000,1,10000,5184,40204,1,100,40603,1,9000,40604,1,10000,10368,40204,1,280,40603,4,9000,40608,2,10000
11207,戒指_51~55_高级,1,100,40205,1,20,40604,1,3020,37000,1,10000,31104,40205,1,100,40604,1,9000,40608,1,10000,62208,40205,1,280,40604,4,9000,40609,2,10000
11208,戒指_56~60_高级,1,100,40205,1,20,40604,1,3020,37000,1,10000,31104,40205,1,100,40604,1,9000,40608,1,10000,62208,40205,1,280,40604,4,9000,40609,2,10000
11301,戒指_01~10_稀有,2,500,40200,1,30,40600,1,3030,37000,1,10000,4,40200,1,250,40600,2,7000,40601,1,10000,8,40200,1,700,40605,6,9000,40606,4,10000
11302,戒指_11~20_稀有,2,500,40201,1,30,40600,1,3030,37000,1,10000,24,40201,1,250,40600,2,7000,40601,1,10000,48,40201,1,700,40605,6,9000,40606,4,10000
11303,戒指_21~30_稀有,2,500,40202,1,30,40601,1,3030,37000,1,10000,144,40202,1,250,40601,2,7000,40602,1,10000,288,40202,1,700,40606,6,9000,40607,4,10000
11304,戒指_31~40_稀有,2,500,40203,1,30,40602,1,3030,37000,1,10000,864,40203,1,250,40602,2,7000,40603,1,10000,1728,40203,1,700,40607,6,9000,40608,4,10000
11305,戒指_41~45_稀有,2,500,40204,1,30,40603,1,3030,37000,1,10000,5184,40204,1,250,40603,2,7000,40604,1,10000,10368,40204,1,700,40608,6,9000,40301,1,10000
11306,戒指_46~50_稀有,2,500,40204,1,30,40603,1,3030,37000,1,10000,5184,40204,1,250,40603,2,7000,40604,1,10000,10368,40204,1,700,40608,6,9000,40301,1,10000
11307,戒指_51~55_稀有,2,500,40205,1,30,40604,1,3030,37000,1,10000,31104,40205,1,250,40604,2,7000,40608,1,10000,62208,40205,1,700,40609,6,9000,40301,1,10000
11308,戒指_56~60_稀有,2,500,40205,1,30,40604,1,3030,37000,1,10000,31104,40205,1,250,40604,2,7000,40608,1,10000,62208,40205,1,700,40609,6,9000,40301,1,10000
11401,戒指_01~10_特别,2,1000,40200,1,100,40600,1,3100,37000,1,10000,4,40200,1,650,40600,2,6000,40601,2,10000,8,40200,1,1820,40605,8,8000,40606,6,10000
11402,戒指_11~20_特别,2,1000,40201,1,100,40600,1,3100,37000,1,10000,24,40201,1,650,40600,2,6000,40601,2,10000,48,40201,1,1820,40605,8,8000,40606,6,10000
11403,戒指_21~30_特别,2,1000,40202,1,100,40601,1,3100,37000,1,10000,144,40202,1,650,40601,2,6000,40602,2,10000,288,40202,1,1820,40606,8,8000,40607,6,10000
11404,戒指_31~40_特别,2,1000,40203,1,100,40602,1,3100,37000,1,10000,864,40203,1,650,40602,2,6000,40603,2,10000,1728,40203,1,1820,40607,8,9000,40301,1,10000
11405,戒指_41~45_特别,2,1000,40204,1,100,40603,1,3100,37000,1,10000,5184,40204,1,650,40603,2,6000,40604,2,10000,10368,40204,1,1820,40610,4,9000,40302,1,10000
11406,戒指_46~50_特别,2,1000,40204,1,100,40603,1,3100,37000,1,10000,5184,40204,1,650,40603,2,6000,40604,2,10000,10368,40204,1,1820,40610,4,9000,40302,1,10000
11407,戒指_51~55_特别,2,1000,40205,1,100,40604,1,3100,37000,1,10000,31104,40205,1,650,40604,2,6000,40608,2,10000,62208,40205,1,1820,40610,4,9000,40302,1,10000
11408,戒指_56~60_特别,2,1000,40205,1,100,40604,1,3100,37000,1,10000,31104,40205,1,650,40604,2,6000,40608,2,10000,62208,40205,1,1820,40610,4,9000,40302,1,10000
