TID,Comment,GroupID,GroupRate,MinGhelld,MaxGhelld,AddDropNumber,AddDropRate,DropItem01,DropItemStack01,DropRate01,DropItem02,DropItemStack02,DropRate02,DropItem03,DropItemStack03,DropRate03,DropItem04,DropItemStack04,DropRate04,DropItem05,DropItemStack05,DropRate05,DropItem06,DropItemStack06,DropRate06,DropItem07,DropItemStack07,DropRate07,DropItem08,DropItemStack08,DropRate08,DropItem09,DropItemStack09,DropRate09,DropItem10,DropItemStack10,DropRate10,DropItem11,DropItemStack11,DropRate11,DropItem12,DropItemStack12,DropRate12,DropItem13,DropItemStack13,DropRate13,DropItem14,DropItemStack14,DropRate14,DropItem15,DropItemStack15,DropRate15
5585,(目标)一般_图案_45_稀有(披风),11042,1447,7224,11558,0,2233,66567,1,5000,66568,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,地下城(极困难)_精品_斯皮_44,11044,488,7656,12249,0,722,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,地下城(极困难)_精品_强化_44,11044,978,7656,12249,0,1445,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,地下城(极困难)_精品_制作_44,11044,1470,7656,12249,0,2167,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,地下城(极困难)_精品_斯皮_45,11045,496,8100,12960,0,710,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,地下城(极困难)_精品_强化_45,11045,993,8100,12960,0,1420,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,地下城(极困难)_精品_制作_45,11045,1494,8100,12960,0,2130,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,地下城(极困难)_精品_斯皮_46,11045,1501,8556,13689,0,680,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,地下城(极困难)_精品_强化_46,11045,1509,8556,13689,0,1360,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,地下城(极困难)_精品_制作_46,11045,1517,8556,13689,0,2040,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,(目标)一般_图案_45_稀有(头发),11045,1525,8556,13689,0,2043,62067,1,1000,62068,1,2000,62167,1,3000,62168,1,4000,62267,1,5000,62268,1,6000,60038,1,6800,60138,1,7600,60238,1,8400,60338,1,9200,60738,1,10000,,,,,,,,,,,,
5596,(目标)一般_图案_45_稀有(加湿),11045,1532,8556,13689,0,2046,62367,1,1000,62368,1,2000,62467,1,3000,62468,1,4000,62567,1,5000,62568,1,6000,60838,1,6800,60938,1,7600,61038,1,8400,61838,1,9200,61938,1,10000,,,,,,,,,,,,
5597,(目标)一般_图案_45_稀有(手),11045,1540,8556,13689,0,2049,62667,1,1000,62668,1,2000,62767,1,3000,62768,1,4000,62867,1,5000,62868,1,6000,60038,1,6800,60138,1,7600,60238,1,8400,60338,1,9200,60738,1,10000,,,,,,,,,,,,
5598,(目标)一般_图案_45_稀有(腰),11045,1548,8556,13689,0,2052,62967,1,1000,62968,1,2000,63067,1,3000,63068,1,4000,63167,1,5000,63168,1,6000,60838,1,6800,60938,1,7600,61038,1,8400,61838,1,9200,61938,1,10000,,,,,,,,,,,,
5599,(目标)一般_图案_45_稀有(脚),11045,1556,8556,13689,0,2055,63267,1,1000,63268,1,2000,63367,1,3000,63368,1,4000,63467,1,5000,63468,1,6000,60038,1,6800,60138,1,7600,60238,1,8400,60338,1,9200,60738,1,10000,,,,,,,,,,,,
5600,(目标)一般_图案_45_稀有(披风),11045,1563,8556,13689,0,2058,63567,1,5000,63568,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,(目标)一般_图案_45_稀有(头发),11045,1571,8556,13689,0,2061,65067,1,1000,65068,1,2000,65167,1,3000,65168,1,4000,65267,1,5000,65268,1,6000,60038,1,6800,60138,1,7600,60238,1,8400,60338,1,9200,60738,1,10000,,,,,,,,,,,,
5602,(目标)一般_图案_45_稀有(加湿),11045,1579,8556,13689,0,2064,65367,1,1000,65368,1,2000,65467,1,3000,65468,1,4000,65567,1,5000,65568,1,6000,60838,1,6800,60938,1,7600,61038,1,8400,61838,1,9200,61938,1,10000,,,,,,,,,,,,
5603,(目标)一般_图案_45_稀有(手),11045,1587,8556,13689,0,2067,65667,1,1000,65668,1,2000,65767,1,3000,65768,1,4000,65867,1,5000,65868,1,6000,60038,1,6800,60138,1,7600,60238,1,8400,60338,1,9200,60738,1,10000,,,,,,,,,,,,
5604,(目标)一般_图案_45_稀有(腰),11045,503,8556,13689,0,2070,65967,1,1000,65968,1,2000,66067,1,3000,66068,1,4000,66167,1,5000,66168,1,6000,60838,1,6800,60938,1,7600,61038,1,8400,61838,1,9200,61938,1,10000,,,,,,,,,,,,
5605,(目标)一般_图案_45_稀有(脚),11045,1009,8556,13689,0,2073,66267,1,1000,66268,1,2000,66367,1,3000,66368,1,4000,66467,1,5000,66468,1,6000,60038,1,6800,60138,1,7600,60238,1,8400,60338,1,9200,60738,1,10000,,,,,,,,,,,,
5606,(目标)一般_图案_45_稀有(披风),11045,1517,8556,13689,0,2076,66567,1,5000,66568,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,地下城(极困难)_精品_斯皮_47,11047,511,9024,14438,0,667,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5608,地下城(极困难)_精品_强化_47,11047,1024,9024,14438,0,1335,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5609,地下城(极困难)_精品_制作_47,11047,1540,9024,14438,0,2002,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,地下城(极困难)_精品_斯皮_48,11047,519,9504,15206,0,657,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5611,地下城(极困难)_精品_强化_48,11047,1040,9504,15206,0,1315,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5612,地下城(极困难)_精品_制作_48,11047,1563,9504,15206,0,1972,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5613,地下城(极困难)_精品_斯皮_49,11049,527,9996,15993,0,647,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,地下城(极困难)_精品_强化_49,11049,1055,9996,15993,0,1295,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,地下城(极困难)_精品_制作_49,11049,1587,9996,15993,0,1942,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,地下城(极困难)_精品_斯皮_50,11050,534,10500,16800,0,637,40609,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,地下城(极困难)_精品_强化_50,11050,1071,10500,16800,0,1275,40004,1,1000,40104,1,7500,40204,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5618,地下城(极困难)_精品_制作_50,11050,1610,10500,16800,0,1912,42004,1,4000,42204,1,9000,42604,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5619,地下城(极困难)_精品_斯皮_51,11051,516,11016,17625,0,607,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5620,地下城(极困难)_精品_强化_51,11051,1035,11016,17625,0,1215,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,地下城(极困难)_精品_制作_51,11051,1556,11016,17625,0,1822,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,地下城(极困难)_精品_斯皮_52,11052,523,11544,18470,0,597,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,地下城(极困难)_精品_强化_52,11052,1050,11544,18470,0,1195,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624,地下城(极困难)_精品_制作_52,11052,1579,11544,18470,0,1792,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,地下城(极困难)_精品_斯皮_53,11053,531,12084,19334,0,587,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,地下城(极困难)_精品_强化_53,11053,1066,12084,19334,0,1175,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,地下城(极困难)_精品_制作_53,11053,1602,12084,19334,0,1762,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,地下城(极困难)_精品_斯皮_54,11054,539,12636,20217,0,577,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,地下城(极困难)_精品_强化_54,11054,1081,12636,20217,0,1155,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,地下城(极困难)_精品_制作_54,11054,1625,12636,20217,0,1732,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631,地下城(极困难)_精品_斯皮_55,11055,547,13200,21120,0,567,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,地下城(极困难)_精品_强化_55,11055,1097,13200,21120,0,1135,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5633,地下城(极困难)_精品_制作_55,11055,1649,13200,21120,0,1702,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5634,地下城(极困难)_精品_斯皮_56,11056,554,13776,22041,0,540,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,地下城(极困难)_精品_强化_56,11056,1112,13776,22041,0,1080,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,地下城(极困难)_精品_制作_56,11056,1672,13776,22041,0,1620,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,地下城(极困难)_精品_斯皮_57,11057,562,14364,22982,0,530,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5638,地下城(极困难)_精品_强化_57,11057,1128,14364,22982,0,1060,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,地下城(极困难)_精品_制作_57,11057,1695,14364,22982,0,1590,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,地下城(极困难)_精品_斯皮_58,11058,570,14964,23942,0,520,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5641,地下城(极困难)_精品_强化_58,11058,1143,14964,23942,0,1040,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,地下城(极困难)_精品_制作_58,11058,1718,14964,23942,0,1560,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,地下城(极困难)_精品_斯皮_59,11059,578,15576,24921,0,510,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,地下城(极困难)_精品_强化_59,11059,1159,15576,24921,0,1020,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,地下城(极困难)_精品_制作_59,11059,1742,15576,24921,0,1530,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,地下城(极困难)_精品_斯皮_60,11060,585,16200,25920,0,500,40610,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647,地下城(极困难)_精品_强化_60,11060,1174,16200,25920,0,1000,40005,1,1000,40105,1,7500,40205,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5648,地下城(极困难)_精品_制作_60,11060,1765,16200,25920,0,1500,42006,1,4000,42212,1,9000,42606,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649,地下城(炼狱)_精品_斯皮_1,11501,567,6,9,0,1512,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,地下城(炼狱)_精品_强化_1,11501,1137,6,9,0,3025,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651,地下城(炼狱)_精品_制作_1,11501,1711,6,9,0,4537,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5652,地下城(炼狱)_精品_斯皮_2,11502,575,17,27,0,1497,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,地下城(炼狱)_精品_强化_2,11502,1153,17,27,0,2995,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,地下城(炼狱)_精品_制作_2,11502,1734,17,27,0,4492,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5655,地下城(炼狱)_精品_斯皮_3,11503,582,34,54,0,1485,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5656,地下城(炼狱)_精品_强化_3,11503,1168,34,54,0,2970,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5657,地下城(炼狱)_精品_制作_3,11503,1757,34,54,0,4455,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5658,地下城(炼狱)_精品_斯皮_4,11504,590,56,89,0,1470,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5659,地下城(炼狱)_精品_强化_4,11504,1184,56,89,0,2940,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5660,地下城(炼狱)_精品_制作_4,11504,1780,56,89,0,4410,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5661,地下城(炼狱)_精品_斯皮_5,11505,598,83,132,0,1457,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5662,地下城(炼狱)_精品_强化_5,11505,1199,83,132,0,2915,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5663,地下城(炼狱)_精品_制作_5,11505,1804,83,132,0,4372,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5664,地下城(炼狱)_精品_斯皮_6,11506,606,116,185,0,1400,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5665,地下城(炼狱)_精品_强化_6,11506,1215,116,185,0,2800,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5666,地下城(炼狱)_精品_制作_6,11506,1827,116,185,0,4200,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5667,地下城(炼狱)_精品_斯皮_7,11507,613,154,246,0,1387,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5668,地下城(炼狱)_精品_强化_7,11507,1230,154,246,0,2775,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5669,地下城(炼狱)_精品_制作_7,11507,1850,154,246,0,4162,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5670,地下城(炼狱)_精品_斯皮_8,11508,621,197,315,0,1372,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5671,地下城(炼狱)_精品_强化_8,11508,1246,197,315,0,2745,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672,地下城(炼狱)_精品_制作_8,11508,1873,197,315,0,4117,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673,地下城(炼狱)_精品_斯皮_9,11509,629,246,393,0,1360,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5674,地下城(炼狱)_精品_强化_9,11509,1261,246,393,0,2720,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5675,地下城(炼狱)_精品_制作_9,11509,1897,246,393,0,4080,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5676,地下城(炼狱)_精品_斯皮_10,11510,637,300,480,0,1347,40605,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5677,地下城(炼狱)_精品_强化_10,11510,1277,300,480,0,2695,40000,1,1000,40100,1,7500,40200,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5678,地下城(炼狱)_精品_制作_10,11510,1920,300,480,0,4042,42000,1,4000,42200,1,9000,42600,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,地下城(炼狱)_精品_斯皮_11,11511,516,363,580,0,1292,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5680,地下城(炼狱)_精品_强化_11,11511,1035,363,580,0,2585,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5681,地下城(炼狱)_精品_制作_11,11511,1556,363,580,0,3877,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5682,地下城(炼狱)_精品_斯皮_12,11512,523,432,691,0,1280,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5683,地下城(炼狱)_精品_强化_12,11512,1050,432,691,0,2560,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5684,地下城(炼狱)_精品_制作_12,11512,1579,432,691,0,3840,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5685,地下城(炼狱)_精品_斯皮_13,11513,531,507,811,0,1267,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5686,地下城(炼狱)_精品_强化_13,11513,1066,507,811,0,2535,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5687,地下城(炼狱)_精品_制作_13,11513,1602,507,811,0,3802,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5688,地下城(炼狱)_精品_斯皮_14,11514,539,588,940,0,1255,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5689,地下城(炼狱)_精品_强化_14,11514,1081,588,940,0,2510,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,地下城(炼狱)_精品_制作_14,11514,1625,588,940,0,3765,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5691,地下城(炼狱)_精品_斯皮_15,11515,547,675,1080,0,1242,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,地下城(炼狱)_精品_强化_15,11515,1097,675,1080,0,2485,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5693,地下城(炼狱)_精品_制作_15,11515,1649,675,1080,0,3727,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5694,地下城(炼狱)_精品_斯皮_16,11516,554,768,1228,0,1192,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5695,地下城(炼狱)_精品_强化_16,11516,1112,768,1228,0,2385,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5696,地下城(炼狱)_精品_制作_16,11516,1672,768,1228,0,3577,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5697,地下城(炼狱)_精品_斯皮_17,11517,562,867,1387,0,1180,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5698,地下城(炼狱)_精品_强化_17,11517,1128,867,1387,0,2360,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,地下城(炼狱)_精品_制作_17,11517,1695,867,1387,0,3540,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,地下城(炼狱)_精品_斯皮_18,11518,570,972,1555,0,1167,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,地下城(炼狱)_精品_强化_18,11518,1143,972,1555,0,2335,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5702,地下城(炼狱)_精品_制作_18,11518,1718,972,1555,0,3502,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,地下城(炼狱)_精品_斯皮_19,11519,578,1083,1732,0,1155,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5704,地下城(炼狱)_精品_强化_19,11519,1159,1083,1732,0,2310,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5705,地下城(炼狱)_精品_制作_19,11519,1742,1083,1732,0,3465,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5706,地下城(炼狱)_精品_斯皮_20,11520,585,1200,1920,0,1142,40606,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5707,地下城(炼狱)_精品_强化_20,11520,1174,1200,1920,0,2285,40001,1,1000,40101,1,7500,40201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5708,地下城(炼狱)_精品_制作_20,11520,1765,1200,1920,0,3427,42001,1,4000,42201,1,9000,42601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5709,地下城(炼狱)_精品_斯皮_21,11521,465,1323,2116,0,1095,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5710,地下城(炼狱)_精品_强化_21,11521,931,1323,2116,0,2190,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5711,地下城(炼狱)_精品_制作_21,11521,1401,1323,2116,0,3285,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5712,地下城(炼狱)_精品_斯皮_22,11522,472,1452,2323,0,1082,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5713,地下城(炼狱)_精品_强化_22,11522,947,1452,2323,0,2165,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5714,地下城(炼狱)_精品_制作_22,11522,1424,1452,2323,0,3247,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,地下城(炼狱)_精品_斯皮_23,11523,480,1587,2539,0,1070,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5716,地下城(炼狱)_精品_强化_23,11523,962,1587,2539,0,2140,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5717,地下城(炼狱)_精品_制作_23,11523,1447,1587,2539,0,3210,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5718,地下城(炼狱)_精品_斯皮_24,11524,488,1728,2764,0,1057,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,地下城(炼狱)_精品_强化_24,11524,978,1728,2764,0,2115,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5720,地下城(炼狱)_精品_制作_24,11524,1470,1728,2764,0,3172,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5721,地下城(炼狱)_精品_斯皮_25,11525,496,1875,3000,0,1045,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5722,地下城(炼狱)_精品_强化_25,11525,993,1875,3000,0,2090,40002,1,1000,40102,1,7500,40202,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5723,地下城(炼狱)_精品_制作_25,11525,1494,1875,3000,0,3135,42002,1,4000,42202,1,9000,42602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5724,地下城(炼狱)_精品_斯皮_26,11526,503,2028,3244,0,1002,40607,3,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
