TID,SkillGroup,SkillLevel,Comment,EngName,LocalName,LearnType,Type,Kind,Property,BuffPosition,BuffDelete,InputType,Target,MaxArea_01,MaxArea_02,VolumeArea,MinRange,MaxRange,AutoLearnSkillTID,ComboSkillGroup,ReqHP,ReqMP,NumericalClass,KindValue,SuccessRate,AddDamage,AgroValue, AffectType, AffectDuration, AffectCount,CoolTime,GlobalCoolTime,NextSkillTID,AddtionSkillTID,AddtionRate,ReqItemTID,ReqItemTIDCount,CastMoveAbility,CastingAniID,UpCastingAniID,CastingTime,CastingFailRate,CastingDelayTime,CastingDelayRate,Race,LimitWeapon,LimitMainWeapon,LimitWeaponLevel,OpenPoint,LimitCharLevel,LearnSkillPoint,PreConditionTID_01,PreConditionTID_02,SkillArea,NowGrade,MaxGrade,AniID,AniTime,UpAniID,UpAniTime,EnableMoving,EffectiveRange,AutoAttack,ActionEffectname,CameraID,SkillIconID,EngDesc,LocalDesc,AlarmMsg
121812,12181,2,死亡社员困难-Lv.35 巴勒西亚下手(1009),SKT_Name_005981,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1333,0,0,0,3,0,1009_031,0,10000,SKT_Desc_005981,,
121813,12181,3,死亡社员困难-Lv.35 巴勒西亚下手(1009),SKT_Name_005982,愤怒暴走,1,1,0,2,0,1,1,4,5,0,5,0,3,0,0,0,0,1,440,100,0,10,0,0,0,867,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,867,0,0,0,3,0,1009_034,0,10000,SKT_Desc_005982,说明:攻击自己周边全部敌人,
121821,12182,1,死亡社员困难-Lv.35 巴勒西亚守卫犬(5028),SKT_Name_005983,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1400,0,0,0,3,0,5027_030,0,10000,SKT_Desc_005983,,
121822,12182,2,死亡社员困难-Lv.35 巴勒西亚守卫犬(5028),SKT_Name_005984,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1533,0,0,0,3,0,5027_031,0,10000,SKT_Desc_005984,,
121823,12182,3,死亡社员困难-Lv.35 巴勒西亚守卫犬(5028),SKT_Name_005985,火焰咆哮,1,1,0,2,0,1,1,4,7,0,5,0,3,0,0,0,0,1,440,100,0,10,0,0,0,1533,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1533,0,0,0,3,0,5027_034,0,10000,SKT_Desc_005985,说明:攻击自己周边全部敌人,
121831,12183,1,死亡社员困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_005986,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,2333,0,0,0,3,0,7015_030,0,10000,SKT_Desc_005986,,
121832,12183,2,死亡社员困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_005987,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,2400,0,0,0,3,0,7015_031,0,10000,SKT_Desc_005987,,
121833,12183,3,死亡社员困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_005988,打碎空间,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,452,100,0,10,0,0,0,2333,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,2333,0,0,0,3,0,7015_034,0,10000,SKT_Desc_005988,说明:攻击自己周边全部敌人,
121834,12183,4,死亡社员困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_005989,空间斩,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,452,100,0,10,0,0,0,2333,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,2333,0,0,0,3,0,7015_034,0,10000,SKT_Desc_005989,<TC '240:163:63' Text'气竭持续4秒'/>,
121835,12183,5,死亡社员困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_005990,空间斩,1,3,1,0,1,1,1,4,10,0,5,0,3,0,0,0,0,1,0,100,0,10,1,4000,0,2333,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,2333,0,0,0,3,0,7015_034,0,20515,SKT_Desc_005990,<TC '240:163:63' Text'气竭持续4秒'/>,
121836,12183,6,死亡社员困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_005991,不快气息,1,3,0,8,1,1,2,4,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,3000,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,3000,0,0,0,3,0,7015_052,0,20509,SKT_Desc_005991,<TC '240:163:63' Text'攻击速度减少16%持续10秒'/>,
121837,12183,7,死亡社员困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_005992,腐蚀气体,1,3,0,2,1,1,2,4,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,3000,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,3000,0,0,0,3,0,7015_052,0,20503,SKT_Desc_005992,<TC '240:163:63' Text'物理防御减少16%持续10秒'/>,
121838,12183,8,死亡社员困难-Lv.36 龟裂支配者拉琪亚斯 (指定)(7017),SKT_Name_005993,龟裂之力,1,2,0,0,0,1,1,1,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,20000,0,3000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,3000,0,0,0,3,0,7015_068,0,20001,SKT_Desc_005993,<TC '240:163:63' Text'物理攻击减少16%持续20秒'/>,
121841,12184,1,死亡社员困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_005994,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1267,0,0,0,3,0,108_030,0,10000,SKT_Desc_005994,,
121842,12184,2,死亡社员困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_005995,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1200,0,0,0,3,0,108_031,0,10000,SKT_Desc_005995,,
121843,12184,3,死亡社员困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_005996,灵魂燃烧,1,1,0,2,0,1,1,4,10,0,5,0,7,0,0,0,0,1,452,100,0,10,0,0,0,1267,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1267,0,0,0,3,0,108_034,0,10000,SKT_Desc_005996,说明:攻击自己周边全部敌人,
121844,12184,4,死亡社员困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_005997,灵魂爆发,1,1,0,2,0,1,2,4,0,0,1,0,7,0,0,0,0,1,452,100,0,10,0,0,0,1267,0,0,121845,100,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1267,0,0,0,3,0,108_034,0,10000,SKT_Desc_005997,<TC '240:163:63' Text'每2秒271的伤害持续10秒'/>,
121845,12184,5,死亡社员困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_005998,灵魂爆发,1,3,0,12,1,1,2,4,0,0,1,0,7,0,0,0,0,1,271,100,0,10,2,2000,5,1267,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1267,0,0,0,3,0,108_034,0,20513,SKT_Desc_005998,<TC '240:163:63' Text'每2秒271的伤害持续10秒'/>,
121846,12184,6,死亡社员困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_005999,肉体诅咒,1,3,0,2,1,1,2,4,0,0,1,0,7,0,0,0,0,0,16,100,0,10,1,10000,0,1933,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1933,0,0,0,3,0,108_052,0,20503,SKT_Desc_005999,<TC '240:163:63' Text'物理防御减少16%持续10秒'/>,
121847,12184,7,死亡社员困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006000,精神制压,1,3,0,5,1,1,1,4,10,0,5,0,7,0,0,0,0,0,16,100,0,10,1,10000,0,1933,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1933,0,0,0,3,0,108_052,0,20506,SKT_Desc_006000,<TC '240:163:63' Text'回避减少16%持续10秒'/>,
121848,12184,8,死亡社员困难-Lv.36灵魂支配者派特利 (指定)(7090),SKT_Name_006001,灵魂治愈,1,2,0,12,0,1,1,1,0,0,1,0,7,0,0,0,0,0,10,100,0,10,2,0,1,1933,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,1933,0,0,0,3,0,108_068,0,20013,SKT_Desc_006001,说明:恢复,
121851,12185,1,死亡社员困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006002,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1333,0,0,0,3,0,5003_030,0,10000,SKT_Desc_006002,,
121852,12185,2,死亡社员困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006003,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1333,0,0,0,3,0,5003_031,0,10000,SKT_Desc_006003,,
121853,12185,3,死亡社员困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006004,安息舞姿,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,452,100,0,10,0,0,0,1500,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,5003_034,0,10000,SKT_Desc_006004,说明:攻击自己周边全部敌人,
121854,12185,4,死亡社员困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006005,镇魂剑舞,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,452,100,0,10,0,0,0,1500,0,0,121855,100,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,5003_034,0,10000,SKT_Desc_006005,<TC '240:163:63' Text'物理防御减少16%持续10秒'/>,
121855,12185,5,死亡社员困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006006,镇魂剑舞,1,3,0,2,1,1,1,4,10,0,5,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,1500,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,5003_034,0,20503,SKT_Desc_006006,<TC '240:163:63' Text'物理防御减少16%持续10秒'/>,
121856,12185,6,死亡社员困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006007,钝化气体,1,3,0,9,1,1,2,4,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,1667,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1667,0,0,0,3,0,5003_052,0,20510,SKT_Desc_006007,<TC '240:163:63' Text'移动速度减少16%持续10秒'/>,
121857,12185,7,死亡社员困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006008,麻痹气体,1,3,1,0,1,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,1,5000,0,1667,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1667,0,0,0,3,0,5003_052,0,20515,SKT_Desc_006008,<TC '240:163:63' Text'气竭持续5秒'/>,
121858,12185,8,死亡社员困难-Lv.36安息主官者世雷亚 (指定)(5005),SKT_Name_006009,神速之舞,1,2,0,5,0,1,1,1,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,2400,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,2400,0,0,0,3,0,5003_068,0,20006,SKT_Desc_006009,<TC '240:163:63' Text'回避增加16%持续10秒'/>,
121861,12186,1,死亡社员困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006010,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1567,0,0,0,3,0,7018_030,0,10000,SKT_Desc_006010,,
121862,12186,2,死亡社员困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006011,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1533,0,0,0,3,0,7018_031,0,10000,SKT_Desc_006011,,
121863,12186,3,死亡社员困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006012,深沉气息,1,1,0,2,0,1,2,4,0,0,1,0,7,0,0,0,0,1,452,100,0,10,0,0,0,1500,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,7018_034,0,10000,SKT_Desc_006012,说明:大伤害,
121864,12186,4,死亡社员困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006013,沉重气息,1,1,0,2,0,1,1,4,5,0,5,0,7,0,0,0,0,1,452,100,0,10,0,0,0,1500,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1500,0,0,0,3,0,7018_034,0,10000,SKT_Desc_006013,说明:攻击对方周边全部敌人,
121865,12186,5,死亡社员困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006014,沉睡吼叫,1,3,3,0,1,1,1,4,5,0,5,0,3,0,0,0,0,1,0,100,0,10,1,5000,0,2000,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,2000,0,0,0,3,0,7015_052,0,10000,SKT_Desc_006014,<TC '240:163:63' Text'睡眠持续5秒'/>,
121866,12186,6,死亡社员困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006015,恐怖之吼,1,3,2,0,1,1,1,4,5,0,5,0,3,0,0,0,0,1,0,100,0,10,1,5000,0,2000,0,0,0,0,0,0,2,34,0,3000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,2000,0,0,0,3,0,7015_052,0,10000,SKT_Desc_006015,<TC '240:163:63' Text'恐怖持续5秒'/>,
121867,12186,7,死亡社员困难-Lv.36 沉默管理者贝尔利塔 (指定)(7020),SKT_Name_006016,故乡呐喊,1,2,0,0,0,1,1,4,0,0,1,0,3,0,0,0,0,0,16,100,0,10,1,10000,0,2000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,2000,0,0,0,3,0,7015_068,0,20001,SKT_Desc_006016,<TC '240:163:63' Text'物理攻击增加16%持续10秒'/>,
121871,12187,1,死亡社员困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006017,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,10,0,0,0,0,1,0,100,0,10,0,0,0,3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,3467,0,0,0,3,0,1049_030,0,10000,SKT_Desc_006017,,
121872,12187,2,死亡社员困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006018,基本攻击2号 ,1,1,0,2,0,1,2,4,0,0,1,0,10,0,0,0,0,1,0,100,0,10,0,0,0,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,3233,0,0,0,3,0,1049_031,0,10000,SKT_Desc_006018,,
121873,12187,3,死亡社员困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006019,贪食火花,1,1,0,2,0,1,3,4,10,0,5,0,10,0,0,0,0,1,464,100,0,10,0,0,0,4700,0,0,0,0,0,0,2,34,0,5000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,4700,0,0,0,3,0,1049_034,0,10000,SKT_Desc_006019,说明:大伤害,ARMMSG_1049_01
121874,12187,4,死亡社员困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006020,火光碎裂,1,1,0,2,0,1,3,4,10,0,5,0,10,0,0,0,0,1,464,100,0,10,0,0,0,4700,0,0,121875,100,0,0,2,34,0,5000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,4700,0,0,0,3,0,1049_034,0,10000,SKT_Desc_006020,<TC '240:163:63' Text'气竭持续5秒'/>,ARMMSG_1049_02
121875,12187,5,死亡社员困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006021,火光碎裂,1,3,1,0,1,1,3,4,10,0,5,0,10,0,0,0,0,1,0,100,0,10,1,5000,0,4700,0,0,0,0,0,0,2,34,0,5000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,4700,0,0,0,3,0,1049_034,0,20515,SKT_Desc_006021,<TC '240:163:63' Text'气竭持续5秒'/>,
121876,12187,6,死亡社员困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006022,贪食火光,1,3,0,12,0,1,3,4,10,0,5,0,10,0,0,0,0,1,278,100,0,10,2,2000,5,3667,0,0,0,0,0,0,2,34,0,5000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,3667,0,0,0,3,0,1049_052,0,20513,SKT_Desc_006022,<TC '240:163:63' Text'每2秒278的伤害持续10秒'/>,ARMMSG_1049_03
121877,12187,7,死亡社员困难-Lv.37 贪食巴勒西亚 (BOSS)(1049),SKT_Name_006023,饥饿,1,2,0,8,0,1,1,1,0,0,1,0,10,0,0,0,0,0,16,100,0,10,1,20000,0,3333,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,68,3333,0,0,0,3,0,1049_068,0,20009,SKT_Desc_006023,<TC '240:163:63' Text'攻击速度增加16%持续20秒'/>,ARMMSG_1049_04
121881,12188,1,死亡社员非常困难-Lv.35 龟裂魔手 (7015),SKT_Name_006024,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,2333,0,0,0,3,0,7015_030,0,10000,SKT_Desc_006024,,
121882,12188,2,死亡社员非常困难-Lv.35 龟裂魔手 (7015),SKT_Name_006025,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,2400,0,0,0,3,0,7015_031,0,10000,SKT_Desc_006025,,
121883,12188,3,死亡社员非常困难-Lv.35 龟裂魔手 (7015),SKT_Name_006026,破碎火焰,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,440,100,0,10,0,0,0,2333,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,2333,0,0,0,3,0,7015_034,0,10000,SKT_Desc_006026,说明:攻击自己周边全部敌人,
121891,12189,1,死亡社员非常困难-Lv.35 龟裂破坏者 (7016),SKT_Name_006027,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,2333,0,0,0,3,0,7015_030,0,10000,SKT_Desc_006027,,
121892,12189,2,死亡社员非常困难-Lv.35 龟裂破坏者 (7016),SKT_Name_006028,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,2400,0,0,0,3,0,7015_031,0,10000,SKT_Desc_006028,,
121893,12189,3,死亡社员非常困难-Lv.35 龟裂破坏者 (7016),SKT_Name_006029,不安气息,1,3,0,2,1,1,2,4,0,0,1,0,10,0,0,0,0,0,16,100,0,10,1,20000,0,3000,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,3000,0,0,0,3,0,7015_052,0,20503,SKT_Desc_006029,<TC '240:163:63' Text'物理防御减少16%持续20秒'/>,
121901,12190,1,死亡社员非常困难-Lv.35战士灵魂 (7088),SKT_Name_006030,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1200,0,0,0,3,0,106_030,0,10000,SKT_Desc_006030,,
121902,12190,2,死亡社员非常困难-Lv.35战士灵魂 (7088),SKT_Name_006031,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1200,0,0,0,3,0,106_031,0,10000,SKT_Desc_006031,,
121903,12190,3,死亡社员非常困难-Lv.35战士灵魂 (7088),SKT_Name_006032,腹部斩,1,1,0,2,0,1,1,4,5,0,5,0,3,0,0,0,0,1,440,100,0,10,0,0,0,1833,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1833,0,0,0,3,0,106_034,0,10000,SKT_Desc_006032,说明:攻击自己周边全部敌人,
121911,12191,1,死亡社员非常困难-Lv.35弓箭手灵魂 (7089),SKT_Name_006033,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1200,0,0,0,3,0,107_030,0,10000,SKT_Desc_006033,,
121912,12191,2,死亡社员非常困难-Lv.35弓箭手灵魂 (7089),SKT_Name_006034,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1200,0,0,0,3,0,107_031,0,10000,SKT_Desc_006034,,
121913,12191,3,死亡社员非常困难-Lv.35弓箭手灵魂 (7089),SKT_Name_006035,闪电角箭,1,1,0,2,0,1,1,4,10,10,5,0,10,0,0,0,0,1,440,100,0,10,0,0,0,1000,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1000,0,0,0,3,0,107_034,0,10000,SKT_Desc_006035,说明:攻击自己周边全部敌人,
121921,12192,1,死亡社员非常困难-Lv.35魔法师灵魂 (7090),SKT_Name_006036,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1267,0,0,0,3,0,108_030,0,10000,SKT_Desc_006036,,
121922,12192,2,死亡社员非常困难-Lv.35魔法师灵魂 (7090),SKT_Name_006037,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1200,0,0,0,3,0,108_031,0,10000,SKT_Desc_006037,,
121923,12192,3,死亡社员非常困难-Lv.35魔法师灵魂 (7090),SKT_Name_006038,暗黑冲击波,1,3,0,12,1,1,1,4,10,0,5,0,7,0,0,0,0,1,264,100,0,10,2,2000,5,1933,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,52,1933,0,0,0,3,0,108_052,0,20513,SKT_Desc_006038,<TC '240:163:63' Text'每2秒264的伤害持续10秒'/>,
121931,12193,1,死亡社员非常困难-Lv.35 失眠战士(7076),SKT_Name_006039,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,2000,0,0,0,3,0,7070_030,0,10000,SKT_Desc_006039,,
121932,12193,2,死亡社员非常困难-Lv.35 失眠战士(7076),SKT_Name_006040,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,2167,0,0,0,3,0,7070_031,0,10000,SKT_Desc_006040,,
121933,12193,3,死亡社员非常困难-Lv.35 失眠战士(7076),SKT_Name_006041,死亡斩,1,1,0,2,0,1,1,4,10,0,5,0,3,0,0,0,0,1,440,100,0,10,0,0,0,2167,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,2167,0,0,0,3,0,7070_034,0,10000,SKT_Desc_006041,说明:攻击对方周边全部敌人,
121941,12194,1,死亡社员非常困难-Lv.35 失眠弓箭手(7077),SKT_Name_006042,基本攻击1号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,30,1567,0,0,0,3,0,7071_030,0,10000,SKT_Desc_006042,,
121942,12194,2,死亡社员非常困难-Lv.35 失眠弓箭手(7077),SKT_Name_006043,基本攻击2号,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,0,100,0,10,0,0,0,1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,31,1567,0,0,0,3,0,7071_031,0,10000,SKT_Desc_006043,,
121943,12194,3,死亡社员非常困难-Lv.35 失眠弓箭手(7077),SKT_Name_006044,死亡箭,1,1,0,2,0,1,2,4,0,0,1,0,17,0,0,0,0,1,440,100,0,10,0,0,0,1333,0,0,0,0,0,0,2,34,0,1000,0,0,0,0,0,0,0,,1,0,0,0,2,1,1,36,1333,0,0,0,3,0,7071_034,0,10000,SKT_Desc_006044,说明:大伤害,
