TID,StatClass,StatPoint,StrPOPMin,StrPOPMax,ConMaxHp,ConHPR,WisMOPMin,WisMOPMax,MenMaxMp,MenMPR,AgilityDP,AgilityAP,AgilityCP
2969,409,1,818,818,9407,409,818,818,4908,409,450,266,376
2970,410,1,820,820,9430,410,820,820,4920,410,451,267,377
2971,411,1,822,822,9453,411,822,822,4932,411,452,267,378
2972,412,1,824,824,9476,412,824,824,4944,412,453,268,379
2973,413,1,826,826,9499,413,826,826,4956,413,454,268,380
2974,414,1,828,828,9522,414,828,828,4968,414,455,269,381
2975,415,1,830,830,9545,415,830,830,4980,415,457,270,382
2976,416,1,832,832,9568,416,832,832,4992,416,458,270,383
2977,417,1,834,834,9591,417,834,834,5004,417,459,271,384
2978,418,1,836,836,9614,418,836,836,5016,418,460,272,385
2979,419,1,838,838,9637,419,838,838,5028,419,461,272,385
2980,420,1,840,840,9660,420,840,840,5040,420,462,273,386
2981,421,1,842,842,9683,421,842,842,5052,421,463,274,387
2982,422,1,844,844,9706,422,844,844,5064,422,464,274,388
2983,423,1,846,846,9729,423,846,846,5076,423,465,275,389
2984,424,1,848,848,9752,424,848,848,5088,424,466,276,390
2985,425,1,850,850,9775,425,850,850,5100,425,468,276,391
2986,426,1,852,852,9798,426,852,852,5112,426,469,277,392
2987,427,1,854,854,9821,427,854,854,5124,427,470,278,393
2988,428,1,856,856,9844,428,856,856,5136,428,471,278,394
2989,429,1,858,858,9867,429,858,858,5148,429,472,279,395
2990,430,1,860,860,9890,430,860,860,5160,430,473,280,396
2991,431,1,862,862,9913,431,862,862,5172,431,474,280,397
2992,432,1,864,864,9936,432,864,864,5184,432,475,281,397
2993,433,1,866,866,9959,433,866,866,5196,433,476,281,398
2994,434,1,868,868,9982,434,868,868,5208,434,477,282,399
2995,435,1,870,870,10005,435,870,870,5220,435,479,283,400
2996,436,1,872,872,10028,436,872,872,5232,436,480,283,401
2997,437,1,874,874,10051,437,874,874,5244,437,481,284,402
2998,438,1,876,876,10074,438,876,876,5256,438,482,285,403
2999,439,1,878,878,10097,439,878,878,5268,439,483,285,404
3000,440,1,880,880,10120,440,880,880,5280,440,484,286,405
3001,441,1,882,882,10143,441,882,882,5292,441,485,287,406
3002,442,1,884,884,10166,442,884,884,5304,442,486,287,407
3003,443,1,886,886,10189,443,886,886,5316,443,487,288,408
3004,444,1,888,888,10212,444,888,888,5328,444,488,289,408
3005,445,1,890,890,10235,445,890,890,5340,445,490,289,409
3006,446,1,892,892,10258,446,892,892,5352,446,491,290,410
3007,447,1,894,894,10281,447,894,894,5364,447,492,291,411
3008,448,1,896,896,10304,448,896,896,5376,448,493,291,412
3009,449,1,898,898,10327,449,898,898,5388,449,494,292,413
3010,450,1,900,900,10350,450,900,900,5400,450,495,293,414
3011,451,1,902,902,10373,451,902,902,5412,451,496,293,415
3012,452,1,904,904,10396,452,904,904,5424,452,497,294,416
3013,453,1,906,906,10419,453,906,906,5436,453,498,294,417
3014,454,1,908,908,10442,454,908,908,5448,454,499,295,418
3015,455,1,910,910,10465,455,910,910,5460,455,501,296,419
3016,456,1,912,912,10488,456,912,912,5472,456,502,296,420
3017,457,1,914,914,10511,457,914,914,5484,457,503,297,420
3018,458,1,916,916,10534,458,916,916,5496,458,504,298,421
3019,459,1,918,918,10557,459,918,918,5508,459,505,298,422
3020,460,1,920,920,10580,460,920,920,5520,460,506,299,423
3021,461,1,922,922,10603,461,922,922,5532,461,507,300,424
3022,462,1,924,924,10626,462,924,924,5544,462,508,300,425
3023,463,1,926,926,10649,463,926,926,5556,463,509,301,426
3024,464,1,928,928,10672,464,928,928,5568,464,510,302,427
3025,465,1,930,930,10695,465,930,930,5580,465,512,302,428
3026,466,1,932,932,10718,466,932,932,5592,466,513,303,429
3027,467,1,934,934,10741,467,934,934,5604,467,514,304,430
3028,468,1,936,936,10764,468,936,936,5616,468,515,304,431
3029,469,1,938,938,10787,469,938,938,5628,469,516,305,431
3030,470,1,940,940,10810,470,940,940,5640,470,517,306,432
3031,471,1,942,942,10833,471,942,942,5652,471,518,306,433
3032,472,1,944,944,10856,472,944,944,5664,472,519,307,434
3033,473,1,946,946,10879,473,946,946,5676,473,520,307,435
3034,474,1,948,948,10902,474,948,948,5688,474,521,308,436
3035,475,1,950,950,10925,475,950,950,5700,475,523,309,437
3036,476,1,952,952,10948,476,952,952,5712,476,524,309,438
3037,477,1,954,954,10971,477,954,954,5724,477,525,310,439
3038,478,1,956,956,10994,478,956,956,5736,478,526,311,440
3039,479,1,958,958,11017,479,958,958,5748,479,527,311,441
3040,480,1,960,960,11040,480,960,960,5760,480,528,312,442
3041,481,1,962,962,11063,481,962,962,5772,481,529,313,443
3042,482,1,964,964,11086,482,964,964,5784,482,530,313,443
3043,483,1,966,966,11109,483,966,966,5796,483,531,314,444
3044,484,1,968,968,11132,484,968,968,5808,484,532,315,445
3045,485,1,970,970,11155,485,970,970,5820,485,534,315,446
3046,486,1,972,972,11178,486,972,972,5832,486,535,316,447
3047,487,1,974,974,11201,487,974,974,5844,487,536,317,448
3048,488,1,976,976,11224,488,976,976,5856,488,537,317,449
3049,489,1,978,978,11247,489,978,978,5868,489,538,318,450
3050,490,1,980,980,11270,490,980,980,5880,490,539,319,451
3051,491,1,982,982,11293,491,982,982,5892,491,540,319,452
3052,492,1,984,984,11316,492,984,984,5904,492,541,320,453
3053,493,1,986,986,11339,493,986,986,5916,493,542,320,454
3054,494,1,988,988,11362,494,988,988,5928,494,543,321,454
3055,495,1,990,990,11385,495,990,990,5940,495,545,322,455
3056,496,1,992,992,11408,496,992,992,5952,496,546,322,456
3057,497,1,994,994,11431,497,994,994,5964,497,547,323,457
3058,498,1,996,996,11454,498,996,996,5976,498,548,324,458
3059,499,1,998,998,11477,499,998,998,5988,499,549,324,459
3060,500,1,1000,1000,11500,500,1000,1000,6000,500,550,325,460
5120,0,1,0,0,0,0,0,0,0,0,0,0,0
5121,1,1,2,2,23,1,2,2,12,1,1,1,1
5122,2,1,4,4,46,2,4,4,24,2,2,1,2
5123,3,1,6,6,69,3,6,6,36,3,3,2,3
5124,4,1,8,8,92,4,8,8,48,4,4,3,4
5125,5,1,10,10,115,5,10,10,60,5,6,3,5
5126,6,1,12,12,138,6,12,12,72,6,7,4,6
5127,7,1,14,14,161,7,14,14,84,7,8,5,6
5128,8,1,16,16,184,8,16,16,96,8,9,5,7
5129,9,1,18,18,207,9,18,18,108,9,10,6,8
5130,10,1,20,20,230,10,20,20,120,10,11,7,9
5131,11,1,22,22,253,11,22,22,132,11,12,7,10
5132,12,1,24,24,276,12,24,24,144,12,13,8,11
5133,13,1,26,26,299,13,26,26,156,13,14,8,12
5134,14,1,28,28,322,14,28,28,168,14,15,9,13
5135,15,1,30,30,345,15,30,30,180,15,17,10,14
5136,16,1,32,32,368,16,32,32,192,16,18,10,15
5137,17,1,34,34,391,17,34,34,204,17,19,11,16
5138,18,1,36,36,414,18,36,36,216,18,20,12,17
5139,19,1,38,38,437,19,38,38,228,19,21,12,17
5140,20,1,40,40,460,20,40,40,240,20,22,13,18
5141,21,1,42,42,483,21,42,42,252,21,23,14,19
5142,22,1,44,44,506,22,44,44,264,22,24,14,20
5143,23,1,46,46,529,23,46,46,276,23,25,15,21
5144,24,1,48,48,552,24,48,48,288,24,26,16,22
5145,25,1,50,50,575,25,50,50,300,25,28,16,23
5146,26,1,52,52,598,26,52,52,312,26,29,17,24
5147,27,1,54,54,621,27,54,54,324,27,30,18,25
5148,28,1,56,56,644,28,56,56,336,28,31,18,26
5149,29,1,58,58,667,29,58,58,348,29,32,19,27
5150,30,1,60,60,690,30,60,60,360,30,33,20,28
5151,31,1,62,62,713,31,62,62,372,31,34,20,29
5152,32,1,64,64,736,32,64,64,384,32,35,21,29
5153,33,1,66,66,759,33,66,66,396,33,36,21,30
5154,34,1,68,68,782,34,68,68,408,34,37,22,31
5155,35,1,70,70,805,35,70,70,420,35,39,23,32
5156,36,1,72,72,828,36,72,72,432,36,40,23,33
5157,37,1,74,74,851,37,74,74,444,37,41,24,34
5158,38,1,76,76,874,38,76,76,456,38,42,25,35
5159,39,1,78,78,897,39,78,78,468,39,43,25,36
5160,40,1,80,80,920,40,80,80,480,40,44,26,37
5161,41,1,82,82,943,41,82,82,492,41,45,27,38
5162,42,1,84,84,966,42,84,84,504,42,46,27,39
5163,43,1,86,86,989,43,86,86,516,43,47,28,40
5164,44,1,88,88,1012,44,88,88,528,44,48,29,40
5165,45,1,90,90,1035,45,90,90,540,45,50,29,41
5166,46,1,92,92,1058,46,92,92,552,46,51,30,42
5167,47,1,94,94,1081,47,94,94,564,47,52,31,43
5168,48,1,96,96,1104,48,96,96,576,48,53,31,44
5169,49,1,98,98,1127,49,98,98,588,49,54,32,45
5170,50,1,100,100,1150,50,100,100,600,50,55,33,46
5171,51,1,102,102,1173,51,102,102,612,51,56,33,47
5172,52,1,104,104,1196,52,104,104,624,52,57,34,48
5173,53,1,106,106,1219,53,106,106,636,53,58,34,49
5174,54,1,108,108,1242,54,108,108,648,54,59,35,50
5175,55,1,110,110,1265,55,110,110,660,55,61,36,51
5176,56,1,112,112,1288,56,112,112,672,56,62,36,52
5177,57,1,114,114,1311,57,114,114,684,57,63,37,52
5178,58,1,116,116,1334,58,116,116,696,58,64,38,53
5179,59,1,118,118,1357,59,118,118,708,59,65,38,54
5180,60,1,120,120,1380,60,120,120,720,60,66,39,55
5181,61,1,122,122,1403,61,122,122,732,61,67,40,56
5182,62,1,124,124,1426,62,124,124,744,62,68,40,57
5183,63,1,126,126,1449,63,126,126,756,63,69,41,58
5184,64,1,128,128,1472,64,128,128,768,64,70,42,59
5185,65,1,130,130,1495,65,130,130,780,65,72,42,60
5186,66,1,132,132,1518,66,132,132,792,66,73,43,61
5187,67,1,134,134,1541,67,134,134,804,67,74,44,62
5188,68,1,136,136,1564,68,136,136,816,68,75,44,63
5189,69,1,138,138,1587,69,138,138,828,69,76,45,63
5190,70,1,140,140,1610,70,140,140,840,70,77,46,64
5191,71,1,142,142,1633,71,142,142,852,71,78,46,65
5192,72,1,144,144,1656,72,144,144,864,72,79,47,66
5193,73,1,146,146,1679,73,146,146,876,73,80,47,67
5194,74,1,148,148,1702,74,148,148,888,74,81,48,68
5195,75,1,150,150,1725,75,150,150,900,75,83,49,69
5196,76,1,152,152,1748,76,152,152,912,76,84,49,70
5197,77,1,154,154,1771,77,154,154,924,77,85,50,71
5198,78,1,156,156,1794,78,156,156,936,78,86,51,72
5199,79,1,158,158,1817,79,158,158,948,79,87,51,73
5200,80,1,160,160,1840,80,160,160,960,80,88,52,74
5201,81,1,162,162,1863,81,162,162,972,81,89,53,75
5202,82,1,164,164,1886,82,164,164,984,82,90,53,75
5203,83,1,166,166,1909,83,166,166,996,83,91,54,76
5204,84,1,168,168,1932,84,168,168,1008,84,92,55,77
5205,85,1,170,170,1955,85,170,170,1020,85,94,55,78
5206,86,1,172,172,1978,86,172,172,1032,86,95,56,79
5207,87,1,174,174,2001,87,174,174,1044,87,96,57,80
5208,88,1,176,176,2024,88,176,176,1056,88,97,57,81
5209,89,1,178,178,2047,89,178,178,1068,89,98,58,82
5210,90,1,180,180,2070,90,180,180,1080,90,99,59,83
5211,91,1,182,182,2093,91,182,182,1092,91,100,59,84
5212,92,1,184,184,2116,92,184,184,1104,92,101,60,85
5213,93,1,186,186,2139,93,186,186,1116,93,102,60,86
5214,94,1,188,188,2162,94,188,188,1128,94,103,61,86
5215,95,1,190,190,2185,95,190,190,1140,95,105,62,87
5216,96,1,192,192,2208,96,192,192,1152,96,106,62,88
5217,97,1,194,194,2231,97,194,194,1164,97,107,63,89
5218,98,1,196,196,2254,98,196,196,1176,98,108,64,90
5219,99,1,198,198,2277,99,198,198,1188,99,109,64,91
5220,100,1,200,200,2300,100,200,200,1200,100,110,65,92
5221,101,1,202,202,2323,101,202,202,1212,101,111,66,93
5222,102,1,204,204,2346,102,204,204,1224,102,112,66,94
5223,103,1,206,206,2369,103,206,206,1236,103,113,67,95
5224,104,1,208,208,2392,104,208,208,1248,104,114,68,96
5225,105,1,210,210,2415,105,210,210,1260,105,116,68,97
5226,106,1,212,212,2438,106,212,212,1272,106,117,69,98
5227,107,1,214,214,2461,107,214,214,1284,107,118,70,98
5228,108,1,216,216,2484,108,216,216,1296,108,119,70,99
5229,109,1,218,218,2507,109,218,218,1308,109,120,71,100
5230,110,1,220,220,2530,110,220,220,1320,110,121,72,101
5231,111,1,222,222,2553,111,222,222,1332,111,122,72,102
5232,112,1,224,224,2576,112,224,224,1344,112,123,73,103
5233,113,1,226,226,2599,113,226,226,1356,113,124,73,104
5234,114,1,228,228,2622,114,228,228,1368,114,125,74,105
5235,115,1,230,230,2645,115,230,230,1380,115,127,75,106
5236,116,1,232,232,2668,116,232,232,1392,116,128,75,107
5237,117,1,234,234,2691,117,234,234,1404,117,129,76,108
5238,118,1,236,236,2714,118,236,236,1416,118,130,77,109
5239,119,1,238,238,2737,119,238,238,1428,119,131,77,109
5240,120,1,240,240,2760,120,240,240,1440,120,132,78,110
5241,121,1,242,242,2783,121,242,242,1452,121,133,79,111
5242,122,1,244,244,2806,122,244,244,1464,122,134,79,112
5243,123,1,246,246,2829,123,246,246,1476,123,135,80,113
5244,124,1,248,248,2852,124,248,248,1488,124,136,81,114
5245,125,1,250,250,2875,125,250,250,1500,125,138,81,115
5246,126,1,252,252,2898,126,252,252,1512,126,139,82,116
5247,127,1,254,254,2921,127,254,254,1524,127,140,83,117
5248,128,1,256,256,2944,128,256,256,1536,128,141,83,118
5249,129,1,258,258,2967,129,258,258,1548,129,142,84,119
5250,130,1,260,260,2990,130,260,260,1560,130,143,85,120
5251,131,1,262,262,3013,131,262,262,1572,131,144,85,121
5252,132,1,264,264,3036,132,264,264,1584,132,145,86,121
5253,133,1,266,266,3059,133,266,266,1596,133,146,86,122
5254,134,1,268,268,3082,134,268,268,1608,134,147,87,123
5255,135,1,270,270,3105,135,270,270,1620,135,149,88,124
5256,136,1,272,272,3128,136,272,272,1632,136,150,88,125
5257,137,1,274,274,3151,137,274,274,1644,137,151,89,126
5258,138,1,276,276,3174,138,276,276,1656,138,152,90,127
5259,139,1,278,278,3197,139,278,278,1668,139,153,90,128
5260,140,1,280,280,3220,140,280,280,1680,140,154,91,129
5261,141,1,282,282,3243,141,282,282,1692,141,155,92,130
5262,142,1,284,284,3266,142,284,284,1704,142,156,92,131
5263,143,1,286,286,3289,143,286,286,1716,143,157,93,132
5264,144,1,288,288,3312,144,288,288,1728,144,158,94,132
5265,145,1,290,290,3335,145,290,290,1740,145,160,94,133
5266,146,1,292,292,3358,146,292,292,1752,146,161,95,134
5267,147,1,294,294,3381,147,294,294,1764,147,162,96,135
5268,148,1,296,296,3404,148,296,296,1776,148,163,96,136
5269,149,1,298,298,3427,149,298,298,1788,149,164,97,137
5270,150,1,300,300,3450,150,300,300,1800,150,165,98,138
5271,151,1,302,302,3473,151,302,302,1812,151,166,98,139
5272,152,1,304,304,3496,152,304,304,1824,152,167,99,140
5273,153,1,306,306,3519,153,306,306,1836,153,168,99,141
5274,154,1,308,308,3542,154,308,308,1848,154,169,100,142
5275,155,1,310,310,3565,155,310,310,1860,155,171,101,143
5276,156,1,312,312,3588,156,312,312,1872,156,172,101,144
5277,157,1,314,314,3611,157,314,314,1884,157,173,102,144
5278,158,1,316,316,3634,158,316,316,1896,158,174,103,145
5279,159,1,318,318,3657,159,318,318,1908,159,175,103,146
5280,160,1,320,320,3680,160,320,320,1920,160,176,104,147
5281,161,1,322,322,3703,161,322,322,1932,161,177,105,148
5282,162,1,324,324,3726,162,324,324,1944,162,178,105,149
5283,163,1,326,326,3749,163,326,326,1956,163,179,106,150
5284,164,1,328,328,3772,164,328,328,1968,164,180,107,151
5285,165,1,330,330,3795,165,330,330,1980,165,182,107,152
5286,166,1,332,332,3818,166,332,332,1992,166,183,108,153
5287,167,1,334,334,3841,167,334,334,2004,167,184,109,154
5288,168,1,336,336,3864,168,336,336,2016,168,185,109,155
5289,169,1,338,338,3887,169,338,338,2028,169,186,110,155
5290,170,1,340,340,3910,170,340,340,2040,170,187,111,156
5291,171,1,342,342,3933,171,342,342,2052,171,188,111,157
5292,172,1,344,344,3956,172,344,344,2064,172,189,112,158
5293,173,1,346,346,3979,173,346,346,2076,173,190,112,159
5294,174,1,348,348,4002,174,348,348,2088,174,191,113,160
5295,175,1,350,350,4025,175,350,350,2100,175,193,114,161
5296,176,1,352,352,4048,176,352,352,2112,176,194,114,162
5297,177,1,354,354,4071,177,354,354,2124,177,195,115,163
5298,178,1,356,356,4094,178,356,356,2136,178,196,116,164
5299,179,1,358,358,4117,179,358,358,2148,179,197,116,165
5300,180,1,360,360,4140,180,360,360,2160,180,198,117,166
5301,181,1,362,362,4163,181,362,362,2172,181,199,118,167
5302,182,1,364,364,4186,182,364,364,2184,182,200,118,167
5303,183,1,366,366,4209,183,366,366,2196,183,201,119,168
5304,184,1,368,368,4232,184,368,368,2208,184,202,120,169
5305,185,1,370,370,4255,185,370,370,2220,185,204,120,170
5306,186,1,372,372,4278,186,372,372,2232,186,205,121,171
5307,187,1,374,374,4301,187,374,374,2244,187,206,122,172
5308,188,1,376,376,4324,188,376,376,2256,188,207,122,173
5309,189,1,378,378,4347,189,378,378,2268,189,208,123,174
5310,190,1,380,380,4370,190,380,380,2280,190,209,124,175
5311,191,1,382,382,4393,191,382,382,2292,191,210,124,176
5312,192,1,384,384,4416,192,384,384,2304,192,211,125,177
5313,193,1,386,386,4439,193,386,386,2316,193,212,125,178
5314,194,1,388,388,4462,194,388,388,2328,194,213,126,178
5315,195,1,390,390,4485,195,390,390,2340,195,215,127,179
5316,196,1,392,392,4508,196,392,392,2352,196,216,127,180
5317,197,1,394,394,4531,197,394,394,2364,197,217,128,181
5318,198,1,396,396,4554,198,396,396,2376,198,218,129,182
5319,199,1,398,398,4577,199,398,398,2388,199,219,129,183
5320,200,1,400,400,4600,200,400,400,2400,200,220,130,184
5321,201,1,402,402,4623,201,402,402,2412,201,221,131,185
5322,202,1,404,404,4646,202,404,404,2424,202,222,131,186
5323,203,1,406,406,4669,203,406,406,2436,203,223,132,187
5324,204,1,408,408,4692,204,408,408,2448,204,224,133,188
5325,205,1,410,410,4715,205,410,410,2460,205,226,133,189
5326,206,1,412,412,4738,206,412,412,2472,206,227,134,190
5327,207,1,414,414,4761,207,414,414,2484,207,228,135,190
5328,208,1,416,416,4784,208,416,416,2496,208,229,135,191
5329,209,1,418,418,4807,209,418,418,2508,209,230,136,192
5330,210,1,420,420,4830,210,420,420,2520,210,231,137,193
5331,211,1,422,422,4853,211,422,422,2532,211,232,137,194
5332,212,1,424,424,4876,212,424,424,2544,212,233,138,195
5333,213,1,426,426,4899,213,426,426,2556,213,234,138,196
5334,214,1,428,428,4922,214,428,428,2568,214,235,139,197
5335,215,1,430,430,4945,215,430,430,2580,215,237,140,198
5336,216,1,432,432,4968,216,432,432,2592,216,238,140,199
5337,217,1,434,434,4991,217,434,434,2604,217,239,141,200
5338,218,1,436,436,5014,218,436,436,2616,218,240,142,201
5339,219,1,438,438,5037,219,438,438,2628,219,241,142,201
5340,220,1,440,440,5060,220,440,440,2640,220,242,143,202
5341,221,1,442,442,5083,221,442,442,2652,221,243,144,203
5342,222,1,444,444,5106,222,444,444,2664,222,244,144,204
5343,223,1,446,446,5129,223,446,446,2676,223,245,145,205
5344,224,1,448,448,5152,224,448,448,2688,224,246,146,206
5345,225,1,450,450,5175,225,450,450,2700,225,248,146,207
5346,226,1,452,452,5198,226,452,452,2712,226,249,147,208
5347,227,1,454,454,5221,227,454,454,2724,227,250,148,209
5348,228,1,456,456,5244,228,456,456,2736,228,251,148,210
5349,229,1,458,458,5267,229,458,458,2748,229,252,149,211
5350,230,1,460,460,5290,230,460,460,2760,230,253,150,212
5351,231,1,462,462,5313,231,462,462,2772,231,254,150,213
5352,232,1,464,464,5336,232,464,464,2784,232,255,151,213
5353,233,1,466,466,5359,233,466,466,2796,233,256,151,214
5354,234,1,468,468,5382,234,468,468,2808,234,257,152,215
5355,235,1,470,470,5405,235,470,470,2820,235,259,153,216
5356,236,1,472,472,5428,236,472,472,2832,236,260,153,217
5357,237,1,474,474,5451,237,474,474,2844,237,261,154,218
5358,238,1,476,476,5474,238,476,476,2856,238,262,155,219
5359,239,1,478,478,5497,239,478,478,2868,239,263,155,220
5360,240,1,480,480,5520,240,480,480,2880,240,264,156,221
5361,241,1,482,482,5543,241,482,482,2892,241,265,157,222
5362,242,1,484,484,5566,242,484,484,2904,242,266,157,223
5363,243,1,486,486,5589,243,486,486,2916,243,267,158,224
5364,244,1,488,488,5612,244,488,488,2928,244,268,159,224
5365,245,1,490,490,5635,245,490,490,2940,245,270,159,225
5366,246,1,492,492,5658,246,492,492,2952,246,271,160,226
5367,247,1,494,494,5681,247,494,494,2964,247,272,161,227
5368,248,1,496,496,5704,248,496,496,2976,248,273,161,228
5369,249,1,498,498,5727,249,498,498,2988,249,274,162,229
5370,250,1,500,500,5750,250,500,500,3000,250,275,163,230
5371,251,1,502,502,5773,251,502,502,3012,251,276,163,231
5372,252,1,504,504,5796,252,504,504,3024,252,277,164,232
5373,253,1,506,506,5819,253,506,506,3036,253,278,164,233
5374,254,1,508,508,5842,254,508,508,3048,254,279,165,234
5375,255,1,510,510,5865,255,510,510,3060,255,281,166,235
5376,256,1,512,512,5888,256,512,512,3072,256,282,166,236
5377,257,1,514,514,5911,257,514,514,3084,257,283,167,236
5378,258,1,516,516,5934,258,516,516,3096,258,284,168,237
5379,259,1,518,518,5957,259,518,518,3108,259,285,168,238
5380,260,1,520,520,5980,260,520,520,3120,260,286,169,239
5381,261,1,522,522,6003,261,522,522,3132,261,287,170,240
5382,262,1,524,524,6026,262,524,524,3144,262,288,170,241
5383,263,1,526,526,6049,263,526,526,3156,263,289,171,242
5384,264,1,528,528,6072,264,528,528,3168,264,290,172,243
5385,265,1,530,530,6095,265,530,530,3180,265,292,172,244
5386,266,1,532,532,6118,266,532,532,3192,266,293,173,245
5387,267,1,534,534,6141,267,534,534,3204,267,294,174,246
5388,268,1,536,536,6164,268,536,536,3216,268,295,174,247
5389,269,1,538,538,6187,269,538,538,3228,269,296,175,247
5390,270,1,540,540,6210,270,540,540,3240,270,297,176,248
5391,271,1,542,542,6233,271,542,542,3252,271,298,176,249
5392,272,1,544,544,6256,272,544,544,3264,272,299,177,250
5393,273,1,546,546,6279,273,546,546,3276,273,300,177,251
5394,274,1,548,548,6302,274,548,548,3288,274,301,178,252
5395,275,1,550,550,6325,275,550,550,3300,275,303,179,253
5396,276,1,552,552,6348,276,552,552,3312,276,304,179,254
5397,277,1,554,554,6371,277,554,554,3324,277,305,180,255
5398,278,1,556,556,6394,278,556,556,3336,278,306,181,256
5399,279,1,558,558,6417,279,558,558,3348,279,307,181,257
5400,280,1,560,560,6440,280,560,560,3360,280,308,182,258
5401,281,1,562,562,6463,281,562,562,3372,281,309,183,259
5402,282,1,564,564,6486,282,564,564,3384,282,310,183,259
5403,283,1,566,566,6509,283,566,566,3396,283,311,184,260
5404,284,1,568,568,6532,284,568,568,3408,284,312,185,261
5405,285,1,570,570,6555,285,570,570,3420,285,314,185,262
5406,286,1,572,572,6578,286,572,572,3432,286,315,186,263
5407,287,1,574,574,6601,287,574,574,3444,287,316,187,264
5408,288,1,576,576,6624,288,576,576,3456,288,317,187,265
5409,289,1,578,578,6647,289,578,578,3468,289,318,188,266
5410,290,1,580,580,6670,290,580,580,3480,290,319,189,267
5411,291,1,582,582,6693,291,582,582,3492,291,320,189,268
5412,292,1,584,584,6716,292,584,584,3504,292,321,190,269
5413,293,1,586,586,6739,293,586,586,3516,293,322,190,270
5414,294,1,588,588,6762,294,588,588,3528,294,323,191,270
5415,295,1,590,590,6785,295,590,590,3540,295,325,192,271
5416,296,1,592,592,6808,296,592,592,3552,296,326,192,272
5417,297,1,594,594,6831,297,594,594,3564,297,327,193,273
5418,298,1,596,596,6854,298,596,596,3576,298,328,194,274
5419,299,1,598,598,6877,299,598,598,3588,299,329,194,275
5420,300,1,600,600,6900,300,600,600,3600,300,330,195,276
5421,301,1,602,602,6923,301,602,602,3612,301,331,196,277
5422,302,1,604,604,6946,302,604,604,3624,302,332,196,278
5423,303,1,606,606,6969,303,606,606,3636,303,333,197,279
5424,304,1,608,608,6992,304,608,608,3648,304,334,198,280
5425,305,1,610,610,7015,305,610,610,3660,305,336,198,281
5426,306,1,612,612,7038,306,612,612,3672,306,337,199,282
5427,307,1,614,614,7061,307,614,614,3684,307,338,200,282
5428,308,1,616,616,7084,308,616,616,3696,308,339,200,283
5429,309,1,618,618,7107,309,618,618,3708,309,340,201,284
5430,310,1,620,620,7130,310,620,620,3720,310,341,202,285
5431,311,1,622,622,7153,311,622,622,3732,311,342,202,286
5432,312,1,624,624,7176,312,624,624,3744,312,343,203,287
5433,313,1,626,626,7199,313,626,626,3756,313,344,203,288
5434,314,1,628,628,7222,314,628,628,3768,314,345,204,289
5435,315,1,630,630,7245,315,630,630,3780,315,347,205,290
5436,316,1,632,632,7268,316,632,632,3792,316,348,205,291
5437,317,1,634,634,7291,317,634,634,3804,317,349,206,292
5438,318,1,636,636,7314,318,636,636,3816,318,350,207,293
5439,319,1,638,638,7337,319,638,638,3828,319,351,207,293
5440,320,1,640,640,7360,320,640,640,3840,320,352,208,294
5441,321,1,642,642,7383,321,642,642,3852,321,353,209,295
5442,322,1,644,644,7406,322,644,644,3864,322,354,209,296
5443,323,1,646,646,7429,323,646,646,3876,323,355,210,297
5444,324,1,648,648,7452,324,648,648,3888,324,356,211,298
5445,325,1,650,650,7475,325,650,650,3900,325,358,211,299
5446,326,1,652,652,7498,326,652,652,3912,326,359,212,300
5447,327,1,654,654,7521,327,654,654,3924,327,360,213,301
5448,328,1,656,656,7544,328,656,656,3936,328,361,213,302
5449,329,1,658,658,7567,329,658,658,3948,329,362,214,303
5450,330,1,660,660,7590,330,660,660,3960,330,363,215,304
5451,331,1,662,662,7613,331,662,662,3972,331,364,215,305
5452,332,1,664,664,7636,332,664,664,3984,332,365,216,305
5453,333,1,666,666,7659,333,666,666,3996,333,366,216,306
5454,334,1,668,668,7682,334,668,668,4008,334,367,217,307
5455,335,1,670,670,7705,335,670,670,4020,335,369,218,308
5456,336,1,672,672,7728,336,672,672,4032,336,370,218,309
5457,337,1,674,674,7751,337,674,674,4044,337,371,219,310
5458,338,1,676,676,7774,338,676,676,4056,338,372,220,311
5459,339,1,678,678,7797,339,678,678,4068,339,373,220,312
5460,340,1,680,680,7820,340,680,680,4080,340,374,221,313
5461,341,1,682,682,7843,341,682,682,4092,341,375,222,314
5462,342,1,684,684,7866,342,684,684,4104,342,376,222,315
5463,343,1,686,686,7889,343,686,686,4116,343,377,223,316
5464,344,1,688,688,7912,344,688,688,4128,344,378,224,316
5465,345,1,690,690,7935,345,690,690,4140,345,380,224,317
5466,346,1,692,692,7958,346,692,692,4152,346,381,225,318
5467,347,1,694,694,7981,347,694,694,4164,347,382,226,319
5468,348,1,696,696,8004,348,696,696,4176,348,383,226,320
5469,349,1,698,698,8027,349,698,698,4188,349,384,227,321
5470,350,1,700,700,8050,350,700,700,4200,350,385,228,322
5471,351,1,702,702,8073,351,702,702,4212,351,386,228,323
5472,352,1,704,704,8096,352,704,704,4224,352,387,229,324
5473,353,1,706,706,8119,353,706,706,4236,353,388,229,325
5474,354,1,708,708,8142,354,708,708,4248,354,389,230,326
5475,355,1,710,710,8165,355,710,710,4260,355,391,231,327
5476,356,1,712,712,8188,356,712,712,4272,356,392,231,328
5477,357,1,714,714,8211,357,714,714,4284,357,393,232,328
5478,358,1,716,716,8234,358,716,716,4296,358,394,233,329
5479,359,1,718,718,8257,359,718,718,4308,359,395,233,330
