TID,Comment,Group,GroupRate,BoxItem01,BoxItemStack01,DropRate01,BoxItem02,BoxItemStack02,DropRate02,BoxItem03,BoxItemStack03,DropRate03,BoxItem04,BoxItemStack04,DropRate04,BoxItem05,BoxItemStack05,DropRate05,BoxItem06,BoxItemStack06,DropRate06,BoxItem07,BoxItemStack07,DropRate07,BoxItem08,BoxItemStack08,DropRate08,BoxItem09,BoxItemStack09,DropRate09,BoxItem10,BoxItemStack10,DropRate10
11057,"魔杖 50,52级 高级",11056,8000,1142011,1,5000,1142111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11058,"魔杖 50,52级 稀有",11056,9500,1142021,1,5000,1142121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11059,"魔杖 50,52级 特别",11056,10000,1142031,1,5000,1142131,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
12000,"高级 麻布头盔 40,42级 一般",12000,333,2110901,1,2500,2110902,1,5000,2111001,1,7500,2111002,1,10000,,,,,,,,,,,,,,,,,,
12001,"高级 轻甲头盔 40,42级 一般",12000,666,2113901,1,2500,2113902,1,5000,2114001,1,7500,2114002,1,10000,,,,,,,,,,,,,,,,,,
12002,"高级 重甲头盔 40,42级 一般",12000,1000,2116901,1,2500,2116902,1,5000,2117001,1,7500,2117002,1,10000,,,,,,,,,,,,,,,,,,
12003,"高级 麻布头盔 40,42级 高级",12000,3333,2110911,1,2500,2110912,1,5000,2111011,1,7500,2111012,1,10000,,,,,,,,,,,,,,,,,,
12004,"高级 轻甲头盔 40,42级 高级",12000,5666,2113911,1,2500,2113912,1,5000,2114011,1,7500,2114012,1,10000,,,,,,,,,,,,,,,,,,
12005,"高级 重甲头盔 40,42级 高级",12000,8000,2116911,1,2500,2116912,1,5000,2117011,1,7500,2117012,1,10000,,,,,,,,,,,,,,,,,,
12006,"高级 麻布头盔 40,42级 稀有",12000,8500,2110921,1,2500,2110922,1,5000,2111021,1,7500,2111022,1,10000,,,,,,,,,,,,,,,,,,
12007,"高级 轻甲头盔 40,42级 稀有",12000,9000,2113921,1,2500,2113922,1,5000,2114021,1,7500,2114022,1,10000,,,,,,,,,,,,,,,,,,
12008,"高级 重甲头盔 40,42级 稀有",12000,9500,2116921,1,2500,2116922,1,5000,2117021,1,7500,2117022,1,10000,,,,,,,,,,,,,,,,,,
12009,"高级 麻布头盔 40,42级 特别",12000,9666,2110931,1,2500,2110932,1,5000,2111031,1,7500,2111032,1,10000,,,,,,,,,,,,,,,,,,
12010,"高级 轻甲头盔 40,42级 特别",12000,9833,2113931,1,2500,2113932,1,5000,2114031,1,7500,2114032,1,10000,,,,,,,,,,,,,,,,,,
12011,"高级 重甲头盔 40,42级 特别",12000,10000,2116931,1,2500,2116932,1,5000,2117031,1,7500,2117032,1,10000,,,,,,,,,,,,,,,,,,
12012,"高级 麻布铠甲40,42级 一般",12012,333,2120901,1,2500,2120902,1,5000,2121001,1,7500,2121002,1,10000,,,,,,,,,,,,,,,,,,
12013,"高级 轻甲铠甲40,42级 一般",12012,666,2123901,1,2500,2123902,1,5000,2124001,1,7500,2124002,1,10000,,,,,,,,,,,,,,,,,,
12014,"高级 重甲铠甲40,42级 一般",12012,1000,2126901,1,2500,2126902,1,5000,2127001,1,7500,2127002,1,10000,,,,,,,,,,,,,,,,,,
12015,"高级 麻布铠甲40,42级 高级",12012,3333,2120911,1,2500,2120912,1,5000,2121011,1,7500,2121012,1,10000,,,,,,,,,,,,,,,,,,
12016,"高级 轻甲铠甲40,42级 高级",12012,5666,2123911,1,2500,2123912,1,5000,2124011,1,7500,2124012,1,10000,,,,,,,,,,,,,,,,,,
12017,"高级 重甲铠甲40,42级 高级",12012,8000,2126911,1,2500,2126912,1,5000,2127011,1,7500,2127012,1,10000,,,,,,,,,,,,,,,,,,
12018,"高级 麻布铠甲40,42级 稀有",12012,8500,2120921,1,2500,2120922,1,5000,2121021,1,7500,2121022,1,10000,,,,,,,,,,,,,,,,,,
12019,"高级 轻甲铠甲40,42级 稀有",12012,9000,2123921,1,2500,2123922,1,5000,2124021,1,7500,2124022,1,10000,,,,,,,,,,,,,,,,,,
12020,"高级 重甲铠甲40,42级 稀有",12012,9500,2126921,1,2500,2126922,1,5000,2127021,1,7500,2127022,1,10000,,,,,,,,,,,,,,,,,,
12021,"高级 麻布铠甲40,42级 特别",12012,9666,2120931,1,2500,2120932,1,5000,2121031,1,7500,2121032,1,10000,,,,,,,,,,,,,,,,,,
12022,"高级 轻甲铠甲40,42级 特别",12012,9833,2123931,1,2500,2123932,1,5000,2124031,1,7500,2124032,1,10000,,,,,,,,,,,,,,,,,,
12023,"高级 重甲铠甲40,42级 特别",12012,10000,2126931,1,2500,2126932,1,5000,2127031,1,7500,2127032,1,10000,,,,,,,,,,,,,,,,,,
12024,"高级 麻布装甲 40,42级 一般",12024,333,2130901,1,2500,2130902,1,5000,2131001,1,7500,2131002,1,10000,,,,,,,,,,,,,,,,,,
12025,"高级 轻甲装甲 40,42级 一般",12024,666,2133901,1,2500,2133902,1,5000,2134001,1,7500,2134002,1,10000,,,,,,,,,,,,,,,,,,
12026,"高级 重甲装甲 40,42级 一般",12024,1000,2136901,1,2500,2136902,1,5000,2137001,1,7500,2137002,1,10000,,,,,,,,,,,,,,,,,,
12027,"高级 麻布装甲 40,42级 高级",12024,3333,2130911,1,2500,2130912,1,5000,2131011,1,7500,2131012,1,10000,,,,,,,,,,,,,,,,,,
12028,"高级 轻甲装甲 40,42级 高级",12024,5666,2133911,1,2500,2133912,1,5000,2134011,1,7500,2134012,1,10000,,,,,,,,,,,,,,,,,,
12029,"高级 重甲装甲 40,42级 高级",12024,8000,2136911,1,2500,2136912,1,5000,2137011,1,7500,2137012,1,10000,,,,,,,,,,,,,,,,,,
12030,"高级 麻布装甲 40,42级 稀有",12024,8500,2130921,1,2500,2130922,1,5000,2131021,1,7500,2131022,1,10000,,,,,,,,,,,,,,,,,,
12031,"高级 轻甲装甲 40,42级 稀有",12024,9000,2133921,1,2500,2133922,1,5000,2134021,1,7500,2134022,1,10000,,,,,,,,,,,,,,,,,,
12032,"高级 重甲装甲 40,42级 稀有",12024,9500,2136921,1,2500,2136922,1,5000,2137021,1,7500,2137022,1,10000,,,,,,,,,,,,,,,,,,
12033,"高级 麻布装甲 40,42级 特别",12024,9666,2130931,1,2500,2130932,1,5000,2131031,1,7500,2131032,1,10000,,,,,,,,,,,,,,,,,,
12034,"高级 轻甲装甲 40,42级 特别",12024,9833,2133931,1,2500,2133932,1,5000,2134031,1,7500,2134032,1,10000,,,,,,,,,,,,,,,,,,
12035,"高级 重甲装甲 40,42级 特别",12024,10000,2136931,1,2500,2136932,1,5000,2137031,1,7500,2137032,1,10000,,,,,,,,,,,,,,,,,,
12036,"高级 麻布裤子 40,42级 一般",12036,333,2140901,1,2500,2140902,1,5000,2141001,1,7500,2141002,1,10000,,,,,,,,,,,,,,,,,,
12037,"高级 轻甲裤子 40,42级 一般",12036,666,2143901,1,2500,2143902,1,5000,2144001,1,7500,2144002,1,10000,,,,,,,,,,,,,,,,,,
12038,"高级 重甲裤子 40,42级 一般",12036,1000,2146901,1,2500,2146902,1,5000,2147001,1,7500,2147002,1,10000,,,,,,,,,,,,,,,,,,
12039,"高级 麻布裤子 40,42级 高级",12036,3333,2140911,1,2500,2140912,1,5000,2141011,1,7500,2141012,1,10000,,,,,,,,,,,,,,,,,,
12040,"高级 轻甲裤子 40,42级 高级",12036,5666,2143911,1,2500,2143912,1,5000,2144011,1,7500,2144012,1,10000,,,,,,,,,,,,,,,,,,
12041,"高级 重甲裤子 40,42级 高级",12036,8000,2146911,1,2500,2146912,1,5000,2147011,1,7500,2147012,1,10000,,,,,,,,,,,,,,,,,,
12042,"高级 麻布裤子 40,42级 稀有",12036,8500,2140921,1,2500,2140922,1,5000,2141021,1,7500,2141022,1,10000,,,,,,,,,,,,,,,,,,
12043,"高级 轻甲裤子 40,42级 稀有",12036,9000,2143921,1,2500,2143922,1,5000,2144021,1,7500,2144022,1,10000,,,,,,,,,,,,,,,,,,
12044,"高级 重甲裤子 40,42级 稀有",12036,9500,2146921,1,2500,2146922,1,5000,2147021,1,7500,2147022,1,10000,,,,,,,,,,,,,,,,,,
12045,"高级 麻布裤子 40,42级 特别",12036,9666,2140931,1,2500,2140932,1,5000,2141031,1,7500,2141032,1,10000,,,,,,,,,,,,,,,,,,
12046,"高级 轻甲裤子 40,42级 特别",12036,9833,2143931,1,2500,2143932,1,5000,2144031,1,7500,2144032,1,10000,,,,,,,,,,,,,,,,,,
12047,"高级 重甲裤子 40,42级 特别",12036,10000,2146931,1,2500,2146932,1,5000,2147031,1,7500,2147032,1,10000,,,,,,,,,,,,,,,,,,
12048,"高级 麻布鞋 40,42级 一般",12048,333,2150901,1,2500,2150902,1,5000,2151001,1,7500,2151002,1,10000,,,,,,,,,,,,,,,,,,
12049,"高级 轻甲鞋 40,42级 一般",12048,666,2153901,1,2500,2153902,1,5000,2154001,1,7500,2154002,1,10000,,,,,,,,,,,,,,,,,,
12050,"高级 重甲鞋 40,42级 一般",12048,1000,2156901,1,2500,2156902,1,5000,2157001,1,7500,2157002,1,10000,,,,,,,,,,,,,,,,,,
12051,"高级 麻布鞋 40,42级 高级",12048,3333,2150911,1,2500,2150912,1,5000,2151011,1,7500,2151012,1,10000,,,,,,,,,,,,,,,,,,
12052,"高级 轻甲鞋 40,42级 高级",12048,5666,2153911,1,2500,2153912,1,5000,2154011,1,7500,2154012,1,10000,,,,,,,,,,,,,,,,,,
12053,"高级 重甲鞋 40,42级 高级",12048,8000,2156911,1,2500,2156912,1,5000,2157011,1,7500,2157012,1,10000,,,,,,,,,,,,,,,,,,
12054,"高级 麻布鞋 40,42级 稀有",12048,8500,2150921,1,2500,2150922,1,5000,2151021,1,7500,2151022,1,10000,,,,,,,,,,,,,,,,,,
12055,"高级 轻甲鞋 40,42级 稀有",12048,9000,2153921,1,2500,2153922,1,5000,2154021,1,7500,2154022,1,10000,,,,,,,,,,,,,,,,,,
12056,"高级 重甲鞋 40,42级 稀有",12048,9500,2156921,1,2500,2156922,1,5000,2157021,1,7500,2157022,1,10000,,,,,,,,,,,,,,,,,,
12057,"高级 麻布鞋 40,42级 特别",12048,9666,2150931,1,2500,2150932,1,5000,2151031,1,7500,2151032,1,10000,,,,,,,,,,,,,,,,,,
12058,"高级 轻甲鞋 40,42级 特别",12048,9833,2153931,1,2500,2153932,1,5000,2154031,1,7500,2154032,1,10000,,,,,,,,,,,,,,,,,,
12059,"高级 重甲鞋 40,42级 特别",12048,10000,2156931,1,2500,2156932,1,5000,2157031,1,7500,2157032,1,10000,,,,,,,,,,,,,,,,,,
12060,"高级 重甲斗篷 40,42级 一般",12060,1000,2160901,1,2500,2160902,1,5000,2161001,1,7500,2161002,1,10000,,,,,,,,,,,,,,,,,,
12061,"高级 重甲斗篷 40,42级 高级",12060,8000,2160911,1,2500,2160912,1,5000,2161011,1,7500,2161012,1,10000,,,,,,,,,,,,,,,,,,
12062,"高级 重甲斗篷 40,42级 稀有",12060,9500,2160921,1,2500,2160922,1,5000,2161021,1,7500,2161022,1,10000,,,,,,,,,,,,,,,,,,
12063,"高级 重甲斗篷 40,42级 特别",12060,10000,2160931,1,2500,2160932,1,5000,2161031,1,7500,2161032,1,10000,,,,,,,,,,,,,,,,,,
12064,"高级 麻布头盔 45,47级 一般",12064,333,2111101,1,2500,2111102,1,5000,2111201,1,7500,2111202,1,10000,,,,,,,,,,,,,,,,,,
12065,"高级 轻甲头盔 45,47级 一般",12064,666,2114101,1,2500,2114102,1,5000,2114201,1,7500,2114202,1,10000,,,,,,,,,,,,,,,,,,
12066,"高级 重甲头盔 45,47级 一般",12064,1000,2117101,1,2500,2117102,1,5000,2117201,1,7500,2117202,1,10000,,,,,,,,,,,,,,,,,,
12067,"高级 麻布头盔 45,47级 高级",12064,3333,2111111,1,2500,2111112,1,5000,2111211,1,7500,2111212,1,10000,,,,,,,,,,,,,,,,,,
12068,"高级 轻甲头盔 45,47级 高级",12064,5666,2114111,1,2500,2114112,1,5000,2114211,1,7500,2114212,1,10000,,,,,,,,,,,,,,,,,,
12069,"高级 重甲头盔 45,47级 高级",12064,8000,2117111,1,2500,2117112,1,5000,2117211,1,7500,2117212,1,10000,,,,,,,,,,,,,,,,,,
12070,"高级 麻布头盔 45,47级 稀有",12064,8500,2111121,1,2500,2111122,1,5000,2111221,1,7500,2111222,1,10000,,,,,,,,,,,,,,,,,,
12071,"高级 轻甲头盔 45,47级 稀有",12064,9000,2114121,1,2500,2114122,1,5000,2114221,1,7500,2114222,1,10000,,,,,,,,,,,,,,,,,,
12072,"高级 重甲头盔 45,47级 稀有",12064,9500,2117121,1,2500,2117122,1,5000,2117221,1,7500,2117222,1,10000,,,,,,,,,,,,,,,,,,
12073,"高级 麻布头盔 45,47级 特别",12064,9666,2111131,1,2500,2111132,1,5000,2111231,1,7500,2111232,1,10000,,,,,,,,,,,,,,,,,,
12074,"高级 轻甲头盔 45,47级 特别",12064,9833,2114131,1,2500,2114132,1,5000,2114231,1,7500,2114232,1,10000,,,,,,,,,,,,,,,,,,
12075,"高级 重甲头盔 45,47级 特别",12064,10000,2117131,1,2500,2117132,1,5000,2117231,1,7500,2117232,1,10000,,,,,,,,,,,,,,,,,,
12076,"高级 麻布铠甲45,47级 一般",12076,333,2121101,1,2500,2121102,1,5000,2121201,1,7500,2121202,1,10000,,,,,,,,,,,,,,,,,,
12077,"高级 轻甲铠甲45,47级 一般",12076,666,2124101,1,2500,2124102,1,5000,2124201,1,7500,2124202,1,10000,,,,,,,,,,,,,,,,,,
12078,"高级 重甲铠甲45,47级 一般",12076,1000,2127101,1,2500,2127102,1,5000,2127201,1,7500,2127202,1,10000,,,,,,,,,,,,,,,,,,
12079,"高级 麻布铠甲45,47级 高级",12076,3333,2121111,1,2500,2121112,1,5000,2121211,1,7500,2121212,1,10000,,,,,,,,,,,,,,,,,,
12080,"高级 轻甲铠甲45,47级 高级",12076,5666,2124111,1,2500,2124112,1,5000,2124211,1,7500,2124212,1,10000,,,,,,,,,,,,,,,,,,
12081,"高级 重甲铠甲45,47级 高级",12076,8000,2127111,1,2500,2127112,1,5000,2127211,1,7500,2127212,1,10000,,,,,,,,,,,,,,,,,,
12082,"高级 麻布铠甲45,47级 稀有",12076,8500,2121121,1,2500,2121122,1,5000,2121221,1,7500,2121222,1,10000,,,,,,,,,,,,,,,,,,
12083,"高级 轻甲铠甲45,47级 稀有",12076,9000,2124121,1,2500,2124122,1,5000,2124221,1,7500,2124222,1,10000,,,,,,,,,,,,,,,,,,
12084,"高级 重甲铠甲45,47级 稀有",12076,9500,2127121,1,2500,2127122,1,5000,2127221,1,7500,2127222,1,10000,,,,,,,,,,,,,,,,,,
12085,"高级 麻布铠甲45,47级 特别",12076,9666,2121131,1,2500,2121132,1,5000,2121231,1,7500,2121232,1,10000,,,,,,,,,,,,,,,,,,
12086,"高级 轻甲铠甲45,47级 特别",12076,9833,2124131,1,2500,2124132,1,5000,2124231,1,7500,2124232,1,10000,,,,,,,,,,,,,,,,,,
12087,"高级 重甲铠甲45,47级 特别",12076,10000,2127131,1,2500,2127132,1,5000,2127231,1,7500,2127232,1,10000,,,,,,,,,,,,,,,,,,
12088,"高级 麻布装甲 45,47级 一般",12088,333,2131101,1,2500,2131102,1,5000,2131201,1,7500,2131202,1,10000,,,,,,,,,,,,,,,,,,
12089,"高级 轻甲装甲 45,47级 一般",12088,666,2134101,1,2500,2134102,1,5000,2134201,1,7500,2134202,1,10000,,,,,,,,,,,,,,,,,,
12090,"高级 重甲装甲 45,47级 一般",12088,1000,2137101,1,2500,2137102,1,5000,2137201,1,7500,2137202,1,10000,,,,,,,,,,,,,,,,,,
12091,"高级 麻布装甲 45,47级 高级",12088,3333,2131111,1,2500,2131112,1,5000,2131211,1,7500,2131212,1,10000,,,,,,,,,,,,,,,,,,
12092,"高级 轻甲装甲 45,47级 高级",12088,5666,2134111,1,2500,2134112,1,5000,2134211,1,7500,2134212,1,10000,,,,,,,,,,,,,,,,,,
12093,"高级 重甲装甲 45,47级 高级",12088,8000,2137111,1,2500,2137112,1,5000,2137211,1,7500,2137212,1,10000,,,,,,,,,,,,,,,,,,
12094,"高级 麻布装甲 45,47级 稀有",12088,8500,2131121,1,2500,2131122,1,5000,2131221,1,7500,2131222,1,10000,,,,,,,,,,,,,,,,,,
12095,"高级 轻甲装甲 45,47级 稀有",12088,9000,2134121,1,2500,2134122,1,5000,2134221,1,7500,2134222,1,10000,,,,,,,,,,,,,,,,,,
12096,"高级 重甲装甲 45,47级 稀有",12088,9500,2137121,1,2500,2137122,1,5000,2137221,1,7500,2137222,1,10000,,,,,,,,,,,,,,,,,,
12097,"高级 麻布装甲 45,47级 特别",12088,9666,2131131,1,2500,2131132,1,5000,2131231,1,7500,2131232,1,10000,,,,,,,,,,,,,,,,,,
12098,"高级 轻甲装甲 45,47级 特别",12088,9833,2134131,1,2500,2134132,1,5000,2134231,1,7500,2134232,1,10000,,,,,,,,,,,,,,,,,,
12099,"高级 重甲装甲 45,47级 特别",12088,10000,2137131,1,2500,2137132,1,5000,2137231,1,7500,2137232,1,10000,,,,,,,,,,,,,,,,,,
12100,"高级 麻布裤子 45,47级 一般",12100,333,2141101,1,2500,2141102,1,5000,2141201,1,7500,2141202,1,10000,,,,,,,,,,,,,,,,,,
12101,"高级 轻甲裤子 45,47级 一般",12100,666,2144101,1,2500,2144102,1,5000,2144201,1,7500,2144202,1,10000,,,,,,,,,,,,,,,,,,
12102,"高级 重甲裤子 45,47级 一般",12100,1000,2147101,1,2500,2147102,1,5000,2147201,1,7500,2147202,1,10000,,,,,,,,,,,,,,,,,,
12103,"高级 麻布裤子 45,47级 高级",12100,3333,2141111,1,2500,2141112,1,5000,2141211,1,7500,2141212,1,10000,,,,,,,,,,,,,,,,,,
12104,"高级 轻甲裤子 45,47级 高级",12100,5666,2144111,1,2500,2144112,1,5000,2144211,1,7500,2144212,1,10000,,,,,,,,,,,,,,,,,,
12105,"高级 重甲裤子 45,47级 高级",12100,8000,2147111,1,2500,2147112,1,5000,2147211,1,7500,2147212,1,10000,,,,,,,,,,,,,,,,,,
12106,"高级 麻布裤子 45,47级 稀有",12100,8500,2141121,1,2500,2141122,1,5000,2141221,1,7500,2141222,1,10000,,,,,,,,,,,,,,,,,,
12107,"高级 轻甲裤子 45,47级 稀有",12100,9000,2144121,1,2500,2144122,1,5000,2144221,1,7500,2144222,1,10000,,,,,,,,,,,,,,,,,,
12108,"高级 重甲裤子 45,47级 稀有",12100,9500,2147121,1,2500,2147122,1,5000,2147221,1,7500,2147222,1,10000,,,,,,,,,,,,,,,,,,
12109,"高级 麻布裤子 45,47级 特别",12100,9666,2141131,1,2500,2141132,1,5000,2141231,1,7500,2141232,1,10000,,,,,,,,,,,,,,,,,,
12110,"高级 轻甲裤子 45,47级 特别",12100,9833,2144131,1,2500,2144132,1,5000,2144231,1,7500,2144232,1,10000,,,,,,,,,,,,,,,,,,
12111,"高级 重甲裤子 45,47级 特别",12100,10000,2147131,1,2500,2147132,1,5000,2147231,1,7500,2147232,1,10000,,,,,,,,,,,,,,,,,,
12112,"高级 麻布鞋 45,47级 一般",12112,333,2151101,1,2500,2151102,1,5000,2151201,1,7500,2151202,1,10000,,,,,,,,,,,,,,,,,,
12113,"高级 轻甲鞋 45,47级 一般",12112,666,2154101,1,2500,2154102,1,5000,2154201,1,7500,2154202,1,10000,,,,,,,,,,,,,,,,,,
12114,"高级 重甲鞋 45,47级 一般",12112,1000,2157101,1,2500,2157102,1,5000,2157201,1,7500,2157202,1,10000,,,,,,,,,,,,,,,,,,
12115,"高级 麻布鞋 45,47级 高级",12112,3333,2151111,1,2500,2151112,1,5000,2151211,1,7500,2151212,1,10000,,,,,,,,,,,,,,,,,,
12116,"高级 轻甲鞋 45,47级 高级",12112,5666,2154111,1,2500,2154112,1,5000,2154211,1,7500,2154212,1,10000,,,,,,,,,,,,,,,,,,
12117,"高级 重甲鞋 45,47级 高级",12112,8000,2157111,1,2500,2157112,1,5000,2157211,1,7500,2157212,1,10000,,,,,,,,,,,,,,,,,,
12118,"高级 麻布鞋 45,47级 稀有",12112,8500,2151121,1,2500,2151122,1,5000,2151221,1,7500,2151222,1,10000,,,,,,,,,,,,,,,,,,
12119,"高级 轻甲鞋 45,47级 稀有",12112,9000,2154121,1,2500,2154122,1,5000,2154221,1,7500,2154222,1,10000,,,,,,,,,,,,,,,,,,
12120,"高级 重甲鞋 45,47级 稀有",12112,9500,2157121,1,2500,2157122,1,5000,2157221,1,7500,2157222,1,10000,,,,,,,,,,,,,,,,,,
12121,"高级 麻布鞋 45,47级 特别",12112,9666,2151131,1,2500,2151132,1,5000,2151231,1,7500,2151232,1,10000,,,,,,,,,,,,,,,,,,
12122,"高级 轻甲鞋 45,47级 特别",12112,9833,2154131,1,2500,2154132,1,5000,2154231,1,7500,2154232,1,10000,,,,,,,,,,,,,,,,,,
12123,"高级 重甲鞋 45,47级 特别",12112,10000,2157131,1,2500,2157132,1,5000,2157231,1,7500,2157232,1,10000,,,,,,,,,,,,,,,,,,
12124,"高级 重甲斗篷 45,47级 一般",12124,1000,2161101,1,2500,2161102,1,5000,2161201,1,7500,2161202,1,10000,,,,,,,,,,,,,,,,,,
12125,"高级 重甲斗篷 45,47级 高级",12124,8000,2161111,1,2500,2161112,1,5000,2161211,1,7500,2161212,1,10000,,,,,,,,,,,,,,,,,,
12126,"高级 重甲斗篷 45,47级 稀有",12124,9500,2161121,1,2500,2161122,1,5000,2161221,1,7500,2161222,1,10000,,,,,,,,,,,,,,,,,,
12127,"高级 重甲斗篷 45,47级 特别",12124,10000,2161131,1,2500,2161132,1,5000,2161231,1,7500,2161232,1,10000,,,,,,,,,,,,,,,,,,
12128,"高级 麻布头盔 50,52级 一般",12128,333,2111301,1,2500,2111302,1,5000,2111401,1,7500,2111402,1,10000,,,,,,,,,,,,,,,,,,
12129,"高级 轻甲头盔 50,52级 一般",12128,666,2114301,1,2500,2114302,1,5000,2114401,1,7500,2114402,1,10000,,,,,,,,,,,,,,,,,,
12130,"高级 重甲头盔 50,52级 一般",12128,1000,2117301,1,2500,2117302,1,5000,2117401,1,7500,2117402,1,10000,,,,,,,,,,,,,,,,,,
12131,"高级 麻布头盔 50,52级 高级",12128,3333,2111311,1,2500,2111312,1,5000,2111411,1,7500,2111412,1,10000,,,,,,,,,,,,,,,,,,
12132,"高级 轻甲头盔 50,52级 高级",12128,5666,2114311,1,2500,2114312,1,5000,2114411,1,7500,2114412,1,10000,,,,,,,,,,,,,,,,,,
12133,"高级 重甲头盔 50,52级 高级",12128,8000,2117311,1,2500,2117312,1,5000,2117411,1,7500,2117412,1,10000,,,,,,,,,,,,,,,,,,
12134,"高级 麻布头盔 50,52级 稀有",12128,8500,2111321,1,2500,2111322,1,5000,2111421,1,7500,2111422,1,10000,,,,,,,,,,,,,,,,,,
12135,"高级 轻甲头盔 50,52级 稀有",12128,9000,2114321,1,2500,2114322,1,5000,2114421,1,7500,2114422,1,10000,,,,,,,,,,,,,,,,,,
12136,"高级 重甲头盔 50,52级 稀有",12128,9500,2117321,1,2500,2117322,1,5000,2117421,1,7500,2117422,1,10000,,,,,,,,,,,,,,,,,,
12137,"高级 麻布头盔 50,52级 特别",12128,9666,2111331,1,2500,2111332,1,5000,2111431,1,7500,2111432,1,10000,,,,,,,,,,,,,,,,,,
12138,"高级 轻甲头盔 50,52级 特别",12128,9833,2114331,1,2500,2114332,1,5000,2114431,1,7500,2114432,1,10000,,,,,,,,,,,,,,,,,,
12139,"高级 重甲头盔 50,52级 特别",12128,10000,2117331,1,2500,2117332,1,5000,2117431,1,7500,2117432,1,10000,,,,,,,,,,,,,,,,,,
12140,"高级 麻布铠甲50,52级 一般",12140,333,2121301,1,2500,2121302,1,5000,2121401,1,7500,2121402,1,10000,,,,,,,,,,,,,,,,,,
12141,"高级 轻甲铠甲50,52级 一般",12140,666,2124301,1,2500,2124302,1,5000,2124401,1,7500,2124402,1,10000,,,,,,,,,,,,,,,,,,
12142,"高级 重甲铠甲50,52级 一般",12140,1000,2127301,1,2500,2127302,1,5000,2127401,1,7500,2127402,1,10000,,,,,,,,,,,,,,,,,,
12143,"高级 麻布铠甲50,52级 高级",12140,3333,2121311,1,2500,2121312,1,5000,2121411,1,7500,2121412,1,10000,,,,,,,,,,,,,,,,,,
12144,"高级 轻甲铠甲50,52级 高级",12140,5666,2124311,1,2500,2124312,1,5000,2124411,1,7500,2124412,1,10000,,,,,,,,,,,,,,,,,,
12145,"高级 重甲铠甲50,52级 高级",12140,8000,2127311,1,2500,2127312,1,5000,2127411,1,7500,2127412,1,10000,,,,,,,,,,,,,,,,,,
12146,"高级 麻布铠甲50,52级 稀有",12140,8500,2121321,1,2500,2121322,1,5000,2121421,1,7500,2121422,1,10000,,,,,,,,,,,,,,,,,,
12147,"高级 轻甲铠甲50,52级 稀有",12140,9000,2124321,1,2500,2124322,1,5000,2124421,1,7500,2124422,1,10000,,,,,,,,,,,,,,,,,,
12148,"高级 重甲铠甲50,52级 稀有",12140,9500,2127321,1,2500,2127322,1,5000,2127421,1,7500,2127422,1,10000,,,,,,,,,,,,,,,,,,
12149,"高级 麻布铠甲50,52级 特别",12140,9666,2121331,1,2500,2121332,1,5000,2121431,1,7500,2121432,1,10000,,,,,,,,,,,,,,,,,,
12150,"高级 轻甲铠甲50,52级 特别",12140,9833,2124331,1,2500,2124332,1,5000,2124431,1,7500,2124432,1,10000,,,,,,,,,,,,,,,,,,
12151,"高级 重甲铠甲50,52级 特别",12140,10000,2127331,1,2500,2127332,1,5000,2127431,1,7500,2127432,1,10000,,,,,,,,,,,,,,,,,,
12152,"高级 麻布装甲 50,52级 一般",12152,333,2131301,1,2500,2131302,1,5000,2131401,1,7500,2131402,1,10000,,,,,,,,,,,,,,,,,,
12153,"高级 轻甲装甲 50,52级 一般",12152,666,2134301,1,2500,2134302,1,5000,2134401,1,7500,2134402,1,10000,,,,,,,,,,,,,,,,,,
12154,"高级 重甲装甲 50,52级 一般",12152,1000,2137301,1,2500,2137302,1,5000,2137401,1,7500,2137402,1,10000,,,,,,,,,,,,,,,,,,
12155,"高级 麻布装甲 50,52级 高级",12152,3333,2131311,1,2500,2131312,1,5000,2131411,1,7500,2131412,1,10000,,,,,,,,,,,,,,,,,,
12156,"高级 轻甲装甲 50,52级 高级",12152,5666,2134311,1,2500,2134312,1,5000,2134411,1,7500,2134412,1,10000,,,,,,,,,,,,,,,,,,
12157,"高级 重甲装甲 50,52级 高级",12152,8000,2137311,1,2500,2137312,1,5000,2137411,1,7500,2137412,1,10000,,,,,,,,,,,,,,,,,,
12158,"高级 麻布装甲 50,52级 稀有",12152,8500,2131321,1,2500,2131322,1,5000,2131421,1,7500,2131422,1,10000,,,,,,,,,,,,,,,,,,
12159,"高级 轻甲装甲 50,52级 稀有",12152,9000,2134321,1,2500,2134322,1,5000,2134421,1,7500,2134422,1,10000,,,,,,,,,,,,,,,,,,
12160,"高级 重甲装甲 50,52级 稀有",12152,9500,2137321,1,2500,2137322,1,5000,2137421,1,7500,2137422,1,10000,,,,,,,,,,,,,,,,,,
12161,"高级 麻布装甲 50,52级 特别",12152,9666,2131331,1,2500,2131332,1,5000,2131431,1,7500,2131432,1,10000,,,,,,,,,,,,,,,,,,
12162,"高级 轻甲装甲 50,52级 特别",12152,9833,2134331,1,2500,2134332,1,5000,2134431,1,7500,2134432,1,10000,,,,,,,,,,,,,,,,,,
12163,"高级 重甲装甲 50,52级 特别",12152,10000,2137331,1,2500,2137332,1,5000,2137431,1,7500,2137432,1,10000,,,,,,,,,,,,,,,,,,
