TID,Type,Kind,Property,Race,ShapeID,Color,Width,Height,Scale,Comment,EngTitle,EngName,LocalTitle,LocalName,UseIconType,WorldMapIcon,Level,Repeat,ItemDropTID,RegenR,RegenTimeMin,RegenTimeMax,Exp,ActionTID,Trigger,EntityState,EntityAni_01,EntityAni_02,EntityAni_03,QuestTID,QuestMissionTID,InsMapGroupTID,EventRange
5075,3,8,0,0,11000,,0.3,1.5,1,破坏的材料,ETT_Title_000264,ETT_Name_000264,,火花钻矿石,1,20800,1,2,23074,0,5,10,0,2,0,0,0,0,0,51141,511141,0,3
5076,3,8,0,0,11014,,0.3,1.5,1,破坏的材料,ETT_Title_000265,ETT_Name_000265,,大地岩石,1,20800,1,2,23075,0,5,10,0,2,0,0,0,0,0,51141,512141,0,3
5077,3,8,0,0,12018,,0.3,1.5,1,奇怪的暴风雪,ETT_Title_000266,ETT_Name_000266,,冰花,1,20800,1,2,23076,0,5,10,0,2,0,0,0,0,0,51145,510145,0,3
5078,3,8,0,0,11014,,0.3,1.5,1,狼族的哭声,ETT_Title_000267,ETT_Name_000267,,声音水晶,1,20800,1,2,23077,0,5,10,0,2,0,0,0,0,0,51149,510149,0,3
5079,3,8,0,0,11000,,0.3,1.5,1,通过哭声诱引,ETT_Title_000268,ETT_Name_000268,,岩石,1,20800,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080,3,8,0,0,12012,,0.3,1.5,1,栖息地,ETT_Title_000269,ETT_Name_000269,,波西肯 卵,1,20800,1,2,23079,0,5,10,0,2,0,0,0,0,0,50039,500039,0,3
5081,3,8,0,0,12007,,0.3,6,1,蜘蛛网巢穴,ETT_Title_000270,ETT_Name_000270,,枯树,1,20800,1,2,23080,0,5,10,0,2,0,0,0,0,0,50086,500086,0,3
5082,3,8,0,0,12005,,0.3,4,1,被诅咒的沼泽,ETT_Title_000271,ETT_Name_000271,,奇树树枝,1,20800,1,2,23081,0,5,10,0,2,0,0,0,0,0,50098,500098,0,3
5083,3,8,0,0,12002,,0.3,1.5,1,胡安的东西,ETT_Title_000272,ETT_Name_000272,,博马的坚硬箱子,1,20800,1,2,23082,0,5,10,0,2,0,0,0,0,0,50132,500132,0,3
5084,3,8,0,0,12002,,0.3,1.5,1,胡安的东西,ETT_Title_000273,ETT_Name_000273,,博马的僵硬箱子,1,20800,1,2,23083,0,5,10,0,2,0,0,0,0,0,50132,501132,0,3
5085,3,8,0,0,11014,,0.3,1.5,1,读出邪念,ETT_Title_000274,ETT_Name_000274,,灵魂石,1,20800,1,2,23084,0,5,10,0,2,0,0,0,0,0,51143,510143,0,3
5086,3,8,0,0,12018,,0.3,1.5,1,哥布林和特里皮德,ETT_Title_000275,ETT_Name_000275,,深渊花,1,20800,1,2,23085,0,5,10,0,2,0,0,0,0,0,50005,500005,0,3
5087,3,8,0,0,12010,,0.3,1.5,1,配置环境用,ETT_Title_000276,ETT_Name_000276,,雪人的粮食口袋,1,20800,1,2,0,0,1,1,0,2,0,0,0,0,0,-1,-1,0,3
5088,3,8,0,0,12025,,0.3,1.5,1,配置环境用,ETT_Title_000277,ETT_Name_000277,,卢德比尔伦的肉,1,20800,1,2,0,0,1,1,0,2,0,0,0,0,0,-1,-1,0,3
5089,3,8,0,0,11100,,0.3,1.5,1,卢安克巢穴,ETT_Title_000278,ETT_Name_000278,,三叶花,1,20800,1,2,23086,0,5,10,0,2,0,0,0,0,0,50154,500154,0,3
5090,3,8,0,0,12019,,0.3,1,1,哈比的森林,ETT_Title_000279,ETT_Name_000279,,出血花,1,20800,1,2,23087,0,5,10,0,2,0,0,0,0,0,50154,501154,0,3
5091,3,8,0,0,12004,,0.3,4,1,不足的材料补充,ETT_Title_000280,ETT_Name_000280,,恩特 有刺的茎,1,20800,1,2,23088,0,5,10,0,2,0,0,0,0,0,50157,500157,0,3
5092,3,8,0,0,12022,,0.3,1.5,1, ,ETT_Title_000281,ETT_Name_000281,,希尔朋德 虫茧,1,20800,1,2,23133,0,5,10,0,2,0,0,0,0,0,51159,510159,0,3
5093,3,8,0,0,11100,,0.3,1.5,1, ,ETT_Title_000282,ETT_Name_000282,,轻花,1,20800,1,2,23134,0,5,10,0,2,0,0,0,0,0,50073,500073,0,3
5094,3,8,0,0,12053,,0.3,1.5,1, ,ETT_Title_000283,ETT_Name_000283,,无名勇士的金斧,1,20800,1,2,23238,0,5,10,0,2,0,0,0,0,0,50094,500094,0,3
5095,3,8,0,0,12053,,0.3,1.5,1, ,ETT_Title_000284,ETT_Name_000284,,无名勇士的银斧,1,20800,1,2,23239,0,5,10,0,2,0,0,0,0,0,50094,501094,0,3
5096,3,8,0,0,12053,,0.3,1.5,1, ,ETT_Title_000285,ETT_Name_000285,,无名勇士的铁斧,1,20800,1,2,23240,0,5,10,0,2,0,0,0,0,0,50094,502094,0,3
5097,3,8,0,0,11100,,0.3,1.5,1, ,ETT_Title_000286,ETT_Name_000286,,心草,1,20800,1,2,23295,0,5,10,0,2,0,0,0,0,0,50183,500183,0,3
5098,3,8,0,0,11101,,0.3,1.5,1, ,ETT_Title_000287,ETT_Name_000287,,光粉花,1,20800,1,2,23296,0,5,10,0,2,0,0,0,0,0,50189,500189,0,3
5099,3,8,0,0,11102,,0.3,1.5,1, ,ETT_Title_000288,ETT_Name_000288,,滴答草,1,20800,1,2,23297,0,5,10,0,2,0,0,0,0,0,50197,500197,0,3
5100,3,8,0,0,12018,,0.3,1.5,1,图1，月光村庄周边,ETT_Title_000289,ETT_Name_000289,,蜉蝣草,1,20800,1,2,23089,0,5,10,0,2,0,0,0,0,0,53022,530022,0,3
5101,3,8,0,0,12005,,0.3,4,1,图1，月光村庄周边,ETT_Title_000290,ETT_Name_000290,,坚硬树木,1,20800,1,2,23090,0,5,10,0,2,0,0,0,0,0,53026,530026,0,3
5102,3,8,0,0,12017,,0.3,1,1,图1，冰冷的街道,ETT_Title_000291,ETT_Name_000291,,被丢弃的行李堆,1,20800,1,2,23091,0,5,10,0,2,0,0,0,0,0,53032,530032,0,3
5103,3,8,0,0,12005,,0.3,3,1,图1，被挖掘的村子墓地,ETT_Title_000292,ETT_Name_000292,,红果实树,1,20800,1,2,23092,0,5,10,0,2,0,0,0,0,0,53035,530035,0,3
5104,3,8,0,0,12018,,0.3,1.5,1,图1，亡者村庄,ETT_Title_000293,ETT_Name_000293,,镜子草,1,20800,1,2,23093,0,5,10,0,2,0,0,0,0,0,53041,530041,0,3
5105,3,8,0,0,12010,,0.3,1.5,1,图1，亡者村庄,ETT_Title_000294,ETT_Name_000294,,分散的口袋,1,20800,1,2,23094,0,5,10,0,2,0,0,0,0,0,53045,530045,0,3
5106,3,8,0,0,12043,,0.3,1.5,1,图1，倒塌的广场,ETT_Title_000295,ETT_Name_000295,,武器堆,1,20800,1,2,23095,0,5,10,0,2,0,0,0,0,0,53047,530047,0,3
5107,3,8,0,0,12044,,0.3,1.5,1,图2，被污染的生命瀑布,ETT_Title_000296,ETT_Name_000296,,怪异土堆,1,20800,1,2,23096,0,5,10,0,2,0,0,0,0,0,53009,530009,0,3
5108,3,8,0,0,12044,,0.3,1.5,1,图2，妖精的池塘,ETT_Title_000297,ETT_Name_000297,,不祥土堆,1,20800,1,2,23097,0,5,10,0,2,0,0,0,0,0,53008,530008,0,3
5109,3,8,0,0,12046,,0.3,2,1,图2，江周围,ETT_Title_000298,ETT_Name_000298,,被破坏的水桶,1,20800,1,2,23098,0,5,10,0,2,0,0,0,0,0,53052,530052,0,3
5110,3,8,0,0,12045,,0.3,2,1,图2，妖精的池塘,ETT_Title_000299,ETT_Name_000299,,被丢弃的水桶,1,20800,1,2,23099,0,5,10,0,2,0,0,0,0,0,53052,531052,0,3
5111,3,8,0,0,12018,,0.3,1.5,1,图2，咆哮的山坡,ETT_Title_000300,ETT_Name_000300,,藤草,1,20800,1,2,23100,0,5,10,0,2,0,0,0,0,0,53064,530064,0,3
5112,3,8,0,0,11000,,0.3,2,1,图2，妖精的池塘,ETT_Title_000301,ETT_Name_000301,,热石堆,1,20800,1,2,23101,0,5,10,0,2,0,0,0,0,0,53057,530057,0,3
5113,3,8,0,0,12018,,0.3,1.5,1,图2，江边村庄周围,ETT_Title_000302,ETT_Name_000302,,水滴草,1,20800,1,2,23102,0,5,10,0,2,0,0,0,0,0,53006,530006,0,3
5114,3,8,0,0,12047,,0.3,1.5,1,图2，江边村庄周围,ETT_Title_000303,ETT_Name_000303,,檀木堆,1,20800,1,2,23103,0,5,10,0,2,0,0,0,0,0,53066,530066,0,3
5115,3,8,0,0,12003,,0.2,2,2,图2，被污染的生命瀑布,ETT_Title_000304,ETT_Name_000304,,科马树,1,20800,1,2,23104,0,5,10,0,2,0,0,0,0,0,53079,530079,0,3
5116,3,8,0,0,12019,,0.3,1.5,1,图2，江边村庄周围,ETT_Title_000305,ETT_Name_000305,,加比草,1,20800,1,2,23105,0,5,10,0,2,0,0,0,0,0,53069,530069,0,3
5117,3,8,0,0,12003,,0.3,3,1,图2，野兽的栖息地,ETT_Title_000306,ETT_Name_000306,,树油,1,20800,1,2,23106,0,5,10,0,2,0,0,0,0,0,53068,530068,0,3
5119,3,8,0,0,12018,,0.3,1,1,图2，野兽的栖息地,ETT_Title_000307,ETT_Name_000307,,月光草,1,20800,1,2,23108,0,5,10,0,2,0,0,0,0,0,53081,530081,0,3
5120,3,8,0,0,12005,,0.3,4,1,图3，农场周围的村庄,ETT_Title_000308,ETT_Name_000308,,黑褐色树,1,20800,1,2,23109,0,5,10,0,2,0,0,0,0,0,53083,530083,0,3
5121,3,8,0,0,12002,,0.3,1.5,1,图3，被抢夺的农场,ETT_Title_000309,ETT_Name_000309,,农场保管箱,1,20800,1,2,23110,0,5,10,0,2,0,0,0,0,0,53087,530087,0,3
5122,3,8,0,0,12044,,0.3,1.5,1,图3，农场周围的村庄,ETT_Title_000310,ETT_Name_000310,,土堆,1,20800,1,2,23111,0,5,10,0,2,0,0,0,0,0,53088,530088,0,3
5123,3,8,0,0,12019,,0.3,1.5,1,图3，旋风的悬崖,ETT_Title_000311,ETT_Name_000311,,吸附草,1,20800,1,2,23112,0,5,10,0,2,0,0,0,0,0,53093,530093,0,3
5124,3,8,0,0,12044,,0.3,1.5,1,图3，被抢夺的农场,ETT_Title_000312,ETT_Name_000312,,可疑的土堆,1,20800,1,2,23113,0,5,10,0,2,0,0,0,0,0,53095,530095,0,3
5125,3,8,0,0,12017,,0.3,1.5,1,图3，旋风的悬崖,ETT_Title_000313,ETT_Name_000313,,家族皮囊,1,20800,1,2,23114,0,5,10,0,2,0,0,0,0,0,53101,530101,0,3
5126,3,8,0,0,12018,,0.3,1.5,1,图3，QP1周边,ETT_Title_000314,ETT_Name_000314,,时间草,1,20800,1,2,23115,0,5,10,0,2,0,0,0,0,0,53109,530109,0,3
5127,3,8,0,0,12044,,0.3,1.5,1,图3，丰收的树,ETT_Title_000315,ETT_Name_000315,,腐败土堆,1,20800,1,2,23116,0,5,10,0,2,0,0,0,0,0,53012,530012,0,3
5128,3,8,0,0,12005,,0.3,3,1,图3，丰收的树,ETT_Title_000316,ETT_Name_000316,,鲁塔树,1,20800,1,2,23117,0,5,10,0,2,0,0,0,0,0,53113,530113,0,3
5129,3,8,0,0,12018,,0.3,1.5,1,图3，丰收的树,ETT_Title_000317,ETT_Name_000317,,鹿香草,1,20800,1,2,23118,0,5,10,0,2,0,0,0,0,0,53115,530115,0,3
5130,3,8,0,0,12019,,0.3,1,1,图4，黑树枝森林,ETT_Title_000318,ETT_Name_000318,,夜行草,1,20800,1,2,23119,0,5,10,0,2,0,0,0,0,0,53179,530179,0,3
5131,3,8,0,0,12048,,0.3,4,1,图4，骄傲的英雄墓,ETT_Title_000319,ETT_Name_000319,,蓝光木头柱,1,20800,1,2,23120,0,5,10,0,2,0,0,0,0,0,53128,530128,0,3
5132,3,8,0,0,12018,,0.3,1.5,1,图4，骄傲的英雄墓,ETT_Title_000320,ETT_Name_000320,,火花草,1,20800,1,2,23121,0,5,10,0,2,0,0,0,0,0,53129,530129,0,3
5133,3,8,0,0,12019,,0.3,1,1,图4，骄傲的英雄墓,ETT_Title_000321,ETT_Name_000321,,睡眠草,1,20800,1,2,23122,0,5,10,0,2,0,0,0,0,0,53135,530135,0,3
5134,3,8,0,0,12056,,0.3,1.2,1,图4，勇猛的英雄墓,ETT_Title_000322,ETT_Name_000322,,胜战碑,1,20800,1,2,0,0,1,1,0,2,0,0,0,0,0,-1,-1,0,3
5135,3,8,0,0,12056,,0.3,1.2,1, ,ETT_Title_000323,ETT_Name_000323,,政绩碑,1,20800,1,2,0,0,1,1,0,2,0,0,0,0,0,-1,-1,0,3
5136,3,8,0,0,12018,,0.3,1.5,1,图4，无名英雄墓,ETT_Title_000324,ETT_Name_000324,,蓝色露珠草,1,20800,1,2,23125,0,5,10,0,2,0,0,0,0,0,53150,530150,0,3
5137,3,8,0,0,12019,,0.3,1,1,图4，无名英雄墓,ETT_Title_000325,ETT_Name_000325,,闪亮草,1,20800,1,2,23126,0,5,10,0,2,0,0,0,0,0,53175,530175,0,3
5138,3,8,0,0,11000,,0.3,1.2,1,图5，城墙周围,ETT_Title_000326,ETT_Name_000326,,热石,1,20800,1,2,23127,0,5,10,0,2,0,0,0,0,0,53157,530157,0,3
5139,3,8,0,0,12078,,0.3,1.5,1,图5，布莱斯莱斯阵营,ETT_Title_000327,ETT_Name_000327,,文书箱,1,20800,1,2,23128,0,5,10,0,2,0,0,0,0,0,53160,530160,0,3
5140,3,8,0,0,12017,,0.3,1,1,图5，戴奥斯沃夫阵营,ETT_Title_000328,ETT_Name_000328,,工具袋,1,20800,1,2,23129,0,5,10,0,2,0,0,0,0,0,53162,530162,0,3
5141,3,8,0,0,12010,,0.3,1.5,1,图5，布莱斯莱斯阵营,ETT_Title_000329,ETT_Name_000329,,粮食袋,1,20800,1,2,23130,0,5,10,0,2,0,0,0,0,0,53164,530164,0,3
5142,3,8,0,0,12078,,0.3,1.5,1,图5，布莱斯莱斯阵营,ETT_Title_000330,ETT_Name_000330,,保管箱,1,20800,1,2,23131,0,5,10,0,2,0,0,0,0,0,53166,530166,0,3
5143,3,8,0,0,12018,,0.3,1,1,图5，城墙周围,ETT_Title_000331,ETT_Name_000331,,雾草,1,20800,1,2,23132,0,5,10,0,2,0,0,0,0,0,53169,530169,0,3
5144,3,8,0,0,12044,,0.3,1.5,1,图5，布莱斯莱斯阵营,ETT_Title_000332,ETT_Name_000332,,突出来的土堆,1,20800,1,2,23241,0,5,10,0,2,0,0,0,0,0,53121,530121,0,3
5145,3,8,0,0,12017,,0.3,1.5,1,图5，布莱斯莱斯阵营,ETT_Title_000333,ETT_Name_000333,,面包袋,1,20800,1,2,23242,0,5,10,0,2,0,0,0,0,0,53125,530125,0,3
5146,3,8,0,0,12018,,0.3,1.5,1,图5，城墙周围,ETT_Title_000334,ETT_Name_000334,,凌晨花,1,20800,1,2,23243,0,5,10,0,2,0,0,0,0,0,53154,530154,0,3
5201,3,8,0,0,12047,,0.3,1.5,1, ,ETT_Title_000335,ETT_Name_000335,,掉下来的树枝,1,20800,1,2,23135,0,5,10,0,2,0,0,0,0,0,54027,540027,0,3
5203,3,8,0,0,11000,,0.3,1.5,1, ,ETT_Title_000336,ETT_Name_000336,,冰冷的石头,1,20800,1,2,23137,0,5,10,0,2,0,0,0,0,0,54034,540034,0,3
5204,3,8,0,0,11000,,0.3,1.5,1, ,ETT_Title_000337,ETT_Name_000337,,果园的石头,1,20800,1,2,23138,0,5,10,0,2,0,0,0,0,0,54036,540036,0,3
5205,3,8,0,0,12019,,0.3,1.5,1, ,ETT_Title_000338,ETT_Name_000338,,刺痛草,1,20800,1,2,23139,0,5,10,0,2,0,0,0,0,0,54039,540039,0,3
5207,3,8,0,0,12044,,0.3,1.5,1, ,ETT_Title_000339,ETT_Name_000339,,森林土堆,1,20800,1,2,23141,0,5,10,0,2,0,0,0,0,0,54046,540046,0,3
5208,3,8,0,0,12044,,0.3,1.5,1, ,ETT_Title_000340,ETT_Name_000340,,紫石,1,20800,1,2,23142,0,5,10,0,2,0,0,0,0,0,54056,540056,0,3
5209,3,8,0,0,12016,,0.3,1.5,1, ,ETT_Title_000341,ETT_Name_000341,,敌对的机密箱,1,20800,1,2,23143,0,5,10,0,2,0,0,0,0,0,54062,540062,0,3
5210,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000342,ETT_Name_000342,,瀑布草,1,20800,1,2,23144,0,5,10,0,2,0,0,0,0,0,54070,540070,0,3
5212,3,8,0,0,12044,,0.3,1.5,1, ,ETT_Title_000343,ETT_Name_000343,,发光的土堆,1,20800,1,2,23146,0,5,10,0,2,0,0,0,0,0,54080,540080,0,3
5213,3,8,0,0,12019,,0.3,1.5,1, ,ETT_Title_000344,ETT_Name_000344,,黏草,1,20800,1,2,23147,0,5,10,0,2,0,0,0,0,0,54094,540094,0,3
5214,3,8,0,0,12046,,0.3,1.5,1, ,ETT_Title_000345,ETT_Name_000345,,瀑布附近的水桶,1,20800,1,2,23148,0,5,10,0,2,0,0,0,0,0,54100,540100,0,3
5215,3,8,0,0,11000,,0.3,3,1, ,ETT_Title_000346,ETT_Name_000346,,黑曜石堆,1,20800,1,2,23149,0,5,10,0,2,0,0,0,0,0,54102,540102,0,3
5217,3,8,0,0,12007,,0.3,4.5,1, ,ETT_Title_000347,ETT_Name_000347,,罗契卡树,1,20800,1,2,23151,0,5,10,0,2,0,0,0,0,0,54110,540110,0,3
5218,3,8,0,0,12016,,0.3,1.5,1, ,ETT_Title_000348,ETT_Name_000348,,作战文件箱,1,20800,1,2,23152,0,5,10,0,2,0,0,0,0,0,54115,540115,0,3
5219,3,8,0,0,12064,,0.3,1.5,1, ,ETT_Title_000349,ETT_Name_000349,,硫磺炸弹堆,1,20800,1,2,23153,0,5,10,0,2,0,0,0,0,0,54120,540120,0,3
5220,3,8,0,0,12087,,0.3,3,1, ,ETT_Title_000350,ETT_Name_000350,,硫磺结晶,1,20800,1,2,23154,0,5,10,0,2,0,0,0,0,0,54122,540122,0,3
5221,3,8,0,0,11000,,0.3,3,1, ,ETT_Title_000351,ETT_Name_000351,,冷气石头,1,20800,1,2,23155,0,5,10,0,2,0,0,0,0,0,54127,540127,0,3
5222,3,8,0,0,12003,,0.3,3,1, ,ETT_Title_000352,ETT_Name_000352,,努斯树,1,20800,1,2,23156,0,5,10,0,2,0,0,0,0,0,54133,540133,0,3
5223,3,8,0,0,11014,,0.3,3,1, ,ETT_Title_000353,ETT_Name_000353,,万德石,1,20800,1,2,23157,0,5,10,0,2,0,0,0,0,0,54009,540009,0,3
5224,3,8,0,0,12003,,0.3,3,1, ,ETT_Title_000354,ETT_Name_000354,,路里尔树,1,20800,1,2,23158,0,5,10,0,2,0,0,0,0,0,54144,540144,0,3
5225,3,8,0,0,12044,,0.3,1.5,1, ,ETT_Title_000355,ETT_Name_000355,,被污染的土壤,1,20800,1,2,23159,0,5,10,0,2,0,0,0,0,0,54153,540153,0,3
5227,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000356,ETT_Name_000356,,阿莱草,1,20800,1,2,23161,0,5,10,0,2,0,0,0,0,0,54162,540162,0,3
5228,3,8,0,0,12003,,0.3,3,1, ,ETT_Title_000357,ETT_Name_000357,,诺克斯树,1,20800,1,2,23162,0,5,10,0,2,0,0,0,0,0,54173,540173,0,3
5229,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000358,ETT_Name_000358,,火山露珠草,1,20800,1,2,23163,0,5,10,0,2,0,0,0,0,0,54177,540177,0,3
5230,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000359,ETT_Name_000359,,古代花,1,20800,1,2,23164,0,5,10,0,2,0,0,0,0,0,54180,540180,0,3
5231,3,8,0,0,12086,,0.3,2.5,1, ,ETT_Title_000360,ETT_Name_000360,,法鲁里水晶,1,20800,1,2,23165,0,5,10,0,2,0,0,0,0,0,54193,540193,0,3
5232,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000361,ETT_Name_000361,,冷点草,1,20800,1,2,23166,0,5,10,0,2,0,0,0,0,0,54196,540196,0,3
5233,3,8,0,0,12002,,0.3,1.5,1, ,ETT_Title_000362,ETT_Name_000362,,百奥哈特箱子,1,20800,1,2,23167,0,5,10,0,2,0,0,0,0,0,54198,540198,0,3
5234,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000363,ETT_Name_000363,,叶片草,1,20800,1,2,23168,0,5,10,0,2,0,0,0,0,0,55009,550009,0,3
5235,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000364,ETT_Name_000364,,法拉的树,1,20800,1,2,23169,0,5,10,0,2,0,0,0,0,0,55020,550020,0,3
5236,3,8,0,0,11000,,0.3,1.5,1, ,ETT_Title_000365,ETT_Name_000365,,闪亮水晶,1,20800,1,2,23170,0,5,10,0,2,0,0,0,0,0,55032,550032,0,3
5237,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000366,ETT_Name_000366,,新鲜草,1,20800,1,2,23171,0,5,10,0,2,0,0,0,0,0,55033,550033,0,3
5238,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000367,ETT_Name_000367,,水波草,1,20800,1,2,23172,0,5,10,0,2,0,0,0,0,0,55044,550044,0,3
5239,3,8,0,0,11001,,0.3,1.5,1, ,ETT_Title_000368,ETT_Name_000368,,艾普水晶,1,20800,1,2,23173,0,5,10,0,2,0,0,0,0,0,55045,550045,0,3
5240,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000369,ETT_Name_000369,,热削草,1,20800,1,2,23174,0,5,10,0,2,0,0,0,0,0,55049,550049,0,3
5241,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000370,ETT_Name_000370,,魔法钟月花,1,20800,1,2,23175,0,5,10,0,2,0,0,0,0,0,55054,550054,0,3
5242,3,8,0,0,11002,,0.3,1.5,1, ,ETT_Title_000371,ETT_Name_000371,,凌晨露珠水晶,1,20800,1,2,23176,0,5,10,0,2,0,0,0,0,0,55059,550059,0,3
5243,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000372,ETT_Name_000372,,阵雨草,1,20800,1,2,23177,0,5,10,0,2,0,0,0,0,0,55062,550062,0,3
5244,3,8,0,0,12011,,0.3,1.5,1, ,ETT_Title_000373,ETT_Name_000373,,稻田燃料桶,1,20800,1,2,23178,0,5,10,0,2,0,0,0,0,0,55069,550069,0,3
5245,3,8,0,0,12015,,0.3,1.5,1, ,ETT_Title_000374,ETT_Name_000374,,稻田树木箱,1,20800,1,2,23179,0,5,10,0,2,0,0,0,0,0,55071,550071,0,3
5246,3,8,0,0,11003,,0.3,1.5,1, ,ETT_Title_000375,ETT_Name_000375,,夕阳水晶,1,20800,1,2,23180,0,5,10,0,2,0,0,0,0,0,55075,550075,0,3
5247,3,8,0,0,12002,,0.3,1.5,1, ,ETT_Title_000376,ETT_Name_000376,,矿山箱,1,20800,1,2,23181,0,5,10,0,2,0,0,0,0,0,55080,550080,0,3
5248,3,8,0,0,11001,,0.3,1.5,1, ,ETT_Title_000377,ETT_Name_000377,,霉矿石,1,20800,1,2,23182,0,5,10,0,2,0,0,0,0,0,55083,550083,0,3
5249,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000378,ETT_Name_000378,,雨粉草,1,20800,1,2,23183,0,5,10,0,2,0,0,0,0,0,55088,550088,0,3
5250,3,8,0,0,11000,,0.3,1.5,1, ,ETT_Title_000379,ETT_Name_000379,,水流水晶,1,20800,1,2,23184,0,5,10,0,2,0,0,0,0,0,55090,550090,0,3
5251,3,8,0,0,11000,,0.3,1.5,1, ,ETT_Title_000380,ETT_Name_000380,,水岩,1,20800,1,2,23185,0,5,10,0,2,0,0,0,0,0,55093,550093,0,3
5252,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000381,ETT_Name_000381,,雷花,1,20800,1,2,23186,0,5,10,0,2,0,0,0,0,0,55094,550094,0,3
5253,3,8,0,0,11004,,0.3,1.5,1, ,ETT_Title_000382,ETT_Name_000382,,镜子矿石,1,20800,1,2,23187,0,5,10,0,2,0,0,0,0,0,55096,550096,0,3
5254,3,8,0,0,12002,,0.3,1.5,1, ,ETT_Title_000383,ETT_Name_000383,,哈比箱,1,20800,1,2,23188,0,5,10,0,2,0,0,0,0,0,55098,550098,0,3
5255,3,8,0,0,12003,,0.3,1.5,1, ,ETT_Title_000384,ETT_Name_000384,,翅膀树,1,20800,1,2,23189,0,5,10,0,2,0,0,0,0,0,55100,550100,0,3
5257,3,8,0,0,11000,,0.3,1.5,1, ,ETT_Title_000385,ETT_Name_000385,,扑闪水晶,1,20800,1,2,23191,0,5,10,0,2,0,0,0,0,0,55103,550103,0,3
5258,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000386,ETT_Name_000386,,马西达水晶,1,20800,1,2,23192,0,5,10,0,2,0,0,0,0,0,55106,550106,0,3
5259,3,8,0,0,12003,,0.3,1.5,1, ,ETT_Title_000387,ETT_Name_000387,,九香树,1,20800,1,2,23193,0,5,10,0,2,0,0,0,0,0,55107,550107,0,3
5260,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000388,ETT_Name_000388,,德莱草,1,20800,1,2,23194,0,5,10,0,2,0,0,0,0,0,55110,550110,0,3
5261,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000389,ETT_Name_000389,,光碟花,1,20800,1,2,23195,0,5,10,0,2,0,0,0,0,0,55114,550114,0,3
5262,3,8,0,0,12007,,0.3,1.5,1, ,ETT_Title_000390,ETT_Name_000390,,锻铁树,1,20800,1,2,23196,0,5,10,0,2,0,0,0,0,0,55118,550118,0,3
5263,3,8,0,0,12015,,0.3,1.5,1, ,ETT_Title_000391,ETT_Name_000391,,砂轮树木箱,1,20800,1,2,23197,0,5,10,0,2,0,0,0,0,0,55120,550120,0,3
5264,3,8,0,0,12017,,0.3,1.5,1, ,ETT_Title_000392,ETT_Name_000392,,砂轮口袋,1,20800,1,2,23198,0,5,10,0,2,0,0,0,0,0,55121,550121,0,3
5265,3,8,0,0,12016,,0.3,1.5,1, ,ETT_Title_000393,ETT_Name_000393,,砂轮箱,1,20800,1,2,23199,0,5,10,0,2,0,0,0,0,0,55122,550122,0,3
5266,3,8,0,0,11001,,0.3,1.5,1, ,ETT_Title_000394,ETT_Name_000394,,切割水晶,1,20800,1,2,23200,0,5,10,0,2,0,0,0,0,0,55126,550126,0,3
5267,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000395,ETT_Name_000395,,风之草,1,20800,1,2,23201,0,5,10,0,2,0,0,0,0,0,55129,550129,0,3
5268,3,8,0,0,11003,,0.3,1.5,1, ,ETT_Title_000396,ETT_Name_000396,,漆黑石,1,20800,1,2,23202,0,5,10,0,2,0,0,0,0,0,55133,550133,0,3
5269,3,8,0,0,11002,,0.3,1.5,1, ,ETT_Title_000397,ETT_Name_000397,,奇妙的水晶,1,20800,1,2,23203,0,5,10,0,2,0,0,0,0,0,55136,550136,0,3
5270,3,8,0,0,11004,,0.3,1.5,1, ,ETT_Title_000398,ETT_Name_000398,,马蹄水晶,1,20800,1,2,23204,0,5,10,0,2,0,0,0,0,0,55137,550137,0,3
5271,3,8,0,0,12011,,0.3,1.5,1, ,ETT_Title_000399,ETT_Name_000399,,矿石木桶,1,20800,1,2,23205,0,5,10,0,2,0,0,0,0,0,55141,550141,0,3
5272,3,8,0,0,12018,,0.3,1.5,1, ,ETT_Title_000400,ETT_Name_000400,,大地水晶,1,20800,1,2,23206,0,5,10,0,2,0,0,0,0,0,55146,550146,0,3
