TID,Type,Value,Count,IsSelect
400287,1,13221,1,1
400288,1,13321,1,1
400289,1,13022,1,1
400290,1,13122,1,1
400291,1,13222,1,1
400292,1,13322,1,1
400293,1,13023,1,1
400294,1,13123,1,1
400295,1,13223,1,1
400296,1,13323,1,1
400297,1,13024,1,1
400298,1,13124,1,1
400299,1,13224,1,1
400300,1,13324,1,1
400301,1,13025,1,1
400302,1,13125,1,1
400303,1,13225,1,1
400304,1,13325,1,1
400305,1,13026,1,1
400306,1,13126,1,1
400307,1,13226,1,1
400308,1,13326,1,1
400309,1,13027,1,1
400310,1,13127,1,1
400311,1,13227,1,1
400312,1,13327,1,1
400313,1,13028,1,1
400314,1,13128,1,1
400315,1,13228,1,1
400316,1,13328,1,1
400317,1,13029,1,1
400318,1,13129,1,1
400319,1,13229,1,1
400320,1,13329,1,1
400321,1,13030,1,1
400322,1,13130,1,1
400323,1,13230,1,1
400324,1,13330,1,1
400325,1,13031,1,1
400326,1,13131,1,1
400327,1,13231,1,1
400328,1,13331,1,1
400329,1,13032,1,1
400330,1,13132,1,1
400331,1,13232,1,1
400332,1,13332,1,1
400333,1,13033,1,1
400334,1,13133,1,1
400335,1,13233,1,1
400336,1,13333,1,1
400337,1,13034,1,1
400338,1,13134,1,1
400339,1,13234,1,1
400340,1,13334,1,1
400341,1,13035,1,1
400342,1,13135,1,1
400343,1,13235,1,1
400344,1,13335,1,1
400345,1,13036,1,1
400346,1,13136,1,1
400347,1,13236,1,1
400348,1,13336,1,1
400349,1,13037,1,1
400350,1,13137,1,1
400351,1,13237,1,1
400352,1,13337,1,1
400353,1,13038,1,1
400354,1,13138,1,1
400355,1,13238,1,1
400356,1,13338,1,1
400357,1,13039,1,1
400358,1,13139,1,1
400359,1,13239,1,1
400360,1,13339,1,1
400361,1,13040,1,1
400362,1,13140,1,1
400363,1,13240,1,1
400364,1,13340,1,1
400365,1,13041,1,1
400366,1,13141,1,1
400367,1,13241,1,1
400368,1,13341,1,1
400369,1,13042,1,1
400370,1,13142,1,1
400371,1,13242,1,1
400372,1,13342,1,1
400373,1,13043,1,1
400374,1,13143,1,1
400375,1,13243,1,1
400376,1,13343,1,1
400377,1,13044,1,1
400378,1,13144,1,1
400379,1,13244,1,1
400380,1,13344,1,1
400381,1,13045,1,1
400382,1,13145,1,1
400383,1,13245,1,1
400384,1,13345,1,1
400385,1,13046,1,1
400386,1,13146,1,1
400387,1,13246,1,1
400388,1,13346,1,1
400389,1,13047,1,1
400390,1,13147,1,1
400391,1,13247,1,1
400392,1,13347,1,1
400393,1,13048,1,1
400394,1,13148,1,1
400395,1,13248,1,1
400396,1,13348,1,1
400397,1,13049,1,1
400398,1,13149,1,1
400399,1,13249,1,1
400400,1,13349,1,1
400401,1,13400,1,0
400402,1,13401,1,0
400403,1,13402,1,0
400404,1,13403,1,0
400405,1,13404,1,0
400406,1,13405,1,0
400407,1,13406,1,0
400408,1,13407,1,0
400409,1,13408,1,0
400410,1,13409,1,0
400411,1,13410,1,1
400412,1,13411,1,1
400413,1,13412,1,1
400414,1,13413,1,1
400415,1,13414,1,1
400416,1,13415,1,1
400417,1,13416,1,1
400418,1,13417,1,1
400419,1,13418,1,1
400420,1,13419,1,1
400421,1,13420,1,1
400422,1,13421,1,1
400423,1,13422,1,1
400424,1,13423,1,1
400425,1,13424,1,1
400426,1,13425,1,1
400427,1,13426,1,1
400428,1,13427,1,1
400429,1,13428,1,1
400430,1,13429,1,1
400431,1,13430,1,1
400432,1,13431,1,1
400433,1,13432,1,1
400434,1,13433,1,1
400435,1,13434,1,1
400436,1,13435,1,1
400437,1,13436,1,1
400438,1,13437,1,1
400439,1,13438,1,1
400440,1,13439,1,1
400441,1,13440,1,1
400442,1,13441,1,1
400443,1,13442,1,1
400444,1,13443,1,1
400445,1,13444,1,1
400446,1,13445,1,1
400447,1,13446,1,1
400448,1,13447,1,1
400449,1,13448,1,1
400450,1,13449,1,1
401001,1,2140411,1,1
401002,1,2143411,1,1
401003,1,2146411,1,1
401004,1,2070211,1,0
401005,1,2110411,1,1
401006,1,2113411,1,1
401007,1,2116411,1,1
401008,1,2130411,1,1
401009,1,2133411,1,1
401010,1,2136411,1,1
401011,1,2150411,1,1
401012,1,2153411,1,1
401013,1,2156411,1,1
401014,1,9105,1,0
401015,1,2120511,1,1
401016,1,2123511,1,1
401017,1,2126511,1,1
401018,1,2110511,1,1
401019,1,2113511,1,1
401020,1,2116511,1,1
401021,1,2140511,1,1
401022,1,2143511,1,1
401023,1,2146511,1,1
401024,1,2070311,1,0
401025,1,2150511,1,1
401026,1,2153511,1,1
401027,1,2156511,1,1
401028,1,2120611,1,1
401029,1,2123611,1,1
401030,1,2126611,1,1
401031,1,2080411,1,0
401032,1,2080411,1,0
401033,1,10009,20,1
401034,1,10109,18,1
401035,1,2080311,1,0
401036,1,2080311,1,0
401037,1,10008,20,1
401038,1,10108,18,1
401039,1,11022,2,1
401040,1,11032,2,1
401041,1,10008,20,1
401042,1,10108,18,1
401043,1,2130511,1,1
401044,1,2133511,1,1
401045,1,2136511,1,1
401046,1,11003,2,1
401047,1,11013,2,1
401048,1,10013,20,1
401049,1,10113,18,1
401050,1,9070,1,0
401051,1,510013,1,0
401052,1,82001,1,0
401053,1,82001,2,0
401054,1,82001,3,0
401055,1,82002,1,0
401056,1,82002,2,0
401057,1,82002,3,0
401058,1,82008,1,0
401059,1,82009,1,0
401060,1,82007,1,0
401061,1,82011,1,0
401062,1,82012,1,0
401063,1,82010,1,0
401064,1,11023,2,1
401065,1,11033,2,1
401066,1,11004,2,1
401067,1,11014,2,1
401068,1,11024,2,1
401069,1,11034,2,1
401070,1,10012,20,1
401071,1,10112,18,1
401072,1,82014,1,0
401073,1,82015,1,0
401074,1,82013,1,0
401075,1,0,0,0
401076,1,0,0,0
401077,1,0,0,0
401078,1,0,0,0
401079,1,0,0,0
401080,1,0,0,0
401081,1,9071,1,0
401082,1,500000,1,0
401083,1,10017,20,1
401084,1,10117,18,1
401085,1,11026,2,1
401086,1,11036,2,1
401087,1,10016,20,1
401088,1,10116,18,1
401089,1,11006,2,1
401090,1,11016,2,1
401091,1,500000,1,1
401092,1,500001,1,1
401093,1,500002,1,1
401094,1,400500,1,0
401095,1,1110411,1,1
401096,1,1120411,1,1
401097,1,1130411,1,1
401098,1,1030411,1,1
401099,1,2110211,1,1
401100,1,2113211,1,1
401101,1,2116211,1,1
401102,1,2120211,1,1
401103,1,2123211,1,1
401104,1,2126211,1,1
401105,1,2130211,1,1
401106,1,2133211,1,1
401107,1,2136211,1,1
401108,1,2140211,1,1
401109,1,2143211,1,1
401110,1,2146211,1,1
401111,1,2150211,1,1
401112,1,2153211,1,1
401113,1,2156211,1,1
401114,1,1030811,1,1
401115,1,1110811,1,1
401116,1,1120811,1,1
401117,1,1130811,1,1
401118,1,2110411,1,1
401119,1,2116411,1,1
401120,1,2113412,1,1
401121,1,2120411,1,1
401122,1,2126411,1,1
401123,1,2123412,1,1
401124,1,2130411,1,1
401125,1,2136411,1,1
401126,1,2133412,1,1
401127,1,2140411,1,1
401128,1,2146411,1,1
401129,1,2143412,1,1
401130,1,2150411,1,1
401131,1,2156411,1,1
401132,1,2153412,1,1
401133,1,1031011,1,1
401134,1,1111011,1,1
401135,1,1121011,1,1
401136,1,1131011,1,1
401137,1,2160511,1,1
401138,1,2160512,1,1
401139,1,2110511,1,1
401140,1,2113512,1,1
401141,1,2116512,1,1
401142,1,2120511,1,1
401143,1,2123512,1,1
401144,1,2126512,1,1
401145,1,2130511,1,1
401146,1,2133512,1,1
401147,1,2136512,1,1
401148,1,2140511,1,1
401149,1,2143512,1,1
401150,1,2146512,1,1
401151,1,2150511,1,1
401152,1,2153512,1,1
401153,1,2156512,1,1
401154,1,1031211,1,1
401155,1,1111211,1,1
401156,1,1121211,1,1
401157,1,1131211,1,1
401158,1,2160611,1,1
401159,1,2160612,1,1
401160,1,2110611,1,1
401161,1,2113611,1,1
401162,1,2116611,1,1
401163,1,2120611,1,1
401164,1,2123611,1,1
401165,1,2126611,1,1
401166,1,2130611,1,1
401167,1,2133611,1,1
401168,1,2136611,1,1
401169,1,2140611,1,1
401170,1,2143611,1,1
401171,1,2146611,1,1
401172,1,2150611,1,1
401173,1,2153611,1,1
401174,1,2156611,1,1
401175,1,510049,1,0
401176,1,9076,1,0
401177,1,2070021,1,1
401178,1,2070022,1,1
401179,1,2080021,1,1
401180,1,2080022,1,1
401181,1,2070121,1,1
401182,1,2070122,1,1
401183,1,2080221,1,1
401184,1,2080222,1,1
401185,1,2070221,1,1
401186,1,2070222,1,1
401187,1,2080321,1,1
401188,1,2080322,1,1
401189,1,2070321,1,1
401190,1,2070322,1,1
401191,1,2080421,1,1
401192,1,2080422,1,1
401193,1,510050,1,0
401194,1,1100411,1,1
401195,1,1100811,1,1
401196,1,1101011,1,1
401197,1,1101211,1,1
401205,1,510074,1,0
401206,1,510075,1,1
401207,1,510076,1,1
401208,1,510077,1,1
401209,1,511201,1,1
401210,1,511202,1,1
401211,1,511203,1,1
401212,1,511204,1,1
401213,1,511205,1,1
401301,1,2310211,1,1
401302,1,2313211,1,1
401303,1,2316211,1,1
401304,1,2320211,1,1
401305,1,2323211,1,1
401306,1,2326211,1,1
401307,1,2330211,1,1
401308,1,2333211,1,1
401309,1,2336211,1,1
401310,1,2340211,1,1
401311,1,2343211,1,1
401312,1,2346211,1,1
401313,1,2350211,1,1
401314,1,2353211,1,1
401315,1,2356211,1,1
401316,1,2310411,1,1
401317,1,2313412,1,1
401318,1,2316411,1,1
401319,1,2320411,1,1
401320,1,2323412,1,1
401321,1,2326411,1,1
401322,1,2330411,1,1
401323,1,2333412,1,1
401324,1,2336411,1,1
401325,1,2340411,1,1
401326,1,2343412,1,1
401327,1,2346411,1,1
401328,1,2350411,1,1
401329,1,2353412,1,1
401330,1,2356411,1,1
401331,1,2310511,1,1
401332,1,2313512,1,1
401333,1,2316512,1,1
401334,1,2320511,1,1
401335,1,2323512,1,1
401336,1,2326512,1,1
401337,1,2330511,1,1
401338,1,2333512,1,1
401339,1,2336512,1,1
401340,1,2340511,1,1
401341,1,2343512,1,1
401342,1,2346512,1,1
401343,1,2350511,1,1
401344,1,2353512,1,1
401345,1,2356512,1,1
401346,1,2360511,1,1
401347,1,2360512,1,1
401348,1,2310611,1,1
401349,1,2313611,1,1
401350,1,2316611,1,1
401351,1,2320611,1,1
401352,1,2323611,1,1
401353,1,2326611,1,1
401354,1,2330611,1,1
401355,1,2333611,1,1
401356,1,2336611,1,1
401357,1,2340611,1,1
401358,1,2343611,1,1
401359,1,2346611,1,1
401360,1,2350611,1,1
401361,1,2353611,1,1
401362,1,2356611,1,1
401363,1,2360611,1,1
401364,1,2360612,1,1
150001,3,0,4032,0
150002,3,0,2160,0
150003,3,0,1440,0
150004,3,0,5184,0
150005,3,0,6048,0
150006,3,0,3996,0
150007,3,0,15552,0
150008,3,0,2160,0
150009,3,0,52416,0
150010,3,0,52416,0
150011,3,0,102960,0
150012,3,0,65520,0
150013,3,0,34272,0
150014,3,0,287885,0
150015,3,0,77112,0
150016,3,0,51408,0
150017,3,0,11700,0
150018,3,0,211508,0
150019,3,0,127680,0
150020,3,0,153216,0
150021,3,0,3360,0
150022,3,0,3360,0
150023,3,0,2700,0
150024,3,0,1200,0
150025,3,0,4995,0
150026,3,0,1,0
150027,3,0,3840,0
150028,3,0,3840,0
150029,3,0,10656,0
150030,3,0,1,0
150031,3,0,3960,0
150032,3,0,3960,0
150033,3,0,10560,0
150034,3,0,10560,0
150035,3,0,9504,0
150036,3,0,1,0
150037,3,0,11700,0
150038,3,0,11700,0
150039,3,0,4050,0
150040,3,0,7920,0
150041,3,0,12960,0
150042,3,0,12960,0
150043,3,0,3780,0
150044,3,0,27216,0
150045,3,0,5670,0
150046,3,0,20979,0
150047,3,0,3780,0
150048,3,0,27216,0
150049,3,0,32292,0
150050,3,0,9315,0
150051,3,0,32292,0
150052,3,0,23598,0
150053,3,0,4140,0
150054,3,0,9315,0
150055,3,0,4140,0
150056,3,0,12600,0
150057,3,0,8400,0
150058,3,0,43680,0
150059,3,0,31920,0
150060,3,0,43680,0
150061,3,0,43680,0
150062,3,0,5600,0
150063,3,0,12600,0
150064,3,0,25760,0
150065,3,0,8400,0
150066,3,0,11000,0
150067,3,0,85800,0
150068,3,0,24750,0
150069,3,0,11000,0
150070,3,0,85800,0
150071,3,0,11000,0
150072,3,0,14625,0
150073,3,0,54600,0
150074,3,0,9750,0
150075,3,0,54600,0
150076,3,0,14625,0
150077,3,0,9750,0
150078,3,0,38025,0
150079,3,0,6500,0
150080,3,0,54600,0
150081,3,0,9750,0
150082,3,0,54600,0
150083,3,0,54600,0
150084,3,0,54600,0
150085,3,0,14625,0
150086,3,0,14625,0
150087,3,0,31200,0
150088,3,0,14625,0
150089,3,0,14625,0
150090,3,0,54600,0
150091,3,0,6500,0
150092,3,0,6500,0
150093,3,0,9750,0
150094,3,0,31200,0
150095,3,0,14625,0
150096,3,0,6500,0
150097,3,0,42840,0
150098,3,0,64260,0
150099,3,0,21938,0
150100,3,0,14625,0
150101,3,0,57038,0
150102,3,0,90675,0
150103,3,0,21938,0
150104,3,0,9750,0
150105,3,0,1,0
150106,3,0,1,0
150107,3,0,1,0
150108,3,0,90675,0
150109,3,0,9750,0
150110,3,0,21938,0
150111,3,0,14625,0
150112,3,0,101088,0
150113,3,0,17280,0
150114,3,0,160704,0
150115,3,0,38880,0
150116,3,0,38880,0
150117,3,0,25920,0
150118,3,0,101088,0
150119,3,0,176256,0
150120,3,0,38880,0
150121,3,0,43605,0
150122,3,0,29070,0
150123,3,0,29070,0
150124,3,0,47880,0
150125,3,0,234080,0
150126,3,0,21280,0
150127,3,0,127680,0
150128,3,0,106400,0
150129,3,0,31920,0
150130,3,0,1,0
150131,3,0,21280,0
150132,3,0,47880,0
150133,3,0,21280,0
150134,3,0,170240,0
150135,3,0,234080,0
150136,3,0,47880,0
150137,3,0,234080,0
150138,3,0,29070,0
150139,3,0,290700,0
150140,3,0,65408,0
150141,3,0,29070,0
150142,3,0,174420,0
150143,3,0,319770,0
150144,3,0,65408,0
150145,3,0,31920,0
150146,3,0,21280,0
150147,3,0,100800,0
150148,3,0,100800,0
150149,3,0,31920,0
150150,3,0,65408,0
150151,3,0,100800,0
150152,3,0,1,0
150153,3,0,1,0
150154,3,0,12600,0
150155,3,0,43680,0
150156,3,0,31920,0
150157,3,0,105750,0
150158,3,0,282000,0
150159,3,0,338400,0
150160,3,0,8400,0
150161,3,0,8400,0
150162,3,0,8400,0
150163,3,0,70500,0
150164,3,0,70500,0
150165,3,0,70500,0
150166,3,0,5600,0
150167,3,0,5600,0
150168,3,0,70500,0
150169,3,0,800,0
150170,3,0,151200,0
150171,3,0,31920,0
150172,3,0,31920,0
150173,3,0,7800,0
150174,3,0,120960,0
150175,3,0,90675,0
150176,3,0,90675,0
150177,3,0,1008000,0
150178,3,0,25668,0
150179,3,0,4608,0
150180,3,0,4608,0
150181,3,0,1440,0
150182,3,0,6912,0
150183,3,0,5994,0
150184,3,0,2664,0
150185,3,0,3840,0
150186,3,0,1200,0
150187,3,0,4320,0
150188,3,0,4320,0
150189,3,0,2700,0
150190,3,0,5760,0
150191,3,0,5760,0
150192,3,0,5760,0
150193,3,0,2500,0
150194,3,0,23232,0
150195,3,0,11616,0
150196,3,0,10560,0
150197,3,0,3960,0
150198,3,0,11616,0
150199,3,0,4860,0
150200,3,0,2160,0
150201,3,0,52416,0
150202,3,0,12960,0
150203,3,0,12960,0
150204,3,0,12960,0
150205,3,0,12960,0
150206,3,0,4050,0
150207,3,0,4050,0
150208,3,0,3780,0
150209,3,0,8505,0
150210,3,0,5670,0
150211,3,0,27216,0
150212,3,0,20979,0
150213,3,0,9315,0
150214,3,0,32292,0
150215,3,0,32292,0
150216,3,0,23598,0
150217,3,0,4140,0
150218,3,0,9315,0
150219,3,0,4140,0
150220,3,0,800,0
150221,3,0,32292,0
150222,3,0,12320,0
150223,3,0,5600,0
150224,3,0,8400,0
150225,3,0,1200,0
151001,3,0,100926,0
151002,3,0,100926,0
151003,3,0,233252,0
151004,3,0,100926,0
151005,3,0,44856,0
151006,3,0,44352,0
151007,3,0,99792,0
151008,3,0,99792,0
151009,3,0,44352,0
151010,3,0,109350,0
151011,3,0,72900,0
151012,3,0,432432,0
151013,3,0,102960,0
151014,3,0,68640,0
151015,3,0,702173,0
151016,3,0,316332,0
151017,3,0,970085,0
151018,3,0,2066703,0
151019,3,0,2066703,0
151020,3,0,906819,0
151021,3,0,517000,0
151022,3,0,105750,0
151023,3,0,70500,0
151024,3,0,105750,0
151025,3,0,105750,0
151026,3,0,517000,0
151027,3,0,105750,0
151028,3,0,37380,0
151029,3,0,84105,0
151030,3,0,37380,0
151031,3,0,37380,0
151032,3,0,37380,0
151033,3,0,84105,0
151034,3,0,441084,0
151035,3,0,84105,0
151036,3,0,37380,0
151037,3,0,202950,0
151038,3,0,135300,0
151039,3,0,90200,0
151040,3,0,202950,0
151041,3,0,1064360,0
151042,3,0,90200,0
151043,3,0,1064360,0
151044,3,0,202950,0
151045,3,0,452640,0
151046,3,0,868480,0
151047,3,0,868480,0
151048,3,0,227304,0
151049,3,0,165600,0
151050,3,0,868480,0
151051,3,0,165600,0
151052,3,0,165600,0
151053,3,0,73600,0
151054,3,0,436128,0
151055,3,0,436128,0
151056,3,0,55440,0
151057,3,0,227304,0
151058,3,0,83160,0
151059,3,0,436128,0
151060,3,0,36960,0
151061,3,0,192192,0
151062,3,0,36960,0
151063,3,0,83160,0
151064,3,0,83160,0
151065,3,0,36960,0
151066,3,0,83160,0
151067,3,0,36960,0
151068,3,0,436128,0
151069,3,0,436128,0
151070,3,0,558900,0
151071,3,0,40500,0
151072,3,0,436128,0
151073,3,0,192192,0
151074,3,0,510300,0
151075,3,0,218700,0
151076,3,0,40500,0
151077,3,0,510300,0
151078,3,0,91125,0
151079,3,0,267300,0
151080,3,0,510300,0
151081,3,0,91125,0
151082,3,0,60750,0
151083,3,0,218700,0
151084,3,0,91125,0
151085,3,0,558900,0
151086,3,0,40500,0
151087,3,0,57200,0
151088,3,0,57200,0
151089,3,0,128700,0
151090,3,0,57200,0
151091,3,0,514800,0
151092,3,0,720720,0
151093,3,0,858000,0
151094,3,0,85800,0
151095,3,0,720720,0
151096,3,0,292572,0
151097,3,0,46440,0
151098,3,0,858000,0
151099,3,0,85800,0
151100,3,0,696600,0
151101,3,0,104490,0
151102,3,0,104490,0
151103,3,0,46440,0
151104,3,0,696600,0
151105,3,0,104490,0
151106,3,0,69660,0
151107,3,0,250776,0
151108,3,0,69660,0
151109,3,0,69660,0
151110,3,0,46440,0
151111,3,0,46440,0
151112,3,0,46440,0
151113,3,0,640872,0
151114,3,0,640872,0
151115,3,0,104490,0
151116,3,0,104490,0
151117,3,0,104490,0
151118,3,0,69660,0
151119,3,0,69660,0
151120,3,0,292572,0
151121,3,0,46440,0
151122,3,0,315000,0
151123,3,0,315000,0
151124,3,0,315000,0
151125,3,0,69660,0
151126,3,0,640872,0
151127,3,0,104490,0
151128,3,0,210000,0
151129,3,0,2100000,0
151130,3,0,210000,0
151131,3,0,315000,0
151132,3,0,2100000,0
151133,3,0,210000,0
151134,3,0,315000,0
151135,3,0,210000,0
151136,3,0,882000,0
151137,3,0,140000,0
151138,3,0,315000,0
151139,3,0,2100000,0
151140,3,0,69660,0
151141,3,0,69660,0
151142,3,0,210000,0
151143,3,0,315000,0
151144,3,0,140000,0
151145,3,0,315000,0
151146,3,0,1722252,0
151147,3,0,1932000,0
151148,3,0,1932000,0
151149,3,0,315000,0
151150,3,0,175740,0
151151,3,0,755682,0
151152,3,0,47000,0
151153,3,0,60750,0
151154,3,0,60750,0
151155,3,0,60750,0
151156,3,0,360000,0
151157,3,0,360000,0
151158,3,0,360000,0
151159,3,0,91125,0
151160,3,0,255150,0
151161,3,0,255150,0
151162,3,0,2280000,0
151163,3,0,1548000,0
151164,3,0,1857600,0
151165,3,0,210000,0
151166,3,0,55728,0
151167,3,0,282000,0
151168,3,0,441084,0
151169,3,0,229887,0
151170,3,0,441084,0
151171,3,0,360360,0
151172,3,0,640872,0
151173,3,0,292572,0
151174,3,0,360000,0
153001,3,0,48807,0
153002,3,0,780903,0
153003,3,0,314802,0
153004,3,0,780903,0
153005,3,0,91311,0
153006,3,0,205449,0
153007,3,0,2191450,0
153008,3,0,205449,0
153009,3,0,205449,0
153010,3,0,75180,0
153011,3,0,1278060,0
153012,3,0,169155,0
153013,3,0,75180,0
153014,3,0,3462135,0
153015,3,0,3462135,0
153016,3,0,1298301,0
153017,3,0,1140092,0
153018,3,0,1640574,0
153019,3,0,5577952,0
153020,3,0,1952424,0
153021,3,0,289248,0
153022,3,0,91512,0
153023,3,0,650752,0
153024,3,0,915120,0
153025,3,0,262335,0
153026,3,0,91512,0
153027,3,0,915120,0
153028,3,0,61008,0
153029,3,0,40672,0
153030,3,0,915120,0
153031,3,0,915120,0
153032,3,0,91512,0
153033,3,0,40672,0
153034,3,0,61008,0
153035,3,0,91512,0
153036,3,0,4389088,0
153037,3,0,695568,0
153038,3,0,107840,0
153039,3,0,915120,0
153040,3,0,650752,0
153041,3,0,91512,0
153042,3,0,40672,0
153043,3,0,40672,0
153044,3,0,40672,0
153045,3,0,91512,0
153046,3,0,40672,0
153047,3,0,242640,0
153048,3,0,695568,0
153049,3,0,76692,0
153050,3,0,4529280,0
153051,3,0,695568,0
153052,3,0,172557,0
153053,3,0,2162715,0
153054,3,0,115038,0
153055,3,0,506168,0
153056,3,0,1518502,0
153057,3,0,172557,0
153058,3,0,115038,0
153059,3,0,76092,0
153060,3,0,2162715,0
153061,3,0,2162715,0
153062,3,0,506168,0
153063,3,0,2162715,0
153064,3,0,172557,0
153065,3,0,2162715,0
153066,3,0,171207,0
153067,3,0,1826208,0
153068,3,0,171207,0
153069,3,0,171207,0
153070,3,0,114138,0
153071,3,0,1293564,0
153072,3,0,502208,0
153073,3,0,62650,0
153074,3,0,1293564,0
153075,3,0,1826208,0
153076,3,0,1826208,0
153077,3,0,114138,0
153078,3,0,1826208,0
153079,3,0,1293564,0
153080,3,0,1826208,0
153081,3,0,171207,0
153082,3,0,114138,0
153083,3,0,140963,0
153084,3,0,1065050,0
153085,3,0,451080,0
153086,3,0,62650,0
153087,3,0,140963,0
153088,3,0,140963,0
153089,3,0,1503600,0
153090,3,0,93975,0
153091,3,0,1503600,0
153092,3,0,165672,0
153093,3,0,140963,0
153094,3,0,93975,0
153095,3,0,140963,0
153096,3,0,62650,0
153097,3,0,62650,0
153098,3,0,93975,0
153099,3,0,62650,0
153100,3,0,1503600,0
153101,3,0,140963,0
153102,3,0,413490,0
153103,3,0,413490,0
153104,3,0,413490,0
153105,3,0,451080,0
153106,3,0,413490,0
153107,3,0,1065050,0
153108,3,0,413490,0
153109,3,0,140963,0
153110,3,0,1503600,0
153111,3,0,93975,0
153112,3,0,1503600,0
153113,3,0,1065050,0
153114,3,0,413490,0
153115,3,0,93975,0
153116,3,0,1503600,0
153117,3,0,165672,0
153118,3,0,6063596,0
153119,3,0,248508,0
153120,3,0,5135832,0
153121,3,0,372762,0
153122,3,0,5135832,0
153123,3,0,1093436,0
153124,3,0,160284,0
153125,3,0,372762,0
153126,3,0,6063596,0
153127,3,0,248508,0
153128,3,0,360639,0
153129,3,0,360639,0
153130,3,0,240426,0
153131,3,0,4327668,0
153132,3,0,240426,0
153133,3,0,2885112,0
153134,3,0,240426,0
153135,3,0,2885112,0
153136,3,0,4327668,0
153137,3,0,1202130,0
153138,3,0,1081917,0
153139,3,0,3800304,0
153140,3,0,3800304,0
153141,3,0,140752,0
153142,3,0,211128,0
153143,3,0,2533536,0
153144,3,0,3800304,0
153145,3,0,844512,0
153146,3,0,140752,0
153147,3,0,3800304,0
153148,3,0,950076,0
153149,3,0,3800304,0
153150,3,0,316692,0
153151,3,0,140752,0
153152,3,0,4327668,0
153153,3,0,2533536,0
153154,3,0,316692,0
153155,3,0,211128,0
153156,3,0,3828006,0
153157,3,0,410144,0
153158,3,0,273429,0
153159,3,0,1230431,0
153160,3,0,410144,0
153161,3,0,5742009,0
153162,3,0,410144,0
153163,3,0,5742009,0
153164,3,0,410144,0
153165,3,0,5742009,0
153166,3,0,410144,0
153167,3,0,241040,0
153168,3,0,5742009,0
153169,3,0,273429,0
153170,3,0,182286,0
153171,3,0,3828006,0
153172,3,0,1230431,0
153173,3,0,140752,0
153174,3,0,140752,0
153175,3,0,316692,0
153176,3,0,211128,0
153177,3,0,2955792,0
153178,3,0,140752,0
153179,3,0,316692,0
153180,3,0,2955792,0
153181,3,0,950076,0
153182,3,0,241040,0
153183,3,0,1627020,0
153184,3,0,1627020,0
153185,3,0,1627020,0
153186,3,0,1446240,0
153187,3,0,1627020,0
153188,3,0,1807800,0
153189,3,0,361560,0
153190,3,0,6146520,0
153191,3,0,1627020,0
153192,3,0,9400560,0
153193,3,0,6146520,0
153194,3,0,361560,0
153195,3,0,9400560,0
153196,3,0,361560,0
153197,3,0,241040,0
153198,3,0,361560,0
153199,3,0,241040,0
153200,3,0,1807800,0
153201,3,0,361560,0
153202,3,0,248508,0
153203,3,0,248508,0
153204,3,0,248508,0
153205,3,0,361560,0
153206,3,0,361560,0
153207,3,0,361560,0
154000,3,0,65223,0
154001,3,0,1404257,0
154002,3,0,792120,0
154003,3,0,34020,0
154004,3,0,793800,0
154005,3,0,838553,0
154006,3,0,156492,0
154007,3,0,52632,0
154008,3,0,35088,0
154009,3,0,137333,0
154010,3,0,3503513,0
154011,3,0,62532,0
154012,3,0,62532,0
154013,3,0,2873123,0
154014,3,0,114444,0
154015,3,0,62532,0
154016,3,0,2873123,0
154017,3,0,93798,0
154018,3,0,140697,0
154019,3,0,599265,0
154020,3,0,93798,0
154021,3,0,660100,0
154022,3,0,1404257,0
154023,3,0,660100,0
154024,3,0,130134,0
154025,3,0,45182,0
154026,3,0,660100,0
154027,3,0,45182,0
154028,3,0,660100,0
154029,3,0,130134,0
154030,3,0,1082564,0
154031,3,0,660100,0
154032,3,0,1082564,0
154033,3,0,45182,0
154034,3,0,45182,0
154035,3,0,1404257,0
154036,3,0,45182,0
154037,3,0,1082564,0
154038,3,0,1082564,0
154039,3,0,45182,0
154040,3,0,45182,0
154041,3,0,660100,0
154042,3,0,1082564,0
154043,3,0,45182,0
154044,3,0,130134,0
154045,3,0,45182,0
154046,3,0,45182,0
154047,3,0,45182,0
154048,3,0,18860,0
154049,3,0,1082564,0
154050,3,0,660100,0
154051,3,0,660100,0
154052,3,0,1082564,0
154053,3,0,45182,0
154054,3,0,130134,0
154055,3,0,1082564,0
154056,3,0,42435,0
154057,3,0,28350,0
154058,3,0,18900,0
154059,3,0,1082564,0
154060,3,0,660100,0
154061,3,0,661500,0
154062,3,0,42525,0
154063,3,0,661500,0
154064,3,0,661500,0
154065,3,0,661500,0
154066,3,0,28350,0
154067,3,0,130410,0
154068,3,0,661500,0
154069,3,0,838553,0
154070,3,0,42525,0
154071,3,0,130410,0
154072,3,0,18900,0
154073,3,0,661500,0
154074,3,0,661500,0
154075,3,0,838553,0
154076,3,0,28350,0
154077,3,0,838553,0
154078,3,0,661500,0
154079,3,0,28350,0
154080,3,0,28350,0
154081,3,0,661500,0
154082,3,0,838553,0
154083,3,0,661500,0
154084,3,0,28350,0
154085,3,0,130410,0
154086,3,0,130410,0
154087,3,0,130410,0
154088,3,0,130410,0
154089,3,0,207900,0
154090,3,0,130410,0
154091,3,0,42525,0
154092,3,0,130410,0
154093,3,0,838553,0
154094,3,0,42525,0
154095,3,0,28350,0
154096,3,0,661500,0
154097,3,0,18900,0
154098,3,0,28350,0
154099,3,0,838553,0
154100,3,0,42525,0
