WeaponName,CharName,HandType,TX,TY,TZ,RX,RY,RZ,Scale,CombatScale
p_w_shle_08_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_08_lft_lod.nif,00007.kfm,L,-1.704,4.41,10.419,-152.564,76.671,-63.428,0.85,0.85
p_w_shle_08_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_09_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_09_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_09_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_09_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_09_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_09_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_09_lft_lod.nif,00007.kfm,L,4.04,9.715,10.954,-142.657,75.743,-48.206,0.85,0.85
p_w_shle_09_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_shle_10_lft_lod.nif,00002.kfm,L,2.234,15.496,-7.998,118.636,63.85,-146.02,0.9,0.9
p_w_shle_10_lft_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_shle_10_lft_lod.nif,00003.kfm,L,1.405,9.03,-7.512,125.952,34.067,-113.822,0.8,0.8
p_w_shle_10_lft_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_shle_10_lft_lod.nif,00006.kfm,L,9.374,5.073,15.974,108.374,71.517,-149.72,1,1
p_w_shle_10_lft_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_shle_10_lft_lod.nif,00007.kfm,L,2.093,9.172,10.864,143.144,76.688,-123.094,0.85,0.85
p_w_shle_10_lft_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tarb_00_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_00_all_lod.nif,00000.kfm,R,-33.284,0.203,32.052,-85.513,-12.145,134.692,1,1
p_w_tarb_00_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_00_all_lod.nif,00001.kfm,R,-8.777,-24.669,23.571,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_00_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_00_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_00_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_00_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_01_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_01_all_lod.nif,00000.kfm,R,-25.556,2.599,32.314,-88.569,-9.351,149.521,1,1
p_w_tarb_01_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_01_all_lod.nif,00001.kfm,R,-8.79,-24.667,23.312,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_01_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_01_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_01_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_01_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_02_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_02_all_lod.nif,00000.kfm,R,-25.483,-0.493,32.765,-89.253,-14.05,146.004,1,1
p_w_tarb_02_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_02_all_lod.nif,00001.kfm,R,-8.479,-24.741,23.249,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_02_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_02_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_02_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_02_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_03_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_03_all_lod.nif,00000.kfm,R,-23.301,0.843,32.77,-92.728,-12.336,149.477,1,1
p_w_tarb_03_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_03_all_lod.nif,00001.kfm,R,-9.035,-24.96,24.595,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_03_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_03_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_03_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_03_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_04_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_04_all_lod.nif,00000.kfm,R,-29.187,0.359,34.085,-85.602,-17.872,145.033,1,1
p_w_tarb_04_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_04_all_lod.nif,00001.kfm,R,-8.566,-24.745,24.042,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_04_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_04_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_04_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_04_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_05_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_05_all_lod.nif,00000.kfm,R,-29.226,-1.096,34.419,-84.733,-19.496,143.071,1,1
p_w_tarb_05_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_05_all_lod.nif,00001.kfm,R,-8.571,-24.411,22.359,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_05_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_05_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_05_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_05_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_06_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_06_all_lod.nif,00000.kfm,R,-27.247,3.557,42.479,-89.644,-3.892,152.94,1,1
p_w_tarb_06_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_06_all_lod.nif,00001.kfm,R,-8.9,-24.67,22.918,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_06_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_06_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_06_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_06_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_07_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_07_all_lod.nif,00000.kfm,R,-26.402,3.576,42.477,-88.829,-7.481,158.255,1,1
p_w_tarb_07_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_07_all_lod.nif,00001.kfm,R,-8.586,-24.851,23.361,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_07_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_07_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_07_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_07_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_08_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_08_all_lod.nif,00000.kfm,R,-25.62,0.201,42.486,-95.283,-7.486,157.461,1,1
p_w_tarb_08_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_08_all_lod.nif,00001.kfm,R,-8.527,-24.518,21.854,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_08_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_08_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_08_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_08_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_09_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_09_all_lod.nif,00000.kfm,R,-30.54,0.767,38.305,-95.08,-24.109,148.426,1,1
p_w_tarb_09_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_09_all_lod.nif,00001.kfm,R,-8.579,-24.866,23.412,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_09_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_09_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_09_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_09_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_tarb_10_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_10_all_lod.nif,00000.kfm,R,-27.861,5.169,33.81,-95.493,-11.382,140.299,1,1
p_w_tarb_10_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tarb_10_all_lod.nif,00001.kfm,R,-8.93,-24.67,23.121,-15.252,-80.138,57.128,0.9,0.9
p_w_tarb_10_all_lod.nif,00004.kfm,L,0,0,0,0,0,0,1.05,1.05
p_w_tarb_10_all_lod.nif,00004.kfm,R,-18.121,4.39,23.506,-86.968,-7.483,154.059,1.05,1.05
p_w_tarb_10_all_lod.nif,00005.kfm,L,0,0,0,0,0,0,1,1
p_w_tarb_10_all_lod.nif,00005.kfm,R,-18.398,2.388,18.748,-105.714,2.191,142.999,1,1
p_w_taxe_00_all_lod.nif,00006.kfm,L,17.879,-9.639,57.304,-34.862,59.387,-121.752,1,1
p_w_taxe_00_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_00_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_00_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_01_all_lod.nif,00006.kfm,L,17.879,-9.639,57.304,-34.862,59.387,-121.752,1,1
p_w_taxe_01_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_01_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_01_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_02_all_lod.nif,00006.kfm,L,17.879,-9.639,57.304,-34.862,59.387,-121.752,1,1
p_w_taxe_02_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_02_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_02_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_03_all_lod.nif,00006.kfm,L,17.879,-9.639,57.304,-34.862,59.387,-121.752,1,1
p_w_taxe_03_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_03_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_03_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_04_all_lod.nif,00006.kfm,L,17.879,-9.639,57.304,-34.862,59.387,-121.752,1,1
p_w_taxe_04_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_04_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_04_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_05_all_lod.nif,00006.kfm,L,17.879,-9.639,57.304,-34.862,59.387,-121.752,1,1
p_w_taxe_05_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_05_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_05_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_06_all_lod.nif,00006.kfm,L,17.879,-9.639,57.304,-34.862,59.387,-121.752,1,1
p_w_taxe_06_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_06_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_06_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_07_all_lod.nif,00006.kfm,L,17.879,-9.639,57.304,-34.862,59.387,-121.752,1,1
p_w_taxe_07_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_07_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_07_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_08_all_lod.nif,00006.kfm,L,17.665,-9.652,62.557,-34.862,59.387,-121.751,1,1
p_w_taxe_08_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_08_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_08_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_09_all_lod.nif,00006.kfm,L,17.879,-9.639,57.304,-34.862,59.387,-121.752,1,1
p_w_taxe_09_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_09_all_lod.nif,00007.kfm,L,5.762,-2.167,38.11,-66.026,45.004,-151.973,0.8,0.8
p_w_taxe_09_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_taxe_10_all_lod.nif,00006.kfm,L,17.572,-9.981,65.688,-34.862,59.387,-121.751,1,1
p_w_taxe_10_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_taxe_10_all_lod.nif,00007.kfm,L,8.758,-3.222,39.993,-67.704,44.223,-150.154,0.8,0.8
p_w_taxe_10_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbla_00_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_00_all_lod.nif,00000.kfm,R,-30.044,-6.89,41.408,2.368,-52.699,76.845,1,1
p_w_tbla_00_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_00_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_01_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_01_all_lod.nif,00000.kfm,R,-30.044,-7.419,41.4,2.368,-52.699,76.845,1,1
p_w_tbla_01_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_01_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_02_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_02_all_lod.nif,00000.kfm,R,-30.425,-6.267,41.386,2.368,-52.699,76.845,1,1
p_w_tbla_02_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_02_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_03_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_03_all_lod.nif,00000.kfm,R,-29.962,-7.115,41.424,2.368,-52.699,76.845,1,1
p_w_tbla_03_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_03_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_04_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_04_all_lod.nif,00000.kfm,R,-30.347,-6.399,41.385,2.368,-52.699,76.845,1,1
p_w_tbla_04_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_04_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_05_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_05_all_lod.nif,00000.kfm,R,-30.1,-6.366,41.437,2.368,-52.699,76.845,1,1
p_w_tbla_05_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_05_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_06_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_06_all_lod.nif,00000.kfm,R,-29.82,-7.253,41.416,2.368,-52.699,76.845,1,1
p_w_tbla_06_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_06_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_07_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_07_all_lod.nif,00000.kfm,R,-30.705,-6.053,41.42,2.368,-52.699,76.845,1,1
p_w_tbla_07_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_07_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_08_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_08_all_lod.nif,00000.kfm,R,-29.508,-7.883,41.371,2.368,-52.699,76.845,1,1
p_w_tbla_08_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_08_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_09_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_09_all_lod.nif,00000.kfm,R,-31.199,-5.057,41.412,2.368,-52.699,76.845,1,1
p_w_tbla_09_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_09_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbla_10_all_lod.nif,00000.kfm,L,0,0,0,0,0,0,1,1
p_w_tbla_10_all_lod.nif,00000.kfm,R,-31.056,-5.393,41.375,2.368,-52.699,76.845,1,1
p_w_tbla_10_all_lod.nif,00001.kfm,L,0,0,0,0,0,0,0.9,0.9
p_w_tbla_10_all_lod.nif,00001.kfm,R,-9.469,-35.297,27.543,40.225,2.462,12.451,0.9,0.9
p_w_tbow_00_all_lod.nif,00002.kfm,L,1.652,6.03,-7.528,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_00_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_00_all_lod.nif,00003.kfm,L,-3.123,2.444,-6.567,133.016,-43.79,-72.604,0.8,0.8
p_w_tbow_00_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_00_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_00_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_00_all_lod.nif,00007.kfm,L,1.809,-3.874,15.619,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_00_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_01_all_lod.nif,00002.kfm,L,1.58,8.398,-9.057,175.511,-56.178,86.961,0.9,0.9
p_w_tbow_01_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_01_all_lod.nif,00003.kfm,L,-2.915,1.73,-6.455,134.198,-44.126,-72.225,0.8,0.8
p_w_tbow_01_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_01_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_01_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_01_all_lod.nif,00007.kfm,L,1.102,-2.209,15.678,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_01_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_02_all_lod.nif,00002.kfm,L,-0.429,6.95,-7.682,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_02_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_02_all_lod.nif,00003.kfm,L,-3.005,2.009,-6.273,136.006,-44.648,-71.662,0.8,0.8
p_w_tbow_02_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_02_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_02_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_02_all_lod.nif,00007.kfm,L,1.102,-2.209,15.678,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_02_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_03_all_lod.nif,00002.kfm,L,4.474,9.147,-7.14,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_03_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_03_all_lod.nif,00003.kfm,L,-0.033,7.892,-9.254,128.903,-42.658,-73.989,0.8,0.8
p_w_tbow_03_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_03_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_03_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_03_all_lod.nif,00007.kfm,L,1.102,-2.209,15.678,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_03_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_04_all_lod.nif,00002.kfm,L,7.539,8.684,-12.588,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_04_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_04_all_lod.nif,00003.kfm,L,2.053,8.028,-8.882,136.921,-44.917,-71.386,0.8,0.8
p_w_tbow_04_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_04_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_04_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_04_all_lod.nif,00007.kfm,L,1.33,-1.702,6.592,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_04_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_05_all_lod.nif,00002.kfm,L,9.154,6.351,-6.822,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_05_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_05_all_lod.nif,00003.kfm,L,5.749,9.141,-6.903,129.17,-42.73,-73.896,0.8,0.8
p_w_tbow_05_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_05_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_05_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_05_all_lod.nif,00007.kfm,L,1.102,-2.209,15.678,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_05_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_06_all_lod.nif,00002.kfm,L,7.266,7.487,-9.491,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_06_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_06_all_lod.nif,00003.kfm,L,1.839,11.705,-14.001,133.87,-46.777,-67.448,0.8,0.8
p_w_tbow_06_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_06_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_06_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_06_all_lod.nif,00007.kfm,L,4.415,-1.055,9.839,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_06_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_07_all_lod.nif,00002.kfm,L,-0.806,6.506,-8.233,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_07_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_07_all_lod.nif,00003.kfm,L,0.033,5.004,-4.886,149.74,-48.389,-84.749,0.8,0.8
p_w_tbow_07_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_07_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
p_w_tbow_07_all_lod.nif,00006.kfm,R,0,0,0,0,0,0,1,1
p_w_tbow_07_all_lod.nif,00007.kfm,L,1.102,-2.209,15.678,164.351,-56.185,102.762,0.85,0.85
p_w_tbow_07_all_lod.nif,00007.kfm,R,0,0,0,0,0,0,0.85,0.85
p_w_tbow_08_all_lod.nif,00002.kfm,L,3.701,7.226,-10.268,175.511,-56.178,86.96,0.9,0.9
p_w_tbow_08_all_lod.nif,00002.kfm,R,0,0,0,0,0,0,0.9,0.9
p_w_tbow_08_all_lod.nif,00003.kfm,L,-2.309,4.276,-4.995,136.195,-45.29,-75.27,0.8,0.8
p_w_tbow_08_all_lod.nif,00003.kfm,R,0,0,0,0,0,0,0.8,0.8
p_w_tbow_08_all_lod.nif,00006.kfm,L,-8.913,-6.845,15.863,-172.017,-48.968,82.378,1,1
