TID,Type,TypeCondition,MinLV,MaxLV,Race,EngContents,LocalContents,EngDesc,LocalDesc
20163,1000,0,1,99,0,NDT_Contents_000448,我可以帮你,NDT_Desc_000448,
20164,1000,0,1,99,0,NDT_Contents_000449,它看起来味道更好。,NDT_Desc_000449,
20165,1000,0,1,99,0,NDT_Contents_000450,只显示最好的产品。,NDT_Desc_000450,
20166,1000,0,1,99,0,NDT_Contents_000451,谁卖东西，你可以写任何好转。,NDT_Desc_000451,
20167,1000,0,1,99,0,NDT_Contents_000452,熟练只卖只处理。,NDT_Desc_000452,
20168,1000,0,1,99,0,NDT_Contents_000453,治疗只有前首席。,NDT_Desc_000453,
20169,1000,0,1,99,0,NDT_Contents_000454,卖暴发户东西也可以使用。,NDT_Desc_000454,
20170,1000,0,1,99,0,NDT_Contents_000455,请慎重选择，如果你想住在战场上。,NDT_Desc_000455,
20171,1000,0,1,99,0,NDT_Contents_000456,坚固的情况下，有。告诉充满信心。,NDT_Desc_000456,
20172,1000,0,1,99,0,NDT_Contents_000457,......,NDT_Desc_000457,
20173,1000,0,1,99,0,NDT_Contents_000458,英穆海人是我的朋友...... ..泰达一定要报仇！,NDT_Desc_000458,
20174,1000,0,1,99,0,NDT_Contents_000459,生音在这里和那里。,NDT_Desc_000459,
20175,1000,0,1,99,0,NDT_Contents_000460,哇。真棒。我怎么能较大，如你呢？,NDT_Desc_000460,
20176,1000,0,1,99,0,NDT_Contents_000461,英穆海i它带走了家庭，亲人的一切。,NDT_Desc_000461,
20177,1000,0,1,99,0,NDT_Contents_000462,继希腊的是不是太漂亮分钟？,NDT_Desc_000462,
20178,1000,0,1,99,0,NDT_Contents_000463,一些不具备从这个世界上消失。烂政客，说，这笔钱的经销商，和球员英穆海i,NDT_Desc_000463,
20179,1000,0,1,99,0,NDT_Contents_000464,如果您想更坚实的自我。,NDT_Desc_000464,
20180,1000,0,1,99,0,NDT_Contents_000465,继希腊是最好的！,NDT_Desc_000465,
20181,1000,0,1,99,0,NDT_Contents_000466,继希腊和尚高丽亚不是你，你都是伟大。,NDT_Desc_000466,
20182,1000,0,1,99,0,NDT_Contents_000467,希腊人跟着我们石田的是绝对的。,NDT_Desc_000467,
20183,1000,0,1,99,0,NDT_Contents_000468,你高丽亚活跃在你的战斗？问如果你只是没有看到。因为就像力的神。,NDT_Desc_000468,
20184,1000,0,1,99,0,NDT_Contents_000469,太糟糕了，你不进球我英穆海i家伙在战场上。,NDT_Desc_000469,
20185,1000,0,1,99,0,NDT_Contents_000470,在搜索？,NDT_Desc_000470,
20186,1000,0,1,99,0,NDT_Contents_000471,我可以帮你我希望你在找什么。,NDT_Desc_000471,
20187,1000,0,1,99,0,NDT_Contents_000472,您的贵重物品，我会妥善保管。,NDT_Desc_000472,
20188,1000,0,1,99,0,NDT_Contents_000473,你的东西，我会继续激烈。,NDT_Desc_000473,
20189,1000,0,1,99,0,NDT_Contents_000474,无聊。,NDT_Desc_000474,
20190,1000,0,1,99,0,NDT_Contents_000475,我一直奴役月神。,NDT_Desc_000475,
20191,1000,0,1,99,0,NDT_Contents_000476,要等待，看看有鬼好。,NDT_Desc_000476,
20192,1000,0,1,99,0,NDT_Contents_000477,总得不要错过任何小颗粒??。,NDT_Desc_000477,
20193,1000,0,1,99,0,NDT_Contents_000478,在那里我看到......,NDT_Desc_000478,
20194,1000,0,1,99,0,NDT_Contents_000479,当我来到展示我的技能，作为一个幽灵。,NDT_Desc_000479,
20195,1000,0,1,99,0,NDT_Contents_000480,可疑人物？,NDT_Desc_000480,
20196,1000,0,1,99,0,NDT_Contents_000481,要守护关口。,NDT_Desc_000481,
20197,1000,0,1,99,0,NDT_Contents_000482,打起精神。,NDT_Desc_000482,
20198,1000,0,1,99,0,NDT_Contents_000483,滋养还多。,NDT_Desc_000483,
20199,1000,0,1,99,0,NDT_Contents_000484,清除。,NDT_Desc_000484,
20200,1000,0,1,99,0,NDT_Contents_000485,萤火虫月神回到旧的宁静。,NDT_Desc_000485,
20201,1000,0,1,99,0,NDT_Contents_000486,可疑人物？,NDT_Desc_000486,
20202,1000,0,1,99,0,NDT_Contents_000487,什么怎么大不了的？,NDT_Desc_000487,
20203,1000,0,1,99,0,NDT_Contents_000488,好吧。它只有问。,NDT_Desc_000488,
20204,1000,0,1,99,0,NDT_Contents_000489,我的父亲甚至没有做这个工作。,NDT_Desc_000489,
20205,1000,0,1,99,0,NDT_Contents_000490,英穆海他们痛苦，因为我们这样做。,NDT_Desc_000490,
20206,1000,0,1,99,0,NDT_Contents_000491,英穆海'm不是一回事更多不正当的私生子。,NDT_Desc_000491,
20207,1000,0,1,99,0,NDT_Contents_000492,英穆海他们毁了一切。,NDT_Desc_000492,
20208,1000,0,1,99,0,NDT_Contents_000493,我曾经摆动双臂英穆海他五关deogun出来。哈哈哈。,NDT_Desc_000493,
20209,1000,0,1,99,0,NDT_Contents_000494,英穆海球员。没有人的拳头街。,NDT_Desc_000494,
20210,1000,0,1,99,0,NDT_Contents_000495,阴暗的房间，英穆海杀了他。,NDT_Desc_000495,
20211,1000,0,1,99,0,NDT_Contents_000496,相反，援助使得英穆海说你们挺身而出？谢谢。,NDT_Desc_000496,
20212,1000,0,1,99,0,NDT_Contents_000497,两天不到。,NDT_Desc_000497,
20213,1000,0,1,99,0,NDT_Contents_000498,请打败英穆海家伙来了。,NDT_Desc_000498,
20214,1000,0,1,99,0,NDT_Contents_000499,我真的是高丽亚和尚。,NDT_Desc_000499,
20215,1000,0,1,99,0,NDT_Contents_000500,你是谁？,NDT_Desc_000500,
20216,1000,0,1,99,0,NDT_Contents_000501,奴役月神是我的家。一定要守护。,NDT_Desc_000501,
20217,1000,0,1,99,0,NDT_Contents_000502,哈哈哈。,NDT_Desc_000502,
20218,1000,0,1,99,0,NDT_Contents_000503,你好。我是莫利亚。有些事情，你见过他吗？,NDT_Desc_000503,
20219,1000,0,1,99,0,NDT_Contents_000504,要坚守。,NDT_Desc_000504,
20220,1000,0,1,99,0,NDT_Contents_000505,我会保持你的珍贵的东西好。,NDT_Desc_000505,
20221,1000,0,1,99,0,NDT_Contents_000506,那一个......你住在哪里？,NDT_Desc_000506,
20222,1000,0,1,99,0,NDT_Contents_000507,当它甚至打破东西？,NDT_Desc_000507,
20223,1000,0,1,99,0,NDT_Contents_000508,来吧。关于给我买的。,NDT_Desc_000508,
20224,1000,0,1,99,0,NDT_Contents_000509,看，只买了一个。,NDT_Desc_000509,
20225,1000,0,1,99,0,NDT_Contents_000510,很多好东西。你看。,NDT_Desc_000510,
20226,1000,0,1,99,0,NDT_Contents_000511,有许多好东西，看看吧。,NDT_Desc_000511,
20227,1000,0,1,99,0,NDT_Contents_000512,我卖那个东西万事如意！,NDT_Desc_000512,
20228,1000,0,1,99,0,NDT_Contents_000513,如果肌腱可以修复破碎锤房间芽。,NDT_Desc_000513,
20229,1000,0,1,99,0,NDT_Contents_000514,坏了的东西敲打一会的话是能修好的。,NDT_Desc_000514,
20230,1000,0,1,99,0,NDT_Contents_000515,我有很多合适的店铺。,NDT_Desc_000515,
20231,1000,0,1,99,0,NDT_Contents_000516,重量轻，易于操作，即使接触到这个东西。也没问题。,NDT_Desc_000516,
20232,1000,0,1,99,0,NDT_Contents_000517,好东西走了进来。,NDT_Desc_000517,
20233,1000,0,1,99,0,NDT_Contents_000518,有锐利武器。,NDT_Desc_000518,
20234,1000,0,1,99,0,NDT_Contents_000519,它有很多好处。,NDT_Desc_000519,
20235,1000,0,1,99,0,NDT_Contents_000520,很多伟大的事情。你看。,NDT_Desc_000520,
20236,1000,0,1,99,0,NDT_Contents_000521,扎扎。你发现了什么？,NDT_Desc_000521,
20237,1000,0,1,99,0,NDT_Contents_000522,好在他们已经得到了铺设完成。请选择。,NDT_Desc_000522,
20238,1000,0,1,99,0,NDT_Contents_000523,你正在寻找的东西耐用？,NDT_Desc_000523,
20239,1000,0,1,99,0,NDT_Contents_000524,在找结实的东西？,NDT_Desc_000524,
20240,1000,0,1,99,0,NDT_Contents_000525,让我尽快解决。,NDT_Desc_000525,
20241,1000,0,1,99,0,NDT_Contents_000526,它如果这样做会怎样？,NDT_Desc_000526,
20242,1000,0,1,99,0,NDT_Contents_000527,罗贡我的手艺店必须的。,NDT_Desc_000527,
20243,1000,0,1,99,0,NDT_Contents_000528,留下你的东西吗？,NDT_Desc_000528,
20244,1000,0,1,99,0,NDT_Contents_000529,交给你可以吗？,NDT_Desc_000529,
20245,1000,0,1,99,0,NDT_Contents_000530,如果你有打破东西就来找我。,NDT_Desc_000530,
20246,1000,0,1,99,0,NDT_Contents_000531,欢迎光临。你需要什么？,NDT_Desc_000531,
20247,1000,0,1,99,0,NDT_Contents_000532,如果是你的话能处理很多事情。,NDT_Desc_000532,
20248,1000,0,1,99,0,NDT_Contents_000533,如果你喜欢的东西摆放。,NDT_Desc_000533,
20249,1000,0,1,99,0,NDT_Contents_000534,只有杜来密表现最好的。,NDT_Desc_000534,
20250,1000,0,1,99,0,NDT_Contents_000535,小屋。小屋。庵,NDT_Desc_000535,
20251,1000,0,1,99,0,NDT_Contents_000536,祝你好运，我会继续。,NDT_Desc_000536,
20252,1000,0,1,99,0,NDT_Contents_000537,好的。需要我的技能。,NDT_Desc_000537,
20253,1000,0,1,99,0,NDT_Contents_000538,写你看看就知道有什么好店的第一件事。,NDT_Desc_000538,
20254,1000,0,1,99,0,NDT_Contents_000539,如果坏了，我们会解决这个问题。,NDT_Desc_000539,
20255,1000,0,1,99,0,NDT_Contents_000540,让行使一次巧妙？,NDT_Desc_000540,
20256,1000,0,1,99,0,NDT_Contents_000541,武器是和性命一样在战场上。不要忘记。,NDT_Desc_000541,
20257,1000,0,1,99,0,NDT_Contents_000542,我有东西可以捍卫你的生活。,NDT_Desc_000542,
20258,1000,0,1,99,0,NDT_Contents_000543,很多很酷的东西。,NDT_Desc_000543,
20259,1000,0,1,99,0,NDT_Contents_000544,我会修复如新。,NDT_Desc_000544,
20260,1000,0,1,99,0,NDT_Contents_000545,如果安全。请相信它。,NDT_Desc_000545,
20261,1000,0,1,99,0,NDT_Contents_000546,我的天赋还是越深给的。,NDT_Desc_000546,
20262,1000,0,1,99,0,NDT_Contents_000547,啊，冷。,NDT_Desc_000547,
20263,1000,0,1,99,0,NDT_Contents_000548,未来......我不能。心理不紧张。,NDT_Desc_000548,
20264,1000,0,1,99,0,NDT_Contents_000549,较强的心态克服寒冷。,NDT_Desc_000549,
20265,1000,0,1,99,0,NDT_Contents_000550,你为什么火一次？,NDT_Desc_000550,
20266,1000,0,1,99,0,NDT_Contents_000551,这里可以抵御寒冷。,NDT_Desc_000551,
20267,1000,0,1,99,0,NDT_Contents_000552,最好的话，我们在等待最佳的主人。,NDT_Desc_000552,
20268,1000,0,1,99,0,NDT_Contents_000553,你听到我的声音？,NDT_Desc_000553,
20300,1000,0,1,99,0,NDT_Contents_000554,不管是什么，我会继续在月光村,NDT_Desc_000554,
20301,1000,0,1,99,0,NDT_Contents_000555,呵呵。我惹上麻烦。填不要担心。它是所有关心。,NDT_Desc_000555,
20302,1000,0,1,99,0,NDT_Contents_000556,你听说可以复活死亡的谣言？,NDT_Desc_000556,
20303,1000,0,1,99,0,NDT_Contents_000557,我处理的事情，只有钱。,NDT_Desc_000557,
20304,1000,0,1,99,0,NDT_Contents_000558,什么是奇怪，为什么冰雹袭击？,NDT_Desc_000558,
20305,1000,0,1,99,0,NDT_Contents_000559,这很难太饿了。,NDT_Desc_000559,
20306,1000,0,1,99,0,NDT_Contents_000560,皮里阳秋的心血来潮真的.......,NDT_Desc_000560,
20307,1000,0,1,99,0,NDT_Contents_000561,如果这辈子都在研究。当然，如果拆迁研究所。,NDT_Desc_000561,
20308,1000,0,1,99,0,NDT_Contents_000562,因为儿子的痛苦，每一天。,NDT_Desc_000562,
20309,1000,0,1,99,0,NDT_Contents_000563,我不害怕。什么都不怕。,NDT_Desc_000563,
20310,1000,0,1,99,0,NDT_Contents_000564,补给是部队的生命线。,NDT_Desc_000564,
20311,1000,0,1,99,0,NDT_Contents_000565,现在一切都白费。,NDT_Desc_000565,
20312,1000,0,1,99,0,NDT_Contents_000566,我学习的是教学冷门。,NDT_Desc_000566,
20313,1000,0,1,99,0,NDT_Contents_000567,贝尼尔的动作。,NDT_Desc_000567,
20314,1000,0,1,99,0,NDT_Contents_000568,我这样的人将生活在这个严酷的世界，嘿嘿,NDT_Desc_000568,
20315,1000,0,1,99,0,NDT_Contents_000569,月球平原转向到原来的样子。我这个人停下来。,NDT_Desc_000569,
20316,1000,0,1,99,0,NDT_Contents_000570,即使腐败的土地也是我们的家。,NDT_Desc_000570,
20317,1000,0,1,99,0,NDT_Contents_000571,你怎么能净化腐烂的地球？,NDT_Desc_000571,
20318,1000,0,1,99,0,NDT_Contents_000572,发生了什么事，以柳火地狱？,NDT_Desc_000572,
20319,1000,0,1,99,0,NDT_Contents_000573,什么是老的风险，保证了我在这里。 哈他哈！,NDT_Desc_000573,
20320,1000,0,1,99,0,NDT_Contents_000574,我放养和历史终生的学习。,NDT_Desc_000574,
20321,1000,0,1,99,0,NDT_Contents_000575,如果你知道钱的价值任何时刻都欢迎你。嘿嘿嘿。,NDT_Desc_000575,
20322,1000,0,1,99,0,NDT_Contents_000576,负责人看来，因为爆炸打破。,NDT_Desc_000576,
20323,1000,0,1,99,0,NDT_Contents_000577,它必须确保所有食品.......,NDT_Desc_000577,
20324,1000,0,1,99,0,NDT_Contents_000578,我敢打赌，一切都在我的工作。你怎么样？,NDT_Desc_000578,
20325,1000,0,1,99,0,NDT_Contents_000579,它看起来像一个哈比不会。村里让我。,NDT_Desc_000579,
20326,1000,0,1,99,0,NDT_Contents_000580,休想。有没有武器，想打你。,NDT_Desc_000580,
20327,1000,0,1,99,0,NDT_Contents_000581,我傻。为什么会如此愚蠢！,NDT_Desc_000581,
20328,1000,0,1,99,0,NDT_Contents_000582,如果你想给他解决这些困难的情况下。,NDT_Desc_000582,
20329,1000,0,1,99,0,NDT_Contents_000583,我调查爆炸震中，它击中了月球平原的原因。,NDT_Desc_000583,
20330,1000,0,1,99,0,NDT_Contents_000584,即使对于一个老乡的诗歌应该公布，就立即开始。,NDT_Desc_000584,
20331,1000,0,1,99,0,NDT_Contents_000585,我愿意等待机会服务于拆迁。,NDT_Desc_000585,
20332,1000,0,1,99,0,NDT_Contents_000586,我相信幸存者。,NDT_Desc_000586,
20333,1000,0,1,99,0,NDT_Contents_000587,她死了。现在有没有理由让我去住。,NDT_Desc_000587,
20334,1000,0,1,99,0,NDT_Contents_000588,我很年轻，但全面的牧羊人。,NDT_Desc_000588,
20335,1000,0,1,99,0,NDT_Contents_000589,请听我的声音。,NDT_Desc_000589,
20336,1000,0,1,99,0,NDT_Contents_000590,只有悲剧的世界。,NDT_Desc_000590,
20337,1000,0,1,99,0,NDT_Contents_000591,偷一大袋东西是可耻的罗贡家伙。,NDT_Desc_000591,
20338,1000,0,1,99,0,NDT_Contents_000592,在墓地的能源集团感到怀疑。,NDT_Desc_000592,
20339,1000,0,1,99,0,NDT_Contents_000593,他的身体在坟墓里举行。可怕的战场。,NDT_Desc_000593,
20340,1000,0,1,99,0,NDT_Contents_000594,我们开展与我所有的力量的职责。,NDT_Desc_000594,
20341,1000,0,1,99,0,NDT_Contents_000595,炸弹炸弹炸弹，乐趣,NDT_Desc_000595,
20342,1000,0,1,99,0,NDT_Contents_000596,寻找丢失的同事。,NDT_Desc_000596,
20343,1000,0,1,99,0,NDT_Contents_000597,太害怕。请帮我。,NDT_Desc_000597,
20344,1000,0,1,99,0,NDT_Contents_000598,我不知道在地狱城堡发生了什么？,NDT_Desc_000598,
20345,1000,0,1,99,0,NDT_Contents_000599,帕特里亚公会随后调度手段帮助部队。,NDT_Desc_000599,
20346,1000,0,1,99,0,NDT_Contents_000600,这位老人，是值得他生命中的每一分钱其余部分没有太多的招飞我。,NDT_Desc_000600,
20347,1000,0,1,99,0,NDT_Contents_000601,更危险的局面将趋于稳定很爽。,NDT_Desc_000601,
20348,1000,0,1,99,0,NDT_Contents_000602,也很难打击，研究也奠定了力量。,NDT_Desc_000602,
20349,1000,0,1,99,0,NDT_Contents_000603,为了满足所有的任务，你甚至不能跑那么远了。,NDT_Desc_000603,
20350,1000,0,1,99,0,NDT_Contents_000604,请重新夺回了城堡。打败敌人！,NDT_Desc_000604,
20351,1000,0,1,99,0,NDT_Contents_000605,我一直在收集有关城堡的信息。,NDT_Desc_000605,
20352,1000,0,1,99,0,NDT_Contents_000606,一切为了希腊人，你！,NDT_Desc_000606,
20353,1000,0,1,99,0,NDT_Contents_000607,......在哪里结束。,NDT_Desc_000607,
20354,1000,0,1,99,0,NDT_Contents_000608,我想知道实验的真相。,NDT_Desc_000608,
20355,1000,0,1,99,0,NDT_Contents_000609,我知道你努力工作和学习,NDT_Desc_000609,
20356,1000,0,1,99,0,NDT_Contents_000610,钱一定会喜欢他们的努力。,NDT_Desc_000610,
20357,1000,0,1,99,0,NDT_Contents_000611,我捅了没钻日志？,NDT_Desc_000611,
20358,1000,0,1,99,0,NDT_Contents_000612,那家伙的脑袋像一块石头。石！,NDT_Desc_000612,
20359,1000,0,1,99,0,NDT_Contents_000613,我可以帮你，你哪里病了？,NDT_Desc_000613,
20360,1000,0,1,99,0,NDT_Contents_000614,我背的战争燃烧余烬。,NDT_Desc_000614,
20400,1000,0,1,99,0,NDT_Contents_000615,我们将继续我们的枷锁月神。,NDT_Desc_000615,
20401,1000,0,1,99,0,NDT_Contents_000616,我已经变成了这个烂摊子竭诚溅入果园,NDT_Desc_000616,
20402,1000,0,1,99,0,NDT_Contents_000617,我学习狼蛛的机会。,NDT_Desc_000617,
20403,1000,0,1,99,0,NDT_Contents_000618,对父母谁都是忧心忡忡。,NDT_Desc_000618,
20404,1000,0,1,99,0,NDT_Contents_000619,吹波意识到岛吉姆坑，但被惹恼了。,NDT_Desc_000619,
20405,1000,0,1,99,0,NDT_Contents_000620,我认为，研究所的使命是创造一个高效的胜利。,NDT_Desc_000620,
20406,1000,0,1,99,0,NDT_Contents_000621,你不必费心去帮忙，看着城堡接受。,NDT_Desc_000621,
20407,1000,0,1,99,0,NDT_Contents_000622,不必一直帮助我们，接受心意就好。,NDT_Desc_000622,
20408,1000,0,1,99,0,NDT_Contents_000623,世界不是荒谬的。其中最荒唐的是我的学习。,NDT_Desc_000623,
20409,1000,0,1,99,0,NDT_Contents_000624,它嗅着。亲属的味道苍蝇。令人作呕气味的洋葱敌人。,NDT_Desc_000624,
20410,1000,0,1,99,0,NDT_Contents_000625,奖项小镇让我来守护！,NDT_Desc_000625,
20411,1000,0,1,99,0,NDT_Contents_000626,很累，但我可以邀请一个称职的工人。,NDT_Desc_000626,
20412,1000,0,1,99,0,NDT_Contents_000627,关闭插口基尔斗争。,NDT_Desc_000627,
20413,1000,0,1,99,0,NDT_Contents_000628,青蟹的诅咒？难道里加不能是这样的！,NDT_Desc_000628,
20414,1000,0,1,99,0,NDT_Contents_000629,这将是能够保持文物的战火？,NDT_Desc_000629,
20415,1000,0,1,99,0,NDT_Contents_000630,表达你的感谢拆迁帮助我们。,NDT_Desc_000630,
20416,1000,0,1,99,0,NDT_Contents_000631,他们放弃了叛徒联盟将为此付出代价。,NDT_Desc_000631,
20417,1000,0,1,99,0,NDT_Contents_000632,瀑布神秘的灵魂会给拆除下来的祝福我们。,NDT_Desc_000632,
20418,1000,0,1,99,0,NDT_Contents_000633,首先，把握地域，则需要接管有利的地位。,NDT_Desc_000633,
20419,1000,0,1,99,0,NDT_Contents_000634,进来。不符合的第一件事，公司火山观测？,NDT_Desc_000634,
20420,1000,0,1,99,0,NDT_Contents_000635,我不能错过这个机会。,NDT_Desc_000635,
20421,1000,0,1,99,0,NDT_Contents_000636,活动是令人眼花缭乱。,NDT_Desc_000636,
20422,1000,0,1,99,0,NDT_Contents_000637,大不了的。如果你是一个底边的材料，因为它是人才。,NDT_Desc_000637,
20423,1000,0,1,99,0,NDT_Contents_000638,这座火山是危险的。快逃离。,NDT_Desc_000638,
20424,1000,0,1,99,0,NDT_Contents_000639,你已经粉碎了布莱芜岛。,NDT_Desc_000639,
20425,1000,0,1,99,0,NDT_Contents_000640,咳咳！该死硫磺烟雾！,NDT_Desc_000640,
20426,1000,0,1,99,0,NDT_Contents_000641,这里太热想脱掉所有的衣服。,NDT_Desc_000641,
20427,1000,0,1,99,0,NDT_Contents_000642,我称这些家伙地震观察员方案庞蒂安装！,NDT_Desc_000642,
20428,1000,0,1,99,0,NDT_Contents_000643,请找我的父亲！,NDT_Desc_000643,
20429,1000,0,1,99,0,NDT_Contents_000644,我想先救我老婆格格毯。,NDT_Desc_000644,
20430,1000,0,1,99,0,NDT_Contents_000645,这个地方的一切权力转身背。现在别无选择，只能打。,NDT_Desc_000645,
20431,1000,0,1,99,0,NDT_Contents_000646,不要强迫自己，这仅仅是室尔赛的不满。,NDT_Desc_000646,
20432,1000,0,1,99,0,NDT_Contents_000647,您必须输入红发的火山。,NDT_Desc_000647,
20433,1000,0,1,99,0,NDT_Contents_000648,我负责传播。,NDT_Desc_000648,
20434,1000,0,1,99,0,NDT_Contents_000649,研究有我的自由，我的生活中，我也是要负责！,NDT_Desc_000649,
20435,1000,0,1,99,0,NDT_Contents_000650,我必须说巨头炉毁了我们所有人。,NDT_Desc_000650,
20436,1000,0,1,99,0,NDT_Contents_000651,谁救救我！请帮帮忙！,NDT_Desc_000651,
20437,1000,0,1,99,0,NDT_Contents_000652,事实上，所有的罪都是我的错。,NDT_Desc_000652,
20438,1000,0,1,99,0,NDT_Contents_000653,请突破高原蒸汽！,NDT_Desc_000653,
20439,1000,0,1,99,0,NDT_Contents_000654,突破水蒸气高原吧。,NDT_Desc_000654,
20440,1000,0,1,99,0,NDT_Contents_000655,如果你当然得拆迁的成员合作！,NDT_Desc_000655,
20441,1000,0,1,99,0,NDT_Contents_000656,是戴尔李森的一员就要和我们合作！,NDT_Desc_000656,
20442,1000,0,1,99,0,NDT_Contents_000657,难道地球再次动摇？,NDT_Desc_000657,
20443,1000,0,1,99,0,NDT_Contents_000658,赦免我们的罪。,NDT_Desc_000658,
20444,1000,0,1,99,0,NDT_Contents_000659,我的使命已经托付给老马上冷静火山红头发。,NDT_Desc_000659,
20445,1000,0,1,99,0,NDT_Contents_000660,这一切都充满艰辛。,NDT_Desc_000660,
20446,1000,0,1,99,0,NDT_Contents_000661,这个奖项的召唤师运动。,NDT_Desc_000661,
20447,1000,0,1,99,0,NDT_Contents_000662,如果为了赢得胜利，你愿意以不朽的风险。,NDT_Desc_000662,
20448,1000,0,1,99,0,NDT_Contents_000663,那么来了。,NDT_Desc_000663,
20449,1000,0,1,99,0,NDT_Contents_000664,胡胡伊。研究的街道？,NDT_Desc_000664,
20450,1000,0,1,99,0,NDT_Contents_000665,尼斯卡亚?,NDT_Desc_000665,
20451,1000,0,1,99,0,NDT_Contents_000666,莫斯房硒懒得跳下。,NDT_Desc_000666,
20452,1000,0,1,99,0,NDT_Contents_000667,摩斯伦很危险.,NDT_Desc_000667,
20453,1000,0,1,99,0,NDT_Contents_000668,感谢你来到绿光和平团.,NDT_Desc_000668,
20454,1000,0,1,99,0,NDT_Contents_000669,迟了,NDT_Desc_000669,
20455,1000,0,1,99,0,NDT_Contents_000670,没有颜面见高丽雅思大人,NDT_Desc_000670,
20456,1000,0,1,99,0,NDT_Contents_000671,来了个供使唤的小伙呢.,NDT_Desc_000671,
20457,1000,0,1,99,0,NDT_Contents_000672,他闭上了眼睛,NDT_Desc_000672,
20458,1000,0,1,99,0,NDT_Contents_000673,呵呵呵，是个新鲜的小伙,NDT_Desc_000673,
20459,1000,0,1,99,0,NDT_Contents_000674,在找贤者的钱.,NDT_Desc_000674,
20460,1000,0,1,99,0,NDT_Contents_000675,成型了.,NDT_Desc_000675,
20461,1000,0,1,99,0,NDT_Contents_000676,哈哈，你来了我就放心了,NDT_Desc_000676,
20462,1000,0,1,99,0,NDT_Contents_000677,妨碍研究了，一边去,NDT_Desc_000677,
20463,1000,0,1,99,0,NDT_Contents_000678,这有很多有趣的事,NDT_Desc_000678,
20464,1000,0,1,99,0,NDT_Contents_000679,再次见面，很高兴,NDT_Desc_000679,
20465,1000,0,1,99,0,NDT_Contents_000680,柔光院子有异常,NDT_Desc_000680,
20466,1000,0,1,99,0,NDT_Contents_000681,想作出最好吃的料理,NDT_Desc_000681,
20467,1000,0,1,99,0,NDT_Contents_000682,哼,NDT_Desc_000682,
20468,1000,0,1,99,0,NDT_Contents_000683,欢迎你，异邦人,NDT_Desc_000683,
20469,1000,0,1,99,0,NDT_Contents_000684,哼，异邦人吗？,NDT_Desc_000684,
20470,1000,0,1,99,0,NDT_Contents_000685,像你这样的异邦人还是第一次见呢,NDT_Desc_000685,
20471,1000,0,1,99,0,NDT_Contents_000686,我是按照命令来到这里的,NDT_Desc_000686,
20472,1000,0,1,99,0,NDT_Contents_000687,我们监察队是最好的,NDT_Desc_000687,
20473,1000,0,1,99,0,NDT_Contents_000688,我是说我们监察队有事可干,NDT_Desc_000688,
20474,1000,0,1,99,0,NDT_Contents_000689,奇怪.在害怕我们监察队吗?,NDT_Desc_000689,
20475,1000,0,1,99,0,NDT_Contents_000690,欢迎来到绿光和平团,NDT_Desc_000690,
20476,1000,0,1,99,0,NDT_Contents_000691,我们绿光和平团正在调查这里,NDT_Desc_000691,
20477,1000,0,1,99,0,NDT_Contents_000692,欢迎英雄,NDT_Desc_000692,
20478,1000,0,1,99,0,NDT_Contents_000693,哥哥在哪里,NDT_Desc_000693,
20479,1000,0,1,99,0,NDT_Contents_000694,英雄，很高兴见到您,NDT_Desc_000694,
20480,1000,0,1,99,0,NDT_Contents_000695,看起来很好用,NDT_Desc_000695,
20481,1000,0,1,99,0,NDT_Contents_000696,想研究研究您,NDT_Desc_000696,
20482,1000,0,1,99,0,NDT_Contents_000697,再次见到你很高兴,NDT_Desc_000697,
20483,1000,0,1,99,0,NDT_Contents_000698,果然是能使唤的朋友,NDT_Desc_000698,
20484,1000,0,1,99,0,NDT_Contents_000699,是英雄？,NDT_Desc_000699,
20485,1000,0,1,99,0,NDT_Contents_000700,夜之泪就跟我的孩子一样,NDT_Desc_000700,
20486,1000,0,1,99,0,NDT_Contents_000701,欢迎来到沓莱村,NDT_Desc_000701,
20487,1000,0,1,99,0,NDT_Contents_000702,欢迎来到沓莱村！,NDT_Desc_000702,
20488,1000,0,1,99,0,NDT_Contents_000703,什么? 找我有事吗？,NDT_Desc_000703,
20489,1000,0,1,99,0,NDT_Contents_000704,绝对会保护好夜之泪,NDT_Desc_000704,
20490,1000,0,1,99,0,NDT_Contents_000705,不能把星辰大地交给英穆海!,NDT_Desc_000705,
20491,1000,0,1,99,0,NDT_Contents_000706,英穆海开始进军了,NDT_Desc_000706,
20492,1000,0,1,99,0,NDT_Contents_000707,负伤的兵在增加,NDT_Desc_000707,
20493,1000,0,1,99,0,NDT_Contents_000708,英穆海那群家伙比怪物更可怕,NDT_Desc_000708,
20494,1000,0,1,99,0,NDT_Contents_000709,不管用什么办法都要扭转你的心意,NDT_Desc_000709,
20495,1000,0,1,99,0,NDT_Contents_000710,要从我这听到答案是要有代价的.,NDT_Desc_000710,
20496,1000,0,1,99,0,,摩斯伦正使我们痛苦.,,
20497,1000,0,1,99,0,,想研究摩斯伦.,,
20498,1000,0,1,99,0,,只有打败了布李德米尔才能拯救我们的夜之泪.,,
20499,1000,0,1,99,0,,哥布林和布李德米尔正在上海我们的夜之泪.真是伤心.,,
20500,1000,0,1,99,0,,要斩断他们折磨夜之泪的念头.,,
20501,1000,0,1,99,0,,话语是我们的脚.,,
20502,1000,0,1,99,0,,来找我的吗? 欢迎.哈哈哈.,,
