TID,Comment,SaleTID,slot,ItemTID,ItemMaxSale,ItemMaxBuy,SaleDay_01,SaleStart_01,SaleEnd_01,SaleDay_02,SaleStart_02,SaleEnd_02
2324,图案: 暗杀者的 脚部守护者具,102,79,66341,0,0,8,0,0,8,0,0
2325,图案: 猎人的 脚部守护者具,102,80,66342,0,0,8,0,0,8,0,0
2326,图案: 暗杀者的 脚部守护者具,102,81,66343,0,0,8,0,0,8,0,0
2327,图案: 阳光 披风,102,82,66535,0,0,8,0,0,8,0,0
2328,图案: 悲痛的 披风,102,83,66536,0,0,8,0,0,8,0,0
2329,图案: 深渊的 披风,102,84,66537,0,0,8,0,0,8,0,0
2330,图案: 悲痛的 披风,102,85,66538,0,0,8,0,0,8,0,0
2331,图案: 深渊的 披风,102,86,66539,0,0,8,0,0,8,0,0
2332,图案: 悲痛的 披风,102,87,66540,0,0,8,0,0,8,0,0
2333,图案: 深渊的 披风,102,88,66541,0,0,8,0,0,8,0,0
2334,图案: 悲痛的 披风,102,89,66542,0,0,8,0,0,8,0,0
2335,图案: 深渊的 披风,102,90,66543,0,0,8,0,0,8,0,0
2336,图案: 陈旧的 忍耐的颈甲 头盔,103,0,65144,0,0,8,0,0,8,0,0
2337,图案: 普通的 忍耐的颈甲 头盔,103,1,65145,0,0,8,0,0,8,0,0
2338,图案: 普通的 忍耐的颈甲 头盔,103,2,65146,0,0,8,0,0,8,0,0
2339,图案: 高级的 忍耐的颈甲 头盔,103,3,65147,0,0,8,0,0,8,0,0
2340,图案: 高级的 忍耐的颈甲 头盔,103,4,65148,0,0,8,0,0,8,0,0
2341,图案: 稀贵的 忍耐的颈甲 头盔,103,5,65149,0,0,8,0,0,8,0,0
2342,图案: 稀贵的 忍耐的颈甲 头盔,103,6,65150,0,0,8,0,0,8,0,0
2343,图案: 特别的 忍耐的颈甲 头盔,103,7,65151,0,0,8,0,0,8,0,0
2344,图案: 特别的 忍耐的颈甲 头盔,103,8,65152,0,0,8,0,0,8,0,0
2345,图案: 陈旧的 忍耐的 颈甲 铠甲,103,9,65444,0,0,8,0,0,8,0,0
2346,图案: 普通的 忍耐的 颈甲 铠甲,103,10,65445,0,0,8,0,0,8,0,0
2347,图案: 普通的 忍耐的 颈甲 铠甲,103,11,65446,0,0,8,0,0,8,0,0
2348,图案: 高级的 忍耐的 颈甲 铠甲,103,12,65447,0,0,8,0,0,8,0,0
2349,图案: 高级的 忍耐的 颈甲 铠甲,103,13,65448,0,0,8,0,0,8,0,0
2350,图案: 稀贵的 忍耐的 颈甲 铠甲,103,14,65449,0,0,8,0,0,8,0,0
2351,图案: 稀贵的 忍耐的 颈甲 铠甲,103,15,65450,0,0,8,0,0,8,0,0
2352,图案: 特别的 忍耐的 颈甲 铠甲,103,16,65451,0,0,8,0,0,8,0,0
2353,图案: 特别的 忍耐的 颈甲 铠甲,103,17,65452,0,0,8,0,0,8,0,0
2354,图案: 陈旧的 忍耐的颈甲 穿甲胄,103,18,65744,0,0,8,0,0,8,0,0
2355,图案: 普通的 忍耐的颈甲 穿甲胄,103,19,65745,0,0,8,0,0,8,0,0
2356,图案: 普通的 忍耐的颈甲 穿甲胄,103,20,65746,0,0,8,0,0,8,0,0
2357,图案: 高级的 忍耐的颈甲 穿甲胄,103,21,65747,0,0,8,0,0,8,0,0
2358,图案: 高级的 忍耐的颈甲 穿甲胄,103,22,65748,0,0,8,0,0,8,0,0
2359,图案: 稀贵的 忍耐的颈甲 穿甲胄,103,23,65749,0,0,8,0,0,8,0,0
2360,图案: 稀贵的 忍耐的颈甲 穿甲胄,103,24,65750,0,0,8,0,0,8,0,0
2361,图案: 特别的 忍耐的颈甲 穿甲胄,103,25,65751,0,0,8,0,0,8,0,0
2362,图案: 特别的 忍耐的颈甲 穿甲胄,103,26,65752,0,0,8,0,0,8,0,0
2363,图案: 陈旧的 忍耐的 颈甲 腿铠甲,103,27,66044,0,0,8,0,0,8,0,0
2364,图案: 普通的 忍耐的 颈甲 腿铠甲,103,28,66045,0,0,8,0,0,8,0,0
2365,图案: 普通的 忍耐的 颈甲 腿铠甲,103,29,66046,0,0,8,0,0,8,0,0
2366,图案: 高级的 忍耐的 颈甲 腿铠甲,103,30,66047,0,0,8,0,0,8,0,0
2367,图案: 高级的 忍耐的 颈甲 腿铠甲,103,31,66048,0,0,8,0,0,8,0,0
2368,图案: 稀贵的 忍耐的 颈甲 腿铠甲,103,32,66049,0,0,8,0,0,8,0,0
2369,图案: 稀贵的 忍耐的 颈甲 腿铠甲,103,33,66050,0,0,8,0,0,8,0,0
2370,图案: 特别的 忍耐的 颈甲 腿铠甲,103,34,66051,0,0,8,0,0,8,0,0
2371,图案: 特别的 忍耐的 颈甲 腿铠甲,103,35,66052,0,0,8,0,0,8,0,0
2372,图案: 陈旧的 忍耐的 颈甲 高筒靴,103,36,66344,0,0,8,0,0,8,0,0
2373,图案: 普通的 忍耐的 颈甲 高筒靴,103,37,66345,0,0,8,0,0,8,0,0
2374,图案: 普通的 忍耐的 颈甲 高筒靴,103,38,66346,0,0,8,0,0,8,0,0
2375,图案: 高级的 忍耐的 颈甲 高筒靴,103,39,66347,0,0,8,0,0,8,0,0
2376,图案: 高级的 忍耐的 颈甲 高筒靴,103,40,66348,0,0,8,0,0,8,0,0
2377,图案: 稀贵的 忍耐的 颈甲 高筒靴,103,41,66349,0,0,8,0,0,8,0,0
2378,图案: 稀贵的 忍耐的 颈甲 高筒靴,103,42,66350,0,0,8,0,0,8,0,0
2379,图案: 特别的 忍耐的 颈甲 高筒靴,103,43,66351,0,0,8,0,0,8,0,0
2380,图案: 特别的 忍耐的 颈甲 高筒靴,103,44,66352,0,0,8,0,0,8,0,0
2381,图案: 陈旧的 忍耐的 披风,103,45,66544,0,0,8,0,0,8,0,0
2382,图案: 普通的 忍耐的 披风,103,46,66545,0,0,8,0,0,8,0,0
2383,图案: 普通的 忍耐的 披风,103,47,66546,0,0,8,0,0,8,0,0
2384,图案: 高级的 忍耐的 披风,103,48,66547,0,0,8,0,0,8,0,0
2385,图案: 高级的 忍耐的 披风,103,49,66548,0,0,8,0,0,8,0,0
2386,图案: 稀贵的 忍耐的 披风,103,50,66549,0,0,8,0,0,8,0,0
2387,图案: 稀贵的 忍耐的 披风,103,51,66550,0,0,8,0,0,8,0,0
2388,图案: 特别的 忍耐的 披风,103,52,66551,0,0,8,0,0,8,0,0
2389,图案: 特别的 忍耐的 披风,103,53,66552,0,0,8,0,0,8,0,0
2390,图案: 陈旧的 守护者颈甲 头盔,103,54,65153,0,0,8,0,0,8,0,0
2391,图案: 普通的 守护者颈甲 头盔,103,55,65154,0,0,8,0,0,8,0,0
2392,图案: 普通的 守护者颈甲 头盔,103,56,65155,0,0,8,0,0,8,0,0
2393,图案: 高级的 守护者颈甲 头盔,103,57,65156,0,0,8,0,0,8,0,0
2394,图案: 高级的 守护者颈甲 头盔,103,58,65157,0,0,8,0,0,8,0,0
2395,图案: 稀贵的 守护者颈甲 头盔,103,59,65158,0,0,8,0,0,8,0,0
2396,图案: 稀贵的 守护者颈甲 头盔,103,60,65159,0,0,8,0,0,8,0,0
2397,图案: 特别的 守护者颈甲 头盔,103,61,65160,0,0,8,0,0,8,0,0
2398,图案: 特别的 守护者颈甲 头盔,103,62,65161,0,0,8,0,0,8,0,0
2399,图案: 陈旧的 守护者 颈甲 铠甲,103,63,65453,0,0,8,0,0,8,0,0
2400,图案: 普通的 守护者 颈甲 铠甲,103,64,65454,0,0,8,0,0,8,0,0
2401,图案: 普通的 守护者 颈甲 铠甲,103,65,65455,0,0,8,0,0,8,0,0
2402,图案: 高级的 守护者 颈甲 铠甲,103,66,65456,0,0,8,0,0,8,0,0
2403,图案: 高级的 守护者 颈甲 铠甲,103,67,65457,0,0,8,0,0,8,0,0
2404,图案: 稀贵的 守护者 颈甲 铠甲,103,68,65458,0,0,8,0,0,8,0,0
2405,图案: 稀贵的 守护者 颈甲 铠甲,103,69,65459,0,0,8,0,0,8,0,0
2406,图案: 特别的 守护者 颈甲 铠甲,103,70,65460,0,0,8,0,0,8,0,0
2407,图案: 特别的 守护者 颈甲 铠甲,103,71,65461,0,0,8,0,0,8,0,0
2408,图案: 陈旧的 守护者颈甲 穿甲胄,103,72,65753,0,0,8,0,0,8,0,0
2409,图案: 普通的 守护者颈甲 穿甲胄,103,73,65754,0,0,8,0,0,8,0,0
2410,图案: 普通的 守护者颈甲 穿甲胄,103,74,65755,0,0,8,0,0,8,0,0
2411,图案: 高级的 守护者颈甲 穿甲胄,103,75,65756,0,0,8,0,0,8,0,0
2412,图案: 高级的 守护者颈甲 穿甲胄,103,76,65757,0,0,8,0,0,8,0,0
2413,图案: 稀贵的 守护者颈甲 穿甲胄,103,77,65758,0,0,8,0,0,8,0,0
2414,图案: 稀贵的 守护者颈甲 穿甲胄,103,78,65759,0,0,8,0,0,8,0,0
2415,图案: 特别的 守护者颈甲 穿甲胄,103,79,65760,0,0,8,0,0,8,0,0
2416,图案: 特别的 守护者颈甲 穿甲胄,103,80,65761,0,0,8,0,0,8,0,0
2417,图案: 陈旧的 守护者 颈甲 腿铠甲,103,81,66053,0,0,8,0,0,8,0,0
2418,图案: 普通的 守护者 颈甲 腿铠甲,103,82,66054,0,0,8,0,0,8,0,0
2419,图案: 普通的 守护者 颈甲 腿铠甲,103,83,66055,0,0,8,0,0,8,0,0
2420,图案: 高级的 守护者 颈甲 腿铠甲,103,84,66056,0,0,8,0,0,8,0,0
2421,图案: 高级的 守护者 颈甲 腿铠甲,103,85,66057,0,0,8,0,0,8,0,0
2422,图案: 稀贵的 守护者 颈甲 腿铠甲,103,86,66058,0,0,8,0,0,8,0,0
2423,图案: 稀贵的 守护者 颈甲 腿铠甲,103,87,66059,0,0,8,0,0,8,0,0
2424,图案: 特别的 守护者 颈甲 腿铠甲,103,88,66060,0,0,8,0,0,8,0,0
2425,图案: 特别的 守护者 颈甲 腿铠甲,103,89,66061,0,0,8,0,0,8,0,0
2426,图案: 陈旧的 守护者 颈甲 高筒靴,103,90,66353,0,0,8,0,0,8,0,0
2427,图案: 普通的 守护者 颈甲 高筒靴,103,91,66354,0,0,8,0,0,8,0,0
2428,图案: 普通的 守护者 颈甲 高筒靴,103,92,66355,0,0,8,0,0,8,0,0
2429,图案: 高级的 守护者 颈甲 高筒靴,103,93,66356,0,0,8,0,0,8,0,0
2430,图案: 高级的 守护者 颈甲 高筒靴,103,94,66357,0,0,8,0,0,8,0,0
2431,图案: 稀贵的 守护者 颈甲 高筒靴,103,95,66358,0,0,8,0,0,8,0,0
2432,图案: 稀贵的 守护者 颈甲 高筒靴,103,96,66359,0,0,8,0,0,8,0,0
2433,图案: 特别的 守护者 颈甲 高筒靴,103,97,66360,0,0,8,0,0,8,0,0
2434,图案: 特别的 守护者 颈甲 高筒靴,103,98,66361,0,0,8,0,0,8,0,0
2435,图案: 陈旧的 守护者 披风,103,99,66553,0,0,8,0,0,8,0,0
2436,图案: 普通的 守护者 披风,103,100,66554,0,0,8,0,0,8,0,0
2437,图案: 普通的 守护者 披风,103,101,66555,0,0,8,0,0,8,0,0
2438,图案: 高级的 守护者 披风,103,102,66556,0,0,8,0,0,8,0,0
2439,图案: 高级的 守护者 披风,103,103,66557,0,0,8,0,0,8,0,0
2440,图案: 稀贵的 守护者 披风,103,104,66558,0,0,8,0,0,8,0,0
2441,图案: 稀贵的 守护者 披风,103,105,66559,0,0,8,0,0,8,0,0
2442,图案: 特别的 守护者 披风,103,106,66560,0,0,8,0,0,8,0,0
2443,图案: 特别的 守护者 披风,103,107,66561,0,0,8,0,0,8,0,0
2444,粘合剂,110,0,42210,0,0,8,0,0,8,0,0
2445,弹力剂,110,1,42211,0,0,8,0,0,8,0,0
2446,图案:厚厚的 头盔,110,2,65200,0,0,8,0,0,8,0,0
2447,图案: 平安 头盔,110,3,65201,0,0,8,0,0,8,0,0
2448,图案: 激烈的 头盔,110,4,65202,0,0,8,0,0,8,0,0
2449,图案: 平安 头盔,110,5,65203,0,0,8,0,0,8,0,0
2450,图案: 激烈的 头盔,110,6,65204,0,0,8,0,0,8,0,0
2451,图案:厚厚的 胸甲,110,7,65500,0,0,8,0,0,8,0,0
2452,图案: 平安 胸甲,110,8,65501,0,0,8,0,0,8,0,0
2453,图案: 激烈的 胸甲,110,9,65502,0,0,8,0,0,8,0,0
2454,图案: 平安 胸甲,110,10,65503,0,0,8,0,0,8,0,0
2455,图案: 激烈的 胸甲,110,11,65504,0,0,8,0,0,8,0,0
2456,图案:厚厚的 护手具,110,12,65800,0,0,8,0,0,8,0,0
2457,图案: 平安 护手具,110,13,65801,0,0,8,0,0,8,0,0
2458,图案: 激烈的 护手具,110,14,65802,0,0,8,0,0,8,0,0
2459,图案: 平安 护手具,110,15,65803,0,0,8,0,0,8,0,0
2460,图案: 激烈的 护手具,110,16,65804,0,0,8,0,0,8,0,0
2461,图案:厚厚的 腿铠甲,110,17,66100,0,0,8,0,0,8,0,0
2462,图案: 平安 腿铠甲,110,18,66101,0,0,8,0,0,8,0,0
2463,图案: 激烈的 腿铠甲,110,19,66102,0,0,8,0,0,8,0,0
2464,图案: 平安 腿铠甲,110,20,66103,0,0,8,0,0,8,0,0
2465,图案: 激烈的 腿铠甲,110,21,66104,0,0,8,0,0,8,0,0
2466,图案:厚厚的 高筒靴,110,22,66400,0,0,8,0,0,8,0,0
2467,图案: 平安 高筒靴,110,23,66401,0,0,8,0,0,8,0,0
2468,图案: 激烈的 高筒靴,110,24,66402,0,0,8,0,0,8,0,0
2469,图案: 平安 高筒靴,110,25,66403,0,0,8,0,0,8,0,0
2470,图案: 激烈的 高筒靴,110,26,66404,0,0,8,0,0,8,0,0
2471,图案: 强化的 头盔,110,27,65207,0,0,8,0,0,8,0,0
2472,图案: 防御 头盔,110,28,65208,0,0,8,0,0,8,0,0
2473,图案: 战斗的 头盔,110,29,65209,0,0,8,0,0,8,0,0
2474,图案: 防御 头盔,110,30,65210,0,0,8,0,0,8,0,0
2475,图案: 战斗的 头盔,110,31,65211,0,0,8,0,0,8,0,0
2476,图案: 防御 头盔,110,32,65212,0,0,8,0,0,8,0,0
2477,图案: 战斗的 头盔,110,33,65213,0,0,8,0,0,8,0,0
2478,图案: 强化的 胸甲,110,34,65507,0,0,8,0,0,8,0,0
2479,图案: 防御 胸甲,110,35,65508,0,0,8,0,0,8,0,0
2480,图案: 战斗的 胸甲,110,36,65509,0,0,8,0,0,8,0,0
2481,图案: 防御 胸甲,110,37,65510,0,0,8,0,0,8,0,0
2482,图案: 战斗的 胸甲,110,38,65511,0,0,8,0,0,8,0,0
2483,图案: 防御 胸甲,110,39,65512,0,0,8,0,0,8,0,0
2484,图案: 战斗的 胸甲,110,40,65513,0,0,8,0,0,8,0,0
2485,图案: 强化的 护手具,110,41,65807,0,0,8,0,0,8,0,0
2486,图案: 防御 护手具,110,42,65808,0,0,8,0,0,8,0,0
2487,图案: 战斗的 护手具,110,43,65809,0,0,8,0,0,8,0,0
2488,图案: 防御 护手具,110,44,65810,0,0,8,0,0,8,0,0
2489,图案: 战斗的 护手具,110,45,65811,0,0,8,0,0,8,0,0
2490,图案: 防御 护手具,110,46,65812,0,0,8,0,0,8,0,0
2491,图案: 战斗的 护手具,110,47,65813,0,0,8,0,0,8,0,0
2492,图案: 强化的 腿铠甲,110,48,66107,0,0,8,0,0,8,0,0
2493,图案: 防御 腿铠甲,110,49,66108,0,0,8,0,0,8,0,0
2494,图案: 战斗的 腿铠甲,110,50,66109,0,0,8,0,0,8,0,0
2495,图案: 防御 腿铠甲,110,51,66110,0,0,8,0,0,8,0,0
2496,图案: 战斗的 腿铠甲,110,52,66111,0,0,8,0,0,8,0,0
2497,图案: 防御 腿铠甲,110,53,66112,0,0,8,0,0,8,0,0
2498,图案: 战斗的 腿铠甲,110,54,66113,0,0,8,0,0,8,0,0
2499,图案: 强化的 高筒靴,110,55,66407,0,0,8,0,0,8,0,0
2500,图案: 防御 高筒靴,110,56,66408,0,0,8,0,0,8,0,0
2501,图案: 战斗的 高筒靴,110,57,66409,0,0,8,0,0,8,0,0
2502,图案: 防御 高筒靴,110,58,66410,0,0,8,0,0,8,0,0
2503,图案: 战斗的 高筒靴,110,59,66411,0,0,8,0,0,8,0,0
2504,图案: 防御 高筒靴,110,60,66412,0,0,8,0,0,8,0,0
2505,图案: 战斗的 高筒靴,110,61,66413,0,0,8,0,0,8,0,0
2506,粘合剂,111,0,42210,0,0,8,0,0,8,0,0
2507,弹力剂,111,1,42211,0,0,8,0,0,8,0,0
2508,图案: 有光泽的 头盔,111,2,65214,0,0,8,0,0,8,0,0
2509,图案: 战士 头盔,111,3,65215,0,0,8,0,0,8,0,0
2510,图案: 斗士 头盔,111,4,65216,0,0,8,0,0,8,0,0
2511,图案: 战士 头盔,111,5,65217,0,0,8,0,0,8,0,0
2512,图案: 斗士 头盔,111,6,65218,0,0,8,0,0,8,0,0
2513,图案: 战士 头盔,111,7,65219,0,0,8,0,0,8,0,0
2514,图案: 斗士 头盔,111,8,65220,0,0,8,0,0,8,0,0
2515,图案: 有光泽的 胸甲,111,9,65514,0,0,8,0,0,8,0,0
2516,图案: 战士 胸甲,111,10,65515,0,0,8,0,0,8,0,0
2517,图案: 斗士 胸甲,111,11,65516,0,0,8,0,0,8,0,0
2518,图案: 战士 胸甲,111,12,65517,0,0,8,0,0,8,0,0
2519,图案: 斗士 胸甲,111,13,65518,0,0,8,0,0,8,0,0
2520,图案: 战士 胸甲,111,14,65519,0,0,8,0,0,8,0,0
2521,图案: 斗士 胸甲,111,15,65520,0,0,8,0,0,8,0,0
2522,图案: 有光泽的 护手具,111,16,65814,0,0,8,0,0,8,0,0
2523,图案: 战士 护手具,111,17,65815,0,0,8,0,0,8,0,0
2524,图案: 斗士 护手具,111,18,65816,0,0,8,0,0,8,0,0
2525,图案: 战士 护手具,111,19,65817,0,0,8,0,0,8,0,0
2526,图案: 斗士 护手具,111,20,65818,0,0,8,0,0,8,0,0
2527,图案: 战士 护手具,111,21,65819,0,0,8,0,0,8,0,0
2528,图案: 斗士 护手具,111,22,65820,0,0,8,0,0,8,0,0
2529,图案: 有光泽的 腿铠甲,111,23,66114,0,0,8,0,0,8,0,0
2530,图案: 战士 腿铠甲,111,24,66115,0,0,8,0,0,8,0,0
2531,图案: 斗士 腿铠甲,111,25,66116,0,0,8,0,0,8,0,0
2532,图案: 战士 腿铠甲,111,26,66117,0,0,8,0,0,8,0,0
2533,图案: 斗士 腿铠甲,111,27,66118,0,0,8,0,0,8,0,0
2534,图案: 战士 腿铠甲,111,28,66119,0,0,8,0,0,8,0,0
2535,图案: 斗士 腿铠甲,111,29,66120,0,0,8,0,0,8,0,0
2536,图案: 有光泽的 高筒靴,111,30,66414,0,0,8,0,0,8,0,0
2537,图案: 战士 高筒靴,111,31,66415,0,0,8,0,0,8,0,0
2538,图案: 斗士 高筒靴,111,32,66416,0,0,8,0,0,8,0,0
2539,图案: 战士 高筒靴,111,33,66417,0,0,8,0,0,8,0,0
2540,图案: 斗士 高筒靴,111,34,66418,0,0,8,0,0,8,0,0
2541,图案: 战士 高筒靴,111,35,66419,0,0,8,0,0,8,0,0
2542,图案: 斗士 高筒靴,111,36,66420,0,0,8,0,0,8,0,0
2543,图案: 值得信赖的 头盔,111,37,65221,0,0,8,0,0,8,0,0
2544,图案: 守护者 头盔,111,38,65222,0,0,8,0,0,8,0,0
2545,图案: 突击的 头盔,111,39,65223,0,0,8,0,0,8,0,0
2546,图案: 守护者 头盔,111,40,65224,0,0,8,0,0,8,0,0
2547,图案: 突击的 头盔,111,41,65225,0,0,8,0,0,8,0,0
2548,图案: 守护者 头盔,111,42,65226,0,0,8,0,0,8,0,0
2549,图案: 突击的 头盔,111,43,65227,0,0,8,0,0,8,0,0
2550,图案: 值得信赖的 胸甲,111,44,65521,0,0,8,0,0,8,0,0
2551,图案: 守护者 胸甲,111,45,65522,0,0,8,0,0,8,0,0
2552,图案: 突击的 胸甲,111,46,65523,0,0,8,0,0,8,0,0
2553,图案: 守护者 胸甲,111,47,65524,0,0,8,0,0,8,0,0
2554,图案: 突击的 胸甲,111,48,65525,0,0,8,0,0,8,0,0
2555,图案: 守护者 胸甲,111,49,65526,0,0,8,0,0,8,0,0
2556,图案: 突击的 胸甲,111,50,65527,0,0,8,0,0,8,0,0
2557,图案: 值得信赖的 护手具,111,51,65821,0,0,8,0,0,8,0,0
2558,图案: 守护者 护手具,111,52,65822,0,0,8,0,0,8,0,0
2559,图案: 突击的 护手具,111,53,65823,0,0,8,0,0,8,0,0
2560,图案: 守护者 护手具,111,54,65824,0,0,8,0,0,8,0,0
2561,图案: 突击的 护手具,111,55,65825,0,0,8,0,0,8,0,0
2562,图案: 守护者 护手具,111,56,65826,0,0,8,0,0,8,0,0
2563,图案: 突击的 护手具,111,57,65827,0,0,8,0,0,8,0,0
2564,图案: 值得信赖的 腿铠甲,111,58,66121,0,0,8,0,0,8,0,0
2565,图案: 守护者 腿铠甲,111,59,66122,0,0,8,0,0,8,0,0
2566,图案: 突击的 腿铠甲,111,60,66123,0,0,8,0,0,8,0,0
2567,图案: 守护者 腿铠甲,111,61,66124,0,0,8,0,0,8,0,0
2568,图案: 突击的 腿铠甲,111,62,66125,0,0,8,0,0,8,0,0
2569,图案: 守护者 腿铠甲,111,63,66126,0,0,8,0,0,8,0,0
2570,图案: 突击的 腿铠甲,111,64,66127,0,0,8,0,0,8,0,0
2571,图案: 值得信赖的 高筒靴,111,65,66421,0,0,8,0,0,8,0,0
2572,图案: 守护者 高筒靴,111,66,66422,0,0,8,0,0,8,0,0
2573,图案: 突击的 高筒靴,111,67,66423,0,0,8,0,0,8,0,0
2574,图案: 守护者 高筒靴,111,68,66424,0,0,8,0,0,8,0,0
2575,图案: 突击的 高筒靴,111,69,66425,0,0,8,0,0,8,0,0
2576,图案: 守护者 高筒靴,111,70,66426,0,0,8,0,0,8,0,0
2577,图案: 突击的 高筒靴,111,71,66427,0,0,8,0,0,8,0,0
2578,粘合剂,112,0,42210,0,0,8,0,0,8,0,0
2579,弹力剂,112,1,42211,0,0,8,0,0,8,0,0
2580,图案: 神秘的 头盔,112,2,65228,0,0,8,0,0,8,0,0
2581,图案: 站岗的 头盔,112,3,65229,0,0,8,0,0,8,0,0
2582,图案: 防压碎的 头盔,112,4,65230,0,0,8,0,0,8,0,0
2583,图案: 站岗的 头盔,112,5,65231,0,0,8,0,0,8,0,0
2584,图案: 防压碎的 头盔,112,6,65232,0,0,8,0,0,8,0,0
2585,图案: 站岗的 头盔,112,7,65233,0,0,8,0,0,8,0,0
2586,图案: 防压碎的 头盔,112,8,65234,0,0,8,0,0,8,0,0
2587,图案: 神秘的 胸甲,112,9,65528,0,0,8,0,0,8,0,0
2588,图案: 站岗的 胸甲,112,10,65529,0,0,8,0,0,8,0,0
2589,图案: 防压碎的 胸甲,112,11,65530,0,0,8,0,0,8,0,0
2590,图案: 站岗的 胸甲,112,12,65531,0,0,8,0,0,8,0,0
2591,图案: 防压碎的 胸甲,112,13,65532,0,0,8,0,0,8,0,0
2592,图案: 站岗的 胸甲,112,14,65533,0,0,8,0,0,8,0,0
2593,图案: 防压碎的 胸甲,112,15,65534,0,0,8,0,0,8,0,0
2594,图案: 神秘的 护手具,112,16,65828,0,0,8,0,0,8,0,0
2595,图案: 站岗的 护手具,112,17,65829,0,0,8,0,0,8,0,0
2596,图案: 防压碎的 护手具,112,18,65830,0,0,8,0,0,8,0,0
2597,图案: 站岗的 护手具,112,19,65831,0,0,8,0,0,8,0,0
2598,图案: 防压碎的 护手具,112,20,65832,0,0,8,0,0,8,0,0
2599,图案: 站岗的 护手具,112,21,65833,0,0,8,0,0,8,0,0
2600,图案: 防压碎的 护手具,112,22,65834,0,0,8,0,0,8,0,0
2601,图案: 神秘的 腿铠甲,112,23,66128,0,0,8,0,0,8,0,0
2602,图案: 站岗的 腿铠甲,112,24,66129,0,0,8,0,0,8,0,0
2603,图案: 防压碎的 腿铠甲,112,25,66130,0,0,8,0,0,8,0,0
2604,图案: 站岗的 腿铠甲,112,26,66131,0,0,8,0,0,8,0,0
2605,图案: 防压碎的 腿铠甲,112,27,66132,0,0,8,0,0,8,0,0
2606,图案: 站岗的 腿铠甲,112,28,66133,0,0,8,0,0,8,0,0
2607,图案: 防压碎的 腿铠甲,112,29,66134,0,0,8,0,0,8,0,0
2608,图案: 神秘的 高筒靴,112,30,66428,0,0,8,0,0,8,0,0
2609,图案: 站岗的 高筒靴,112,31,66429,0,0,8,0,0,8,0,0
2610,图案: 防压碎的 高筒靴,112,32,66430,0,0,8,0,0,8,0,0
2611,图案: 站岗的 高筒靴,112,33,66431,0,0,8,0,0,8,0,0
2612,图案: 防压碎的 高筒靴,112,34,66432,0,0,8,0,0,8,0,0
2613,图案: 站岗的 高筒靴,112,35,66433,0,0,8,0,0,8,0,0
2614,图案: 防压碎的 高筒靴,112,36,66434,0,0,8,0,0,8,0,0
2615,图案: 凝结的 头盔,112,37,65235,0,0,8,0,0,8,0,0
2616,图案: 守护者 头盔,112,38,65236,0,0,8,0,0,8,0,0
2617,图案: 破坏者 头盔,112,39,65237,0,0,8,0,0,8,0,0
2618,图案: 守护者 头盔,112,40,65238,0,0,8,0,0,8,0,0
2619,图案: 破坏者 头盔,112,41,65239,0,0,8,0,0,8,0,0
2620,图案: 守护者 头盔,112,42,65240,0,0,8,0,0,8,0,0
2621,图案: 破坏者 头盔,112,43,65241,0,0,8,0,0,8,0,0
2622,图案: 守护者 头盔,112,44,65242,0,0,8,0,0,8,0,0
2623,图案: 破坏者 头盔,112,45,65243,0,0,8,0,0,8,0,0
2624,图案: 凝结的 胸甲,112,46,65535,0,0,8,0,0,8,0,0
2625,图案: 守护者 胸甲,112,47,65536,0,0,8,0,0,8,0,0
2626,图案: 破坏者 胸甲,112,48,65537,0,0,8,0,0,8,0,0
2627,图案: 守护者 胸甲,112,49,65538,0,0,8,0,0,8,0,0
2628,图案: 破坏者 胸甲,112,50,65539,0,0,8,0,0,8,0,0
2629,图案: 守护者 胸甲,112,51,65540,0,0,8,0,0,8,0,0
2630,图案: 破坏者 胸甲,112,52,65541,0,0,8,0,0,8,0,0
2631,图案: 守护者 胸甲,112,53,65542,0,0,8,0,0,8,0,0
2632,图案: 破坏者 胸甲,112,54,65543,0,0,8,0,0,8,0,0
2633,图案: 凝结的 护手具,112,55,65835,0,0,8,0,0,8,0,0
2634,图案: 守护者 护手具,112,56,65836,0,0,8,0,0,8,0,0
2635,图案: 破坏者 护手具,112,57,65837,0,0,8,0,0,8,0,0
2636,图案: 守护者 护手具,112,58,65838,0,0,8,0,0,8,0,0
2637,图案: 破坏者 护手具,112,59,65839,0,0,8,0,0,8,0,0
2638,图案: 守护者 护手具,112,60,65840,0,0,8,0,0,8,0,0
2639,图案: 破坏者 护手具,112,61,65841,0,0,8,0,0,8,0,0
2640,图案: 守护者 护手具,112,62,65842,0,0,8,0,0,8,0,0
2641,图案: 破坏者 护手具,112,63,65843,0,0,8,0,0,8,0,0
2642,图案: 凝结的 腿铠甲,112,64,66135,0,0,8,0,0,8,0,0
2643,图案: 守护者 腿铠甲,112,65,66136,0,0,8,0,0,8,0,0
2644,图案: 破坏者 腿铠甲,112,66,66137,0,0,8,0,0,8,0,0
2645,图案: 守护者 腿铠甲,112,67,66138,0,0,8,0,0,8,0,0
2646,图案: 破坏者 腿铠甲,112,68,66139,0,0,8,0,0,8,0,0
2647,图案: 守护者 腿铠甲,112,69,66140,0,0,8,0,0,8,0,0
2648,图案: 破坏者 腿铠甲,112,70,66141,0,0,8,0,0,8,0,0
2649,图案: 守护者 腿铠甲,112,71,66142,0,0,8,0,0,8,0,0
2650,图案: 破坏者 腿铠甲,112,72,66143,0,0,8,0,0,8,0,0
