TID,Kind,Lv,Exp,TotalExp,MainSp,ResetMainSp,SubSp,ResetSubSp,Comment,Ghelld,HPRBuff,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,IGN_AT,AP,CP,BP,AS,STR,CON,WIS,MEN,AGI
1838,8,46,143740658,870454632,2,90,1,45,天体46,0,0,0,0,0,154,172,0,0,15,0,0,0,0,0,0,0
1839,8,47,146862240,1017316872,2,92,1,46,天体47,0,0,0,0,0,158,176,0,0,15,0,0,0,0,0,0,0
1840,8,48,161025360,1178342232,2,94,1,47,天体48,0,0,0,0,0,162,180,0,0,16,0,0,0,0,0,0,0
1841,8,49,176258880,1354601112,2,96,1,48,天体49,0,0,0,0,0,164,183,0,0,16,0,0,0,0,0,0,0
1842,8,50,216700110,1571301222,2,98,1,49,天体50,0,0,0,0,0,168,187,0,0,16,0,0,0,0,0,0,0
1843,8,51,227373555,1798674777,2,100,1,50,天体51,0,0,0,0,0,171,191,0,0,17,0,0,0,0,0,0,0
1844,8,52,233076480,2031751257,2,102,1,51,天体52,0,0,0,0,0,175,195,0,0,17,0,0,0,0,0,0,0
1845,8,53,253489520,2285240777,2,104,1,52,天体53,0,0,0,0,0,178,198,0,0,17,0,0,0,0,0,0,0
1846,8,54,275306480,2560547257,2,106,1,53,天体54,0,0,0,0,0,181,202,0,0,18,0,0,0,0,0,0,0
1847,8,55,298598400,2859145657,2,108,1,54,天体55,0,0,0,0,0,185,206,0,0,18,0,0,0,0,0,0,0
1848,8,56,367745520,3226891177,2,110,1,55,天体56,0,0,0,0,0,189,210,0,0,18,0,0,0,0,0,0,0
1849,8,57,392459520,3619350697,2,112,1,56,天体57,0,0,0,0,0,191,213,0,0,19,0,0,0,0,0,0,0
1850,8,58,418398640,4037749337,2,114,1,57,天体58,0,0,0,0,0,195,217,0,0,19,0,0,0,0,0,0,0
1851,8,59,445602880,4483352217,2,116,1,58,天体59,0,0,0,0,0,198,221,0,0,19,0,0,0,0,0,0,0
1852,8,60,474112640,4957464857,2,118,1,59,天体60,0,0,0,0,0,202,225,0,0,20,0,0,0,0,0,0,0
1853,8,61,629961200,5587426057,2,120,1,60,天体61,0,0,0,0,0,205,228,0,0,20,0,0,0,0,0,0,0
1854,8,62,669017200,6256443257,2,122,1,61,天体62,0,0,0,0,0,208,232,0,0,20,0,0,0,0,0,0,0
1855,8,63,709861700,6966304957,2,124,1,62,天体63,0,0,0,0,0,212,236,0,0,21,0,0,0,0,0,0,0
1856,8,64,752548400,7718853357,2,126,1,63,天体64,0,0,0,0,0,216,240,0,0,21,0,0,0,0,0,0,0
1857,8,65,797132000,8515985357,2,128,1,64,天体65,0,0,0,0,0,218,243,0,0,21,0,0,0,0,0,0,0
1858,8,66,843667800,9359653157,2,130,1,65,天体66,0,0,0,0,0,222,247,0,0,22,0,0,0,0,0,0,0
1859,8,67,892212000,10251865157,2,132,1,66,天体67,0,0,0,0,0,225,251,0,0,22,0,0,0,0,0,0,0
1860,8,68,942821600,11194686757,2,134,1,67,天体68,0,0,0,0,0,229,255,0,0,22,0,0,0,0,0,0,0
1861,8,69,995554300,12190241057,2,136,1,68,天体69,0,0,0,0,0,232,258,0,0,23,0,0,0,0,0,0,0
1862,8,70,1050468800,13240709857,2,138,1,69,天体70,0,0,0,0,0,235,262,0,0,23,0,0,0,0,0,0,0
1863,8,71,1107624200,14348334057,2,140,1,70,天体71,0,0,0,0,0,239,266,0,0,23,0,0,0,0,0,0,0
1864,8,72,1167081000,15515415057,2,142,1,71,天体72,0,0,0,0,0,243,270,0,0,24,0,0,0,0,0,0,0
1865,8,73,1228899900,16744314957,2,144,1,72,天体73,0,0,0,0,0,245,273,0,0,24,0,0,0,0,0,0,0
1866,8,74,1293142700,18037457657,2,146,1,73,天体74,0,0,0,0,0,249,277,0,0,24,0,0,0,0,0,0,0
1867,8,75,1359872000,19397329657,2,148,1,74,天体75,0,0,0,0,0,252,281,0,0,25,0,0,0,0,0,0,0
1868,8,76,1429151100,20826480757,2,150,1,75,天体76,0,0,0,0,0,256,285,0,0,25,0,0,0,0,0,0,0
1869,8,77,1501044200,22327524957,2,152,1,76,天体77,0,0,0,0,0,259,288,0,0,25,0,0,0,0,0,0,0
1870,8,78,1575616300,23903141257,2,154,1,77,天体78,0,0,0,0,0,262,292,0,0,26,0,0,0,0,0,0,0
1871,8,79,1652932900,25556074157,2,156,1,78,天体79,0,0,0,0,0,266,296,0,0,26,0,0,0,0,0,0,0
1872,8,80,1733060800,27289134957,2,158,1,79,天体80,0,0,0,0,0,270,300,0,0,27,0,0,0,0,0,0,0
1873,8,81,1816067100,29105202057,2,160,1,80,天体81,0,0,0,0,0,272,303,0,0,27,0,0,0,0,0,0,0
1874,8,82,1902020100,31007222157,2,162,1,81,天体82,0,0,0,0,0,276,307,0,0,27,0,0,0,0,0,0,0
1875,8,83,1990988600,32998210757,2,164,1,82,天体83,0,0,0,0,0,279,311,0,0,28,0,0,0,0,0,0,0
1876,8,84,2083042400,35081253157,2,166,1,83,天体84,0,0,0,0,0,283,315,0,0,28,0,0,0,0,0,0,0
1877,8,85,2178252000,37259505157,2,168,1,84,天体85,0,0,0,0,0,286,318,0,0,28,0,0,0,0,0,0,0
1878,8,86,2276688700,39536193857,2,170,1,85,天体86,0,0,0,0,0,289,322,0,0,29,0,0,0,0,0,0,0
1879,8,87,2378424600,41914618457,2,172,1,86,天体87,0,0,0,0,0,293,326,0,0,29,0,0,0,0,0,0,0
1880,8,88,2483532700,44398151157,2,174,1,87,天体88,0,0,0,0,0,297,330,0,0,29,0,0,0,0,0,0,0
1881,8,89,2592086500,46990237657,2,176,1,88,天体89,0,0,0,0,0,299,333,0,0,30,0,0,0,0,0,0,0
1882,8,90,2704160800,49694398457,2,178,1,89,天体90,0,0,0,0,0,303,337,0,0,30,0,0,0,0,0,0,0
1883,8,91,2819830600,52514229057,2,180,1,90,天体91,0,0,0,0,0,306,341,0,0,30,0,0,0,0,0,0,0
1884,8,92,2939172100,55453401157,2,182,1,91,天体92,0,0,0,0,0,310,345,0,0,31,0,0,0,0,0,0,0
1885,8,93,3062262300,58515663457,2,184,1,92,天体93,0,0,0,0,0,313,348,0,0,31,0,0,0,0,0,0,0
1886,8,94,3189178800,61704842257,2,186,1,93,天体94,0,0,0,0,0,316,352,0,0,31,0,0,0,0,0,0,0
1887,8,95,3320000000,65024842257,2,188,1,94,天体95,0,0,0,0,0,320,356,0,0,32,0,0,0,0,0,0,0
1888,8,96,3454805300,68479647557,2,190,1,95,天体96,0,0,0,0,0,324,360,0,0,32,0,0,0,0,0,0,0
1889,8,97,3593674800,72073322357,2,192,1,96,天体97,0,0,0,0,0,326,363,0,0,32,0,0,0,0,0,0,0
1890,8,98,3736689200,75810011557,2,194,1,97,天体98,0,0,0,0,0,330,367,0,0,33,0,0,0,0,0,0,0
1891,8,99,3883930400,79693941957,2,196,1,98,天体99,0,0,0,0,0,333,371,0,0,33,0,0,0,0,0,0,0
1892,8,100,4035480800,83729422757,2,198,1,99,天体100,0,0,0,0,0,337,375,0,0,33,0,0,0,0,0,0,0
2049,9,1,7200,7200,0,0,0,0,马坦枪1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
2050,9,2,11200,18400,2,2,1,1,马坦枪2,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0
2051,9,3,16600,35000,2,4,1,2,马坦枪3,0,0,0,0,0,9,11,0,0,1,0,0,0,0,0,0,0
2052,9,4,23300,58300,2,6,1,3,马坦枪4,0,0,0,0,0,13,15,0,0,1,0,0,0,0,0,0,0
2053,9,5,31600,89900,2,8,1,4,马坦枪5,0,0,0,0,0,16,18,0,0,1,0,0,0,0,0,0,0
2054,9,6,41600,131500,2,10,1,5,马坦枪6,0,0,0,0,0,19,22,0,0,2,0,0,0,0,0,0,0
2055,9,7,53500,185000,2,12,1,6,马坦枪7,0,0,0,0,0,23,26,0,0,2,0,0,0,0,0,0,0
2056,9,8,67400,252400,2,14,1,7,马坦枪8,0,0,0,0,0,27,30,0,0,2,0,0,0,0,0,0,0
2057,9,9,108000,360400,2,16,1,8,马坦枪9,0,0,0,0,0,29,33,0,0,3,0,0,0,0,0,0,0
2058,9,10,158100,518500,2,18,1,9,马坦枪10,0,0,0,0,0,33,37,0,0,3,0,0,0,0,0,0,0
2059,9,11,223900,742400,2,20,1,10,马坦枪11,0,0,0,0,0,36,41,0,0,3,0,0,0,0,0,0,0
2060,9,12,308500,1050900,2,22,1,11,马坦枪12,0,0,0,0,0,40,45,0,0,4,0,0,0,0,0,0,0
2061,9,13,414900,1465800,2,24,1,12,马坦枪13,0,0,0,0,0,43,48,0,0,4,0,0,0,0,0,0,0
2062,9,14,546800,2012600,2,26,1,13,马坦枪14,0,0,0,0,0,46,52,0,0,4,0,0,0,0,0,0,0
2063,9,15,707800,2720400,2,28,1,14,马坦枪15,0,0,0,0,0,50,56,0,0,5,0,0,0,0,0,0,0
2064,9,16,902000,3622400,2,30,1,15,马坦枪16,0,0,0,0,0,54,60,0,0,5,0,0,0,0,0,0,0
2065,9,17,1133700,4756100,2,32,1,16,马坦枪17,0,0,0,0,0,56,63,0,0,5,0,0,0,0,0,0,0
2066,9,18,1407500,6163600,2,34,1,17,马坦枪18,0,0,0,0,0,60,67,0,0,6,0,0,0,0,0,0,0
2067,9,19,1728000,7891600,2,36,1,18,马坦枪19,0,0,0,0,0,63,71,0,0,6,0,0,0,0,0,0,0
2068,9,20,2100400,9992000,2,38,1,19,马坦枪20,0,0,0,0,0,67,75,0,0,6,0,0,0,0,0,0,0
2069,9,21,2530000,12522000,2,40,1,20,马坦枪21,0,0,0,0,0,70,78,0,0,7,0,0,0,0,0,0,0
2070,9,22,3022300,15544300,2,42,1,21,马坦枪22,0,0,0,0,0,73,82,0,0,7,0,0,0,0,0,0,0
2071,9,23,3583200,19127500,2,44,1,22,马坦枪23,0,0,0,0,0,77,86,0,0,7,0,0,0,0,0,0,0
2072,9,24,4218800,23346300,2,46,1,23,马坦枪24,0,0,0,0,0,81,90,0,0,8,0,0,0,0,0,0,0
2073,9,25,4935300,28281600,2,48,1,24,马坦枪25,0,0,0,0,0,83,93,0,0,8,0,0,0,0,0,0,0
2074,9,26,5739600,34021200,2,50,1,25,马坦枪26,0,0,0,0,0,87,97,0,0,8,0,0,0,0,0,0,0
2075,9,27,6638300,40659500,2,52,1,26,马坦枪27,0,0,0,0,0,90,101,0,0,9,0,0,0,0,0,0,0
2076,9,28,7638600,48298100,2,54,1,27,马坦枪28,0,0,0,0,0,94,105,0,0,9,0,0,0,0,0,0,0
2077,9,29,8748000,57046100,2,56,1,28,马坦枪29,0,0,0,0,0,97,108,0,0,9,0,0,0,0,0,0,0
2078,9,30,9974000,67020100,2,58,1,29,马坦枪30,0,0,0,0,0,100,112,0,0,10,0,0,0,0,0,0,0
2079,9,31,10246320,77266420,2,60,1,30,马坦枪31,0,0,0,0,0,104,116,0,0,10,0,0,0,0,0,0,0
2080,9,32,10534420,87800840,2,62,1,31,马坦枪32,0,0,0,0,0,108,120,0,0,10,0,0,0,0,0,0,0
2081,9,33,11334904,99135744,2,64,1,32,马坦枪33,0,0,0,0,0,110,123,0,0,11,0,0,0,0,0,0,0
2082,9,34,12010368,111146112,2,66,1,33,马坦枪34,0,0,0,0,0,114,127,0,0,11,0,0,0,0,0,0,0
2083,9,35,15268700,126414812,2,68,1,34,马坦枪35,0,0,0,0,0,117,131,0,0,11,0,0,0,0,0,0,0
2084,9,36,22118400,148533212,2,70,1,35,马坦枪36,0,0,0,0,0,121,135,0,0,12,0,0,0,0,0,0,0
2085,9,37,26449140,174982352,2,72,1,36,马坦枪37,0,0,0,0,0,124,138,0,0,12,0,0,0,0,0,0,0
2086,9,38,31365900,206348252,2,74,1,37,马坦枪38,0,0,0,0,0,127,142,0,0,12,0,0,0,0,0,0,0
2087,9,39,43076880,249425132,2,76,1,38,马坦枪39,0,0,0,0,0,131,146,0,0,13,0,0,0,0,0,0,0
2088,9,40,56131452,305556584,2,78,1,39,马坦枪40,0,0,0,0,0,135,150,0,0,13,0,0,0,0,0,0,0
2089,9,41,58556960,364113544,2,80,1,40,马坦枪41,0,0,0,0,0,137,153,0,0,13,0,0,0,0,0,0,0
2090,9,42,67699100,431812644,2,82,1,41,马坦枪42,0,0,0,0,0,141,157,0,0,14,0,0,0,0,0,0,0
2091,9,43,77879690,509692334,2,84,1,42,马坦枪43,0,0,0,0,0,144,161,0,0,14,0,0,0,0,0,0,0
2092,9,44,89181400,598873734,2,86,1,43,马坦枪44,0,0,0,0,0,148,165,0,0,14,0,0,0,0,0,0,0
2093,9,45,127840240,726713974,2,88,1,44,马坦枪45,0,0,0,0,0,151,168,0,0,15,0,0,0,0,0,0,0
2094,9,46,143740658,870454632,2,90,1,45,马坦枪46,0,0,0,0,0,154,172,0,0,15,0,0,0,0,0,0,0
2095,9,47,146862240,1017316872,2,92,1,46,马坦枪47,0,0,0,0,0,158,176,0,0,15,0,0,0,0,0,0,0
2096,9,48,161025360,1178342232,2,94,1,47,马坦枪48,0,0,0,0,0,162,180,0,0,16,0,0,0,0,0,0,0
2097,9,49,176258880,1354601112,2,96,1,48,马坦枪49,0,0,0,0,0,164,183,0,0,16,0,0,0,0,0,0,0
2098,9,50,216700110,1571301222,2,98,1,49,马坦枪50,0,0,0,0,0,168,187,0,0,16,0,0,0,0,0,0,0
2099,9,51,227373555,1798674777,2,100,1,50,马坦枪51,0,0,0,0,0,171,191,0,0,17,0,0,0,0,0,0,0
2100,9,52,233076480,2031751257,2,102,1,51,马坦枪52,0,0,0,0,0,175,195,0,0,17,0,0,0,0,0,0,0
2101,9,53,253489520,2285240777,2,104,1,52,马坦枪53,0,0,0,0,0,178,198,0,0,17,0,0,0,0,0,0,0
2102,9,54,275306480,2560547257,2,106,1,53,马坦枪54,0,0,0,0,0,181,202,0,0,18,0,0,0,0,0,0,0
2103,9,55,298598400,2859145657,2,108,1,54,马坦枪55,0,0,0,0,0,185,206,0,0,18,0,0,0,0,0,0,0
2104,9,56,367745520,3226891177,2,110,1,55,马坦枪56,0,0,0,0,0,189,210,0,0,18,0,0,0,0,0,0,0
2105,9,57,392459520,3619350697,2,112,1,56,马坦枪57,0,0,0,0,0,191,213,0,0,19,0,0,0,0,0,0,0
2106,9,58,418398640,4037749337,2,114,1,57,马坦枪58,0,0,0,0,0,195,217,0,0,19,0,0,0,0,0,0,0
2107,9,59,445602880,4483352217,2,116,1,58,马坦枪59,0,0,0,0,0,198,221,0,0,19,0,0,0,0,0,0,0
2108,9,60,474112640,4957464857,2,118,1,59,马坦枪60,0,0,0,0,0,202,225,0,0,20,0,0,0,0,0,0,0
2109,9,61,629961200,5587426057,2,120,1,60,马坦枪61,0,0,0,0,0,205,228,0,0,20,0,0,0,0,0,0,0
2110,9,62,669017200,6256443257,2,122,1,61,马坦枪62,0,0,0,0,0,208,232,0,0,20,0,0,0,0,0,0,0
2111,9,63,709861700,6966304957,2,124,1,62,马坦枪63,0,0,0,0,0,212,236,0,0,21,0,0,0,0,0,0,0
2112,9,64,752548400,7718853357,2,126,1,63,马坦枪64,0,0,0,0,0,216,240,0,0,21,0,0,0,0,0,0,0
2113,9,65,797132000,8515985357,2,128,1,64,马坦枪65,0,0,0,0,0,218,243,0,0,21,0,0,0,0,0,0,0
2114,9,66,843667800,9359653157,2,130,1,65,马坦枪66,0,0,0,0,0,222,247,0,0,22,0,0,0,0,0,0,0
2115,9,67,892212000,10251865157,2,132,1,66,马坦枪67,0,0,0,0,0,225,251,0,0,22,0,0,0,0,0,0,0
2116,9,68,942821600,11194686757,2,134,1,67,马坦枪68,0,0,0,0,0,229,255,0,0,22,0,0,0,0,0,0,0
2117,9,69,995554300,12190241057,2,136,1,68,马坦枪69,0,0,0,0,0,232,258,0,0,23,0,0,0,0,0,0,0
2118,9,70,1050468800,13240709857,2,138,1,69,马坦枪70,0,0,0,0,0,235,262,0,0,23,0,0,0,0,0,0,0
2119,9,71,1107624200,14348334057,2,140,1,70,马坦枪71,0,0,0,0,0,239,266,0,0,23,0,0,0,0,0,0,0
2120,9,72,1167081000,15515415057,2,142,1,71,马坦枪72,0,0,0,0,0,243,270,0,0,24,0,0,0,0,0,0,0
2121,9,73,1228899900,16744314957,2,144,1,72,马坦枪73,0,0,0,0,0,245,273,0,0,24,0,0,0,0,0,0,0
2122,9,74,1293142700,18037457657,2,146,1,73,马坦枪74,0,0,0,0,0,249,277,0,0,24,0,0,0,0,0,0,0
2123,9,75,1359872000,19397329657,2,148,1,74,马坦枪75,0,0,0,0,0,252,281,0,0,25,0,0,0,0,0,0,0
2124,9,76,1429151100,20826480757,2,150,1,75,马坦枪76,0,0,0,0,0,256,285,0,0,25,0,0,0,0,0,0,0
2125,9,77,1501044200,22327524957,2,152,1,76,马坦枪77,0,0,0,0,0,259,288,0,0,25,0,0,0,0,0,0,0
2126,9,78,1575616300,23903141257,2,154,1,77,马坦枪78,0,0,0,0,0,262,292,0,0,26,0,0,0,0,0,0,0
2127,9,79,1652932900,25556074157,2,156,1,78,马坦枪79,0,0,0,0,0,266,296,0,0,26,0,0,0,0,0,0,0
2128,9,80,1733060800,27289134957,2,158,1,79,马坦枪80,0,0,0,0,0,270,300,0,0,27,0,0,0,0,0,0,0
2129,9,81,1816067100,29105202057,2,160,1,80,马坦枪81,0,0,0,0,0,272,303,0,0,27,0,0,0,0,0,0,0
2130,9,82,1902020100,31007222157,2,162,1,81,马坦枪82,0,0,0,0,0,276,307,0,0,27,0,0,0,0,0,0,0
2131,9,83,1990988600,32998210757,2,164,1,82,马坦枪83,0,0,0,0,0,279,311,0,0,28,0,0,0,0,0,0,0
2132,9,84,2083042400,35081253157,2,166,1,83,马坦枪84,0,0,0,0,0,283,315,0,0,28,0,0,0,0,0,0,0
2133,9,85,2178252000,37259505157,2,168,1,84,马坦枪85,0,0,0,0,0,286,318,0,0,28,0,0,0,0,0,0,0
2134,9,86,2276688700,39536193857,2,170,1,85,马坦枪86,0,0,0,0,0,289,322,0,0,29,0,0,0,0,0,0,0
2135,9,87,2378424600,41914618457,2,172,1,86,马坦枪87,0,0,0,0,0,293,326,0,0,29,0,0,0,0,0,0,0
2136,9,88,2483532700,44398151157,2,174,1,87,马坦枪88,0,0,0,0,0,297,330,0,0,29,0,0,0,0,0,0,0
2137,9,89,2592086500,46990237657,2,176,1,88,马坦枪89,0,0,0,0,0,299,333,0,0,30,0,0,0,0,0,0,0
2138,9,90,2704160800,49694398457,2,178,1,89,马坦枪90,0,0,0,0,0,303,337,0,0,30,0,0,0,0,0,0,0
2139,9,91,2819830600,52514229057,2,180,1,90,马坦枪91,0,0,0,0,0,306,341,0,0,30,0,0,0,0,0,0,0
2140,9,92,2939172100,55453401157,2,182,1,91,马坦枪92,0,0,0,0,0,310,345,0,0,31,0,0,0,0,0,0,0
2141,9,93,3062262300,58515663457,2,184,1,92,马坦枪93,0,0,0,0,0,313,348,0,0,31,0,0,0,0,0,0,0
2142,9,94,3189178800,61704842257,2,186,1,93,马坦枪94,0,0,0,0,0,316,352,0,0,31,0,0,0,0,0,0,0
2143,9,95,3320000000,65024842257,2,188,1,94,马坦枪95,0,0,0,0,0,320,356,0,0,32,0,0,0,0,0,0,0
2144,9,96,3454805300,68479647557,2,190,1,95,马坦枪96,0,0,0,0,0,324,360,0,0,32,0,0,0,0,0,0,0
2145,9,97,3593674800,72073322357,2,192,1,96,马坦枪97,0,0,0,0,0,326,363,0,0,32,0,0,0,0,0,0,0
2146,9,98,3736689200,75810011557,2,194,1,97,马坦枪98,0,0,0,0,0,330,367,0,0,33,0,0,0,0,0,0,0
2147,9,99,3883930400,79693941957,2,196,1,98,马坦枪99,0,0,0,0,0,333,371,0,0,33,0,0,0,0,0,0,0
2148,9,100,4035480800,83729422757,2,198,1,99,马坦枪100,0,0,0,0,0,337,375,0,0,33,0,0,0,0,0,0,0
2305,10,1,7200,7200,0,0,0,0,单手剑1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2306,10,2,11200,18400,2,2,1,1,单手剑2,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0
2307,10,3,16600,35000,2,4,1,2,单手剑3,0,0,0,6,7,0,0,0,0,0,1,0,0,0,0,0,0
2308,10,4,23300,58300,2,6,1,3,单手剑4,0,0,0,9,10,0,0,0,0,0,1,0,0,0,0,0,0
2309,10,5,31600,89900,2,8,1,4,单手剑5,0,0,0,10,12,0,0,0,0,0,1,0,0,0,0,0,0
2310,10,6,41600,131500,2,10,1,5,单手剑6,0,0,0,13,15,0,0,0,0,0,2,0,0,0,0,0,0
2311,10,7,53500,185000,2,12,1,6,单手剑7,0,0,0,15,17,0,0,0,0,0,2,0,0,0,0,0,0
2312,10,8,67400,252400,2,14,1,7,单手剑8,0,0,0,18,20,0,0,0,0,0,2,0,0,0,0,0,0
2313,10,9,108000,360400,2,16,1,8,单手剑9,0,0,0,19,22,0,0,0,0,0,3,0,0,0,0,0,0
2314,10,10,158100,518500,2,18,1,9,单手剑10,0,0,0,22,25,0,0,0,0,0,3,0,0,0,0,0,0
2315,10,11,223900,742400,2,20,1,10,单手剑11,0,0,0,24,27,0,0,0,0,0,3,0,0,0,0,0,0
2316,10,12,308500,1050900,2,22,1,11,单手剑12,0,0,0,27,30,0,0,0,0,0,4,0,0,0,0,0,0
2317,10,13,414900,1465800,2,24,1,12,单手剑13,0,0,0,28,32,0,0,0,0,0,4,0,0,0,0,0,0
2318,10,14,546800,2012600,2,26,1,13,单手剑14,0,0,0,31,35,0,0,0,0,0,4,0,0,0,0,0,0
2319,10,15,707800,2720400,2,28,1,14,单手剑15,0,0,0,33,37,0,0,0,0,0,5,0,0,0,0,0,0
2320,10,16,902000,3622400,2,30,1,15,单手剑16,0,0,0,36,40,0,0,0,0,0,5,0,0,0,0,0,0
2321,10,17,1133700,4756100,2,32,1,16,单手剑17,0,0,0,37,42,0,0,0,0,0,5,0,0,0,0,0,0
2322,10,18,1407500,6163600,2,34,1,17,单手剑18,0,0,0,40,45,0,0,0,0,0,6,0,0,0,0,0,0
2323,10,19,1728000,7891600,2,36,1,18,单手剑19,0,0,0,42,47,0,0,0,0,0,6,0,0,0,0,0,0
2324,10,20,2100400,9992000,2,38,1,19,单手剑20,0,0,0,45,50,0,0,0,0,0,6,0,0,0,0,0,0
2325,10,21,2530000,12522000,2,40,1,20,单手剑21,0,0,0,46,52,0,0,0,0,0,7,0,0,0,0,0,0
2326,10,22,3022300,15544300,2,42,1,21,单手剑22,0,0,0,49,55,0,0,0,0,0,7,0,0,0,0,0,0
2327,10,23,3583200,19127500,2,44,1,22,单手剑23,0,0,0,51,57,0,0,0,0,0,7,0,0,0,0,0,0
2328,10,24,4218800,23346300,2,46,1,23,单手剑24,0,0,0,54,60,0,0,0,0,0,8,0,0,0,0,0,0
2329,10,25,4935300,28281600,2,48,1,24,单手剑25,0,0,0,55,62,0,0,0,0,0,8,0,0,0,0,0,0
2330,10,26,5739600,34021200,2,50,1,25,单手剑26,0,0,0,58,65,0,0,0,0,0,8,0,0,0,0,0,0
2331,10,27,6638300,40659500,2,52,1,26,单手剑27,0,0,0,60,67,0,0,0,0,0,9,0,0,0,0,0,0
2332,10,28,7638600,48298100,2,54,1,27,单手剑28,0,0,0,63,70,0,0,0,0,0,9,0,0,0,0,0,0
2333,10,29,8748000,57046100,2,56,1,28,单手剑29,0,0,0,64,72,0,0,0,0,0,9,0,0,0,0,0,0
2334,10,30,9974000,67020100,2,58,1,29,单手剑30,0,0,0,67,75,0,0,0,0,0,10,0,0,0,0,0,0
2335,10,31,10246320,77266420,2,60,1,30,单手剑31,0,0,0,69,77,0,0,0,0,0,10,0,0,0,0,0,0
2336,10,32,10534420,87800840,2,62,1,31,单手剑32,0,0,0,72,80,0,0,0,0,0,10,0,0,0,0,0,0
2337,10,33,11334904,99135744,2,64,1,32,单手剑33,0,0,0,73,82,0,0,0,0,0,11,0,0,0,0,0,0
2338,10,34,12010368,111146112,2,66,1,33,单手剑34,0,0,0,76,85,0,0,0,0,0,11,0,0,0,0,0,0
2339,10,35,15268700,126414812,2,68,1,34,单手剑35,0,0,0,78,87,0,0,0,0,0,11,0,0,0,0,0,0
2340,10,36,22118400,148533212,2,70,1,35,单手剑36,0,0,0,81,90,0,0,0,0,0,12,0,0,0,0,0,0
2341,10,37,26449140,174982352,2,72,1,36,单手剑37,0,0,0,82,92,0,0,0,0,0,12,0,0,0,0,0,0
2342,10,38,31365900,206348252,2,74,1,37,单手剑38,0,0,0,85,95,0,0,0,0,0,12,0,0,0,0,0,0
2343,10,39,43076880,249425132,2,76,1,38,单手剑39,0,0,0,87,97,0,0,0,0,0,13,0,0,0,0,0,0
2344,10,40,56131452,305556584,2,78,1,39,单手剑40,0,0,0,90,100,0,0,0,0,0,13,0,0,0,0,0,0
2345,10,41,58556960,364113544,2,80,1,40,单手剑41,0,0,0,91,102,0,0,0,0,0,13,0,0,0,0,0,0
2346,10,42,67699100,431812644,2,82,1,41,单手剑42,0,0,0,94,105,0,0,0,0,0,14,0,0,0,0,0,0
2347,10,43,77879690,509692334,2,84,1,42,单手剑43,0,0,0,96,107,0,0,0,0,0,14,0,0,0,0,0,0
2348,10,44,89181400,598873734,2,86,1,43,单手剑44,0,0,0,99,110,0,0,0,0,0,14,0,0,0,0,0,0
2349,10,45,127840240,726713974,2,88,1,44,单手剑45,0,0,0,100,112,0,0,0,0,0,15,0,0,0,0,0,0
2350,10,46,143740658,870454632,2,90,1,45,单手剑46,0,0,0,103,115,0,0,0,0,0,15,0,0,0,0,0,0
2351,10,47,146862240,1017316872,2,92,1,46,单手剑47,0,0,0,105,117,0,0,0,0,0,15,0,0,0,0,0,0
2352,10,48,161025360,1178342232,2,94,1,47,单手剑48,0,0,0,108,120,0,0,0,0,0,16,0,0,0,0,0,0
2353,10,49,176258880,1354601112,2,96,1,48,单手剑49,0,0,0,109,122,0,0,0,0,0,16,0,0,0,0,0,0
2354,10,50,216700110,1571301222,2,98,1,49,单手剑50,0,0,0,112,125,0,0,0,0,0,16,0,0,0,0,0,0
2355,10,51,227373555,1798674777,2,100,1,50,单手剑51,0,0,0,114,127,0,0,0,0,0,17,0,0,0,0,0,0
2356,10,52,233076480,2031751257,2,102,1,51,单手剑52,0,0,0,117,130,0,0,0,0,0,17,0,0,0,0,0,0
2357,10,53,253489520,2285240777,2,104,1,52,单手剑53,0,0,0,118,132,0,0,0,0,0,17,0,0,0,0,0,0
2358,10,54,275306480,2560547257,2,106,1,53,单手剑54,0,0,0,121,135,0,0,0,0,0,18,0,0,0,0,0,0
2359,10,55,298598400,2859145657,2,108,1,54,单手剑55,0,0,0,123,137,0,0,0,0,0,18,0,0,0,0,0,0
2360,10,56,367745520,3226891177,2,110,1,55,单手剑56,0,0,0,126,140,0,0,0,0,0,18,0,0,0,0,0,0
2361,10,57,392459520,3619350697,2,112,1,56,单手剑57,0,0,0,127,142,0,0,0,0,0,19,0,0,0,0,0,0
2362,10,58,418398640,4037749337,2,114,1,57,单手剑58,0,0,0,130,145,0,0,0,0,0,19,0,0,0,0,0,0
2363,10,59,445602880,4483352217,2,116,1,58,单手剑59,0,0,0,132,147,0,0,0,0,0,19,0,0,0,0,0,0
2364,10,60,474112640,4957464857,2,118,1,59,单手剑60,0,0,0,135,150,0,0,0,0,0,20,0,0,0,0,0,0
2365,10,61,629961200,5587426057,2,120,1,60,单手剑61,0,0,0,136,152,0,0,0,0,0,20,0,0,0,0,0,0
2366,10,62,669017200,6256443257,2,122,1,61,单手剑62,0,0,0,139,155,0,0,0,0,0,20,0,0,0,0,0,0
2367,10,63,709861700,6966304957,2,124,1,62,单手剑63,0,0,0,141,157,0,0,0,0,0,21,0,0,0,0,0,0
