TID,Type,TermsTID,Name,EngName,Price,bCreate,Icon,Model,reqPCType,reqItem1,reqItemCount1,reqItem2,reqItemCount2,reqItem3,reqItemCount3
15291,5,3|5|1,Face3-5-1,,20,1,820351,p_m_f_face_0351_lod.bif,4,,,,,,
15292,5,3|5|2,Face3-5-2,,20,1,820352,p_m_f_face_0352_lod.bif,4,,,,,,
15293,5,3|5|3,Face3-5-3,,20,1,820353,p_m_f_face_0353_lod.bif,4,,,,,,
15294,5,3|5|4,Face3-5-4,,20,1,820354,p_m_f_face_0354_lod.bif,4,,,,,,
15295,5,3|5|5,Face3-5-5,,20,1,820355,p_m_f_face_0355_lod.bif,4,,,,,,
15296,5,3|5|6,Face3-5-6,,20,1,820356,p_m_f_face_0356_lod.bif,4,,,,,,
15297,5,3|5|7,Face3-5-7,,20,1,820357,p_m_f_face_0357_lod.bif,4,,,,,,
15300,5,3|6|0,Face3-6-0,,20,1,820360,p_m_f_face_0360_lod.nif,4,,,,,,
15301,5,3|6|1,Face3-6-1,,20,1,820361,p_m_f_face_0361_lod.bif,4,,,,,,
15302,5,3|6|2,Face3-6-2,,20,1,820362,p_m_f_face_0362_lod.bif,4,,,,,,
15303,5,3|6|3,Face3-6-3,,20,1,820363,p_m_f_face_0363_lod.bif,4,,,,,,
15304,5,3|6|4,Face3-6-4,,20,1,820364,p_m_f_face_0364_lod.bif,4,,,,,,
15305,5,3|6|5,Face3-6-5,,20,1,820365,p_m_f_face_0365_lod.bif,4,,,,,,
15306,5,3|6|6,Face3-6-6,,20,1,820366,p_m_f_face_0366_lod.bif,4,,,,,,
15307,5,3|6|7,Face3-6-7,,20,1,820367,p_m_f_face_0367_lod.bif,4,,,,,,
15310,5,3|7|0,Face3-7-0,,20,1,820370,p_m_f_face_0370_lod.nif,4,,,,,,
15311,5,3|7|1,Face3-7-1,,20,1,820371,p_m_f_face_0371_lod.bif,4,,,,,,
15312,5,3|7|2,Face3-7-2,,20,1,820372,p_m_f_face_0372_lod.bif,4,,,,,,
15313,5,3|7|3,Face3-7-3,,20,1,820373,p_m_f_face_0373_lod.bif,4,,,,,,
15314,5,3|7|4,Face3-7-4,,20,1,820374,p_m_f_face_0374_lod.bif,4,,,,,,
15315,5,3|7|5,Face3-7-5,,20,1,820375,p_m_f_face_0375_lod.bif,4,,,,,,
15316,5,3|7|6,Face3-7-6,,20,1,820376,p_m_f_face_0376_lod.bif,4,,,,,,
15317,5,3|7|7,Face3-7-7,,20,1,820377,p_m_f_face_0377_lod.bif,4,,,,,,
10304,5,4,Face4,,20,1,820400,p_m_f_face_0400_lod.nif,4,,,,,,
12290,5,4|0,Face4-0,,20,1,820400,p_m_f_face_0400_lod.nif,4,,,,,,
12291,5,4|1,Face4-1,,20,1,820410,p_m_f_face_0410_lod.nif,4,,,,,,
12292,5,4|2,Face4-2,,20,1,820420,p_m_f_face_0420_lod.nif,4,,,,,,
12293,5,4|3,Face4-3,,20,1,820430,p_m_f_face_0430_lod.nif,4,,,,,,
12294,5,4|4,Face4-4,,20,1,820440,p_m_f_face_0440_lod.nif,4,,,,,,
12295,5,4|5,Face4-5,,20,1,820450,p_m_f_face_0450_lod.nif,4,,,,,,
12296,5,4|6,Face4-6,,20,1,820460,p_m_f_face_0460_lod.nif,4,,,,,,
12297,5,4|7,Face4-7,,20,1,820470,p_m_f_face_0470_lod.nif,4,,,,,,
15320,5,4|0|0,Face4-0-0,,20,1,820400,p_m_f_face_0400_lod.nif,4,,,,,,
15321,5,4|0|1,Face4-0-1,,20,1,820401,p_m_f_face_0401_lod.bif,4,,,,,,
15322,5,4|0|2,Face4-0-2,,20,1,820402,p_m_f_face_0402_lod.bif,4,,,,,,
15323,5,4|0|3,Face4-0-3,,20,1,820403,p_m_f_face_0403_lod.bif,4,,,,,,
15324,5,4|0|4,Face4-0-4,,20,1,820404,p_m_f_face_0404_lod.bif,4,,,,,,
15325,5,4|0|5,Face4-0-5,,20,1,820405,p_m_f_face_0405_lod.bif,4,,,,,,
15326,5,4|0|6,Face4-0-6,,20,1,820406,p_m_f_face_0406_lod.bif,4,,,,,,
15327,5,4|0|7,Face4-0-7,,20,1,820407,p_m_f_face_0407_lod.bif,4,,,,,,
15330,5,4|1|0,Face4-1-0,,20,1,820410,p_m_f_face_0410_lod.nif,4,,,,,,
15331,5,4|1|1,Face4-1-1,,20,1,820411,p_m_f_face_0411_lod.bif,4,,,,,,
15332,5,4|1|2,Face4-1-2,,20,1,820412,p_m_f_face_0412_lod.bif,4,,,,,,
15333,5,4|1|3,Face4-1-3,,20,1,820413,p_m_f_face_0413_lod.bif,4,,,,,,
15334,5,4|1|4,Face4-1-4,,20,1,820414,p_m_f_face_0414_lod.bif,4,,,,,,
15335,5,4|1|5,Face4-1-5,,20,1,820415,p_m_f_face_0415_lod.bif,4,,,,,,
15336,5,4|1|6,Face4-1-6,,20,1,820416,p_m_f_face_0416_lod.bif,4,,,,,,
15337,5,4|1|7,Face4-1-7,,20,1,820417,p_m_f_face_0417_lod.bif,4,,,,,,
15340,5,4|2|0,Face4-2-0,,20,1,820420,p_m_f_face_0420_lod.nif,4,,,,,,
15341,5,4|2|1,Face4-2-1,,20,1,820421,p_m_f_face_0421_lod.bif,4,,,,,,
15342,5,4|2|2,Face4-2-2,,20,1,820422,p_m_f_face_0422_lod.bif,4,,,,,,
15343,5,4|2|3,Face4-2-3,,20,1,820423,p_m_f_face_0423_lod.bif,4,,,,,,
15344,5,4|2|4,Face4-2-4,,20,1,820424,p_m_f_face_0424_lod.bif,4,,,,,,
15345,5,4|2|5,Face4-2-5,,20,1,820425,p_m_f_face_0425_lod.bif,4,,,,,,
15346,5,4|2|6,Face4-2-6,,20,1,820426,p_m_f_face_0426_lod.bif,4,,,,,,
15347,5,4|2|7,Face4-2-7,,20,1,820427,p_m_f_face_0427_lod.bif,4,,,,,,
15350,5,4|3|0,Face4-3-0,,20,1,820430,p_m_f_face_0430_lod.nif,4,,,,,,
15351,5,4|3|1,Face4-3-1,,20,1,820431,p_m_f_face_0431_lod.bif,4,,,,,,
15352,5,4|3|2,Face4-3-2,,20,1,820432,p_m_f_face_0432_lod.bif,4,,,,,,
15353,5,4|3|3,Face4-3-3,,20,1,820433,p_m_f_face_0433_lod.bif,4,,,,,,
15354,5,4|3|4,Face4-3-4,,20,1,820434,p_m_f_face_0434_lod.bif,4,,,,,,
15355,5,4|3|5,Face4-3-5,,20,1,820435,p_m_f_face_0435_lod.bif,4,,,,,,
15356,5,4|3|6,Face4-3-6,,20,1,820436,p_m_f_face_0436_lod.bif,4,,,,,,
15357,5,4|3|7,Face4-3-7,,20,1,820437,p_m_f_face_0437_lod.bif,4,,,,,,
15360,5,4|4|0,Face4-4-0,,20,1,820440,p_m_f_face_0440_lod.nif,4,,,,,,
15361,5,4|4|1,Face4-4-1,,20,1,820441,p_m_f_face_0441_lod.bif,4,,,,,,
15362,5,4|4|2,Face4-4-2,,20,1,820442,p_m_f_face_0442_lod.bif,4,,,,,,
15363,5,4|4|3,Face4-4-3,,20,1,820443,p_m_f_face_0443_lod.bif,4,,,,,,
15364,5,4|4|4,Face4-4-4,,20,1,820444,p_m_f_face_0444_lod.bif,4,,,,,,
15365,5,4|4|5,Face4-4-5,,20,1,820445,p_m_f_face_0445_lod.bif,4,,,,,,
15366,5,4|4|6,Face4-4-6,,20,1,820446,p_m_f_face_0446_lod.bif,4,,,,,,
15367,5,4|4|7,Face4-4-7,,20,1,820447,p_m_f_face_0447_lod.bif,4,,,,,,
15370,5,4|5|0,Face4-5-0,,20,1,820450,p_m_f_face_0450_lod.nif,4,,,,,,
15371,5,4|5|1,Face4-5-1,,20,1,820451,p_m_f_face_0451_lod.bif,4,,,,,,
15372,5,4|5|2,Face4-5-2,,20,1,820452,p_m_f_face_0452_lod.bif,4,,,,,,
15373,5,4|5|3,Face4-5-3,,20,1,820453,p_m_f_face_0453_lod.bif,4,,,,,,
15374,5,4|5|4,Face4-5-4,,20,1,820454,p_m_f_face_0454_lod.bif,4,,,,,,
15375,5,4|5|5,Face4-5-5,,20,1,820455,p_m_f_face_0455_lod.bif,4,,,,,,
15376,5,4|5|6,Face4-5-6,,20,1,820456,p_m_f_face_0456_lod.bif,4,,,,,,
15377,5,4|5|7,Face4-5-7,,20,1,820457,p_m_f_face_0457_lod.bif,4,,,,,,
15380,5,4|6|0,Face4-6-0,,20,1,820460,p_m_f_face_0460_lod.nif,4,,,,,,
15381,5,4|6|1,Face4-6-1,,20,1,820461,p_m_f_face_0461_lod.bif,4,,,,,,
15382,5,4|6|2,Face4-6-2,,20,1,820462,p_m_f_face_0462_lod.bif,4,,,,,,
15383,5,4|6|3,Face4-6-3,,20,1,820463,p_m_f_face_0463_lod.bif,4,,,,,,
15384,5,4|6|4,Face4-6-4,,20,1,820464,p_m_f_face_0464_lod.bif,4,,,,,,
15385,5,4|6|5,Face4-6-5,,20,1,820465,p_m_f_face_0465_lod.bif,4,,,,,,
15386,5,4|6|6,Face4-6-6,,20,1,820466,p_m_f_face_0466_lod.bif,4,,,,,,
15387,5,4|6|7,Face4-6-7,,20,1,820467,p_m_f_face_0467_lod.bif,4,,,,,,
15390,5,4|7|0,Face4-7-0,,20,1,820470,p_m_f_face_0470_lod.nif,4,,,,,,
15391,5,4|7|1,Face4-7-1,,20,1,820471,p_m_f_face_0471_lod.bif,4,,,,,,
15392,5,4|7|2,Face4-7-2,,20,1,820472,p_m_f_face_0472_lod.bif,4,,,,,,
15393,5,4|7|3,Face4-7-3,,20,1,820473,p_m_f_face_0473_lod.bif,4,,,,,,
15394,5,4|7|4,Face4-7-4,,20,1,820474,p_m_f_face_0474_lod.bif,4,,,,,,
15395,5,4|7|5,Face4-7-5,,20,1,820475,p_m_f_face_0475_lod.bif,4,,,,,,
15396,5,4|7|6,Face4-7-6,,20,1,820476,p_m_f_face_0476_lod.bif,4,,,,,,
15397,5,4|7|7,Face4-7-7,,20,1,820477,p_m_f_face_0477_lod.bif,4,,,,,,
10400,5,0,Face0,,20,1,720000,p_d_m_face_0000_lod.nif,5,,,,,,
12300,5,0|0,Face0-0,,20,1,720000,p_d_m_face_0000_lod.nif,5,,,,,,
12301,5,0|1,Face0-1,,20,1,720010,p_d_m_face_0010_lod.nif,5,,,,,,
12302,5,0|2,Face0-2,,20,1,720020,p_d_m_face_0020_lod.nif,5,,,,,,
12303,5,0|3,Face0-3,,20,1,720030,p_d_m_face_0030_lod.nif,5,,,,,,
12304,5,0|4,Face0-4,,20,1,720040,p_d_m_face_0040_lod.nif,5,,,,,,
12305,5,0|5,Face0-5,,20,1,720050,p_d_m_face_0050_lod.nif,5,,,,,,
12306,5,0|6,Face0-6,,20,1,720060,p_d_m_face_0060_lod.nif,5,,,,,,
12307,5,0|7,Face0-7,,20,1,720070,p_d_m_face_0070_lod.nif,5,,,,,,
15400,5,0|0|0,Face0-0-0,,20,1,720000,p_d_m_face_0000_lod.nif,5,,,,,,
15401,5,0|0|1,Face0-0-1,,20,1,720001,p_d_m_face_0001_lod.bif,5,,,,,,
15402,5,0|0|2,Face0-0-2,,20,1,720002,p_d_m_face_0002_lod.bif,5,,,,,,
15403,5,0|0|3,Face0-0-3,,20,1,720003,p_d_m_face_0003_lod.bif,5,,,,,,
15404,5,0|0|4,Face0-0-4,,20,1,720004,p_d_m_face_0004_lod.bif,5,,,,,,
15405,5,0|0|5,Face0-0-5,,20,1,720005,p_d_m_face_0005_lod.bif,5,,,,,,
15406,5,0|0|6,Face0-0-6,,20,1,720006,p_d_m_face_0006_lod.bif,5,,,,,,
15407,5,0|0|7,Face0-0-7,,20,1,720007,p_d_m_face_0007_lod.bif,5,,,,,,
15410,5,0|1|0,Face0-1-0,,20,1,720010,p_d_m_face_0010_lod.nif,5,,,,,,
15411,5,0|1|1,Face0-1-1,,20,1,720011,p_d_m_face_0011_lod.bif,5,,,,,,
15412,5,0|1|2,Face0-1-2,,20,1,720012,p_d_m_face_0012_lod.bif,5,,,,,,
15413,5,0|1|3,Face0-1-3,,20,1,720013,p_d_m_face_0013_lod.bif,5,,,,,,
15414,5,0|1|4,Face0-1-4,,20,1,720014,p_d_m_face_0014_lod.bif,5,,,,,,
15415,5,0|1|5,Face0-1-5,,20,1,720015,p_d_m_face_0015_lod.bif,5,,,,,,
15416,5,0|1|6,Face0-1-6,,20,1,720016,p_d_m_face_0016_lod.bif,5,,,,,,
15417,5,0|1|7,Face0-1-7,,20,1,720017,p_d_m_face_0017_lod.bif,5,,,,,,
15420,5,0|2|0,Face0-2-0,,20,1,720020,p_d_m_face_0020_lod.nif,5,,,,,,
15421,5,0|2|1,Face0-2-1,,20,1,720021,p_d_m_face_0021_lod.bif,5,,,,,,
15422,5,0|2|2,Face0-2-2,,20,1,720022,p_d_m_face_0022_lod.bif,5,,,,,,
15423,5,0|2|3,Face0-2-3,,20,1,720023,p_d_m_face_0023_lod.bif,5,,,,,,
15424,5,0|2|4,Face0-2-4,,20,1,720024,p_d_m_face_0024_lod.bif,5,,,,,,
15425,5,0|2|5,Face0-2-5,,20,1,720025,p_d_m_face_0025_lod.bif,5,,,,,,
15426,5,0|2|6,Face0-2-6,,20,1,720026,p_d_m_face_0026_lod.bif,5,,,,,,
15427,5,0|2|7,Face0-2-7,,20,1,720027,p_d_m_face_0027_lod.bif,5,,,,,,
15430,5,0|3|0,Face0-3-0,,20,1,720030,p_d_m_face_0030_lod.nif,5,,,,,,
15431,5,0|3|1,Face0-3-1,,20,1,720031,p_d_m_face_0031_lod.bif,5,,,,,,
15432,5,0|3|2,Face0-3-2,,20,1,720032,p_d_m_face_0032_lod.bif,5,,,,,,
15433,5,0|3|3,Face0-3-3,,20,1,720033,p_d_m_face_0033_lod.bif,5,,,,,,
15434,5,0|3|4,Face0-3-4,,20,1,720034,p_d_m_face_0034_lod.bif,5,,,,,,
15435,5,0|3|5,Face0-3-5,,20,1,720035,p_d_m_face_0035_lod.bif,5,,,,,,
15436,5,0|3|6,Face0-3-6,,20,1,720036,p_d_m_face_0036_lod.bif,5,,,,,,
15437,5,0|3|7,Face0-3-7,,20,1,720037,p_d_m_face_0037_lod.bif,5,,,,,,
15440,5,0|4|0,Face0-4-0,,20,1,720040,p_d_m_face_0040_lod.nif,5,,,,,,
15441,5,0|4|1,Face0-4-1,,20,1,720041,p_d_m_face_0041_lod.bif,5,,,,,,
15442,5,0|4|2,Face0-4-2,,20,1,720042,p_d_m_face_0042_lod.bif,5,,,,,,
15443,5,0|4|3,Face0-4-3,,20,1,720043,p_d_m_face_0043_lod.bif,5,,,,,,
15444,5,0|4|4,Face0-4-4,,20,1,720044,p_d_m_face_0044_lod.bif,5,,,,,,
15445,5,0|4|5,Face0-4-5,,20,1,720045,p_d_m_face_0045_lod.bif,5,,,,,,
15446,5,0|4|6,Face0-4-6,,20,1,720046,p_d_m_face_0046_lod.bif,5,,,,,,
15447,5,0|4|7,Face0-4-7,,20,1,720047,p_d_m_face_0047_lod.bif,5,,,,,,
15450,5,0|5|0,Face0-5-0,,20,1,720050,p_d_m_face_0050_lod.nif,5,,,,,,
15451,5,0|5|1,Face0-5-1,,20,1,720051,p_d_m_face_0051_lod.bif,5,,,,,,
15452,5,0|5|2,Face0-5-2,,20,1,720052,p_d_m_face_0052_lod.bif,5,,,,,,
15453,5,0|5|3,Face0-5-3,,20,1,720053,p_d_m_face_0053_lod.bif,5,,,,,,
15454,5,0|5|4,Face0-5-4,,20,1,720054,p_d_m_face_0054_lod.bif,5,,,,,,
15455,5,0|5|5,Face0-5-5,,20,1,720055,p_d_m_face_0055_lod.bif,5,,,,,,
15456,5,0|5|6,Face0-5-6,,20,1,720056,p_d_m_face_0056_lod.bif,5,,,,,,
15457,5,0|5|7,Face0-5-7,,20,1,720057,p_d_m_face_0057_lod.bif,5,,,,,,
15460,5,0|6|0,Face0-6-0,,20,1,720060,p_d_m_face_0060_lod.nif,5,,,,,,
15461,5,0|6|1,Face0-6-1,,20,1,720061,p_d_m_face_0061_lod.bif,5,,,,,,
15462,5,0|6|2,Face0-6-2,,20,1,720062,p_d_m_face_0062_lod.bif,5,,,,,,
15463,5,0|6|3,Face0-6-3,,20,1,720063,p_d_m_face_0063_lod.bif,5,,,,,,
15464,5,0|6|4,Face0-6-4,,20,1,720064,p_d_m_face_0064_lod.bif,5,,,,,,
15465,5,0|6|5,Face0-6-5,,20,1,720065,p_d_m_face_0065_lod.bif,5,,,,,,
15466,5,0|6|6,Face0-6-6,,20,1,720066,p_d_m_face_0066_lod.bif,5,,,,,,
15467,5,0|6|7,Face0-6-7,,20,1,720067,p_d_m_face_0067_lod.bif,5,,,,,,
15470,5,0|7|0,Face0-7-0,,20,1,720070,p_d_m_face_0070_lod.nif,5,,,,,,
15471,5,0|7|1,Face0-7-1,,20,1,720071,p_d_m_face_0071_lod.bif,5,,,,,,
15472,5,0|7|2,Face0-7-2,,20,1,720072,p_d_m_face_0072_lod.bif,5,,,,,,
15473,5,0|7|3,Face0-7-3,,20,1,720073,p_d_m_face_0073_lod.bif,5,,,,,,
15474,5,0|7|4,Face0-7-4,,20,1,720074,p_d_m_face_0074_lod.bif,5,,,,,,
15475,5,0|7|5,Face0-7-5,,20,1,720075,p_d_m_face_0075_lod.bif,5,,,,,,
15476,5,0|7|6,Face0-7-6,,20,1,720076,p_d_m_face_0076_lod.bif,5,,,,,,
15477,5,0|7|7,Face0-7-7,,20,1,720077,p_d_m_face_0077_lod.bif,5,,,,,,
10401,5,1,Face1,,20,1,720100,p_d_m_face_0100_lod.nif,5,,,,,,
12310,5,1|0,Face1-0,,20,1,720100,p_d_m_face_0100_lod.nif,5,,,,,,
12311,5,1|1,Face1-1,,20,1,720110,p_d_m_face_0110_lod.nif,5,,,,,,
12312,5,1|2,Face1-2,,20,1,720120,p_d_m_face_0120_lod.nif,5,,,,,,
12313,5,1|3,Face1-3,,20,1,720130,p_d_m_face_0130_lod.nif,5,,,,,,
12314,5,1|4,Face1-4,,20,1,720140,p_d_m_face_0140_lod.nif,5,,,,,,
12315,5,1|5,Face1-5,,20,1,720150,p_d_m_face_0150_lod.nif,5,,,,,,
12316,5,1|6,Face1-6,,20,1,720160,p_d_m_face_0160_lod.nif,5,,,,,,
12317,5,1|7,Face1-7,,20,1,720170,p_d_m_face_0170_lod.nif,5,,,,,,
15480,5,1|0|0,Face1-0-0,,20,1,720100,p_d_m_face_0100_lod.nif,5,,,,,,
15481,5,1|0|1,Face1-0-1,,20,1,720101,p_d_m_face_0101_lod.bif,5,,,,,,
15482,5,1|0|2,Face1-0-2,,20,1,720102,p_d_m_face_0102_lod.bif,5,,,,,,
15483,5,1|0|3,Face1-0-3,,20,1,720103,p_d_m_face_0103_lod.bif,5,,,,,,
15484,5,1|0|4,Face1-0-4,,20,1,720104,p_d_m_face_0104_lod.bif,5,,,,,,
15485,5,1|0|5,Face1-0-5,,20,1,720105,p_d_m_face_0105_lod.bif,5,,,,,,
15486,5,1|0|6,Face1-0-6,,20,1,720106,p_d_m_face_0106_lod.bif,5,,,,,,
15487,5,1|0|7,Face1-0-7,,20,1,720107,p_d_m_face_0107_lod.bif,5,,,,,,
15490,5,1|1|0,Face1-1-0,,20,1,720110,p_d_m_face_0110_lod.nif,5,,,,,,
15491,5,1|1|1,Face1-1-1,,20,1,720111,p_d_m_face_0111_lod.bif,5,,,,,,
15492,5,1|1|2,Face1-1-2,,20,1,720112,p_d_m_face_0112_lod.bif,5,,,,,,
15493,5,1|1|3,Face1-1-3,,20,1,720113,p_d_m_face_0113_lod.bif,5,,,,,,
15494,5,1|1|4,Face1-1-4,,20,1,720114,p_d_m_face_0114_lod.bif,5,,,,,,
15495,5,1|1|5,Face1-1-5,,20,1,720115,p_d_m_face_0115_lod.bif,5,,,,,,
15496,5,1|1|6,Face1-1-6,,20,1,720116,p_d_m_face_0116_lod.bif,5,,,,,,
15497,5,1|1|7,Face1-1-7,,20,1,720117,p_d_m_face_0117_lod.bif,5,,,,,,
15500,5,1|2|0,Face1-2-0,,20,1,720120,p_d_m_face_0120_lod.nif,5,,,,,,
15501,5,1|2|1,Face1-2-1,,20,1,720121,p_d_m_face_0121_lod.bif,5,,,,,,
15502,5,1|2|2,Face1-2-2,,20,1,720122,p_d_m_face_0122_lod.bif,5,,,,,,
15503,5,1|2|3,Face1-2-3,,20,1,720123,p_d_m_face_0123_lod.bif,5,,,,,,
15504,5,1|2|4,Face1-2-4,,20,1,720124,p_d_m_face_0124_lod.bif,5,,,,,,
15505,5,1|2|5,Face1-2-5,,20,1,720125,p_d_m_face_0125_lod.bif,5,,,,,,
15506,5,1|2|6,Face1-2-6,,20,1,720126,p_d_m_face_0126_lod.bif,5,,,,,,
15507,5,1|2|7,Face1-2-7,,20,1,720127,p_d_m_face_0127_lod.bif,5,,,,,,
15510,5,1|3|0,Face1-3-0,,20,1,720130,p_d_m_face_0130_lod.nif,5,,,,,,
15511,5,1|3|1,Face1-3-1,,20,1,720131,p_d_m_face_0131_lod.bif,5,,,,,,
15512,5,1|3|2,Face1-3-2,,20,1,720132,p_d_m_face_0132_lod.bif,5,,,,,,
15513,5,1|3|3,Face1-3-3,,20,1,720133,p_d_m_face_0133_lod.bif,5,,,,,,
15514,5,1|3|4,Face1-3-4,,20,1,720134,p_d_m_face_0134_lod.bif,5,,,,,,
15515,5,1|3|5,Face1-3-5,,20,1,720135,p_d_m_face_0135_lod.bif,5,,,,,,
15516,5,1|3|6,Face1-3-6,,20,1,720136,p_d_m_face_0136_lod.bif,5,,,,,,
15517,5,1|3|7,Face1-3-7,,20,1,720137,p_d_m_face_0137_lod.bif,5,,,,,,
15520,5,1|4|0,Face1-4-0,,20,1,720140,p_d_m_face_0140_lod.nif,5,,,,,,
15521,5,1|4|1,Face1-4-1,,20,1,720141,p_d_m_face_0141_lod.bif,5,,,,,,
15522,5,1|4|2,Face1-4-2,,20,1,720142,p_d_m_face_0142_lod.bif,5,,,,,,
15523,5,1|4|3,Face1-4-3,,20,1,720143,p_d_m_face_0143_lod.bif,5,,,,,,
15524,5,1|4|4,Face1-4-4,,20,1,720144,p_d_m_face_0144_lod.bif,5,,,,,,
15525,5,1|4|5,Face1-4-5,,20,1,720145,p_d_m_face_0145_lod.bif,5,,,,,,
15526,5,1|4|6,Face1-4-6,,20,1,720146,p_d_m_face_0146_lod.bif,5,,,,,,
15527,5,1|4|7,Face1-4-7,,20,1,720147,p_d_m_face_0147_lod.bif,5,,,,,,
15530,5,1|5|0,Face1-5-0,,20,1,720150,p_d_m_face_0150_lod.nif,5,,,,,,
15531,5,1|5|1,Face1-5-1,,20,1,720151,p_d_m_face_0151_lod.bif,5,,,,,,
15532,5,1|5|2,Face1-5-2,,20,1,720152,p_d_m_face_0152_lod.bif,5,,,,,,
15533,5,1|5|3,Face1-5-3,,20,1,720153,p_d_m_face_0153_lod.bif,5,,,,,,
15534,5,1|5|4,Face1-5-4,,20,1,720154,p_d_m_face_0154_lod.bif,5,,,,,,
15535,5,1|5|5,Face1-5-5,,20,1,720155,p_d_m_face_0155_lod.bif,5,,,,,,
15536,5,1|5|6,Face1-5-6,,20,1,720156,p_d_m_face_0156_lod.bif,5,,,,,,
15537,5,1|5|7,Face1-5-7,,20,1,720157,p_d_m_face_0157_lod.bif,5,,,,,,
15540,5,1|6|0,Face1-6-0,,20,1,720160,p_d_m_face_0160_lod.nif,5,,,,,,
15541,5,1|6|1,Face1-6-1,,20,1,720161,p_d_m_face_0161_lod.bif,5,,,,,,
15542,5,1|6|2,Face1-6-2,,20,1,720162,p_d_m_face_0162_lod.bif,5,,,,,,
15543,5,1|6|3,Face1-6-3,,20,1,720163,p_d_m_face_0163_lod.bif,5,,,,,,
15544,5,1|6|4,Face1-6-4,,20,1,720164,p_d_m_face_0164_lod.bif,5,,,,,,
15545,5,1|6|5,Face1-6-5,,20,1,720165,p_d_m_face_0165_lod.bif,5,,,,,,
15546,5,1|6|6,Face1-6-6,,20,1,720166,p_d_m_face_0166_lod.bif,5,,,,,,
15547,5,1|6|7,Face1-6-7,,20,1,720167,p_d_m_face_0167_lod.bif,5,,,,,,
15550,5,1|7|0,Face1-7-0,,20,1,720170,p_d_m_face_0170_lod.nif,5,,,,,,
15551,5,1|7|1,Face1-7-1,,20,1,720171,p_d_m_face_0171_lod.bif,5,,,,,,
15552,5,1|7|2,Face1-7-2,,20,1,720172,p_d_m_face_0172_lod.bif,5,,,,,,
15553,5,1|7|3,Face1-7-3,,20,1,720173,p_d_m_face_0173_lod.bif,5,,,,,,
15554,5,1|7|4,Face1-7-4,,20,1,720174,p_d_m_face_0174_lod.bif,5,,,,,,
15555,5,1|7|5,Face1-7-5,,20,1,720175,p_d_m_face_0175_lod.bif,5,,,,,,
15556,5,1|7|6,Face1-7-6,,20,1,720176,p_d_m_face_0176_lod.bif,5,,,,,,
15557,5,1|7|7,Face1-7-7,,20,1,720177,p_d_m_face_0177_lod.bif,5,,,,,,
10402,5,2,Face2,,20,1,720200,p_d_m_face_0200_lod.nif,5,,,,,,
12320,5,2|0,Face2-0,,20,1,720200,p_d_m_face_0200_lod.nif,5,,,,,,
12321,5,2|1,Face2-1,,20,1,720210,p_d_m_face_0210_lod.nif,5,,,,,,
12322,5,2|2,Face2-2,,20,1,720220,p_d_m_face_0220_lod.nif,5,,,,,,
12323,5,2|3,Face2-3,,20,1,720230,p_d_m_face_0230_lod.nif,5,,,,,,
12324,5,2|4,Face2-4,,20,1,720240,p_d_m_face_0240_lod.nif,5,,,,,,
12325,5,2|5,Face2-5,,20,1,720250,p_d_m_face_0250_lod.nif,5,,,,,,
12326,5,2|6,Face2-6,,20,1,720260,p_d_m_face_0260_lod.nif,5,,,,,,
12327,5,2|7,Face2-7,,20,1,720270,p_d_m_face_0270_lod.nif,5,,,,,,
15560,5,2|0|0,Face2-0-0,,20,1,720200,p_d_m_face_0200_lod.nif,5,,,,,,
15561,5,2|0|1,Face2-0-1,,20,1,720201,p_d_m_face_0201_lod.bif,5,,,,,,
15562,5,2|0|2,Face2-0-2,,20,1,720202,p_d_m_face_0202_lod.bif,5,,,,,,
15563,5,2|0|3,Face2-0-3,,20,1,720203,p_d_m_face_0203_lod.bif,5,,,,,,
15564,5,2|0|4,Face2-0-4,,20,1,720204,p_d_m_face_0204_lod.bif,5,,,,,,
15565,5,2|0|5,Face2-0-5,,20,1,720205,p_d_m_face_0205_lod.bif,5,,,,,,
15566,5,2|0|6,Face2-0-6,,20,1,720206,p_d_m_face_0206_lod.bif,5,,,,,,
15567,5,2|0|7,Face2-0-7,,20,1,720207,p_d_m_face_0207_lod.bif,5,,,,,,
15570,5,2|1|0,Face2-1-0,,20,1,720210,p_d_m_face_0210_lod.nif,5,,,,,,
15571,5,2|1|1,Face2-1-1,,20,1,720211,p_d_m_face_0211_lod.bif,5,,,,,,
15572,5,2|1|2,Face2-1-2,,20,1,720212,p_d_m_face_0212_lod.bif,5,,,,,,
15573,5,2|1|3,Face2-1-3,,20,1,720213,p_d_m_face_0213_lod.bif,5,,,,,,
15574,5,2|1|4,Face2-1-4,,20,1,720214,p_d_m_face_0214_lod.bif,5,,,,,,
15575,5,2|1|5,Face2-1-5,,20,1,720215,p_d_m_face_0215_lod.bif,5,,,,,,
15576,5,2|1|6,Face2-1-6,,20,1,720216,p_d_m_face_0216_lod.bif,5,,,,,,
15577,5,2|1|7,Face2-1-7,,20,1,720217,p_d_m_face_0217_lod.bif,5,,,,,,
15580,5,2|2|0,Face2-2-0,,20,1,720220,p_d_m_face_0220_lod.nif,5,,,,,,
15581,5,2|2|1,Face2-2-1,,20,1,720221,p_d_m_face_0221_lod.bif,5,,,,,,
15582,5,2|2|2,Face2-2-2,,20,1,720222,p_d_m_face_0222_lod.bif,5,,,,,,
