TID,WorldTID,PlaceType,PlaceTypeTID,Pos,Rotation,Radius,GroupNpc,State,WarView,PatrolPos
23277,2000,2,3632,3252.41|4815.51|230.31,0,0,0,0,0,
23278,2000,2,3631,3417.18|4850.56|246.99,0,0,0,0,0,
23279,2000,2,3631,3374.40|4874.59|232.80,0,0,0,0,0,
23280,2000,2,3631,3402.47|4842.58|245.59,0,0,0,0,0,
23281,2000,2,3631,3336.67|4805.08|239.97,0,0,0,0,0,
23282,2000,2,3631,3232.15|4839.92|225.82,0,0,0,0,0,
23283,2000,2,3631,3261.25|4818.09|230.14,0,0,0,0,0,
23284,2000,2,3651,3491.15|4694.90|252.54,0,0,0,0,0,
23285,2000,2,3651,3384.17|4739.32|238.90,0,0,0,0,0,
23286,2000,2,3651,3522.45|4664.98|253.41,0,0,0,0,0,
23287,2000,2,3651,3558.29|4733.88|253.54,0,0,0,0,0,
23288,2000,2,3651,3565.58|4662.70|252.36,0,0,0,0,0,
23289,2000,2,3651,3507.48|4637.81|253.25,0,0,0,0,0,
23291,2000,2,3651,3533.34|4681.41|253.37,0,0,0,0,0,
23292,2000,2,3651,3478.18|4650.24|253.17,0,0,0,0,0,
23293,2000,2,3651,3541.53|4767.25|256.02,0,0,0,0,0,
23294,2000,2,3651,3562.19|4678.41|252.87,0,0,0,0,0,
23295,2000,2,3652,3445.27|4661.38|250.38,1.71,0,0,0,0,
23296,2000,2,3651,3474.66|4682.92|253.10,0,0,0,0,0,
23299,2000,2,3651,3524.99|4654.39|252.87,3.35,0,0,0,0,
23300,2000,3,316,3169.40|4789.72|227.37,0,0,0,0,0,
23301,2000,3,316,3125.53|4751.96|233.18,3.39,0,0,0,0,
23302,2000,3,316,3131.90|4709.40|233.36,2.08,0,0,0,0,
23303,2000,3,316,3161.52|4716.73|233.72,0,0,0,0,0,
23304,2000,3,316,3120.64|4743.96|233.75,0,0,0,0,0,
23305,2000,3,316,3156.46|4777.05|229.28,0,0,0,0,0,
23306,2000,3,316,3135.65|4788.72|227.45,0,0,0,0,0,
23307,2000,3,316,3134.76|4770.04|232.67,1.4,0,0,0,0,
23308,2000,3,316,3175.99|4807.31|226.71,0,0,0,0,0,
23309,2000,3,316,3199.15|4725.42|233.42,0,0,0,0,0,
23311,2000,3,316,3151.82|4732.72|233.41,0,0,0,0,0,
23312,2000,3,315,3281.48|4851.92|230.09,0,0,0,0,0,
23313,2000,3,315,3227.14|4851.12|226.16,0,0,0,0,0,
23314,2000,3,315,3271.69|4861.46|229.63,0,0,0,0,0,
23315,2000,3,315,3251.12|4887.17|224.31,0,0,0,0,0,
23316,2000,3,315,3283.91|4838.60|230.78,0,0,0,0,0,
23317,2000,3,315,3329.06|4790.68|239.24,3.84,0,0,0,0,
23318,2000,3,315,3356.58|4837.69|244.04,1.52,0,0,0,0,
23319,2000,3,315,3360.04|4810.28|241.79,5.62,0,0,0,0,
23320,2000,3,315,3373.85|4781.12|239.43,4.15,0,0,0,0,
23321,2000,3,315,3413.82|4810.76|243.26,2.32,0,0,0,0,
23322,2000,3,315,3373.35|4853.31|244.04,5.22,0,0,0,0,
23323,2000,3,314,3317.02|5024.17|232.89,0,0,0,0,0,
23324,2000,3,314,3350.83|5017.62|234.55,0,0,0,0,0,
23325,2000,3,314,3337.31|5073.02|235.16,0,0,0,0,0,
23326,2000,3,314,3347.28|5039.68|235.38,0,0,0,0,0,
23327,2000,3,314,3382.53|5046.74|234.88,0,0,0,0,0,
23328,2000,3,314,3372.36|4976.26|234.89,0,0,0,0,0,
23329,2000,3,314,3349.73|4995.26|234.39,0,0,0,0,0,
23330,2000,3,314,3388.25|4991.71|235.38,0,0,0,0,0,
23331,2000,3,314,3413.95|5026.92|235.74,0,0,0,0,0,
23332,2000,3,314,3376.74|5024.10|235.43,0,0,0,0,0,
23333,2000,3,314,3318.28|5058.61|235.28,0,0,0,0,0,
23335,2000,3,317,3493.65|4653.97|252.88,3.53,0,0,0,0,
23336,2000,3,317,3520.03|4652.39|252.88,3.39,0,0,0,0,
23337,2000,3,317,3523.24|4635.93|253.27,0,0,0,0,0,
23338,2000,3,317,3550.60|4657.40|253.14,4.5,0,0,0,0,
23339,2000,3,317,3558.35|4669.86|252.19,3.72,0,0,0,0,
23340,2000,3,317,3545.88|4689.76|252.87,0,0,0,0,0,
23341,2000,3,317,3528.41|4676.74|253.29,0,0,0,0,0,
23342,2000,3,317,3494.06|4691.11|253.07,3.65,0,0,0,0,
23343,2000,3,317,3526.53|4664.14|253.12,5.72,0,0,0,0,
23344,2000,3,317,3563.66|4724.92|252.87,5.79,0,0,0,0,
23345,2000,3,317,3567.81|4686.12|252.87,0.56,0,0,0,0,
23347,2000,2,3661,3567.73|4881.28|266.38,0,0,0,0,0,
23348,2000,2,3661,3558.61|4906.68|269.85,0,0,0,0,0,
23350,2000,2,3661,3590.57|4938.01|269.96,0,0,0,0,0,
23351,2000,2,3661,3565.65|4949.86|268.48,0,0,0,0,0,
23352,2000,2,3661,3492.09|4980.66|251.87,0,0,0,0,0,
23353,2000,2,3661,3579.61|5002.40|269.55,0,0,0,0,0,
23354,2000,2,3661,3493.32|4938.93|252.24,0,0,0,0,0,
23355,2000,2,3661,3484.85|4904.88|251.90,0,0,0,0,0,
23356,2000,2,3661,3461.33|4883.21|251.96,0,0,0,0,0,
23357,2000,2,3661,3475.85|4952.63|252.04,0,0,0,0,0,
23358,2000,2,3661,3542.52|4978.26|263.29,0,0,0,0,0,
23359,2000,2,3662,3564.63|4903.65|269.98,0,0,0,0,0,
23360,2000,2,3662,3506.86|4947.35|253.80,0,0,0,0,0,
23363,2000,2,3662,3504.42|4979.87|252.82,0,0,0,0,0,
23364,2000,2,3662,3495.43|4969.11|252.24,0,0,0,0,0,
23365,2000,2,3663,3596.40|4991.31|269.87,0,0,0,0,0,
23366,2000,2,3663,3557.70|4981.68|267.39,0,0,0,0,0,
23367,2000,2,3663,3572.59|4924.90|269.85,0,0,0,0,0,
23368,2000,2,3663,3613.68|4923.02|269.58,0,0,0,0,0,
23369,2000,2,3663,3627.71|4928.62|269.45,0,0,0,0,0,
23370,2000,2,3663,3594.13|4957.37|270.03,0,0,0,0,0,
23371,2000,2,3663,3616.58|4951.99|269.94,0,0,0,0,0,
23372,2000,2,3665,3580.96|4991.20|269.56,1.68,0,0,0,0,
23373,2000,2,3663,3570.73|4992.37|270.14,0,0,0,0,0,
23374,2000,2,3661,3567.90|4924.17|269.85,0,0,0,0,0,
23375,2000,2,3662,3574.92|4901.90|269.91,0,0,0,0,0,
23376,2000,2,3662,3557.93|4929.81|270.08,0,0,0,0,0,
23377,2000,2,3662,3481.46|4893.82|252.25,0,0,0,0,0,
23378,2000,2,3662,3447.89|4917.38|251.92,0,0,0,0,0,
23379,2000,3,318,3554.16|4983.25|267.09,0,0,0,0,0,
23380,2000,3,318,3558.72|4938.60|269.16,0,0,0,0,0,
23381,2000,3,318,3593.22|4955.18|269.95,0,0,0,0,0,
23383,2000,3,318,3620.02|4954.72|269.85,0,0,0,0,0,
23384,2000,3,318,3576.74|4922.20|269.88,0,0,0,0,0,
23385,2000,3,318,3613.50|4927.34|269.45,0,0,0,0,0,
23386,2000,3,318,3590.17|4931.97|269.45,0,0,0,0,0,
23387,2000,3,318,3566.77|4946.10|268.68,0,0,0,0,0,
23388,2000,3,318,3567.87|4916.65|269.86,0,0,0,0,0,
23389,2000,3,319,3633.37|4934.28|269.45,5.92,0,0,0,0,
23395,2000,2,3661,3616.55|4896.54|269.52,0,0,0,0,0,
23396,2000,2,3671,3777.24|5041.08|286.85,0,0,0,0,0,
23397,2000,2,3671,3752.77|5036.55|290.68,0,0,0,0,0,
23398,2000,2,3671,3747.69|5040.76|290.91,0,0,0,0,0,
23399,2000,2,3671,3730.17|5065.21|291.43,0,0,0,0,0,
23400,2000,2,3671,3709.28|5059.98|291.31,0,0,0,0,0,
23401,2000,2,3671,3769.23|5063.11|291.12,0,0,0,0,0,
23402,2000,2,3671,3754.44|5085.76|291.20,0,0,0,0,0,
23403,2000,2,3671,3844.12|5078.24|290.95,0,0,0,0,0,
23404,2000,2,3671,3827.58|5072.47|291.20,0,0,0,0,0,
23405,2000,2,3671,3828.45|5050.77|291.20,0,0,0,0,0,
23406,2000,2,3671,3702.81|5065.05|291.94,0,0,0,0,0,
23407,2000,2,3673,3743.91|5026.91|291.21,0,0,0,0,0,
23408,2000,2,3672,3736.49|5078.75|291.10,0,0,0,0,0,
23409,2000,2,3672,3743.96|5050.63|291.30,0,0,0,0,0,
23410,2000,2,3672,3774.64|5067.62|291.20,0,0,0,0,0,
23411,2000,2,3672,3825.51|5076.55|291.26,0,0,0,0,0,
23412,2000,2,3672,3776.86|5095.90|291.20,0,0,0,0,0,
23413,2000,2,3681,3662.24|4790.45|279.32,5.72,0,0,0,0,
23414,2000,2,3681,3639.58|4805.93|279.61,3.74,0,0,0,0,
23415,2000,2,3681,3698.59|4792.75|280.20,1.13,0,0,0,0,
23416,2000,2,3681,3679.05|4794.84|279.68,0,0,0,0,0,
23417,2000,2,3681,3655.70|4685.83|258.97,0,0,0,0,0,
23418,2000,2,3683,3636.69|4742.64|279.98,0,0,0,0,0,
23419,2000,2,3682,3654.17|4805.87|279.79,3.44,0,0,0,0,
23420,2000,2,3682,3664.86|4660.43|266.14,4.1,0,0,0,0,
23422,2000,2,3682,3696.21|4696.03|272.42,0,0,0,0,0,
23423,2000,2,3682,3681.00|4803.57|279.38,0,0,0,0,0,
23424,2000,2,3682,3645.01|4767.68|279.78,0,0,0,0,0,
23425,2000,2,3682,3672.17|4782.26|279.97,0,0,0,0,0,
23426,2000,2,3682,3676.46|4754.90|278.96,0,0,0,0,0,
23427,2000,2,3681,3640.99|4760.64|280.13,0,0,0,0,0,
23428,2000,2,3681,3720.49|4658.92|269.54,0,0,0,0,0,
23429,2000,2,3721,3974.45|5045.91|315.38,0,0,0,0,0,
23430,2000,2,3721,3915.12|5036.85|319.52,0,0,0,0,0,
23433,2000,2,3721,4008.87|5068.14|315.18,0,0,0,0,0,
23434,2000,2,3721,3984.47|5061.90|314.98,0,0,0,0,0,
23435,2000,2,3721,3987.63|5039.52|315.35,0,0,0,0,0,
23436,2000,2,3721,3962.25|5040.56|315.47,0,0,0,0,0,
23437,2000,2,3721,3961.72|5018.91|315.20,0,0,0,0,0,
23438,2000,2,3721,3954.33|4992.00|315.18,0,0,0,0,0,
23439,2000,2,3722,3961.61|5024.64|315.34,0,0,0,0,0,
23440,2000,2,3722,3971.24|4998.41|315.37,0,0,0,0,0,
23442,2000,2,3722,3969.45|5069.72|315.35,0,0,0,0,0,
23443,2000,2,3722,3954.67|5049.26|315.34,0,0,0,0,0,
23446,2000,2,3721,3931.67|5076.27|316.15,2.76,0,0,0,0,
23447,2000,2,3721,3931.44|5023.51|319.44,0,0,0,0,0,
23448,2000,2,3723,3916.89|5024.49|319.69,0.65,0,0,0,0,
23449,2000,2,3721,3943.22|4957.72|315.75,0,0,0,0,0,
23450,2000,2,3721,3957.69|4954.94|315.48,0,0,0,0,0,
23451,2000,2,3711,4008.49|4956.83|323.28,0,0,0,0,0,
23452,2000,2,3711,4020.41|4957.96|323.18,0,0,0,0,0,
23453,2000,2,3711,4026.26|4975.33|323.17,0,0,0,0,0,
23454,2000,2,3711,4038.36|4970.83|323.37,0,0,0,0,0,
23455,2000,2,3711,4022.84|4939.17|323.17,0,0,0,0,0,
23456,2000,2,3711,4000.66|4947.34|323.18,0,0,0,0,0,
23457,2000,2,3711,4017.23|4922.01|322.92,0,0,0,0,0,
23458,2000,2,3711,4002.58|4926.08|323.17,0,0,0,0,0,
23459,2000,2,3711,4049.01|4870.17|330.34,0,0,0,0,0,
23460,2000,2,3711,3905.06|4966.43|301.98,0,0,0,0,0,
23461,2000,2,3711,3969.70|4907.21|320.37,0,0,0,0,0,
23469,2000,2,3703,4036.91|4738.06|290.67,3.89,0,0,0,0,
23478,2000,2,3701,4019.76|4680.61|290.18,0,0,0,0,0,
23484,2000,3,322,4011.60|4713.05|290.74,0,0,0,0,0,
23486,2000,3,322,3995.01|4663.02|290.19,0,0,0,0,0,
23488,2000,3,322,4001.46|4735.23|291.59,0,0,0,0,0,
23490,2000,3,322,4043.17|4685.23|290.69,0,0,0,0,0,
23491,2000,3,322,3970.70|4698.46|290.67,5.03,0,0,0,0,
23493,2000,3,323,4036.08|4960.34|323.17,0,0,0,0,0,
23494,2000,3,320,3707.51|5062.83|292.04,0.58,0,0,0,0,
23495,2000,3,320,3731.02|5071.86|291.28,4.71,0,0,0,0,
23496,2000,3,320,3762.71|5087.68|291.36,1.92,0,0,0,0,
23497,2000,3,320,3769.08|5072.67|291.20,4.75,0,0,0,0,
23498,2000,3,320,3694.84|5067.13|291.57,5.41,0,0,0,0,
23499,2000,3,320,3791.24|5000.78|276.27,0,0,0,0,0,
23500,2000,3,320,3829.19|5054.69|291.20,1.2,0,0,0,0,
23501,2000,3,320,3736.98|5046.10|291.28,5.25,0,0,0,0,
23502,2000,3,321,3750.64|5018.15|291.21,2.01,0,0,0,0,
23503,2000,3,321,3757.03|5080.44|291.21,6.25,0,0,0,0,
23504,2000,3,321,3720.99|5072.09|291.30,0,0,0,0,0,
23505,2000,3,321,3726.88|5082.59|291.21,0.77,0,0,0,0,
23506,2000,3,321,3720.90|5060.14|291.43,0,0,0,0,0,
23507,2000,3,321,3737.08|5011.65|291.20,4.1,0,0,0,0,
23509,2000,2,3711,4004.22|4827.59|341.85,0,0,0,0,0,
23510,2000,2,3711,3997.95|4763.19|313.16,0,0,0,0,0,
23511,2000,2,3711,4050.51|4828.38|335.02,0,0,0,0,0,
23512,2000,2,3711,4036.18|4768.11|316.29,0,0,0,0,0,
23513,2000,2,3671,3734.70|4951.14|269.68,0,0,0,0,0,
23514,2000,2,3671,3776.20|4919.92|271.55,0,0,0,0,0,
23515,2000,2,3671,3796.97|4990.29|275.19,0,0,0,0,0,
23516,2000,2,3671,3857.35|5013.27|292.08,0,0,0,0,0,
23517,2000,2,3671,3931.84|4946.28|313.97,0,0,0,0,0,
23518,2000,2,3671,3892.05|4967.01|299.20,0,0,0,0,0,
23519,2000,2,3671,3957.63|4932.18|317.87,0,0,0,0,0,
23520,2000,2,3672,3849.97|5017.14|291.48,0,0,0,0,0,
23521,2000,2,3672,3804.64|4965.48|273.44,0,0,0,0,0,
23522,2000,2,3672,3793.83|5003.14|277.09,0,0,0,0,0,
23523,2000,2,52513,5837.49|7392.16|70.02,5.76,0,0,0,0,
23524,2000,2,52513,5853.45|7390.75|69.52,2.71,0,0,0,0,
23525,2000,2,52514,5854.37|7372.09|71.25,0,0,0,0,0,
23526,2000,2,52513,5844.89|7359.87|74.10,0,0,0,0,0,
23527,2000,2,52513,5884.40|7358.39|70.93,0,0,0,0,0,
23528,2000,2,52513,5912.85|7333.54|73.00,0,0,0,0,0,
23529,2000,2,52513,5953.60|7341.17|72.36,0,0,0,0,0,
23531,2000,2,52513,5958.66|7325.92|73.49,0,0,0,0,0,
23532,2000,2,52513,5917.71|7344.82|72.29,0,0,0,0,0,
23533,2000,2,52513,5937.11|7374.92|69.16,0,0,0,0,0,
23534,2000,2,52513,6012.24|7314.27|75.11,0,0,0,0,0,
23535,2000,2,52513,6011.46|7333.04|75.54,0,0,0,0,0,
23536,2000,2,52513,5862.57|7332.87|76.18,0,0,0,0,0,
23537,2000,2,52513,5984.92|7317.02|73.64,0,0,0,0,0,
23538,2000,2,52514,6029.18|7273.54|83.72,0,0,0,0,0,
23539,2000,2,52513,6044.40|7267.20|88.06,0,0,0,0,0,
23540,2000,2,52513,5995.43|7275.27|80.17,0,0,0,0,0,
23541,2000,2,52544,6090.09|6825.05|75.21,0,0,0,0,0,
23542,2000,2,52544,6089.15|6852.58|72.58,0,0,0,0,0,
23543,2000,2,52544,6055.26|6842.83|77.81,0,0,0,0,0,
23544,2000,2,52544,6120.42|6848.90|72.49,0,0,0,0,0,
23545,2000,2,52541,5967.71|6823.51|84.93,0,0,0,0,0,
23546,2000,2,52541,5877.52|6851.37|95.00,0,0,0,0,0,
23547,2000,2,52544,6043.65|6901.32|73.74,0,0,0,0,0,
23548,2000,2,52544,6060.28|6901.24|73.95,0,0,0,0,0,
23549,2000,2,52591,6245.44|6279.26|79.40,0,0,0,0,0,
23550,2000,2,52574,6482.35|6516.20|78.43,0,0,0,0,0,
23553,2000,2,52571,6339.88|6391.10|74.50,0,0,0,0,0,
23554,2000,2,52571,6350.77|6421.17|76.17,0,0,0,0,0,
23555,2000,2,52578,6283.27|6400.40|74.24,0,0,0,0,0,
23556,2000,2,52578,6309.03|6418.34|72.46,0,0,0,0,0,
23557,2000,2,52578,6323.22|6404.97|73.51,0,0,0,0,0,
23558,2000,2,52578,6322.85|6350.54|71.75,0,0,0,0,0,
23559,2000,2,52578,6432.12|6351.53|72.32,0,0,0,0,0,
23560,2000,2,52578,6427.81|6365.60|74.49,0,0,0,0,0,
23561,2000,2,52578,6400.46|6419.00|79.75,0,0,0,0,0,
23562,2000,2,52578,6371.84|6433.51|80.19,0,0,0,0,0,
23563,2000,2,52578,6444.64|6339.12|71.46,0,0,0,0,0,
23564,2000,2,52578,6465.23|6368.03|71.54,0,0,0,0,0,
23565,2000,2,52578,6429.07|6380.08|75.26,0,0,0,0,0,
23566,2000,2,52571,6109.93|6359.03|72.31,0,0,0,0,0,
23567,2000,2,52571,6126.39|6339.50|72.43,0,0,0,0,0,
23568,2000,2,52571,6116.46|6428.78|72.07,0,0,0,0,0,
23569,2000,2,52572,6135.25|6358.83|72.43,0,0,0,0,0,
23570,2000,2,52578,6130.66|6355.53|72.43,0,0,0,0,0,
23571,2000,2,52578,6126.44|6413.60|72.07,0,0,0,0,0,
23572,2000,2,52578,6170.20|6393.94|74.68,0,0,0,0,0,
23573,2000,2,2516,2168.56|4228.17|121.63,0,0,0,0,0,
23574,2000,2,2516,2177.76|4244.49|126.12,0,0,0,0,0,
23575,2000,2,3121,2293.77|4505.07|161.75,3.12,0,0,0,0,
23576,2000,2,3121,2317.00|4502.38|162.62,2.91,0,0,0,0,
23577,2000,2,3121,2321.73|4502.23|162.60,3.63,0,0,0,0,
23578,2000,2,3121,2290.40|4504.87|161.63,3.42,0,0,0,0,
23579,2000,2,3121,2295.25|4513.08|163.33,2.76,0,0,0,0,
23580,2000,2,3121,2314.75|4510.49|164.53,4.8,0,0,0,0,
23581,2000,2,2501,2357.57|4500.94|160.83,0,0,0,0,0,
23582,2000,2,2501,2382.93|4514.36|166.11,0,0,0,0,0,
23583,2000,2,2501,2410.64|4499.59|174.27,0,0,0,0,0,
23584,2000,2,2501,2446.40|4474.52|174.57,0,0,0,0,0,
23585,2000,2,2501,2435.99|4456.54|172.39,0,0,0,0,0,
23586,2000,2,2501,2490.38|4458.16|180.59,0,0,0,0,0,
23587,2000,2,2501,2411.29|4486.44|174.55,0,0,0,0,0,
23588,2000,2,2501,2363.99|4478.68|163.47,0,0,0,0,0,
23589,2000,2,2501,2434.66|4526.59|173.36,0,0,0,0,0,
23590,2000,2,2518,2284.22|4282.65|139.24,0,0,0,0,0,
23591,2000,2,2508,2391.97|4272.61|144.23,0,0,0,0,0,
23592,2000,2,2508,2448.94|4287.54|148.56,0,0,0,0,0,
23593,2000,2,2508,2405.98|4294.45|149.51,0,0,0,0,0,
23594,2000,2,2508,2411.90|4284.29|147.67,0,0,0,0,0,
23595,2000,2,2508,2383.17|4266.40|142.23,0,0,0,0,0,
23596,2000,2,2508,2395.57|4250.65|140.95,0,0,0,0,0,
23597,2000,2,2508,2322.99|4297.02|140.16,0,0,0,0,0,
23598,2000,2,2508,2303.78|4293.99|139.65,0,0,0,0,0,
23599,2000,2,2518,2428.58|4274.03|146.11,0,0,0,0,0,
23600,2000,2,2518,2331.08|4302.43|140.24,0,0,0,0,0,
23601,2000,2,2518,2404.23|4266.85|144.19,0,0,0,0,0,
23602,2000,2,2518,2411.20|4282.45|147.22,0,0,0,0,0,
23603,2000,2,2518,2408.52|4275.68|145.87,0,0,0,0,0,
23604,2000,2,2508,2388.02|4262.86|142.07,0,0,0,0,0,
23605,2000,2,2524,2442.55|4152.18|120.48,0,0,0,0,0,
23606,2000,2,2524,2428.96|4158.33|123.58,0,0,0,0,0,
23607,2000,2,2524,2417.77|4140.97|121.11,0,0,0,0,0,
23608,2000,2,2524,2439.93|4145.37|119.57,0,0,0,0,0,
23609,2000,2,2512,2310.38|4226.67|115.02,0,0,0,0,0,
23610,2000,2,2512,2223.59|4193.44|117.97,0,0,0,0,0,
23611,2000,2,2512,2248.32|4151.95|120.12,0,0,0,0,0,
23612,2000,2,2512,2251.88|4177.05|119.51,0,0,0,0,0,
23613,2000,2,2512,2328.62|4246.29|114.88,0,0,0,0,0,
23614,2000,2,2512,2348.35|4210.20|115.90,0,0,0,0,0,
23615,2000,2,2512,2348.05|4195.42|117.18,0,0,0,0,0,
23616,2000,2,2512,2251.54|4138.63|119.74,0,0,0,0,0,
23617,2000,2,2512,2286.66|4134.70|118.03,0,0,0,0,0,
23618,2000,2,2512,2317.36|4143.93|121.24,0,0,0,0,0,
23619,2000,2,2511,2260.14|4135.90|119.12,0,0,0,0,0,
23620,2000,2,2511,2346.75|4185.96|118.95,0,0,0,0,0,
23621,2000,2,2511,2348.07|4160.84|124.02,0,0,0,0,0,
23622,2000,2,2513,2344.22|4232.55|114.99,0,0,0,0,0,
23623,2000,2,2513,2277.07|4135.15|118.13,0,0,0,0,0,
23624,2000,2,2512,2321.41|4179.80|118.06,0,0,0,0,0,
23625,2000,2,2512,2364.63|4153.68|124.25,0,0,0,0,0,
23626,2000,2,2512,2423.21|4193.08|128.67,0,0,0,0,0,
23627,2000,2,2512,2404.90|4192.98|128.51,0,0,0,0,0,
23628,2000,2,2541,2277.69|3823.54|66.54,0,0,0,0,0,
23629,2000,2,2541,2309.79|3850.16|66.46,0,0,0,0,0,
23630,2000,2,2541,2348.69|3850.03|67.10,0,0,0,0,0,
23631,2000,2,2541,2332.96|3876.29|70.40,0,0,0,0,0,
23634,2000,2,2542,2280.12|3862.27|65.42,0,0,0,0,0,
23635,2000,2,2561,2317.93|3545.67|58.73,0,0,0,0,0,
23636,2000,2,2561,2330.18|3545.20|58.79,0,0,0,0,0,
23637,2000,2,2561,2324.82|3497.28|49.62,0,0,0,0,0,
23638,2000,2,2581,2346.08|3450.43|35.81,0,0,0,0,0,
23639,2000,2,2581,2266.24|3417.58|32.42,0,0,0,0,0,
23640,2000,2,2581,2234.81|3407.56|31.84,0,0,0,0,0,
23641,2000,2,2581,2343.88|3428.39|35.91,0,0,0,0,0,
23642,2000,2,2581,2360.04|3444.27|33.18,0,0,0,0,0,
23643,2000,2,2581,2246.19|3390.94|30.58,0,0,0,0,0,
23644,2000,2,2581,2321.18|3464.31|41.25,0,0,0,0,0,
23645,2000,2,2581,2479.08|3423.82|35.15,0,0,0,0,0,
23646,2000,2,2581,2452.31|3417.01|34.98,0,0,0,0,0,
23647,2000,2,2583,2178.61|3189.76|57.34,0,0,0,0,0,
23648,2000,2,2571,2205.08|3266.69|56.55,0,0,0,0,0,
23649,2000,2,2636,3022.94|3530.91|43.03,0,0,0,0,0,
23650,2000,2,2636,3038.64|3522.13|43.26,0,0,0,0,0,
23651,2000,2,2632,2905.80|3370.40|20.15,0,0,0,0,0,
23652,2000,2,2632,2911.10|3386.65|23.09,0,0,0,0,0,
23653,2000,2,2632,2953.91|3387.00|24.45,0,0,0,0,0,
23654,2000,2,2632,2930.42|3380.36|22.41,0,0,0,0,0,
23655,2000,2,2632,2954.52|3375.84|21.30,0,0,0,0,0,
23656,2000,2,2632,2976.83|3352.25|18.00,0,0,0,0,0,
23657,2000,2,2632,2991.31|3381.41|24.69,0,0,0,0,0,
23658,2000,2,2632,3014.53|3421.20|29.40,0,0,0,0,0,
23659,2000,2,2632,2923.01|3431.15|28.14,0,0,0,0,0,
23660,2000,2,2632,2938.36|3410.34|26.68,0,0,0,0,0,
23661,2000,2,2632,2935.58|3442.47|28.60,0,0,0,0,0,
23662,2000,2,2632,2871.05|3457.82|28.86,0,0,0,0,0,
23663,2000,2,2632,2975.94|3474.48|29.09,0,0,0,0,0,
23664,2000,2,2632,2951.49|3351.90|19.06,0,0,0,0,0,
23665,2000,2,2651,2907.27|3225.00|59.88,0,0,0,0,0,
23666,2000,2,2651,2950.16|3225.36|60.68,0,0,0,0,0,
23667,2000,2,2651,2924.64|3249.28|61.19,0,0,0,0,0,
23668,2000,2,2651,2946.90|3267.37|60.67,0,0,0,0,0,
23669,2000,2,2651,2935.39|3270.91|60.67,0,0,0,0,0,
23670,2000,2,2651,2933.49|3220.58|60.66,0,0,0,0,0,
23671,2000,2,2652,2950.15|3232.34|60.73,0,0,0,0,0,
23672,2000,2,2652,2917.12|3237.24|60.03,0,0,0,0,0,
23673,2000,2,2652,2943.87|3273.59|60.67,0,0,0,0,0,
23674,2000,2,2652,2909.24|3231.30|60.00,0,0,0,0,0,
23675,2000,2,2652,2922.70|3216.22|59.85,0,0,0,0,0,
23676,2000,2,2652,2949.62|3259.57|60.67,0,0,0,0,0,
23677,2000,2,2652,2923.44|3273.27|60.47,0,0,0,0,0,
23678,2000,2,2651,2953.45|3243.82|60.67,0,0,0,0,0,
23679,2000,2,2651,2939.48|3258.11|60.81,0,0,0,0,0,
23680,2000,2,2651,2916.48|3244.55|60.31,0,0,0,0,0,
23681,2000,2,2642,2868.39|3241.44|59.85,0,0,0,0,0,
23682,2000,2,2642,2862.41|3215.42|59.35,0,0,0,0,0,
23683,2000,2,2642,2765.82|3164.53|54.21,0,0,0,0,0,
23684,2000,2,2642,2835.64|3219.06|58.91,0,0,0,0,0,
23686,2000,2,2641,2767.01|3226.77|55.20,0,0,0,0,0,
23687,2000,2,2626,2755.34|3571.75|27.93,0,0,0,0,0,
23688,2000,2,2626,2767.12|3528.54|25.67,0,0,0,0,0,
23691,2000,2,52506,5921.20|7638.27|88.17,0,0,0,0,0,
23692,2000,2,52536,5735.21|7056.87|84.13,0,0,0,0,0,
23694,2000,2,4004,2842.11|4800.00|176.48,0.38,0,0,0,0,
23695,2000,2,4033,2793.99|4544.04|157.94,3.68,0,0,0,0,
23696,2000,2,4044,2792.57|4246.75|163.79,0.44,0,0,0,0,
23697,2000,2,4055,2823.97|4191.00|152.02,4.05,0,0,0,0,
23698,2000,2,4074,2886.51|4832.21|181.71,1.57,0,0,0,0,
23699,2000,2,4063,2963.71|4662.13|187.07,2.04,0,0,0,0,
23700,2000,2,4083,3281.07|5002.26|223.68,3.25,0,0,0,0,
23701,2000,2,4093,3216.68|4737.02|235.48,0.8,0,0,0,0,
23702,2000,2,4092,3219.14|4735.20|235.76,0.84,0,0,0,0,
23704,2000,2,4141,3948.77|4732.46|305.30,1.85,0,0,0,0,
23713,2000,2,4001,2727.02|4866.60|175.32,1.33,0,0,0,0,
23715,2000,2,4002,2727.08|4875.09|174.83,1.64,0,0,0,0,
23717,2000,2,4012,2823.76|5024.33|175.31,6.27,0,0,0,0,
23718,2000,2,4013,2830.37|5043.32|175.14,4.8,0,0,0,0,
23720,2000,2,4021,2831.78|4651.59|163.23,1.03,0,0,0,0,
23721,2000,2,4022,2849.04|4661.66|163.06,4.94,0,0,0,0,
23722,2000,2,4023,2827.22|4655.04|163.21,0.79,0,0,0,0,
23726,2000,2,4031,2668.76|4450.10|158.15,1.73,0,0,0,0,
23727,2000,2,4032,2669.75|4453.47|158.31,1.78,0,0,0,0,
23728,2000,2,4034,2671.02|4444.20|157.55,0.87,0,0,0,0,
23729,2000,2,4041,2723.30|4186.22|154.11,2.88,0,0,0,0,
23730,2000,2,4042,2735.30|4191.54|153.90,3.25,0,0,0,0,
23731,2000,2,4043,2737.11|4188.81|153.61,4.64,0,0,0,0,
