TID,Type,Name,Attrib
3064,2,绝对者之塔,BloomPower|0.8|Dimmer|1.8|EnvColor|7782906|EnvLUTFile|LUT_Jungle.bmp|EnvSoundFile1|Area_Battle_01.ogg|FarDOF|0.1|FogColor|1468574|FogDensity|0.3|FogDistance|0.05|FogExp|1.0|FogHeight|0.015|FogHeightColor|16874|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|10204121|RimPower|1|SSSColor|136|ShadowBrightness|0.3|ShadowColor|4414055|SkySpecularPower|4|SpecularBoost|0.8|
4047,3,绝对者之塔天空,CenterCloud|3|CenterCloudColor|2730477|CenterRotationTime|400|FrontCloud|3|FrontCloudColor|5607408|FrontRotationTime|1000|HorizonColor|14412018|HorizonHeight|0.5|LensFlareIndex|2|LensFlareSize||MoonColor|0|MoonImage|0|MoonSize|0.0|RearCloud|3|RearCloudColor|4527963|RearRotationTime|200|SkyColor|2035241|StarColor|0|SunColor|7790590|SunGlowStrenth|1.3|SunStrenth|0|TwinkleSize|1.0|TwinkleSpeed||
4048,3,绿色白天天空,CenterCloud|0|CenterCloudColor|4227361|CenterRotationTime|2400.0|FrontCloud|0|FrontCloudColor|14548696|FrontRotationTime|1200.0|HorizonColor|12242475|HorizonHeight|0.7|LensFlareIndex|0|LensFlareSize||MoonColor|37246|MoonImage|1|MoonSize|2|RearCloud|0|RearCloudColor|6522648|RearRotationTime|2400|SkyColor|2498564|StarColor|260283|SunColor|499354|SunGlowStrenth|1.5|SunStrenth|1.0|TwinkleSize|1.0|TwinkleSpeed||
2006,1,火山灰,SnowAlpha|0.5|SnowColor|0|SnowCount|100|SnowDropAlpha|0.3|SnowDropAniSpeed|1.0|SnowScale|1|SnowSoundFile1|Mute_Sound_02.ogg|SnowSpeed|0.1|
2007,1,绿眼,SnowAlpha|1|SnowColor|6356979|SnowCount|100|SnowDropAlpha|0.3|SnowDropAniSpeed|1.0|SnowScale|0.5|SnowSoundFile1|Mute_Sound_02.ogg|SnowSpeed|0.8|
4049,3,绿色早上天空,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|2400.0|FrontCloud|0|FrontCloudColor|16777215|FrontRotationTime|1200.0|HorizonColor|10215935|HorizonHeight|0.5|LensFlareIndex|2|LensFlareSize||MoonColor|416746|MoonImage|1|MoonSize|2|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|6373637|StarColor|6943228|SunColor|16777215|SunGlowStrenth|1.2|SunStrenth|1|TwinkleSize|1.0|TwinkleSpeed||
4050,3,绿色中午天空,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|2400.0|FrontCloud|0|FrontCloudColor|16777215|FrontRotationTime|1200.0|HorizonColor|15334620|HorizonHeight|0.7|LensFlareIndex|0|LensFlareSize||MoonColor|16777215|MoonImage|0|MoonSize|2|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|7100672|StarColor|8125943|SunColor|14155667|SunGlowStrenth|1.2|SunStrenth|1.0|TwinkleSize|1.0|TwinkleSpeed||
4051,3,绿色夜晚天空,CenterCloud|0|CenterCloudColor|16777215|CenterRotationTime|2400.0|FrontCloud|0|FrontCloudColor|16777215|FrontRotationTime|1200.0|HorizonColor|6457855|HorizonHeight|0.5|LensFlareIndex|0.0|LensFlareSize||MoonColor|12777989|MoonImage|0|MoonSize|2|RearCloud|0|RearCloudColor|16777215|RearRotationTime|4800.0|SkyColor|5723904|StarColor|2162068|SunColor|8232955|SunGlowStrenth|1.3|SunStrenth|1|TwinkleSize|1.0|TwinkleSpeed||
2008,1,红眼,SnowAlpha|0.5|SnowColor|2700474|SnowCount|500|SnowDropAlpha|0.3|SnowDropAniSpeed|1.0|SnowScale|1.2|SnowSoundFile1|Mute_Sound_02.ogg|SnowSpeed|0.1|
3065,2,彩虹平原白天,BloomPower|1|Dimmer|1.5|EnvColor|10249602|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Amb_Insect_Night_01.ogg|FarDOF|0.1|FogColor|5322792|FogDensity|0.4|FogDistance|0.05|FogExp|1.0|FogHeight|0.015|FogHeightColor|4657934|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|13666992|RimPower|1|SSSColor|64|ShadowBrightness|0.3|ShadowColor|10378842|SkySpecularPower|2.5|SpecularBoost|0.8|
3066,2,彩虹平原早上,BloomPower|0.8|Dimmer|1.5|EnvColor|2339279|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Amb_Insect_Day_01.ogg|FarDOF|0.1|FogColor|7645895|FogDensity|0.45|FogDistance|0.035|FogExp|1.0|FogHeight|0.03|FogHeightColor|4744851|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|12968941|RimPower|1|SSSColor|330554|ShadowBrightness|0.3|ShadowColor|10506322|SkySpecularPower|3|SpecularBoost|0.8|
3067,2,彩虹平原中午,BloomPower|0.7|Dimmer|2|EnvColor|11842689|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Amb_Insect_Day_01.ogg|FarDOF|0.12|FogColor|13009497|FogDensity|0.4|FogDistance|0.035|FogExp|1.0|FogHeight|0.02|FogHeightColor|9587542|FogHeightMin|0.0|FogMin|1.0|NearDOF|0.001|RimColor|15655637|RimPower|1|SSSColor|396885|ShadowBrightness|0.3|ShadowColor|8212313|SkySpecularPower|3|SpecularBoost|0.8|
3068,2,彩虹平原夜晚,BloomPower|0.8|Dimmer|1.5|EnvColor|9281733|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Amb_Insect_Night_01.ogg|FarDOF|0.1|FogColor|7880511|FogDensity|0.4|FogDistance|0.04|FogExp|1.0|FogHeight|0.015|FogHeightColor|2106445|FogHeightMin|0.0|FogMin|1.0|NearDOF|0.001|RimColor|14732006|RimPower|1|SSSColor|597086|ShadowBrightness|0.3|ShadowColor|10704482|SkySpecularPower|3|SpecularBoost|0.8|
3069,2,倒塌的梦之缝隙,BloomPower|0.85|Dimmer|1.8|EnvColor|9730354|EnvLUTFile|LUT_Default.bmp|EnvSoundFile1|Amb_Magic_Earth_01.ogg|FarDOF|0.1|FogColor|9391021|FogDensity|0.8|FogDistance|0.025|FogExp|1.0|FogHeight|0.025|FogHeightColor|7097892|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|14007029|RimPower|1|SSSColor|70|ShadowBrightness|0.3|ShadowColor|6894166|SkySpecularPower|3.5|SpecularBoost|0.8|
3070,2,紫光洞窟,BloomPower|0.8|Dimmer|1.8|EnvColor|11361855|EnvLUTFile|LUT_Default.bmp|EnvSoundFile1|Amb_Magic_Earth_01.ogg|FarDOF|0.1|FogColor|6558030|FogDensity|0.3|FogDistance|0.05|FogExp|1.0|FogHeight|0.025|FogHeightColor|4267284|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|14789317|RimPower|1|SSSColor|131658|ShadowBrightness|0.3|ShadowColor|5189933|SkySpecularPower|3|SpecularBoost|0.8|
3071,2,噩梦祭坛,BloomPower|1|Dimmer|2|EnvColor|1917827|EnvLUTFile|LUT_Gray.bmp|EnvSoundFile1|Amb_Magic_Earth_01.ogg|FarDOF|0.1|FogColor|5324857|FogDensity|0.3|FogDistance|0.035|FogExp|1.0|FogHeight|0.015|FogHeightColor|3939378|FogHeightMin|0.0|FogMin|0.9|NearDOF|0.001|RimColor|13093865|RimPower|1|SSSColor|595541|ShadowBrightness|0.3|ShadowColor|3480339|SkySpecularPower|3|SpecularBoost|0.8|
4052,3,噩梦天空,CenterCloud|2|CenterCloudColor|2590716|CenterRotationTime|1000|FrontCloud|2|FrontCloudColor|3812729|FrontRotationTime|500|HorizonColor|5873221|HorizonHeight|1|LensFlareIndex|0|LensFlareSize|1|MoonColor|0|MoonImage|0|MoonSize|0.0|RearCloud|2|RearCloudColor|10784034|RearRotationTime|2500|SkyColor|3342338|StarColor|0|SunColor|12210744|SunGlowStrenth|1.5|SunStrenth|100000|TwinkleSize|1.0|TwinkleSpeed||
