TID,WorldTID,Name,Pos,Min,Max,Volume,
2525,4460,Amb_Water_L_Cascade_01.ogg,452.99|146.54|43.65,50,100,1,
2526,4460,Amb_Water_Waterfall_01.ogg,126.07|309.16|29.63,50,100,1,
2527,4460,Amb_Water_Waterfall_01.ogg,190.35|235.74|29.63,50,100,1,
2528,4460,Amb_Water_Waterfall_01.ogg,207.06|365.00|29.63,50,100,1,
2529,4460,Amb_Water_Waterfall_01.ogg,305.76|84.78|29.63,50,100,1,
2530,4460,Amb_Water_Waterfall_01.ogg,39.30|135.71|29.63,50,100,1,
2531,4460,Amb_Water_Waterfall_01.ogg,206.03|487.76|29.63,50,100,1,
2532,4460,Amb_Water_Waterfall_01.ogg,321.34|482.58|29.63,50,100,1,
2533,4460,Amb_Fire_Large_01.ogg,260.26|155.45|56.80,10,20,1,
2534,4460,Amb_Fire_Large_01.ogg,271.29|155.21|56.80,10,20,1,
2535,4460,Amb_Fire_Large_01.ogg,271.17|144.06|56.80,10,20,1,
2536,4460,Amb_Fire_Large_01.ogg,260.37|144.09|56.80,10,20,1,
2537,4460,Amb_Fire_Large_01.ogg,166.23|329.92|60.84,10,20,1,
2538,4460,Amb_Fire_Large_01.ogg,62.79|289.84|59.06,10,20,1,
2539,4460,Amb_Fire_Large_01.ogg,45.46|288.83|59.06,10,20,1,
2540,4460,Amb_Fire_Large_01.ogg,94.67|266.64|59.06,10,20,1,
2541,4460,Amb_Fire_Large_01.ogg,96.91|252.02|59.06,10,20,1,
2542,4460,Amb_Fire_Large_01.ogg,58.32|222.08|59.22,10,20,1,
2543,4460,Amb_Fire_Large_01.ogg,72.03|222.23|59.22,10,20,1,
2544,4460,Amb_Fire_Large_01.ogg,263.77|405.43|96.46,10,20,1,
2545,4460,Amb_Fire_Large_01.ogg,281.60|410.02|96.46,10,20,1,
2546,4460,Amb_Fire_Large_01.ogg,293.26|422.68|96.46,10,20,1,
2547,4460,Amb_Fire_Large_01.ogg,293.55|439.32|96.46,10,20,1,
2548,4460,Amb_Fire_Large_01.ogg,283.34|453.83|96.46,10,20,1,
2549,4460,Amb_Fire_Large_01.ogg,264.79|456.76|96.46,10,20,1,
2550,4460,Amb_Fire_Large_01.ogg,248.80|451.89|96.46,10,20,1,
2551,4460,Amb_Fire_Large_01.ogg,238.79|440.67|96.46,10,20,1,
2552,4460,Amb_Fire_Large_01.ogg,237.87|425.07|96.46,10,20,1,
2553,4460,Amb_Fire_Large_01.ogg,247.93|413.93|96.46,10,20,1,
2554,4460,Amb_HALO_01.ogg,148.97|194.68|54.09,15,30,1,
2555,4470,Amb_Lava_01.ogg,252.80|321.40|27.23,30,60,1,
2556,4470,Amb_Lava_02.ogg,218.20|302.88|27.23,20,40,1,
2557,4470,Amb_Lava_02.ogg,413.16|46.95|2.92,50,100,1,
2558,4470,Amb_Lava_01.ogg,515.50|48.31|2.89,50,100,1,
2559,4470,Amb_Lava_01.ogg,410.38|170.64|2.89,50,100,1,
2560,4470,Amb_Lava_02.ogg,515.65|174.77|2.92,50,100,1,
2561,4470,Amb_Lava_01.ogg,81.41|87.96|2.89,50,100,1,
2562,4470,Amb_HALO_01.ogg,83.72|91.14|28.94,20,40,1,
2563,4470,Amb_Lava_01.ogg,91.13|368.24|2.89,30,60,1,
2564,4470,Amb_Lava_02.ogg,139.08|414.11|2.92,30,60,1,
2565,4470,Amb_Lava_01.ogg,59.25|456.59|2.89,30,60,1,
2566,4470,Amb_HALO_01.ogg,94.49|387.53|8.53,20,40,1,
2567,4470,Amb_HALO_01.ogg,224.45|63.73|10.23,20,40,1,
2568,4470,Amb_HALO_01.ogg,448.67|63.55|10.23,20,40,1,
2569,4470,Amb_HALO_01.ogg,481.26|63.14|10.23,20,40,1,
2570,4470,Amb_Lava_01.ogg,446.26|294.81|3.48,50,100,1,
2571,4470,Amb_HALO_01.ogg,382.95|239.72|21.99,20,40,1,
2572,4470,Amb_HALO_01.ogg,326.17|318.03|46.30,20,40,1,
2573,2000,Amb_Scare_Male_01.ogg,2155.68|4284.66|136.06,20,40,1,
2574,2000,Amb_HALO_01.ogg,2154.75|4284.73|136.06,30,60,1,
2575,2000,Amb_HALO_01.ogg,2207.60|4344.15|139.03,20,40,1,
2576,2000,Amb_Fire_Large_01.ogg,2159.26|4270.54|135.01,2,10,1,
2577,2000,Amb_Fire_Large_01.ogg,2167.26|4275.92|135.01,2,10,1,
2578,2000,Amb_Fire_Large_01.ogg,2168.88|4288.40|135.01,2,10,1,
2579,2000,Amb_Fire_Large_01.ogg,2164.62|4294.87|135.01,2,10,1,
2580,2000,Amb_Fire_Large_01.ogg,2151.35|4297.72|135.01,2,10,1,
2581,2000,Amb_Fire_Large_01.ogg,2145.39|4293.90|135.01,2,10,1,
2582,2000,Amb_Fire_Large_01.ogg,2141.78|4280.53|135.01,2,10,1,
2583,2000,Amb_Fire_Large_01.ogg,2146.03|4273.48|135.01,2,10,1,
2584,2000,Amb_Fire_Large_01.ogg,2227.20|4141.09|123.29,2,10,1,
2585,2000,Amb_Fire_Large_01.ogg,2230.61|4136.47|123.29,2,10,1,
2586,2000,Amb_Fire_Large_01.ogg,2219.41|4122.03|125.47,2,10,1,
2587,2000,Amb_Water_Waterfall_01.ogg,2441.37|4233.40|124.31,50,100,1,
2588,2000,Amb_Water_Waterfall_01.ogg,2469.53|4203.00|124.31,50,100,1,
2589,2000,Amb_Fire_Large_01.ogg,2407.69|4322.55|155.78,2,10,1,
2590,2000,Amb_Fire_Large_01.ogg,2445.17|4356.35|155.78,2,10,1,
2591,2000,Amb_Fire_Large_01.ogg,2423.24|4353.15|155.78,2,10,1,
2592,2000,Amb_Fire_Large_01.ogg,2295.58|4507.51|163.74,2,10,1,
2593,2000,Amb_Fire_Large_01.ogg,2314.71|4505.34|163.74,2,10,1,
2594,2000,Amb_Fire_Large_01.ogg,2297.70|4595.23|177.34,2,10,1,
2595,2000,Amb_Fire_Large_01.ogg,2311.36|4594.74|177.34,2,10,1,
2596,2000,Amb_Fire_Large_01.ogg,2309.80|4604.59|177.34,2,10,1,
2597,2000,Amb_Fire_Large_01.ogg,2298.99|4604.98|177.34,2,10,1,
2598,2000,Animal_Crow_01.ogg,2309.44|4206.38|131.63,30,60,1,
2599,2000,Amb_Fire_Large_01.ogg,2383.51|4295.52|146.70,2,10,1,
2600,2000,Amb_Fire_Large_01.ogg,2377.13|4295.40|146.70,2,10,1,
2601,2000,Amb_HALO_01.ogg,2187.05|4020.53|74.81,15,30,1,
2602,2000,Amb_HALO_01.ogg,2120.46|3657.78|80.26,20,40,1,
2603,2000,Amb_Scare_Male_01.ogg,2186.88|4019.86|74.81,20,40,1,
2604,2000,Amb_Scare_Male_01.ogg,2120.89|3657.86|74.81,20,40,1,
2605,2000,Amb_Fire_Large_01.ogg,2426.28|3905.66|80.20,2,10,1,
2606,2000,Amb_Fire_Large_01.ogg,2437.27|3910.37|80.20,2,10,1,
2607,2000,Amb_Fire_Large_01.ogg,2416.01|3907.75|80.20,2,10,1,
2608,2000,Amb_Fire_Large_01.ogg,2418.86|3894.77|80.20,2,10,1,
2609,2000,Amb_Fire_Large_01.ogg,2426.90|3893.09|80.20,2,10,1,
2610,2000,Amb_Fire_Large_01.ogg,2425.11|3924.21|80.20,2,10,1,
2611,2000,Amb_Fire_Large_01.ogg,2433.59|3925.03|80.20,2,10,1,
2612,2000,Amb_Fire_Large_01.ogg,2414.93|3954.41|84.80,2,10,1,
2613,2000,Amb_Fire_Large_01.ogg,2415.28|3876.15|70.49,2,10,1,
2614,2000,Amb_Fire_Large_01.ogg,2421.64|3959.95|84.80,2,10,1,
2615,2000,Amb_Fire_Large_01.ogg,2426.84|3875.45|70.49,2,10,1,
2616,2000,AMB_Silent_Lake_01.ogg,2521.59|3976.13|78.25,20,40,1,
2617,2000,Amb_Fire_Large_01.ogg,2504.75|4030.97|90.71,2,10,1,
2618,2000,Amb_Fire_Large_01.ogg,2509.12|4035.18|90.71,2,10,1,
2619,2000,Amb_Bugs_Flying_01.ogg,2472.04|3984.22|85.72,5,20,1,
2620,2000,Amb_Bugs_Flying_01.ogg,2513.18|3984.70|85.72,5,20,1,
2621,2000,Amb_Bugs_Flying_01.ogg,2384.47|3972.20|85.72,5,20,1,
2622,2000,Amb_Bugs_Flying_01.ogg,2383.72|4007.56|88.15,5,20,1,
2623,2000,Amb_Bugs_Flying_01.ogg,2333.80|4009.75|93.54,5,20,1,
2624,2000,Amb_Bugs_Flying_01.ogg,2307.32|3988.59|93.54,5,20,1,
2625,2000,Amb_Bugs_Flying_01.ogg,2336.06|3973.74|98.02,5,20,1,
2626,2000,Amb_Bugs_Flying_01.ogg,2339.17|3932.23|98.02,5,20,1,
2627,2000,Amb_Bugs_Flying_01.ogg,2364.48|3914.81|98.02,5,20,1,
2628,2000,Amb_Bugs_Flying_01.ogg,2303.01|4019.18|93.54,5,20,1,
2629,2000,Amb_Bugs_Flying_01.ogg,2160.57|3886.66|67.96,5,20,1,
2630,2000,Amb_Bugs_Flying_01.ogg,2166.76|3979.37|70.87,5,20,1,
2631,2000,Amb_Fire_Large_01.ogg,2169.27|3965.32|74.75,11.25,22.5,1,
2632,2000,Amb_Fire_Large_01.ogg,2165.16|3883.27|66.21,11.25,22.5,1,
2633,2000,Amb_Scare_Male_01.ogg,2186.00|3653.70|74.81,20,40,1,
2634,2000,Amb_Fire_Large_01.ogg,2454.19|3632.28|59.07,2,10,1,
2635,2000,Amb_Fire_Large_01.ogg,2453.16|3624.99|59.07,2,10,1,
2636,2000,Animal_Crow_02.ogg,2401.05|3766.48|64.72,10,50,1,
2637,2000,Animal_Crow_01.ogg,2490.24|3743.21|58.15,10,50,1,
2638,2000,Animal_Crow_01.ogg,2120.84|3983.67|69.55,10,50,1,
2639,2000,Animal_Crow_01.ogg,2211.06|3929.76|83.16,10,50,1,
2640,2000,Amb_Fire_Large_01.ogg,2210.04|3171.09|58.25,7.5,15,1,
2641,2000,Amb_Fire_Large_01.ogg,2155.14|3201.52|59.65,7.5,15,1,
2642,2000,Amb_Fire_Large_01.ogg,2149.41|3225.55|61.79,7.5,15,1,
2643,2000,Amb_Fire_Large_01.ogg,2159.08|3230.46|61.79,7.5,15,1,
2644,2000,Amb_Fire_Large_01.ogg,2119.12|3217.44|64.20,7.5,15,1,
2645,2000,Amb_HALO_01.ogg,2268.79|3185.59|59.76,15,30,1,
2646,2000,Amb_Scare_Male_01.ogg,2268.72|3185.92|59.76,20,40,1,
2647,2000,Amb_Fire_Large_01.ogg,2241.47|3376.06|34.06,7.5,15,1,
2648,2000,Amb_Fire_Large_01.ogg,2248.70|3376.96|34.06,7.5,15,1,
2649,2000,Amb_HALO_01.ogg,2246.04|3369.10|35.89,15,30,1,
2650,2000,Animal_Crow_01.ogg,2164.21|3445.19|51.79,20,60,1,
2651,2000,Animal_Crow_01.ogg,2206.02|3207.16|64.27,20,60,1,
2652,2000,Amb_HALO_01.ogg,2362.32|3340.16|50.34,15,30,1,
2653,2000,Animal_Crow_01.ogg,2313.40|3433.90|64.27,20,60,1,
2654,2000,Amb_HALO_01.ogg,2389.90|3221.07|68.70,20,50,1,
2655,2000,Amb_Fire_Large_01.ogg,2201.49|3320.53|50.55,7.5,15,1,
2656,2000,Amb_Fire_Large_01.ogg,2440.65|3197.45|65.64,7.5,15,1,
2657,2000,Amb_Fire_Large_01.ogg,2428.65|3211.09|65.64,7.5,15,1,
2658,2000,Amb_Fire_Large_01.ogg,2428.84|3228.89|65.64,7.5,15,1,
2659,2000,Amb_Fire_Large_01.ogg,2442.14|3241.68|65.64,7.5,15,1,
2660,2000,Amb_Fire_Large_01.ogg,2454.78|3219.78|65.64,7.5,15,1,
2661,2000,Amb_Fire_Large_01.ogg,2472.82|3214.96|68.92,5,10,1,
2662,2000,Amb_Fire_Large_01.ogg,2449.59|3254.59|68.92,7.5,15,1,
2663,2000,Amb_Fire_Large_01.ogg,2450.08|3184.50|71.67,7.5,15,1,
2664,2000,Amb_Fire_Large_01.ogg,2527.41|3214.19|55.95,5,15,1,
2665,2000,Amb_Water_Waterfall_01.ogg,2494.28|3195.99|47.89,40,80,1,
2666,2000,Amb_Water_Waterfall_01.ogg,2489.65|3250.52|55.75,40,80,1,
2667,2000,Amb_Water_Waterfall_01.ogg,2396.43|3274.37|55.75,40,80,1,
2668,2000,Amb_Bugs_Flying_01.ogg,2186.43|3294.61|54.42,5,10,1,
2669,2000,Amb_Bugs_Flying_01.ogg,2197.35|3282.36|54.42,5,10,1,
2670,2000,Amb_Bugs_Flying_01.ogg,2164.20|3340.57|50.31,5,10,1,
2671,2000,Amb_Bugs_Flying_01.ogg,2163.70|3322.55|50.31,5,10,1,
2672,2000,Amb_Bugs_Flying_01.ogg,2153.71|3353.00|50.31,5,10,1,
2673,2000,Amb_Fire_Large_01.ogg,2788.56|3760.21|8.37,10,20,1,
2674,2000,Amb_Fire_Large_01.ogg,2903.62|3775.20|5.77,10,20,1,
2675,2000,Amb_Fire_Large_01.ogg,2675.83|3796.00|20.68,5,10,1,
2676,2000,Amb_Fire_Large_01.ogg,2686.80|3795.02|20.68,5,10,1,
2677,2000,Amb_Fire_Large_01.ogg,2686.50|3809.67|24.65,5,10,1,
2678,2000,Amb_Fire_Large_01.ogg,2678.42|3810.28|24.65,5,10,1,
2679,2000,Amb_Fire_Large_01.ogg,2707.37|3787.86|20.68,5,10,1,
2680,2000,Amb_Fire_Large_01.ogg,2675.86|3742.69|20.68,5,10,1,
2681,2000,Amb_Fire_Large_01.ogg,2763.48|3745.75|9.48,7.5,15,1,
2682,2000,Amb_Fire_Large_01.ogg,2767.69|3754.62|9.48,7.5,15,1,
2683,2000,Amb_Fire_Large_01.ogg,2722.13|3796.62|8.71,7.5,15,1,
2684,2000,Amb_Fire_Large_01.ogg,2749.66|3698.88|7.37,2,10,1,
2685,2000,Amb_Fire_Large_01.ogg,2737.31|3708.27|10.15,2,10,1,
2686,2000,Amb_Fire_Large_01.ogg,2730.92|3690.63|10.15,2,10,1,
2687,2000,Amb_Fire_Large_01.ogg,2790.40|3702.79|3.85,2,10,1,
2688,2000,Amb_Fire_Large_01.ogg,2783.95|3697.39|3.85,2,10,1,
2689,2000,Amb_Fire_Large_01.ogg,2742.15|3597.88|30.82,2,10,1,
2690,2000,Amb_Fire_Large_01.ogg,2747.39|3585.89|30.82,2,10,1,
2691,2000,Amb_Water_Waterfall_01.ogg,2789.27|3724.61|2.28,30,80,1,
2692,2000,Amb_Water_Waterfall_01.ogg,2774.24|3698.26|0.21,20,40,1,
2693,2000,Amb_Fire_Large_01.ogg,2942.25|3805.89|5.77,10,20,1,
2694,2000,Amb_Fire_Large_01.ogg,2933.88|3775.29|4.72,5,10,1,
2695,2000,Amb_Fire_Large_01.ogg,2936.78|3759.50|4.72,5,10,1,
2696,2000,Amb_Fire_Large_01.ogg,2972.31|3678.67|14.65,2,10,1,
2697,2000,Amb_Fire_Large_01.ogg,2946.40|3695.49|3.67,2,10,1,
2698,2000,Amb_Fire_Large_01.ogg,2918.54|3673.99|15.44,2,10,1,
2699,2000,Amb_HALO_01.ogg,2943.38|3662.39|18.26,5,25,1,
2700,2000,AMB_Silent_Lake_01.ogg,2915.08|3757.10|1.94,30,60,1,
2701,2000,AMB_Silent_Lake_01.ogg,2925.98|3722.84|1.94,30,60,1,
2702,2000,Amb_Scare_Male_01.ogg,2943.70|3662.29|18.26,5,20,1,
2703,2000,Amb_Water_Waterfall_01.ogg,2934.54|3739.05|2.18,30,80,1,
2704,2000,Amb_Scare_Male_02.ogg,2766.80|3751.67|4.31,20,50,1,
2705,2000,Amb_Scare_Male_03.ogg,2681.34|3801.28|20.56,20,50,1,
2706,2000,Amb_Scare_Male_04.ogg,2697.37|3719.13|18.92,20,50,1,
2707,2000,Amb_Fire_Large_01.ogg,2626.97|3757.36|27.31,2,10,1,
2708,2000,Amb_Fire_Large_01.ogg,2637.15|3754.35|27.31,2,10,1,
2709,2000,Amb_Fire_Large_01.ogg,2932.87|3827.89|42.81,2,10,1,
2710,2000,Amb_Fire_Large_01.ogg,2946.47|3837.56|25.13,2,10,1,
2711,2000,Amb_Fire_Large_01.ogg,2925.88|3897.32|20.87,2,10,1,
2712,2000,Animal_Crow_01.ogg,2924.66|3948.87|39.21,10,40,1,
2713,2000,Animal_Crow_01.ogg,2815.33|3921.89|39.21,10,40,1,
2714,2000,Animal_Crow_01.ogg,2640.45|3757.18|39.21,10,50,1,
2715,2000,Animal_Crow_01.ogg,2747.44|3681.07|39.21,10,50,1,
2716,2000,Animal_Crow_01.ogg,2919.36|3737.95|39.21,10,50,1,
2717,2000,Amb_HALO_01.ogg,2671.39|4000.44|91.46,5,40,1,
2718,2000,Amb_Fire_Large_01.ogg,2632.36|3929.46|80.45,2,10,1,
2719,2000,Amb_Fire_Large_01.ogg,2628.56|3933.70|80.45,2,10,1,
2720,2000,Amb_Fire_Large_01.ogg,2594.88|3891.26|80.45,2,10,1,
2721,2000,Amb_Fire_Large_01.ogg,2589.73|3895.66|80.45,2,10,1,
2722,2000,Amb_Fire_Large_01.ogg,2564.56|3723.74|63.84,2,10,1,
2723,2000,Amb_Fire_Large_01.ogg,3010.63|3782.36|14.46,2,10,1,
2724,2000,Amb_Fire_Large_01.ogg,2945.41|3723.95|4.20,2,10,1,
2725,2000,Amb_Fire_Large_01.ogg,2969.64|3721.75|4.20,2,10,1,
2726,2000,Amb_Fire_Large_01.ogg,2795.07|3303.51|61.72,7.5,20,1,
2727,2000,Amb_Sea_Beach_02.ogg,2906.17|3538.74|29.28,40,100,1,
2728,2000,Amb_Water_L_Cascade_01.ogg,2891.84|3539.92|29.61,50,100,1,
2729,2000,Amb_Water_L_Cascade_01.ogg,2911.50|3544.46|29.61,50,100,1,
2730,2000,Amb_Water_Waterfall_01.ogg,2910.11|3490.29|21.71,30,60,1,
2731,2000,Amb_Water_Waterfall_01.ogg,2964.56|3459.07|21.71,30,60,1,
2732,2000,Amb_Water_Waterfall_01.ogg,3011.47|3470.93|21.71,30,60,1,
2733,2000,Amb_Fire_Large_01.ogg,2807.72|3373.27|11.56,2,10,1,
2734,2000,Amb_Fire_Large_01.ogg,2835.44|3389.75|11.56,2,10,1,
2735,2000,Amb_Fire_Large_01.ogg,2835.65|3405.20|11.56,2,10,1,
2736,2000,Amb_Fire_Large_01.ogg,2831.33|3411.18|13.66,2,10,1,
2737,2000,Amb_Fire_Large_01.ogg,2830.10|3422.09|13.66,2,10,1,
2738,2000,Amb_Fire_Large_01.ogg,2814.72|3416.30|13.66,2,10,1,
2739,2000,Amb_Fire_Large_01.ogg,2808.75|3403.10|13.66,2,10,1,
2740,2000,Amb_Fire_Large_01.ogg,2800.88|3403.82|13.66,2,10,1,
2741,2000,Amb_Fire_Large_01.ogg,2795.94|3425.85|15.53,2,10,1,
2742,2000,Amb_Fire_Large_01.ogg,2792.75|3444.70|21.45,2,10,1,
2743,2000,Amb_Fire_Large_01.ogg,2794.27|3455.21|22.33,2,10,1,
2744,2000,Amb_Fire_Large_01.ogg,2845.86|3378.42|19.05,2,10,1,
2745,2000,Amb_Fire_Large_01.ogg,2923.68|3367.73|21.48,10,30,1,
2746,2000,Amb_Fire_Bonfire_01.ogg,2980.37|3472.64|29.97,2,10,1,
2747,2000,Amb_Fire_Bonfire_01.ogg,2975.51|3467.69|29.97,2,10,1,
2748,2000,Amb_Fire_Bonfire_01.ogg,2993.10|3449.45|29.97,2,10,1,
2749,2000,Amb_Fire_Bonfire_01.ogg,2998.82|3453.70|29.97,2,10,1,
2750,2000,Amb_Fire_Bonfire_01.ogg,2923.61|3500.61|29.97,2,10,1,
2751,2000,Amb_Fire_Bonfire_01.ogg,2923.47|3493.28|29.97,2,10,1,
2752,2000,Amb_Fire_Bonfire_01.ogg,2897.28|3500.71|29.97,2,10,1,
2753,2000,Amb_Fire_Bonfire_01.ogg,2897.61|3494.28|29.97,2,10,1,
2754,2000,Amb_Fire_Large_01.ogg,2785.32|3388.84|9.19,2,10,1,
2755,2000,Amb_Fire_Large_01.ogg,2527.26|3223.76|55.95,2,10,1,
2756,2000,Amb_Fire_Large_01.ogg,2525.16|3195.44|55.95,2,10,1,
2757,2000,Amb_Fire_Large_01.ogg,2516.89|3179.06|55.95,2,10,1,
2758,2000,Amb_Fire_Large_01.ogg,2525.35|3243.26|55.95,2,10,1,
2759,2000,Amb_Fire_Large_01.ogg,2514.49|3262.55|55.95,2,10,1,
2760,2000,Amb_Fire_Large_01.ogg,2473.28|3223.52|68.92,2,10,1,
2761,2000,Amb_Fire_Large_01.ogg,2576.70|3243.34|57.04,2,10,1,
2762,2000,Amb_Fire_Large_01.ogg,2575.93|3252.07|57.04,2,10,1,
2763,2000,Amb_Fire_Large_01.ogg,2577.01|3230.52|57.04,2,10,1,
2764,2000,Amb_Fire_Large_01.ogg,2576.20|3222.05|57.04,2,10,1,
2765,2000,Amb_Fire_Large_01.ogg,2627.09|3244.90|60.71,2,10,1,
2766,2000,Amb_Fire_Large_01.ogg,2627.80|3236.82|60.71,2,10,1,
2767,2000,Amb_Fire_Large_01.ogg,2646.32|3236.37|60.71,2,10,1,
2768,2000,Amb_Fire_Large_01.ogg,2646.43|3244.77|60.71,2,10,1,
2769,2000,Amb_Fire_Large_01.ogg,2855.21|3242.02|61.72,7.5,20,1,
2770,2000,Animal_Crow_01.ogg,2801.30|3152.49|72.94,20,80,1,
2771,2000,Animal_Crow_01.ogg,2974.06|3273.32|74.65,20,80,1,
2772,2000,Animal_Crow_01.ogg,2601.05|3496.86|41.02,20,80,1,
2773,2000,Amb_Fire_Large_01.ogg,6015.82|7633.64|108.89,2,10,1,
2774,2000,Amb_Fire_Large_01.ogg,5970.20|7556.64|96.33,2,10,1,
2775,2000,Amb_Fire_Large_01.ogg,6014.85|7534.67|99.90,2,10,1,
2776,2000,Amb_Fire_Large_01.ogg,6049.22|7527.42|99.90,2,10,1,
2777,2000,Amb_Fire_Large_01.ogg,6052.33|7536.90|100.27,2,10,1,
2778,2000,Amb_Fire_Large_01.ogg,6029.20|7505.70|101.69,2,10,1,
2779,2000,Amb_Fire_Large_01.ogg,6022.46|7511.05|101.69,2,10,1,
2780,2000,Amb_Fire_Large_01.ogg,6035.00|7563.39|99.88,2,10,1,
2781,2000,Amb_Fire_Bonfire_01.ogg,6001.15|7536.69|100.12,2,10,1,
2782,2000,Amb_Scare_Male_03.ogg,6060.12|7483.09|118.45,5,30,1,
2783,2000,Amb_Scare_Male_04.ogg,6106.22|7465.95|117.82,5,30,1,
2784,2000,Amb_Scare_Male_04.ogg,5994.27|7438.32|114.46,5,30,1,
2785,2000,Amb_Scare_Male_03.ogg,5972.25|7499.07|101.52,5,30,1,
2786,2000,Amb_Scare_Male_03.ogg,5879.37|7524.90|69.53,10,40,1,
2787,2000,Amb_Scare_Male_04.ogg,5894.86|7480.99|72.88,10,40,1,
2788,2000,Amb_Scare_Male_03.ogg,5829.15|7482.56|69.53,10,40,1,
2789,2000,Animal_Crow_01.ogg,5771.57|7369.65|114.33,10,50,1,
2790,2000,Animal_Crow_01.ogg,5763.32|7531.28|130.17,20,60,1,
2791,2000,Animal_Crow_01.ogg,6085.10|7613.90|114.33,10,50,1,
2792,2000,Animal_Crow_01.ogg,6009.04|7336.76|114.33,10,50,1,
2793,2000,Amb_Fire_Large_01.ogg,5851.20|7611.62|87.25,2,10,1,
2794,2000,Amb_Fire_Large_01.ogg,5791.95|7589.33|79.08,2,10,1,
2795,2000,Amb_Fire_Large_01.ogg,5790.88|7582.61|79.08,2,10,1,
2796,2000,Amb_Fire_Large_01.ogg,5774.57|7590.07|79.08,2,10,1,
2797,2000,Amb_Fire_Large_01.ogg,5852.41|7564.62|71.73,2,10,1,
2798,2000,Amb_Fire_Large_01.ogg,5857.03|7575.35|71.73,2,10,1,
2799,2000,Amb_Fire_Large_01.ogg,5880.39|7539.03|68.64,2,10,1,
2800,2000,Amb_Fire_Large_01.ogg,5933.13|7522.46|65.09,2,10,1,
2801,2000,Amb_Fire_Large_01.ogg,5927.96|7466.44|70.69,2,10,1,
2802,2000,Amb_Fire_Large_01.ogg,5840.18|7499.37|69.44,2,10,1,
2803,2000,Amb_Fire_Large_01.ogg,5933.50|7412.90|70.83,2,10,1,
2804,2000,Amb_Fire_Large_01.ogg,5942.38|7387.58|70.83,2,10,1,
2805,2000,Animal_Crow_01.ogg,5948.53|7390.55|114.33,10,50,1,
2806,2000,Animal_Crow_01.ogg,5929.01|7233.57|114.10,10,50,1,
2807,2000,Animal_Crow_01.ogg,5727.40|7409.49|113.13,10,50,1,
2808,2000,Animal_Crow_01.ogg,6043.34|7449.12|117.06,10,50,1,
2809,2000,Amb_Fire_Large_01.ogg,5839.92|7414.49|73.76,2,10,1,
2810,2000,Amb_Fire_Large_01.ogg,5853.52|7412.90|73.76,2,10,1,
2811,2000,Amb_Fire_Large_01.ogg,5837.14|7341.91|80.63,2,10,1,
2812,2000,Amb_Fire_Large_01.ogg,5858.13|7326.83|80.63,2,10,1,
2813,2000,Amb_Fire_Large_01.ogg,5787.76|7359.30|80.63,2,10,1,
2814,2000,Amb_Fire_Large_01.ogg,5744.68|7356.36|93.07,2,10,1,
2815,2000,Amb_Fire_Large_01.ogg,5723.30|7318.46|88.93,2,10,1,
2816,2000,Amb_Fire_Large_01.ogg,5723.06|7295.10|86.69,2,10,1,
2817,2000,Amb_Fire_Large_01.ogg,5766.93|7276.96|89.49,2,10,1,
2818,2000,Amb_Fire_Large_01.ogg,5800.21|7285.77|89.49,2,10,1,
2819,2000,Amb_Fire_Large_01.ogg,5812.91|7241.93|92.77,2,10,1,
2820,2000,Amb_Fire_Large_01.ogg,5820.72|7230.62|92.77,2,10,1,
2821,2000,Amb_Fire_Large_01.ogg,5862.93|7227.17|97.01,2,10,1,
2822,2000,Amb_Fire_Large_01.ogg,5905.77|7357.87|75.09,2,10,1,
2823,2000,Amb_Fire_Large_01.ogg,5922.62|7351.48|75.09,2,10,1,
2824,2000,Amb_Fire_Large_01.ogg,5950.03|7349.00|75.09,2,10,1,
2825,2000,Amb_Fire_Large_01.ogg,5967.15|7352.86|75.09,2,10,1,
2826,2000,Amb_Fire_Large_01.ogg,5999.39|7330.31|77.57,2,10,1,
2827,2000,Amb_Fire_Large_01.ogg,5998.12|7318.53|77.57,2,10,1,
2828,2000,Amb_Fire_Large_01.ogg,6008.60|7273.37|85.45,2,10,1,
2829,2000,Amb_Fire_Large_01.ogg,5955.82|7278.98|91.18,2,10,1,
2830,2000,Amb_Fire_Large_01.ogg,5909.25|7221.67|96.33,2,10,1,
2831,2000,Amb_Scare_Male_01.ogg,5770.63|7227.66|106.07,20,40,1,
2832,2000,Amb_Scare_Male_01.ogg,5696.74|7527.14|118.53,20,40,1,
2833,2000,Amb_Fire_Large_01.ogg,5704.25|7430.91|102.52,2,10,1,
2834,2000,Amb_Fire_Large_01.ogg,5762.72|7444.36|101.27,2,10,1,
2835,2000,Amb_Fire_Large_01.ogg,5786.22|7482.81|99.49,2,10,1,
2836,2000,Amb_Fire_Large_01.ogg,5749.41|7392.88|96.85,2,10,1,
2837,2000,Amb_Fire_Large_01.ogg,5694.04|7469.01|113.26,2,10,1,
2838,2000,Amb_Fire_Large_01.ogg,5719.87|7471.94|113.26,2,10,1,
2839,2000,Amb_Fire_Large_01.ogg,5732.09|7478.86|113.26,2,10,1,
2840,2000,Amb_Fire_Large_01.ogg,5748.04|7499.46|113.26,2,10,1,
2841,2000,Amb_Fire_Large_01.ogg,5711.31|7526.76|119.35,2,10,1,
2842,2000,Amb_Fire_Large_01.ogg,5690.35|7514.18|119.35,2,10,1,
2843,2000,AMB_Silent_Lake_01.ogg,5991.18|7609.17|87.21,20,40,1,
