TID,Type,Kind,Property,SpecialValue,Race,Grade,WeaponType,ShapeID,Comment,EngTitle,EngName,LocalTitle,LocalName,UseIconType,WorldMapIcon,Level,HP,MP,HPR,MPR,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,DP,BP,AP,CP,IGN_AT,AS,Ws,WsAni,RS,RsAni,CS,Exp,ItemDropTID,MapDropTID,SaleTID,Motion,EventRange,Color,Width,Height,Scale,NpcBrain,RegenR,RegenTimeMin,RegenTimeMax,Greeting,Eventlist,Gossip,GreetVoice,GoodbyeVoice
52595,2,0,0,8,0,1,0,12050, 目标NPC,NPT_Title_001970,NPT_Name_001970,英雄的安身之处,寄生兽的母体,1,10000,39,1264,100,0,0,249,254,249,254,427,427,0,0,0,0,39,98,157,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0.5,2.1,1,0,3,25,30,0,0,0,,
52596,2,0,0,8,0,1,0,12051, 目标NPC,NPT_Title_001971,NPT_Name_001971,英雄的安身之处,黑雾之珠,1,10000,39,1264,100,0,0,249,254,249,254,427,427,0,0,0,0,39,98,157,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0.5,2.1,1,0,3,25,30,0,0,0,,
52601,2,0,0,0,0,1,0,3018,  ,NPT_Title_001972,NPT_Name_001972,暴风古城,愤怒的布雷斯莱斯,1,10000,39,5056,100,0,0,249,254,249,254,427,427,0,0,0,0,39,98,157,0,0,1000,2100,2100,7000,7500,1000,70182,1037,0,0,2,2,,0.5,2.1,1,617,3,25,30,0,0,0,,
52602,2,0,0,0,0,1,0,3019,  ,NPT_Title_001973,NPT_Name_001973,暴风古城,嗜血成性的布雷斯莱斯,1,10000,39,5056,100,0,0,249,254,249,254,427,427,0,0,0,0,39,98,157,0,0,1000,2100,2100,7000,7500,1000,70182,1037,0,0,2,2,,0.5,2.1,1,1618,3,25,30,0,0,0,,
52603,2,0,0,0,0,2,0,3020,  ,NPT_Title_001974,NPT_Name_001974,暴风古城,鲜血狂战士克里尔罗(精英),1,10001,40,10670,100,0,0,328,333,328,333,660,660,0,0,0,0,44,120,176,176,0,1000,2100,2100,7000,7500,1000,111000,1540,0,0,2,2,,0.5,2.1,1.2,2542,3,45,50,0,0,0,,
52604,2,0,0,0,0,1,0,1003,  ,NPT_Title_001975,NPT_Name_001975,暴风古城,戴奥斯沃夫萨满,1,10000,39,5056,100,0,0,249,254,249,254,427,427,0,0,0,0,39,98,157,0,0,1000,1500,1500,7000,4000,1000,70182,1037,0,0,2,2,,0.5,3,1,1619,3,25,30,0,0,0,,
52605,2,0,0,0,0,1,0,1004,  ,NPT_Title_001976,NPT_Name_001976,暴风古城,戴奥斯沃夫首领,1,10000,39,5056,100,0,0,249,254,249,254,427,427,0,0,0,0,39,98,157,0,0,1000,1500,1500,7000,4000,1000,70182,1037,0,0,2,2,,0.5,3,1,620,3,25,30,0,0,0,,
52606,2,0,0,0,0,2,0,1005,  ,NPT_Title_001977,NPT_Name_001977,暴风古城,贪婪的魔道师弗塞马(精英),1,10001,40,10670,100,0,0,328,333,328,333,660,660,0,0,0,0,44,120,176,176,0,1000,1500,1500,7000,4000,1000,111000,1540,0,0,2,2,,0.5,4,1.2,2543,3,45,50,0,0,0,,
52607,2,0,0,0,0,1,0,3018,  ,NPT_Title_001978,NPT_Name_001978,暴风古城,布雷斯莱斯运输兵,1,10000,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,2100,2100,7000,7500,1000,74000,1040,0,0,2,2,,0.5,3,1,1696,3,25,30,0,0,0,,
52611,2,0,0,0,0,1,0,5015,  ,NPT_Title_001979,NPT_Name_001979,暴风古城,海马斯特监视兵,1,10000,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1650,1650,7000,7000,1000,74000,1040,0,0,2,2,,0.5,2.1,1,621,3,25,30,0,0,0,,
52612,2,0,0,0,0,1,0,5016,  ,NPT_Title_001980,NPT_Name_001980,暴风古城,海马斯特攻击兵,1,10000,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1650,1650,7000,7000,1000,74000,1040,0,0,2,2,,0.5,2.1,1,1622,3,25,30,0,0,0,,
52613,2,0,0,0,0,2,0,5017,  ,NPT_Title_001981,NPT_Name_001981,暴风古城,地域引导者斯纳托斯(精英),1,10001,40,10670,100,0,0,328,333,328,333,660,660,0,0,0,0,44,120,176,176,0,1000,1650,1650,7000,7000,1000,111000,1540,0,0,2,2,,0.5,2.1,1.2,2544,3,45,50,0,0,0,,
52614,2,0,0,8,0,1,0,12075, 目标NPC,NPT_Title_001982,NPT_Name_001982,暴风古城,基地控制装置,1,10000,40,1309,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0.5,4,1,0,3,25,30,0,0,0,,
52615,2,0,0,8,0,1,0,12050, 目标NPC,NPT_Title_001983,NPT_Name_001983,暴风古城,怪异的蛋,1,10000,40,1309,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0.5,2.1,1,0,3,25,30,0,0,0,,
52616,2,0,0,8,0,1,0,12052, 目标NPC,NPT_Title_001984,NPT_Name_001984,暴风古城,吸引珠,1,10000,40,1309,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,0.5,2.1,1,0,3,25,30,0,0,0,,
53001,1,14,0,2,4,1,0,7138,  ,NPT_Title_001985,NPT_Name_001985,可疑的女性,???,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2,"170,255,255",0.5,2.1,1,0,0,10,20,20300,10,0,AYM_NPC_Female_Young_AA_05_1.ogg,AYM_NPC_Female_Young_AA_05_2.ogg
53002,1,13,0,2,4,1,0,700,  ,NPT_Title_001986,NPT_Name_001986,警卫队长 ,巴顿,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2,"153,162,103",0.5,2.1,1,13007,0,10,20,20301,10,0,SYJ_NPC_Male_Young_AA_01_2.ogg,
53003,1,13,0,2,4,1,0,701,  ,NPT_Title_001987,NPT_Name_001987,警备兵,斯托德,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 126,127,76 ",0.5,2.1,1,13008,0,10,20,20302,10,0,SYJ_NPC_Male_Young_AA_02_1.ogg,
53004,1,13,0,2,4,1,0,33001,  ,NPT_Title_001988,NPT_Name_001988,住民,里斯诺伊,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 117,80,50 ",0.5,2.1,1,0,0,10,20,20303,10,0,SYJ_NPC_Male_Young_CA_07_2.ogg,
53005,1,13,0,2,4,1,0,33011,  ,NPT_Title_001989,NPT_Name_001989,奇怪的商人,戴尔,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 91,49,21 ",0.5,2.1,1,0,0,10,20,20304,10,0,SYJ_NPC_Male_Young_BA_01_1.ogg,
53006,1,14,0,2,4,1,0,33010,  ,NPT_Title_001990,NPT_Name_001990,药材师,巴塔,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 91,70,44 ",0.5,2.1,1,0,0,10,20,20305,10,0,SYJ_NPC_Male_Young_AA_14_1.ogg,
53007,1,13,0,2,4,1,0,33501,  ,NPT_Title_001991,NPT_Name_001991,少女,伊埃利,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 72,63,58 ",0.5,2.1,1,0,0,10,20,20306,10,0,AYM_NPC_Female_Kid_AA_04_1.ogg,
53008,1,1,2,2,4,1,0,33600,  ,NPT_Title_001992,NPT_Name_001992,上级杂货商人,多纳,1,10102,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,188,2,2," 183,158,74 ",0.5,2.1,1,40003,0,10,20,20126,10|105,0,AYM_NPC_Female_Young_AA_03_1.ogg,
53009,1,7,0,0,4,1,0,33110,  ,NPT_Title_001993,NPT_Name_001993,铁匠,勒格诺,1,10700,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 162,146,80 ",0.5,2.1,1,40001,0,10,20,20091,10|119|121|102,5001|5002,SYJ_NPC_Male_Young_BA_15_2.ogg,
53010,1,13,0,2,4,1,0,700,  ,NPT_Title_001994,NPT_Name_001994,派遣兵,扎德,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 153,132,35 ",0.5,2.1,1,13007,0,10,20,20307,10,0,SYJ_NPC_Male_Young_BA_09_1.ogg,
53011,1,14,0,2,4,1,0,33511,  ,NPT_Title_001995,NPT_Name_001995,研究员,皮里亚,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 105,88,10 ",0.5,2.1,1,0,0,10,20,20308,10,0,CHW_NPC_Female_Young_BA_04_2.ogg,CHW_NPC_Female_Young_BB_04_2.ogg
53012,1,14,0,2,4,1,0,33012,  ,NPT_Title_001996,NPT_Name_001996,住民,奥柏,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2,"153,162,103",0.5,2.1,1,0,0,10,20,20309,10,0,SYJ_NPC_Male_Young_EA_06_1.ogg,
53013,1,13,0,2,4,1,0,33003,  ,NPT_Title_001997,NPT_Name_001997,奥柏林之子,鲁斯,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 126,127,76 ",0.5,2.1,1,0,0,10,20,20310,10,0,SYJ_NPC_Male_Kid_AA_07_1.ogg,
53014,1,13,0,2,4,1,0,702,  ,NPT_Title_001998,NPT_Name_001998,派遣兵,迪潘,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 117,80,50 ",0.5,2.1,1,13009,0,10,20,20311,10,0,SYJ_NPC_Male_Young_EA_02_1.ogg,
53015,1,13,0,2,4,1,0,701,  ,NPT_Title_001999,NPT_Name_001999,哨兵,伊拉奥夫,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 91,49,21 ",0.5,2.1,1,13008,0,10,20,20312,10,0,SYJ_NPC_Male_Young_EA_06_1.ogg,
53017,1,1,0,2,4,1,0,33100,  ,NPT_Title_002000,NPT_Name_002000,上级武器商人,凯赞,1,10100,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,133,2,2," 91,70,44 ",0.5,2.1,1,0,0,10,20,20121,10|105,0,SYJ_NPC_Male_Young_EA_03_1.ogg,
53018,1,1,1,2,4,1,0,33600,  ,NPT_Title_002001,NPT_Name_002001,上级防御区商人,劳尔,1,10101,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1800,1800,5500,5500,1000,0,0,0,153,2,2," 72,63,58 ",0.5,2.1,1,0,0,10,20,20150,10|105,0,AYM_NPC_Female_Young_BB_03_1.ogg,
53019,1,3,0,2,4,1,0,33011,  ,NPT_Title_002002,NPT_Name_002002,技术者,雷米安,1,10300,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 183,158,74 ",0.5,2.1,1,40000,0,10,20,20114,10|122|123|102,5007,SYJ_NPC_Male_Young_EA_03_2.ogg,
53020,1,4,0,2,4,1,0,33620,  ,NPT_Title_002003,NPT_Name_002003,物品保管所,佛伦特,1,10400,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2," 162,146,80 ",0.5,2.1,1,40002,0,10,20,20099,10|117,0,AYM_NPC_Female_Young_BA_01_1.ogg,AYM_NPC_Female_Young_BA_01_2.ogg
53031,1,13,0,2,4,1,0,33003,  ,NPT_Title_002004,NPT_Name_002004,研究员,艾迪克思,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 153,132,35 ",0.5,2.1,1,0,0,10,20,20313,10,0,SYJ_NPC_Male_Young_EA_03_1.ogg,
53032,1,13,0,2,4,1,0,701,  ,NPT_Title_002005,NPT_Name_002005,搜查兵,普尔莱茵,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 105,88,10 ",0.5,2.1,1,13008,0,10,20,20314,10,0,SYJ_NPC_Male_Young_EA_03_2.ogg,
53033,1,14,0,2,4,1,0,33000,  ,NPT_Title_002006,NPT_Name_002006,住民,杰克奈斯,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2,"153,162,103",0.5,2.1,1,0,0,10,20,20315,10,0,SYJ_NPC_Male_Young_CA_13_1.ogg,
53034,1,14,0,2,4,1,0,7138,  ,NPT_Title_002007,NPT_Name_002007,可疑的女性,巴特利亚,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2,"170,255,255",0.5,2.1,1,0,0,10,20,20316,10,0,AYM_NPC_Female_Young_AA_05_1.ogg,
53035,1,14,0,2,4,1,0,33010,  ,NPT_Title_002008,NPT_Name_002008,村长,帕维尔,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 117,80,50 ",0.5,2.1,1,0,0,10,20,20317,10,0,SYJ_NPC_Male_Old_AA_01_1.ogg,
53036,1,14,0,2,4,1,0,33503,  ,NPT_Title_002009,NPT_Name_002009,研究员,费比仑,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 91,49,21 ",0.5,2.1,1,0,0,10,20,20318,10,0,CHW_NPC_Female_Young_AA_03_1.ogg,
53037,1,13,0,2,4,1,0,700,  ,NPT_Title_002010,NPT_Name_002010,派遣兵,兰迪,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 91,70,44 ",0.5,2.1,1,13007,0,10,20,20319,10,0,SYJ_NPC_Male_Young_EA_07_1.ogg,
53038,1,13,0,2,4,1,0,702,  ,NPT_Title_002011,NPT_Name_002011,警备兵,科纳特,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 72,63,58 ",0.5,2.1,1,13009,0,10,20,20320,10,0,SYJ_NPC_Male_Young_AA_08_4.ogg,
53039,1,14,0,2,4,1,0,33011,  ,NPT_Title_002012,NPT_Name_002012,传道士,提尔拉,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 183,158,74 ",0.5,2.1,1,0,0,10,20,20321,10,0,SYJ_NPC_Male_Young_EB_05_1.ogg,
53040,1,13,0,2,4,1,0,33014,  ,NPT_Title_002013,NPT_Name_002013,商人 ,罗姆,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 162,146,80 ",0.5,2.1,1,0,0,10,20,20322,10,0,SYJ_NPC_Male_Young_CA_04_1.ogg,
53041,1,1,2,2,4,1,0,33100,  ,NPT_Title_002014,NPT_Name_002014,上级杂货商人,奥德里,1,10102,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,188,2,2," 153,132,35 ",0.5,2.1,1,40003,0,10,20,20121,10|105,0,SYJ_NPC_Male_Young_CA_11_2.ogg,
53042,1,7,0,0,4,1,0,33110,  ,NPT_Title_002015,NPT_Name_002015,铁匠,卡民,1,10700,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 105,88,10 ",0.5,2.1,1,40001,0,10,20,20246,10|119|121|102,5001|5002,SYJ_NPC_Male_Young_BA_15_1.ogg,
53043,1,14,0,0,4,1,0,702,  ,NPT_Title_002016,NPT_Name_002016,派遣兵 ,利丁,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2,"153,162,103",0.5,2.1,1,0,0,10,20,20356,10,5001|5002,SYJ_NPC_Male_Young_BA_01_2.ogg,AYM_NPC_Female_Young_BA_01_2.ogg
53051,1,14,0,2,4,1,0,33002,  ,NPT_Title_002017,NPT_Name_002017,村长,蒙多,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2," 126,127,76 ",0.5,2.1,1,0,0,10,20,20323,10,0,SYJ_NPC_Male_Old_AA_01_2.ogg,
53052,1,14,0,2,4,1,0,33004,  ,NPT_Title_002018,NPT_Name_002018,药材师,洛根,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2," 117,80,50 ",0.5,2.1,1,0,0,10,20,20324,10,0,SYJ_NPC_Male_Young_EA_07_2.ogg,
53053,1,14,0,2,4,1,0,33511,  ,NPT_Title_002019,NPT_Name_002019,研究员,皮里亚,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,0,0,0,0,0,0,0,0,0,0,2,2," 91,49,21 ",0.5,2.1,1,0,0,10,20,20325,10,0,CHW_NPC_Female_Young_BA_04_2.ogg,
53054,1,13,0,2,4,1,0,700,  ,NPT_Title_002020,NPT_Name_002020,警备兵,迈内,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,0,0,0,0,0,0,0,0,0,0,2,2," 91,70,44 ",0.5,2.1,1,13007,0,10,20,20326,10,0,SYJ_NPC_Male_Young_DA_01_1.ogg,
53055,1,13,0,2,4,1,0,701,  ,NPT_Title_002021,NPT_Name_002021,派遣兵,利阿姆,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,0,0,0,0,0,0,0,0,0,0,2,2," 72,63,58 ",0.5,2.1,1,13008,0,10,20,20327,10,0,SYJ_NPC_Male_Young_DA_07_1.ogg,
53056,1,14,0,2,4,1,0,33001,  ,NPT_Title_002022,NPT_Name_002022,住民,西里斯,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2," 183,158,74 ",0.5,2.1,1,0,0,10,20,20328,10,0,SYJ_NPC_Male_Young_DA_10_1.ogg,
53057,1,1,2,2,4,1,0,33100,  ,NPT_Title_002023,NPT_Name_002023,上级杂货商人,哥德,1,10102,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,188,2,2," 162,146,80 ",0.5,2.1,1,40003,0,10,20,20224,10|105,0,SYJ_NPC_Male_Young_EA_02_2.ogg,
53058,1,7,0,0,4,1,0,33610,  ,NPT_Title_002024,NPT_Name_002024,铁匠,弗鲁伊,1,10700,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 153,132,35 ",0.5,2.1,1,40001,0,10,20,20091,10|119|121|102,5001|5002,AYM_NPC_Female_Young_BA_01_1.ogg,AYM_NPC_Female_Young_BA_01_2.ogg
53059,1,14,0,2,4,1,0,33011,  ,NPT_Title_002025,NPT_Name_002025,牧场管理者,盖尔,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 105,88,10 ",0.5,2.1,1,0,0,10,20,20329,10,0,SYJ_NPC_Male_Young_DA_10_2.ogg,
53060,1,14,0,2,4,1,0,33001,  ,NPT_Title_002026,NPT_Name_002026,气象学者,赛登,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"153,162,103",0.5,2.1,1,0,0,10,20,20330,10,0,SYJ_NPC_Male_Young_BA_03_1.ogg,
53061,1,13,0,0,4,1,0,702,  ,NPT_Title_002027,NPT_Name_002027,补给兵,拜尔,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 126,127,76 ",0.5,2.1,1,13009,0,10,20,20331,10,0,SYJ_NPC_Male_Young_EA_02_1.ogg,
53062,1,13,0,2,4,1,0,33013,  ,NPT_Title_002028,NPT_Name_002028,商人 ,梅厄斯,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 117,80,50 ",0.5,2.1,1,0,0,10,20,20332,10,0,SYJ_NPC_Male_Young_EA_03_1.ogg,
53063,1,14,0,2,4,1,0,33003,  ,NPT_Title_002029,NPT_Name_002029,牧工,本威尔,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 91,49,21 ",0.5,2.1,1,0,0,10,20,20333,10,0,SYJ_NPC_Male_Young_AA_06_1.ogg,
53064,1,14,0,2,4,1,0,33001,  ,NPT_Title_002030,NPT_Name_002030,牧工,卡伊,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2," 91,70,44 ",0.5,2.1,1,0,0,10,20,20334,10,0,SYJ_NPC_Male_Young_BA_09_2.ogg,
53065,1,14,0,2,4,1,0,33000,  ,NPT_Title_002031,NPT_Name_002031,幼年牧工,米哈伦,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 72,63,58 ",0.5,2.1,1,0,0,10,20,20335,10,0,SYJ_NPC_Male_Kid_AA_02_4.ogg,
53066,1,13,0,2,4,1,0,33720,  ,NPT_Title_002032,NPT_Name_002032,幽灵,诺拉,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2,"170,255,255",0.5,2.1,1,0,0,10,20,20336,10,0,AYM_NPC_Female_Young_AA_05_2.ogg,
53067,1,13,0,2,4,1,0,33513,  ,NPT_Title_002033,NPT_Name_002033,萨满,欧嘉,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1230,1230,5000,3400,1000,0,0,0,0,2,2," 162,146,80 ",0.5,2.1,1,0,0,10,20,20337,10,0,AYM_NPC_Female_Old_AA_03_2.ogg,
53068,1,1,0,2,4,1,0,33100,  ,NPT_Title_002034,NPT_Name_002034,上级武器商人,泰莎恩,1,10100,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,133,2,2," 153,132,35 ",0.5,2.1,1,0,0,10,20,20121,10|105,0,SYJ_NPC_Male_Young_CA_12_1.ogg,
53069,1,1,1,2,4,1,0,33600,  ,NPT_Title_002035,NPT_Name_002035,上级防御区商人,博特雷,1,10101,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1800,1800,5500,5500,1000,0,0,0,153,2,2," 105,88,10 ",0.5,2.1,1,0,0,10,20,20249,10|105,0,AYM_NPC_Female_Young_BB_03_1.ogg,
53070,1,3,0,2,4,1,0,33011,  ,NPT_Title_002036,NPT_Name_002036,技术者,山特,1,10300,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2,"153,162,103",0.5,2.1,1,40000,0,10,20,20114,10|122|123|102,5007,SYJ_NPC_Male_Young_AA_08_5.ogg,
53071,1,4,0,2,4,1,0,33620,  ,NPT_Title_002037,NPT_Name_002037,物品保管所,山塞伦,1,10400,20,1785,100,0,0,111,116,111,116,237,237,0,0,0,0,22,60,100,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2," 126,127,76 ",0.5,2.1,1,40002,0,10,20,20099,10|117,0,AYM_NPC_Female_Young_BA_01_1.ogg,AYM_NPC_Female_Young_BA_01_2.ogg
53081,1,14,0,2,4,1,0,33013,  ,NPT_Title_002038,NPT_Name_002038,猎人,塔鲍克,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2," 117,80,50 ",0.5,2.1,1,0,0,10,20,20338,10,0,SYJ_NPC_Male_Young_BA_10_1.ogg,
53082,1,13,0,2,4,1,0,702,  ,NPT_Title_002039,NPT_Name_002039,派遣部队副队长,阿瑟,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2," 91,49,21 ",0.5,2.1,1,13009,0,10,20,20339,10,0,SYJ_NPC_Male_Young_AA_10_1.ogg,
53083,1,13,0,2,4,1,0,701,  ,NPT_Title_002040,NPT_Name_002040,派遣部队副队长,阿尔达斯,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1800,1800,5500,5500,1000,0,0,0,0,2,2," 91,70,44 ",0.5,2.1,1,13008,0,10,20,20340,10,0,SYJ_NPC_Male_Young_AA_09_2.ogg,
53084,1,14,0,2,4,1,0,33011,  ,NPT_Title_002041,NPT_Name_002041,副官,凯西,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 72,63,58 ",0.5,2.1,1,0,0,10,20,20341,10,0,SYJ_NPC_Male_Young_BA_01_2.ogg,
53085,1,14,0,2,4,1,0,33510,  ,NPT_Title_002042,NPT_Name_002042,炼金术师,皮亚,7,1,40,5235,100,0,0,255,260,255,260,437,437,0,0,0,0,40,100,160,0,0,1000,1400,1400,5000,5000,1000,0,0,0,0,2,2," 183,158,74 ",0.5,2.1,1,0,0,10,20,20342,10,0,CHW_NPC_Female_Young_AA_04_1.ogg,
