ID,MediaPath,Bone,MPartsFace,MPartsEyeball,MPartsHair,MPartsHelm,MPartsBody,MPartsHand,MPartsLegs,MPartsFoot,MPartsCape,LHandWeapon,RHandWeapon,ItemMeshScale,StepLOD_01,StepLOD_02,StepLOD_03,StepLOD_04,StepLOD_05,EffectCreate,HitEffectKind,FourFoot
7008,Npc,07008.kfm,,,,,m_trle_c_lows_none_none_lod.nif,,,,,,2|m_lefu_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7009,Npc,07009.kfm,,,,,m_zomb_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7010,Npc,07009.kfm,,,,,m_zomb_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7011,Npc,07009.kfm,,,,,m_zomb_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7012,Npc,07012.kfm,,,,,m_trfd_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7013,Npc,07012.kfm,,,,,m_trfd_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7014,Npc,07012.kfm,,,,,m_trfd_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7015,Npc,07015.kfm,,,,,m_ggyl_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7016,Npc,07015.kfm,,,,,m_ggyl_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7017,Npc,07015.kfm,,,,,m_ggyl_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7018,Npc,07018.kfm,,,,,m_cmra_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7019,Npc,07018.kfm,,,,,m_cmra_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7020,Npc,07018.kfm,,,,,m_cmra_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7021,Npc,07021.kfm,,,,,m_hrpy_a_lows_none_none_lod.nif,,,,,7|m_hrpy_w_harp_rgt_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7022,Npc,07021.kfm,,,,,m_hrpy_b_lows_none_none_lod.bif,,,,,7|m_hrpy_w_harp_rgt_b_lod.bif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7023,Npc,07021.kfm,,,,,m_hrpy_c_lows_none_none_lod.bif,,,,,7|m_hrpy_w_harp_rgt_c_lod.bif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7024,Npc,07024.kfm,,,,,m_yeti_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7025,Npc,07024.kfm,,,,,m_yeti_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7026,Npc,07024.kfm,,,,,m_yeti_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7027,Npc,07042.kfm,,,,,m_curs_a_lows_none_none_lod.nif,,,,,0|m_wood_w_shld_lft_a_lod.nif,1|m_wood_w_pike_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7028,Npc,07043.kfm,,,,,m_curs_b_lows_none_none_lod.nif,,,,,4|m_wood_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7029,Npc,07044.kfm,,,,,m_curs_c_lows_none_none_lod.nif,,,,,,2|m_wood_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7030,Npc,07003.kfm,,,,,m_gbln_a_lows_none_none_lod.nif,,,,,,7|m_wood_w_oblt_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7031,Npc,07004.kfm,,,,,m_gbln_b_lows_none_none_lod.nif,,,,,4|m_wood_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7032,Npc,07005.kfm,,,,,m_gbln_c_lows_none_none_lod.nif,,,,,,2|m_wood_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7033,Npc,07003.kfm,,,,,m_gbir_a_lows_none_none_lod.nif,,,,,,7|m_iron_w_oblt_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7034,Npc,07004.kfm,,,,,m_gbir_b_lows_none_none_lod.nif,,,,,4|m_iron_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7035,Npc,07005.kfm,,,,,m_gbir_c_lows_none_none_lod.nif,,,,,,2|m_iron_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7036,Npc,07006.kfm,,,,,m_trol_a_lows_none_none_lod.nif,,,,,,7|m_wood_w_oblt_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7037,Npc,07007.kfm,,,,,m_trol_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7038,Npc,07008.kfm,,,,,m_trol_a_lows_none_none_lod.nif,,,,,,2|m_wood_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7039,Npc,07006.kfm,,,,,m_trir_a_lows_none_none_lod.nif,,,,,,7|m_iron_w_oblt_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7040,Npc,07007.kfm,,,,,m_trir_b_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7041,Npc,07008.kfm,,,,,m_trir_c_lows_none_none_lod.nif,,,,,,2|m_iron_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7042,Npc,07042.kfm,,,,,m_cule_a_lows_none_none_lod.nif,,,,,0|m_lefu_w_shld_lft_a_lod.nif,1|m_lefu_w_pike_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7043,Npc,07043.kfm,,,,,m_cule_b_lows_none_none_lod.nif,,,,,4|m_lefu_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7044,Npc,07044.kfm,,,,,m_cule_c_lows_none_none_lod.nif,,,,,,2|m_lefu_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7045,Npc,07042.kfm,,,,,m_cuir_a_lows_none_none_lod.nif,,,,,0|m_iron_w_shld_lft_a_lod.nif,1|m_iron_w_pike_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7046,Npc,07043.kfm,,,,,m_cuir_b_lows_none_none_lod.nif,,,,,4|m_iron_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7047,Npc,07044.kfm,,,,,m_cuir_c_lows_none_none_lod.nif,,,,,,2|m_iron_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7048,Npc,07048.kfm,,,,,m_grnd_a_lows_none_none_lod.nif,,,,,0|m_wood_w_shld_lft_a_lod.nif,7|m_wood_w_oblt_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7049,Npc,07049.kfm,,,,,m_grnd_b_lows_none_none_lod.nif,,,,,4|m_wood_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7050,Npc,07050.kfm,,,,,m_grnd_c_lows_none_none_lod.nif,,,,,,2|m_wood_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7051,Npc,07048.kfm,,,,,m_grle_a_lows_none_none_lod.nif,,,,,0|m_lefu_w_shld_lft_a_lod.nif,7|m_lefu_w_oblt_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7052,Npc,07049.kfm,,,,,m_grle_b_lows_none_none_lod.nif,,,,,4|m_lefu_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7053,Npc,07050.kfm,,,,,m_grle_c_lows_none_none_lod.nif,,,,,,2|m_lefu_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7054,Npc,07048.kfm,,,,,m_grir_a_lows_none_none_lod.nif,,,,,0|m_iron_w_shld_lft_a_lod.nif,7|m_iron_w_oblt_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7055,Npc,07049.kfm,,,,,m_grir_b_lows_none_none_lod.nif,,,,,4|m_iron_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7056,Npc,07050.kfm,,,,,m_grir_c_lows_none_none_lod.nif,,,,,,2|m_iron_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7057,Npc,07042.kfm,,,,,m_cuun_a_lows_none_none_lod.nif,,,,,0|m_unde_w_shld_all_a_lod.nif,1|m_iron_w_pike_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7058,Npc,07043.kfm,,,,,m_cuun_b_lows_none_none_lod.nif,,,,,4|m_unde_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7059,Npc,07044.kfm,,,,,m_cuun_c_lows_none_none_lod.nif,,,,,,2|m_unde_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7060,Npc,07048.kfm,,,,,m_grun_a_lows_none_none_lod.nif,,,,,0|m_unde_w_shld_all_a_lod.nif,7|m_iron_w_oblt_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7061,Npc,07049.kfm,,,,,m_grun_b_lows_none_none_lod.nif,,,,,4|m_unde_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7062,Npc,07050.kfm,,,,,m_grun_c_lows_none_none_lod.nif,,,,,,2|m_unde_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7063,Npc,07063.kfm,,,,,m_kkni_a_lows_none_none_lod.nif,,,,,4|m_iron_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7064,Npc,07063.kfm,,,,,m_kkni_b_lows_none_none_lod.bif,,,,,4|m_iron_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7065,Npc,07063.kfm,,,,,m_kkni_c_lows_none_none_lod.nif,,,,,4|m_iron_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7066,Npc,07003.kfm,,,,,m_gbun_a_lows_none_none_lod.nif,,,,,,7|m_unde_w_oblt_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7067,Npc,07004.kfm,,,,,m_gbun_b_lows_none_none_lod.nif,,,,,4|m_unde_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7068,Npc,07005.kfm,,,,,m_gbun_c_lows_none_none_lod.nif,,,,,,2|m_unde_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7070,Npc,07070.kfm,,,,,m_skel_a_lows_none_none_lod.nif,,,,,0|m_wood_w_shld_lft_a_lod.nif,10|m_wood_w_oswd_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7071,Npc,07071.kfm,,,,,m_skel_b_lows_none_none_lod.nif,,,,,4|m_wood_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7072,Npc,07072.kfm,,,,,m_skel_c_lows_none_none_lod.nif,,,,,,2|m_wood_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7073,Npc,07070.kfm,,,,,m_skle_a_lows_none_none_lod.nif,,,,,0|m_lefu_w_shld_lft_a_lod.nif,10|m_lefu_w_oswd_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7074,Npc,07071.kfm,,,,,m_skle_b_lows_none_none_lod.nif,,,,,4|m_lefu_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7075,Npc,07072.kfm,,,,,m_skle_c_lows_none_none_lod.nif,,,,,,2|m_lefu_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7076,Npc,07070.kfm,,,,,m_skir_a_lows_none_none_lod.nif,,,,,0|m_iron_w_shld_lft_a_lod.nif,10|m_iron_w_oswd_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7077,Npc,07071.kfm,,,,,m_skir_b_lows_none_none_lod.nif,,,,,4|m_iron_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7078,Npc,07072.kfm,,,,,m_skir_c_lows_none_none_lod.nif,,,,,,2|m_iron_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7079,Npc,07079.kfm,,,,,m_mari_a_lows_none_none_lod.nif,,,,,10|m_wood_w_oswd_rgt_a_lod.nif,10|m_wood_w_oswd_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7080,Npc,07080.kfm,,,,,m_mari_a_lows_none_none_lod.nif,,,,,4|m_wood_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7081,Npc,07081.kfm,,,,,m_mari_a_lows_none_none_lod.nif,,,,,2|m_wood_w_tstf_all_a_lod.nif,2|m_wood_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7082,Npc,07079.kfm,,,,,m_male_a_lows_none_none_lod.nif,,,,,10|m_lefu_w_oswd_rgt_a_lod.nif,10|m_lefu_w_oswd_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7083,Npc,07080.kfm,,,,,m_male_b_lows_none_none_lod.nif,,,,,4|m_lefu_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7084,Npc,07081.kfm,,,,,m_male_c_lows_none_none_lod.nif,,,,,2|m_lefu_w_tstf_all_a_lod.nif,2|m_lefu_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7085,Npc,07079.kfm,,,,,m_mair_a_lows_none_none_lod.nif,,,,,10|m_iron_w_oswd_rgt_a_lod.nif,10|m_iron_w_oswd_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7086,Npc,07080.kfm,,,,,m_mair_b_lows_none_none_lod.nif,,,,,4|m_iron_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7087,Npc,07081.kfm,,,,,m_mair_c_lows_none_none_lod.nif,,,,,2|m_iron_w_tstf_all_a_lod.nif,2|m_iron_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7088,Npc,00106.kfm,,,,,m_ghug_a_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7089,Npc,00107.kfm,,,,,m_ghug_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7090,Npc,00108.kfm,,,,,m_ghug_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7127,Npc,07006.kfm,,,,,m_trun_a_lows_none_none_lod.nif,,,,,,7|m_unde_w_oblt_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7128,Npc,07007.kfm,,,,,m_trun_b_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7129,Npc,07008.kfm,,,,,m_trun_c_lows_none_none_lod.nif,,,,,,2|m_unde_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
7130,Npc,07070.kfm,,,,,m_skun_a_lows_none_none_lod.nif,,,,,0|m_unde_w_shld_all_a_lod.nif,10|m_iron_w_oswd_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7131,Npc,07071.kfm,,,,,m_skun_b_lows_none_none_lod.nif,,,,,4|m_unde_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7132,Npc,07072.kfm,,,,,m_skun_c_lows_none_none_lod.nif,,,,,,2|m_unde_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,0
7133,Npc,07079.kfm,,,,,m_maun_a_lows_none_none_lod.nif,,,,,10|m_iron_w_oswd_rgt_a_lod.nif,10|m_iron_w_oswd_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7134,Npc,07080.kfm,,,,,m_maun_b_lows_none_none_lod.nif,,,,,4|m_unde_w_tbow_all_a_lod.nif,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7135,Npc,07081.kfm,,,,,m_maun_c_lows_none_none_lod.nif,,,,,2|m_unde_w_tstf_all_a_lod.nif,2|m_unde_w_tstf_all_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
7136,Npc,07136.kfm,,,,,n_mnpa_a_ghos_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,7136_ghost,0,0
7137,Npc,07137.kfm,,,,,n_mnpa_b_ghos_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,7137_ghost,0,0
7138,Npc,07138.kfm,,,,,n_mnpa_c_ghos_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,7138_ghost,0,0
9000,Npc,09000.kfm,,,,,m_fors_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9001,Npc,09000.kfm,,,,,m_fors_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9002,Npc,09000.kfm,,,,,m_fors_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9003,Npc,09003.kfm,,,,,m_drag_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9004,Npc,09003.kfm,,,,,m_drag_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9005,Npc,09003.kfm,,,,,m_drag_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9006,Npc,09006.kfm,,,,,m_seal_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9007,Npc,09006.kfm,,,,,m_seal_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9008,Npc,09006.kfm,,,,,m_seal_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9009,Npc,09009.kfm,,,,,m_spikl_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9010,Npc,09009.kfm,,,,,m_spikl_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9011,Npc,09009.kfm,,,,,m_spikl_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9012,Npc,09012.kfm,,,,,m_summ_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9013,Npc,09012.kfm,,,,,m_summ_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9014,Npc,09012.kfm,,,,,m_summ_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9015,Npc,09015.kfm,,,,,m_laph_a_lows_none_none_lod.nif,,,,,,,,4000.0f,5000.0f,6000.0f,7000.0f,10000.0f,,0,1
9016,Npc,09015.kfm,,,,,m_laph_b_lows_none_none_lod.bif,,,,,,,,4000.0f,5000.0f,6000.0f,7000.0f,10000.0f,,0,1
9017,Npc,09015.kfm,,,,,m_laph_c_lows_none_none_lod.bif,,,,,,,,4000.0f,5000.0f,6000.0f,7000.0f,10000.0f,,0,1
9018,Npc,09018.kfm,,,,,m_dnew_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9019,Npc,09018.kfm,,,,,m_dnew_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9020,Npc,09018.kfm,,,,,m_dnew_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9027,Npc,09027.kfm,,,,,m_wwol_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9028,Npc,09027.kfm,,,,,m_wwol_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9029,Npc,09027.kfm,,,,,m_wwol_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9030,Npc,09030.kfm,,,,,m_spdr_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9031,Npc,09030.kfm,,,,,m_spdr_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9032,Npc,09030.kfm,,,,,m_spdr_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9033,Npc,09027.kfm,,,,,m_swol_a_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9034,Npc,09027.kfm,,,,,m_swol_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9035,Npc,09027.kfm,,,,,m_swol_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9036,Npc,09030.kfm,,,,,m_pspd_a_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9037,Npc,09030.kfm,,,,,m_pspd_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9038,Npc,09030.kfm,,,,,m_pspd_c_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9045,Npc,09045.kfm,,,,,m_drit_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9046,Npc,09045.kfm,,,,,m_drit_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9047,Npc,09045.kfm,,,,,m_drit_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9048,Npc,09048.kfm,,,,,m_zmga_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9049,Npc,09048.kfm,,,,,m_zmga_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9050,Npc,09048.kfm,,,,,m_zmga_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9051,Npc,09051.kfm,,,,,m_taje_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9052,Npc,09051.kfm,,,,,m_taje_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9053,Npc,09051.kfm,,,,,m_taje_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9054,Npc,09054.kfm,,,,,m_beix_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,1
9055,Npc,09054.kfm,,,,,m_beix_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,1
9056,Npc,09054.kfm,,,,,m_beix_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,1,1
9057,Npc,09057.kfm,,,,,m_kice_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9058,Npc,09057.kfm,,,,,m_kice_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9059,Npc,09057.kfm,,,,,m_kice_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
9060,Npc,09060.kfm,,,,,m_anhe_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,9060_000,0,0
9061,Npc,09060.kfm,,,,,m_anhe_b_lows_none_none_lod.bif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9062,Npc,09060.kfm,,,,,m_anhe_c_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
9063,Npc,09063.kfm,,,,,m_qufo_a_lows_none_none_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,1
