TID,RewardTID,Comment,BoxColor,RewardItem01,RewardItemStack01,RewardRate01,RewardItem02,RewardItemStack02,RewardRate02,RewardItem03,RewardItemStack03,RewardRate03,RewardItem04,RewardItemStack04,RewardRate04,RewardItem05,RewardItemStack05,RewardRate05,RewardItem06,RewardItemStack06,RewardRate06,RewardItem07,RewardItemStack07,RewardRate07,RewardItem08,RewardItemStack08,RewardRate08,RewardItem09,RewardItemStack09,RewardRate09,RewardItem10,RewardItemStack10,RewardRate10
6245,4412,"恩蒂温的圣所 (兽族, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6310,4413,"恩蒂温的圣所 (人类, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6311,4413,"恩蒂温的圣所 (人类, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6312,4413,"恩蒂温的圣所 (人类, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6313,4413,"恩蒂温的圣所 (人类, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6314,4413,"恩蒂温的圣所 (人类, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6315,4413,"恩蒂温的圣所 (人类, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6340,4413,"恩蒂温的圣所 (兽族, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6341,4413,"恩蒂温的圣所 (兽族, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6342,4413,"恩蒂温的圣所 (兽族, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6343,4413,"恩蒂温的圣所 (兽族, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6344,4413,"恩蒂温的圣所 (兽族, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6345,4413,"恩蒂温的圣所 (兽族, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7010,4420,"冰冷的洞穴 (人类, 普通)-SSS 奖励",5,81009,1,925,81010,1,4625,81011,1,9250,2070211,1,9288,2070212,1,9326,2070221,1,9476,2070222,1,9626,2070231,1,9814,2070232,1,10000,,,
7011,4420,"冰冷的洞穴 (人类, 普通)-SS 奖励",5,81009,1,925,81010,1,5550,81011,1,9250,2070211,1,9326,2070212,1,9514,2070221,1,9702,2070222,1,9702,2070231,1,9852,2070232,1,10000,,,
7012,4420,"冰冷的洞穴 (人类, 普通)-S 奖励",4,81009,1,4625,81010,1,7400,81011,1,9250,2070211,1,9626,2070212,1,9739,2070221,1,9852,2070222,1,9852,2070231,1,9927,2070232,1,10000,,,
7013,4420,"冰冷的洞穴 (人类, 普通)-A 奖励",3,81009,1,2000,10008,20,4400,10108,20,6100,10009,20,8300,10109,20,10000,,,,,,,,,,,,,,,
7014,4420,"冰冷的洞穴 (人类, 普通)-B 奖励",3,81009,1,500,10008,10,3100,10108,10,5300,10009,10,7800,10109,10,10000,,,,,,,,,,,,,,,
7015,4420,"冰冷的洞穴 (人类, 普通)-F 奖励",2,10008,1,3000,10108,1,5000,10009,1,8000,10109,1,10000,,,,,,,,,,,,,,,,,,
7040,4420,"冰冷的洞穴 (兽族, 普通)-SSS 奖励",5,81109,1,925,81110,1,4625,81111,1,9250,2070211,1,9288,2070212,1,9326,2070221,1,9476,2070222,1,9626,2070231,1,9814,2070232,1,10000,,,
7041,4420,"冰冷的洞穴 (兽族, 普通)-SS 奖励",5,81109,1,925,81110,1,5550,81111,1,9288,2070211,1,9326,2070212,1,9514,2070221,1,9702,2070222,1,9702,2070231,1,9852,2070232,1,10000,,,
7042,4420,"冰冷的洞穴 (兽族, 普通)-S 奖励",4,81109,1,4625,81110,1,7400,81111,1,9438,2070211,1,9626,2070212,1,9739,2070221,1,9852,2070222,1,9852,2070231,1,9927,2070232,1,10000,,,
7043,4420,"冰冷的洞穴 (兽族, 普通)-A 奖励",3,81109,1,2000,10008,20,4400,10108,20,6100,10009,20,8300,10109,20,10000,,,,,,,,,,,,,,,
7044,4420,"冰冷的洞穴 (兽族, 普通)-B 奖励",3,81109,1,500,10008,10,3100,10108,10,5300,10009,10,7800,10109,10,10000,,,,,,,,,,,,,,,
7045,4420,"冰冷的洞穴 (兽族, 普通)-F 奖励",2,10008,1,3000,10108,1,5000,10009,1,8000,10109,1,10000,,,,,,,,,,,,,,,,,,
7110,4421,"冰冷的洞穴 (人类, 困难)-SSS 奖励",5,81010,1,1850,81011,1,8325,2070221,1,8400,2070222,1,8475,2070231,1,8738,2070232,1,9001,110200,1,9501,110201,1,10000,,,,,,
7111,4421,"冰冷的洞穴 (人类, 困难)-SS 奖励",5,81010,1,4625,81011,1,9250,2070221,1,9438,2070222,1,9626,2070231,1,9814,2070232,1,10000,,,,,,,,,,,,
7112,4421,"冰冷的洞穴 (人类, 困难)-S 奖励",4,81010,1,6475,81011,1,9250,2070221,1,9513,2070222,1,9776,2070231,1,9889,2070232,1,10000,,,,,,,,,,,,
7113,4421,"冰冷的洞穴 (人类, 困难)-A 奖励",3,81009,1,3000,10008,30,4800,10108,30,6500,10009,30,8300,10109,30,10000,,,,,,,,,,,,,,,
7114,4421,"冰冷的洞穴 (人类, 困难)-B 奖励",3,81009,1,1000,10008,15,3300,10108,15,5500,10009,15,7800,10109,15,10000,,,,,,,,,,,,,,,
7115,4421,"冰冷的洞穴 (人类, 困难)-F 奖励",2,10008,1,2500,10108,1,5000,10009,1,7500,10109,1,10000,,,,,,,,,,,,,,,,,,
7140,4421,"冰冷的洞穴 (兽族, 困难)-SSS 奖励",5,81110,1,1850,81111,1,8325,2070221,1,8400,2070222,1,8475,2070231,1,8738,2070232,1,9001,110200,1,9501,110201,1,10000,,,,,,
7141,4421,"冰冷的洞穴 (兽族, 困难)-SS 奖励",5,81110,1,4625,81111,1,9250,2070221,1,9438,2070222,1,9626,2070231,1,9814,2070232,1,10000,,,,,,,,,,,,
7142,4421,"冰冷的洞穴 (兽族, 困难)-S 奖励",4,81110,1,6475,81111,1,9250,2070221,1,9513,2070222,1,9776,2070231,1,9889,2070232,1,10000,,,,,,,,,,,,
7143,4421,"冰冷的洞穴 (兽族, 困难)-A 奖励",3,81109,1,3000,10008,30,4800,10108,30,6500,10009,30,8300,10109,30,10000,,,,,,,,,,,,,,,
7144,4421,"冰冷的洞穴 (兽族, 困难)-B 奖励",3,81109,1,1000,10008,15,3300,10108,15,5500,10009,15,7800,10109,15,10000,,,,,,,,,,,,,,,
7145,4421,"冰冷的洞穴 (兽族, 困难)-F 奖励",2,10008,1,2500,10108,1,5000,10009,1,7500,10109,1,10000,,,,,,,,,,,,,,,,,,
7210,4422,"冰冷的洞穴 (人类, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7211,4422,"冰冷的洞穴 (人类, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7212,4422,"冰冷的洞穴 (人类, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7213,4422,"冰冷的洞穴 (人类, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7214,4422,"冰冷的洞穴 (人类, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7215,4422,"冰冷的洞穴 (人类, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7240,4422,"冰冷的洞穴 (兽族, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7241,4422,"冰冷的洞穴 (兽族, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7242,4422,"冰冷的洞穴 (兽族, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7243,4422,"冰冷的洞穴 (兽族, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7244,4422,"冰冷的洞穴 (兽族, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7245,4422,"冰冷的洞穴 (兽族, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7310,4423,"冰冷的洞穴 (人类, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7311,4423,"冰冷的洞穴 (人类, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7312,4423,"冰冷的洞穴 (人类, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7313,4423,"冰冷的洞穴 (人类, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7314,4423,"冰冷的洞穴 (人类, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7315,4423,"冰冷的洞穴 (人类, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7340,4423,"冰冷的洞穴 (兽族, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7341,4423,"冰冷的洞穴 (兽族, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7342,4423,"冰冷的洞穴 (兽族, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7343,4423,"冰冷的洞穴 (兽族, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7344,4423,"冰冷的洞穴 (兽族, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7345,4423,"冰冷的洞穴 (兽族, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8010,4430,"冰封的狼城(人类, 普通)-SSS 奖励",5,81012,1,925,81013,1,4625,81014,1,9250,2070311,1,9288,2070312,1,9326,2070321,1,9476,2070322,1,9626,2070331,1,9814,2070332,1,10000,,,
8011,4430,"冰封的狼城(人类, 普通)-SS 奖励",5,81012,1,925,81013,1,5550,81014,1,9250,2070311,1,9288,2070312,1,9326,2070321,1,9514,2070322,1,9702,2070331,1,9852,2070332,1,10000,,,
8012,4430,"冰封的狼城(人类, 普通)-S 奖励",4,81012,1,4625,81013,1,7400,81014,1,9250,2070311,1,9438,2070312,1,9626,2070321,1,9739,2070322,1,9852,2070331,1,9927,2070332,1,10000,,,
8013,4430,"冰封的狼城(人类, 普通)-A 奖励",3,81012,1,2000,10012,20,4400,10112,20,6100,10013,20,8300,10113,20,10000,,,,,,,,,,,,,,,
8014,4430,"冰封的狼城(人类, 普通)-B 奖励",3,81012,1,500,10012,10,3100,10112,10,5300,10013,10,7800,10113,10,10000,,,,,,,,,,,,,,,
8015,4430,"冰封的狼城(人类, 普通)-F 奖励",2,10012,1,3000,10112,1,5000,10013,1,8000,10113,1,10000,,,,,,,,,,,,,,,,,,
8040,4430,"冰封的狼城(兽族, 普通)-SSS 奖励",5,81112,1,925,81113,1,4625,81114,1,9250,2070311,1,9288,2070312,1,9326,2070321,1,9476,2070322,1,9626,2070331,1,9814,2070332,1,10000,,,
8041,4430,"冰封的狼城(兽族, 普通)-SS 奖励",5,81112,1,925,81113,1,5550,81114,1,9250,2070311,1,9288,2070312,1,9326,2070321,1,9514,2070322,1,9702,2070331,1,9852,2070332,1,10000,,,
8042,4430,"冰封的狼城(兽族, 普通)-S 奖励",4,81112,1,4625,81113,1,7400,81114,1,9250,2070311,1,9438,2070312,1,9626,2070321,1,9739,2070322,1,9852,2070331,1,9927,2070332,1,10000,,,
8043,4430,"冰封的狼城(兽族, 普通)-A 奖励",3,81112,1,2000,10012,20,4400,10112,20,6100,10013,20,8300,10113,20,10000,,,,,,,,,,,,,,,
8044,4430,"冰封的狼城(兽族, 普通)-B 奖励",3,81112,1,500,10012,10,3100,10112,10,5300,10013,10,7800,10113,10,10000,,,,,,,,,,,,,,,
8045,4430,"冰封的狼城(兽族, 普通)-F 奖励",2,10012,1,3000,10112,1,5000,10013,1,8000,10113,1,10000,,,,,,,,,,,,,,,,,,
8110,4431,"冰封的狼城(人类, 困难)-SSS 奖励",5,81013,1,1850,81014,1,6475,2070321,1,6550,2070322,1,6625,2070331,1,6813,2070332,1,7001,83001,1,9001,110300,1,9501,110301,1,10000,,,
8111,4431,"冰封的狼城(人类, 困难)-SS 奖励",5,81013,1,4625,81014,1,8325,2070321,1,8513,2070322,1,8701,2070331,1,8851,2070332,1,9001,83001,1,10000,,,,,,,,,
8112,4431,"冰封的狼城(人类, 困难)-S 奖励",4,81013,1,6475,81014,1,8788,2070321,1,9051,2070322,1,9314,2070331,1,9408,2070332,1,9502,83001,1,10000,,,,,,,,,
8113,4431,"冰封的狼城(人类, 困难)-A 奖励",3,81012,1,3000,10012,30,4800,10112,30,6500,10013,30,8300,10109,30,10000,,,,,,,,,,,,,,,
8114,4431,"冰封的狼城(人类, 困难)-B 奖励",3,81012,1,1000,10012,15,3300,10112,15,5500,10013,15,7800,10109,15,10000,,,,,,,,,,,,,,,
8115,4431,"冰封的狼城(人类, 困难)-F 奖励",2,10012,1,2500,10112,1,5000,10013,1,7500,10113,1,10000,,,,,,,,,,,,,,,,,,
8140,4431,"冰封的狼城(兽族, 困难)-SSS 奖励",5,81113,1,1850,81114,1,6475,2070321,1,6550,2070322,1,6625,2070331,1,6813,2070332,1,7001,83101,1,9001,110300,1,9501,110301,1,10000,,,
8141,4431,"冰封的狼城(兽族, 困难)-SS 奖励",5,81113,1,4625,81114,1,8325,2070321,1,8513,2070322,1,8701,2070331,1,8851,2070332,1,9001,83101,1,10000,,,,,,,,,
8142,4431,"冰封的狼城(兽族, 困难)-S 奖励",4,81113,1,6475,81114,1,8788,2070321,1,9051,2070322,1,9314,2070331,1,9408,2070332,1,9502,83101,1,10000,,,,,,,,,
8143,4431,"冰封的狼城(兽族, 困难)-A 奖励",3,81112,1,3000,10012,30,4800,10112,30,6500,10013,30,8300,10113,30,10000,,,,,,,,,,,,,,,
8144,4431,"冰封的狼城(兽族, 困难)-B 奖励",3,81112,1,1000,10012,15,3300,10112,15,5500,10013,15,7800,10113,15,10000,,,,,,,,,,,,,,,
8145,4431,"冰封的狼城(兽族, 困难)-F 奖励",2,10012,1,2500,10112,1,5000,10013,1,7500,10113,1,10000,,,,,,,,,,,,,,,,,,
8210,4432,"冰封的狼城(人类, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8211,4432,"冰封的狼城(人类, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8212,4432,"冰封的狼城(人类, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8213,4432,"冰封的狼城(人类, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8214,4432,"冰封的狼城(人类, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8215,4432,"冰封的狼城(人类, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8240,4432,"冰封的狼城(兽族, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8241,4432,"冰封的狼城(兽族, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8242,4432,"冰封的狼城(兽族, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8243,4432,"冰封的狼城(兽族, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8244,4432,"冰封的狼城(兽族, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8245,4432,"冰封的狼城(兽族, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8310,4433,"冰封的狼城(人类, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8311,4433,"冰封的狼城(人类, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8312,4433,"冰封的狼城(人类, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8313,4433,"冰封的狼城(人类, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8314,4433,"冰封的狼城(人类, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8315,4433,"冰封的狼城(人类, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8340,4433,"冰封的狼城(兽族, 炼狱)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8341,4433,"冰封的狼城(兽族, 炼狱)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8342,4433,"冰封的狼城(兽族, 炼狱)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8343,4433,"冰封的狼城(兽族, 炼狱)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8344,4433,"冰封的狼城(兽族, 炼狱)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8345,4433,"冰封的狼城(兽族, 炼狱)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9010,4040,"死亡寺院 (人类, 普通)-SSS 奖励",5,81015,1,925,81016,1,4625,81017,1,9250,2080411,1,9288,2080412,1,9326,2080421,1,9476,2080422,1,9626,2080431,1,9814,2080432,1,10000,,,
9011,4040,"死亡寺院 (人类, 普通)-SS 奖励",5,81015,1,925,81016,1,5550,81017,1,9250,2080411,1,9288,2080412,1,9326,2080421,1,9514,2080422,1,9702,2080431,1,9852,2080432,1,10000,,,
9012,4040,"死亡寺院 (人类, 普通)-S 奖励",4,81015,1,4625,81016,1,7400,81017,1,9250,2080411,1,9438,2080412,1,9626,2080421,1,9739,2080422,1,9852,2080431,1,9927,2080432,1,10000,,,
9013,4040,"死亡寺院 (人类, 普通)-A 奖励",3,81015,1,2000,10012,20,4400,10112,20,6100,10013,20,8300,10113,20,10000,,,,,,,,,,,,,,,
9014,4040,"死亡寺院 (人类, 普通)-B 奖励",3,81015,1,500,10012,10,3100,10112,10,5300,10013,10,7800,10113,10,10000,,,,,,,,,,,,,,,
9015,4040,"死亡寺院 (人类, 普通)-F 奖励",2,10012,1,3000,10112,1,5000,10013,1,8000,10113,1,10000,,,,,,,,,,,,,,,,,,
9040,4040,"死亡寺院 (兽族, 普通)-SSS 奖励",5,81115,1,925,81116,1,4625,81117,1,9250,2080411,1,9288,2080412,1,9326,2080421,1,9476,2080422,1,9626,2080431,1,9814,2080432,1,10000,,,
9041,4040,"死亡寺院 (兽族, 普通)-SS 奖励",5,81115,1,925,81116,1,5550,81117,1,9250,2080411,1,9288,2080412,1,9326,2080421,1,9514,2080422,1,9702,2080431,1,9852,2080432,1,10000,,,
9042,4040,"死亡寺院 (兽族, 普通)-S 奖励",4,81115,1,4625,81116,1,7400,81117,1,9250,2080411,1,9438,2080412,1,9626,2080421,1,9739,2080422,1,9852,2080431,1,9927,2080432,1,10000,,,
9043,4040,"死亡寺院 (兽族, 普通)-A 奖励",3,81115,1,2000,10012,20,4400,10112,20,6100,10013,20,8300,10113,20,10000,,,,,,,,,,,,,,,
9044,4040,"死亡寺院 (兽族, 普通)-B 奖励",3,81115,1,500,10012,10,3100,10112,10,5300,10013,10,7800,10113,10,10000,,,,,,,,,,,,,,,
9045,4040,"死亡寺院 (兽族, 普通)-F 奖励",2,10012,1,3000,10112,1,5000,10013,1,8000,10113,1,10000,,,,,,,,,,,,,,,,,,
9110,4041,"死亡寺院 (人类, 困难)-SSS 奖励",5,81016,1,1850,81017,1,6475,2080421,1,6550,2080422,1,6625,2080431,1,6813,2080432,1,7001,83003,1,9001,115400,1,9501,115401,1,10000,,,
9111,4041,"死亡寺院 (人类, 困难)-SS 奖励",5,81016,1,4625,81017,1,8325,2080421,1,8513,2080422,1,8701,2080431,1,8851,2080432,1,9001,83003,1,10000,,,,,,,,,
9112,4041,"死亡寺院 (人类, 困难)-S 奖励",4,81016,1,6475,81017,1,8788,2080421,1,9051,2080422,1,9314,2080431,1,9408,2080432,1,9502,83003,1,10000,,,,,,,,,
9113,4041,"死亡寺院 (人类, 困难)-A 奖励",3,81015,1,3000,10012,30,4800,10112,30,6500,10013,30,8300,10113,30,10000,,,,,,,,,,,,,,,
9114,4041,"死亡寺院 (人类, 困难)-B 奖励",3,81015,1,1000,10012,15,3300,10112,15,5500,10013,15,7800,10113,15,10000,,,,,,,,,,,,,,,
9115,4041,"死亡寺院 (人类, 困难)-F 奖励",2,10012,1,2500,10112,1,5000,10013,1,7500,10113,1,10000,,,,,,,,,,,,,,,,,,
9140,4041,"死亡寺院 (兽族, 困难)-SSS 奖励",5,81116,1,1850,81117,1,6475,2080421,1,6550,2080422,1,6625,2080431,1,6813,2080432,1,7001,83103,1,9001,115400,1,9501,115401,1,10000,,,
9141,4041,"死亡寺院 (兽族, 困难)-SS 奖励",5,81116,1,4625,81117,1,8325,2080421,1,8513,2080422,1,8701,2080431,1,8851,2080432,1,9001,83103,1,10000,,,,,,,,,
9142,4041,"死亡寺院 (兽族, 困难)-S 奖励",4,81116,1,6475,81117,1,8788,2080421,1,9051,2080422,1,9314,2080431,1,9408,2080432,1,9502,83103,1,10000,,,,,,,,,
9143,4041,"死亡寺院 (兽族, 困难)-A 奖励",3,81115,1,3000,10012,30,4800,10112,30,6500,10013,30,8300,10113,30,10000,,,,,,,,,,,,,,,
9144,4041,"死亡寺院 (兽族, 困难)-B 奖励",3,81115,1,1000,10012,15,3300,10112,15,5500,10013,15,7800,10113,15,10000,,,,,,,,,,,,,,,
9145,4041,"死亡寺院 (兽族, 困难)-F 奖励",2,10012,1,2500,10112,1,5000,10013,1,7500,10113,1,10000,,,,,,,,,,,,,,,,,,
9210,4042,"死亡寺院 (人类, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9211,4042,"死亡寺院 (人类, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9212,4042,"死亡寺院 (人类, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9213,4042,"死亡寺院 (人类, 极困难)-A 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9214,4042,"死亡寺院 (人类, 极困难)-B 奖励",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9215,4042,"死亡寺院 (人类, 极困难)-F 奖励",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9240,4042,"死亡寺院 (兽族, 极困难)-SSS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9241,4042,"死亡寺院 (兽族, 极困难)-SS 奖励",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9242,4042,"死亡寺院 (兽族, 极困难)-S 奖励",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
