TID,Comment,ReqTotal,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,EngDesc,LocalDesc
271,高级-1名誉之洛夫套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
272,高级-1名誉之洛夫套装(Lv.50),3,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+84魔法值
273,高级-1名誉之洛夫套装(Lv.50),4,0,0,0,0,0,0,0,120,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+ 120
274,高级-1名誉之洛夫套装(Lv.50),5,0,0,0,0,0,0,0,120,0,84,0,0,0,0,0,105,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+105护甲的物理，魔法护甲+158
275,高级-1名誉之洛夫套装(Lv.50),6,0,20,0,25,0,0,0,120,0,84,0,0,0,0,0,105,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+20耐力，+25精神
276,高级-2名誉之洛夫套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
277,高级-2名誉之洛夫套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,,3套装：+45命中度
278,高级-2名誉之洛夫套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,15,0,0,0,0,0,0,,4套装：+15致命一击
279,高级-2名誉之洛夫套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,158,0,0,0,0,45,0,0,15,0,0,0,0,0,0,,5套装：+105护甲的物理，魔法护甲+158
280,高级-2名誉之洛夫套装(Lv.50),6,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,105,158,0,0,0,0,45,0,0,15,0,0,0,0,0,0,,6.套装：+25智力，精神+20
281,高级-1名誉之颈甲套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
282,高级-1名誉之颈甲套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,,3套装：+28闪避
283,高级-1名誉之颈甲套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,100,0,0,,4套装：攻击速度+ 10％
284,高级-1名誉之颈甲套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,0,28,0,0,0,0,0,100,0,0,,5套装：+131护甲的物理，魔法护甲+131
285,高级-1名誉之颈甲套装(Lv.50),6,20,0,0,0,25,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,0,28,0,0,0,0,0,100,0,0,,6件：+20力量，+25敏捷
286,高级-2名誉之颈甲套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
287,高级-2名誉之颈甲套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,,3套装：+45命中度
288,高级-2名誉之颈甲套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,23,0,0,0,0,0,0,,4套装：+23致命一击
289,高级-2名誉之颈甲套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,45,0,0,23,0,0,0,0,0,0,,5套装：+131护甲的物理，魔法护甲+131
290,高级-2名誉之颈甲套装(Lv.50),6,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,45,0,0,23,0,0,0,0,0,0,,6件：+15力量，+30敏捷
291,高级-1名誉之中等套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
292,高级-1名誉之中等套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,,3套装：+26闪避
293,高级-1名誉之中等套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,0,0,,4套装：+34减少伤害
294,高级-1名誉之中等套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,0,0,0,0,0,26,34,0,0,0,0,0,0,0,,5套装：+158护甲的物理，魔法护甲+105
295,高级-1名誉之中等套装(Lv.50),6,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,0,0,0,0,0,26,34,0,0,0,0,0,0,0,,6件：+15力量，+30耐力
296,高级-2名誉之中等套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
297,高级-2名誉之中等套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,,3套装：+45命中度
298,高级-2名誉之中等套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,19,0,0,0,0,0,0,,4套装：+19致命一击
299,高级-2名誉之中等套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,0,0,0,0,45,0,0,19,0,0,0,0,0,0,,5套装：+158护甲的物理，魔法护甲+105
300,高级-2名誉之中等套装(Lv.50),6,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,0,0,0,0,45,0,0,19,0,0,0,0,0,0,,6件：+25力量，+20耐力
301,高级-1名誉之洛夫套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
302,高级-1名誉之洛夫套装(Lv.52),3,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+87魔法值
303,高级-1名誉之洛夫套装(Lv.52),4,0,0,0,0,0,0,0,130,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+ 130
304,高级-1名誉之洛夫套装(Lv.52),5,0,0,0,0,0,0,0,130,0,87,0,0,0,0,0,109,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+109护甲的物理，魔法护甲+164
305,高级-1名誉之洛夫套装(Lv.52),6,0,21,0,26,0,0,0,130,0,87,0,0,0,0,0,109,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+21耐力+26精神
306,高级-2名誉之洛夫套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
307,高级-2名誉之洛夫套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,,3套装：+48命中度
308,高级-2名誉之洛夫套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,16,0,0,0,0,0,0,,4套装：+16致命一击
309,高级-2名誉之洛夫套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,164,0,0,0,0,48,0,0,16,0,0,0,0,0,0,,5套装：+109护甲的物理，魔法护甲+164
310,高级-2名誉之洛夫套装(Lv.52),6,0,0,26,21,0,0,0,0,0,0,0,0,0,0,0,109,164,0,0,0,0,48,0,0,16,0,0,0,0,0,0,,6.套装：+26智力，精神+21
311,高级-1名誉之颈甲套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
312,高级-1名誉之颈甲套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,,3套装：+31闪避
313,高级-1名誉之颈甲套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,104,0,0,,4套装：攻击速度+ 10.4％
314,高级-1名誉之颈甲套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,0,31,0,0,0,0,0,104,0,0,,5套装：+137护甲的物理，魔法护甲+137
315,高级-1名誉之颈甲套装(Lv.52),6,21,0,0,0,26,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,0,31,0,0,0,0,0,104,0,0,,6件：+21力量，+26敏捷
316,高级-2名誉之颈甲套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
317,高级-2名誉之颈甲套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,,3套装：+48命中度
318,高级-2名誉之颈甲套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,24,0,0,0,0,0,0,,4套装：+24致命一击
319,高级-2名誉之颈甲套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,48,0,0,24,0,0,0,0,0,0,,5套装：+137护甲的物理，魔法护甲+137
320,高级-2名誉之颈甲套装(Lv.52),6,16,0,0,0,31,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,48,0,0,24,0,0,0,0,0,0,,6件：+16力量，+31敏捷
321,高级-1名誉之中等套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
322,高级-1名誉之中等套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,,3套装：+29闪避
323,高级-1名誉之中等套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,0,0,0,0,0,0,0,,4套装：+35减少伤害
324,高级-1名誉之中等套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,109,0,0,0,0,0,29,35,0,0,0,0,0,0,0,,5套装：+164护甲的物理，魔法护甲+109
325,高级-1名誉之中等套装(Lv.52),6,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,164,109,0,0,0,0,0,29,35,0,0,0,0,0,0,0,,6件：+16力量，+31耐力
326,高级-2名誉之中等套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
327,高级-2名誉之中等套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,,3套装：+48命中度
328,高级-2名誉之中等套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,20,0,0,0,0,0,0,,4套装：+20致命一击
329,高级-2名誉之中等套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,109,0,0,0,0,48,0,0,20,0,0,0,0,0,0,,5套装：+164护甲的物理，魔法护甲+109
330,高级-2名誉之中等套装(Lv.52),6,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,164,109,0,0,0,0,48,0,0,20,0,0,0,0,0,0,,6件：+26力量，+21耐力
331,高级-1名誉之洛夫套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
332,高级-1名誉之洛夫套装(Lv.55),3,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+92魔法值
333,高级-1名誉之洛夫套装(Lv.55),4,0,0,0,0,0,0,0,140,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+140
334,高级-1名誉之洛夫套装(Lv.55),5,0,0,0,0,0,0,0,140,0,92,0,0,0,0,0,116,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+116护甲的物理，魔法护甲+173
335,高级-1名誉之洛夫套装(Lv.55),6,0,22,0,28,0,0,0,140,0,92,0,0,0,0,0,116,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+22耐力，+28精神
336,高级-2名誉之洛夫套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
337,高级-2名誉之洛夫套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,,3套装：+52命中度
338,高级-2名誉之洛夫套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,17,0,0,0,0,0,0,,4套装：+17致命一击
339,高级-2名誉之洛夫套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,173,0,0,0,0,52,0,0,17,0,0,0,0,0,0,,5套装：+116护甲的物理，魔法护甲+173
340,高级-2名誉之洛夫套装(Lv.55),6,0,0,28,22,0,0,0,0,0,0,0,0,0,0,0,116,173,0,0,0,0,52,0,0,17,0,0,0,0,0,0,,6.套装：+28智力，精神+22
341,高级-1名誉之颈甲套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
342,高级-1名誉之颈甲套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,,3套装：+34闪避
343,高级-1名誉之颈甲套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,110,0,0,,4套装：攻击速度+ 11％
344,高级-1名誉之颈甲套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,34,0,0,0,0,0,110,0,0,,5套装：+144护甲的物理，魔法护甲+144
345,高级-1名誉之颈甲套装(Lv.55),6,22,0,0,0,28,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,34,0,0,0,0,0,110,0,0,,6件：+22力量，+28敏捷
346,高级-2名誉之颈甲套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
347,高级-2名誉之颈甲套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,,3套装：+52命中度
348,高级-2名誉之颈甲套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,25,0,0,0,0,0,0,,4套装：+25致命一击
349,高级-2名誉之颈甲套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,52,0,0,25,0,0,0,0,0,0,,5套装：+144护甲的物理，魔法护甲+144
350,高级-2名誉之颈甲套装(Lv.55),6,17,0,0,0,33,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,52,0,0,25,0,0,0,0,0,0,,6件：+17力量，+33敏捷
351,高级-1名誉之中等套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
352,高级-1名誉之中等套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,,3套装：+32闪避
353,高级-1名誉之中等套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,0,0,0,0,0,0,0,,4套装：+37减少伤害
354,高级-1名誉之中等套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,116,0,0,0,0,0,32,37,0,0,0,0,0,0,0,,5套装：+173护甲的物理，魔法护甲+116
355,高级-1名誉之中等套装(Lv.55),6,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,173,116,0,0,0,0,0,32,37,0,0,0,0,0,0,0,,6件：+17力量，+33耐力
356,高级-2名誉之中等套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
357,高级-2名誉之中等套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,,3套装：+52命中度
358,高级-2名誉之中等套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,21,0,0,0,0,0,0,,4套装：+21致命一击
359,高级-2名誉之中等套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,116,0,0,0,0,52,0,0,21,0,0,0,0,0,0,,5套装：+173护甲的物理，魔法护甲+116
360,高级-2名誉之中等套装(Lv.55),6,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,173,116,0,0,0,0,52,0,0,21,0,0,0,0,0,0,,6件：+28力量，+22耐力
361,高级-平凡的光之化身套装(1次),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
362,高级-平凡的光之化身套装(1次),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：无
363,高级-平凡的光之化身套装(1次),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4套装：无
364,高级-平凡的光之化身套装(1次),5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：治疗+10
365,高级-平凡的光之化身套装(1次),6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,0,,6.套装：攻击速度0.5％，移动速度1％
366,高级-时髦的光之化身套装(1次),2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+20治疗
367,高级-时髦的光之化身套装(1次),3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,3套装：+20攻击无视防御
368,高级-时髦的光之化身套装(1次),4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,,4套装：+20致命一击
369,高级-时髦的光之化身套装(1次),5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,0,0,0,,套装5：PVP攻击0.5％，PVP防御0.5％
370,高级-时髦的光之化身套装(1次),6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,15,100,0,,6.套装：1.5％攻击速度，2％移动速度
371,高级-稀有的光之化身套装(1次),2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+30治疗
372,高级-稀有的光之化身套装(1次),3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,3套装：+40攻击无视防御
373,高级-稀有的光之化身套装(1次),4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,,4套装：+20致命一击
374,高级-稀有的光之化身套装(1次),5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1,1,0,0,0,,套装5：PVP攻击1％，PVP防御1％
375,高级-稀有的光之化身套装(1次),6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1,1,30,150,0,,6.套装：3％的攻击速度，3％的移动速度
376,高级-平凡的火之化身套装(2次),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
377,高级-平凡的火之化身套装(2次),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：无
378,高级-平凡的火之化身套装(2次),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4套装：无
379,高级-平凡的火之化身套装(2次),5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：治疗+10
380,高级-平凡的火之化身套装(2次),6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,0,,6.套装：攻击速度0.5％，移动速度1％
381,高级-时髦的火之化身套装(2次),2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+20治疗
382,高级-时髦的火之化身套装(2次),3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,3套装：+20攻击无视防御
383,高级-时髦的火之化身套装(2次),4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,,4套装：+20致命一击
384,高级-时髦的火之化身套装(2次),5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,0,0,0,,套装5：PVP攻击0.5％，PVP防御0.5％
385,高级-时髦的火之化身套装(2次),6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,15,100,0,,6.套装：1.5％攻击速度，2％移动速度
386,高级-稀有的火之化身套装(2次),2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+30治疗
387,高级-稀有的火之化身套装(2次),3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,3套装：+40攻击无视防御
388,高级-稀有的火之化身套装(2次),4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,,4套装：+20致命一击
389,高级-稀有的火之化身套装(2次),5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1,1,0,0,0,,套装5：PVP攻击1％，PVP防御1％
390,高级-稀有的火之化身套装(2次),6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1,1,30,150,0,,6.套装：3％的攻击速度，3％的移动速度
391,高级-时髦的光之化身套装(活动),2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+20治疗
392,高级-时髦的光之化身套装(活动),3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,3套装：+20攻击无视防御
393,高级-时髦的光之化身套装(活动),4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,,4套装：+20致命一击
394,高级-时髦的光之化身套装(活动),5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,0,0,0,,套装5：PVP攻击0.5％，PVP防御0.5％
395,高级-时髦的光之化身套装(活动),6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,15,100,0,,6.套装：1.5％攻击速度，2％移动速度
5001,破坏-1献身的洛夫套装(Lv.10),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5002,破坏-1献身的洛夫套装(Lv.10),3,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+17魔法值
5003,破坏-1献身的洛夫套装(Lv.10),4,0,0,0,0,0,0,0,20,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+20
5004,破坏-1献身的洛夫套装(Lv.10),5,0,0,0,0,0,0,0,20,0,17,0,0,0,0,0,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+21护甲的物理，魔法护甲+32
5005,破坏-1献身的洛夫套装(Lv.10),6,0,4,0,5,0,0,0,20,0,17,0,0,0,0,0,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：耐力+4，+5精神
5006,破坏-2献身的洛夫套装(Lv.10),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5007,破坏-2献身的洛夫套装(Lv.10),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,3套装：+13命中度
5008,破坏-2献身的洛夫套装(Lv.10),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,,4套装：致命一击+3
5009,破坏-2献身的洛夫套装(Lv.10),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,0,0,0,0,5,0,0,3,0,0,0,0,0,0,,5套装：+21护甲的物理，魔法护甲+32
5010,破坏-2献身的洛夫套装(Lv.10),6,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,21,32,0,0,0,0,5,0,0,3,0,0,0,0,0,0,,6.套装：智力+5精神+4
5011,破坏-1奉献的颈甲套装(Lv.10),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5012,破坏-1奉献的颈甲套装(Lv.10),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,3套装：+4躲闪
5013,破坏-1奉献的颈甲套装(Lv.10),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,,4套装：攻击速度+ 2％
