TID,ProductType,ProductKind,Comment,ItemTID,ProductLevel,RecipeExp,CostGhelld,CompleteItemTID,SourceItem01,Value01,SourceItem02,Value02,SourceItem03,Value03,SourceItem04,Value04,SourceItem05,Value05,SourceItem06,Value06,SourceItem07,Value07,SourceItem08,Value08
7855,2,5,2模式：普通保护沉重的靴子,63455,40,1696,5280,2156953,37108,3,42203,1,,,,,,,,,,,,
7856,2,5,1模式：大雨高级的保护,63456,40,2656,7200,2156954,37108,3,42203,1,42210,3,,,,,,,,,,
7857,2,5,2模式：大雨高级的保护,63457,40,2656,7200,2156955,37108,3,42203,1,42210,3,,,,,,,,,,
7858,2,5,1模式：罕见的沉重的靴子保护,63458,40,6094,9600,2156956,37108,3,43003,1,42210,4,39102,1,,,,,,,,
7859,2,5,2模式：罕见的沉重的靴子保护,63459,40,6094,9600,2156957,37108,3,43003,1,42210,4,39102,1,,,,,,,,
7860,2,5,1模式：特殊保护的沉重的靴子,63460,40,10580,14400,2156958,37108,4,43017,1,42210,6,39102,1,,,,,,,,
7861,2,5,2模式：特殊保护的沉重的靴子,63461,40,10580,14400,2156959,37108,4,43017,1,42210,6,39102,1,,,,,,,,
7862,2,5,模式：的重靴,63462,45,828,6078,2157151,37109,2,,,,,,,,,,,,,,
7863,2,5,1模式：普通牧民沉重的靴子,63463,45,2088,6684,2157152,37109,3,42204,1,,,,,,,,,,,,
7864,2,5,2模式：普通牧民沉重的靴子,63464,45,2088,6684,2157153,37109,3,42204,1,,,,,,,,,,,,
7865,2,5,1模式：高级的守护的重靴,63465,45,3348,9114,2157154,37109,3,42204,1,42210,4,,,,,,,,,,
7866,2,5,2模式：高级的了沉重的靴子,63466,45,3348,9114,2157155,37109,3,42204,1,42210,4,,,,,,,,,,
7867,2,5,1模式：重罕见遵守靴,63467,45,7666,12150,2157156,37109,3,43003,1,42210,5,39102,1,,,,,,,,
7868,2,5,2模式：重罕见遵守靴,63468,45,7666,12150,2157157,37109,3,43003,1,42210,5,39102,1,,,,,,,,
7869,2,5,1模式：特殊的纪念沉重的靴子,63469,45,13522,18228,2157158,37109,4,43018,1,42210,7,39102,1,,,,,,,,
7870,2,5,2模式：特殊的纪念沉重的靴子,63470,45,13522,18228,2157159,37109,4,43018,1,42210,7,39102,1,,,,,,,,
7871,2,5,模式：长靴寒碜不朽,63471,50,920,7500,2157351,37110,2,,,,,,,,,,,,,,
7872,2,5,1模式：普通不朽的重靴,63472,50,2320,8250,2157352,37110,3,42204,1,,,,,,,,,,,,
7873,2,5,2模式：普通不朽的重靴,63473,50,2320,8250,2157353,37110,3,42204,1,,,,,,,,,,,,
7874,2,5,1模式：大雨高级的不朽,63474,50,3720,11250,2157354,37110,3,42204,1,42210,5,,,,,,,,,,
7875,2,5,2模式：大雨高级的不朽,63475,50,3720,11250,2157355,37110,3,42204,1,42210,5,,,,,,,,,,
7876,2,5,1模式：罕见的不朽沉重的靴子,63476,50,8518,15000,2157356,37110,3,43004,1,42210,6,39102,1,,,,,,,,
7877,2,5,2模式：罕见的不朽沉重的靴子,63477,50,8518,15000,2157357,37110,3,43004,1,42210,6,39102,1,,,,,,,,
7878,2,5,1模式：特殊不朽沉重的靴子,63478,50,16208,22500,2157358,37110,4,43019,1,42210,9,39102,1,,,,,,,,
7879,2,5,2模式：特殊不朽沉重的靴子,63479,50,16208,22500,2157359,37110,4,43019,1,42210,9,39102,1,,,,,,,,
7880,2,5,模式：长靴寒碜不朽,63480,55,1012,9078,2157551,37111,2,,,,,,,,,,,,,,
7881,2,5,1模式：普通不朽的重靴,63481,55,2772,9984,2157552,37111,3,42212,1,,,,,,,,,,,,
7882,2,5,2模式：普通不朽的重靴,63482,55,2772,9984,2157553,37111,3,42212,1,,,,,,,,,,,,
7883,2,5,1模式：大雨高级的不朽,63483,55,4172,13614,2157554,37111,3,42212,1,42210,6,,,,,,,,,,
7884,2,5,2模式：大雨高级的不朽,63484,55,4172,13614,2157555,37111,3,42212,1,42210,6,,,,,,,,,,
7885,2,5,1模式：罕见的不朽沉重的靴子,63485,55,10360,18150,2157556,37111,3,43004,2,42210,7,39103,1,,,,,,,,
7886,2,5,2模式：罕见的不朽沉重的靴子,63486,55,10360,18150,2157557,37111,3,43004,2,42210,7,39103,1,,,,,,,,
7887,2,5,1模式：特殊不朽沉重的靴子,63487,55,19808,27228,2157558,37111,4,43019,4,42210,11,39103,1,,,,,,,,
7888,2,5,2模式：特殊不朽沉重的靴子,63488,55,19808,27228,2157559,37111,4,43019,4,42210,11,39103,1,,,,,,,,
8000,2,6,模式：不起眼的披风,63500,1,92,96,2160151,37100,3,,,,,,,,,,,,,,
8001,2,6,1模式：普通披风,63501,1,152,108,2160152,37100,3,42200,1,,,,,,,,,,,,
8002,2,6,2模式：普通披风,63502,1,152,108,2160153,37100,3,42200,1,,,,,,,,,,,,
8003,2,6,1模式：高级的学员披风,63503,4,212,144,2160154,37100,3,42200,1,42211,1,,,,,,,,,,
8004,2,6,2模式：高级的学员披风,63504,4,212,144,2160155,37100,3,42200,1,42211,1,,,,,,,,,,
8005,2,6,1模式：罕见的披风,63505,4,492,192,2160156,37100,3,43000,1,42211,1,39100,1,,,,,,,,
8006,2,6,2模式：罕见的披风,63506,4,492,192,2160157,37100,3,43000,1,42211,1,39100,1,,,,,,,,
8007,2,6,模式：破旧的披风,63507,9,184,486,2160251,37102,4,,,,,,,,,,,,,,
8008,2,6,1模式：普通的披风,63508,9,304,540,2160252,37102,4,42200,1,,,,,,,,,,,,
8009,2,6,2模式：普通的披风,63509,9,304,540,2160253,37102,4,42200,1,,,,,,,,,,,,
8010,2,6,1模式：高级的披风,63510,9,424,732,2160254,37102,4,42200,1,42211,1,,,,,,,,,,
8011,2,6,2模式：高级的披风,63511,9,424,732,2160255,37102,4,42200,1,42211,1,,,,,,,,,,
8012,2,6,1模式：罕见的专家披风,63512,9,1220,972,2160256,37102,5,43000,1,42211,1,39100,2,,,,,,,,
8013,2,6,2模式：罕见的专家披风,63513,9,1220,972,2160257,37102,5,43000,1,42211,1,39100,2,,,,,,,,
8014,2,6,模式：铠甲披风,63514,14,276,1176,2160351,37103,4,,,,,,,,,,,,,,
8015,2,6,1模式：普通铠甲披风,63515,14,516,1296,2160352,37103,4,42201,1,,,,,,,,,,,,
8016,2,6,2模式：普通铠甲披风,63516,14,516,1296,2160353,37103,4,42201,1,,,,,,,,,,,,
8017,2,6,1模式：高级的铠甲披风,63517,14,756,1764,2160354,37103,5,42201,1,42211,1,,,,,,,,,,
8018,2,6,2模式：高级的铠甲披风,63518,14,756,1764,2160355,37103,5,42201,1,42211,1,,,,,,,,,,
8019,2,6,1模式：罕见铠甲披风,63519,14,2825,2352,2160356,37103,5,43000,3,42211,1,39101,1,,,,,,,,
8020,2,6,2模式：罕见铠甲披风,63520,14,2825,2352,2160357,37103,5,43000,3,42211,1,39101,1,,,,,,,,
8021,2,6,模式：破旧的披风,63521,19,368,2166,2160451,37104,4,,,,,,,,,,,,,,
8022,2,6,1模式：普通披风,63522,19,688,2388,2160452,37104,5,42201,1,,,,,,,,,,,,
8023,2,6,2模式：普通披风,63523,19,688,2388,2160453,37104,5,42201,1,,,,,,,,,,,,
8024,2,6,1模式：高级的披风,63524,19,1008,3252,2160454,37104,5,42201,1,42211,1,,,,,,,,,,
8025,2,6,2模式：高级的披风,63525,19,1008,3252,2160455,37104,5,42201,1,42211,1,,,,,,,,,,
8026,2,6,1模式：罕见披风,63526,19,2327,4332,2160456,37104,5,43001,1,42211,2,39101,1,,,,,,,,
8027,2,6,2模式：罕见披风,63527,19,2327,4332,2160457,37104,5,43001,1,42211,2,39101,1,,,,,,,,
8028,2,6,模式：破旧的披风,63528,24,460,3456,2160551,37105,5,,,,,,,,,,,,,,
8029,2,6,1模式：普通披风,63529,24,960,3804,2160552,37105,5,42202,1,,,,,,,,,,,,
8030,2,6,2模式：普通披风,63530,24,960,3804,2160553,37105,5,42202,1,,,,,,,,,,,,
8031,2,6,1模式：披风高级的,63531,24,1460,5184,2160554,37105,5,42202,1,42211,2,,,,,,,,,,
8032,2,6,2模式：披风高级的,63532,24,1460,5184,2160555,37105,5,42202,1,42211,2,,,,,,,,,,
8033,2,6,1模式：斗篷,63533,24,6200,6912,2160556,37105,5,43001,2,42211,3,39101,2,,,,,,,,
8034,2,6,2模式：斗篷,63534,24,6200,6912,2160557,37105,5,43001,2,42211,3,39101,2,,,,,,,,
8035,2,6,模式：不屈的破旧斗篷,63535,30,552,5400,2160651,37106,5,,,,,,,,,,,,,,
8036,2,6,1模式：普通不屈披风,63536,30,1152,5940,2160652,37106,5,42202,1,,,,,,,,,,,,
8037,2,6,2模式：普通不屈披风,63537,30,1152,5940,2160653,37106,5,42202,1,,,,,,,,,,,,
8038,2,6,1模式：不屈披风高级的,63538,30,1752,8100,2160654,37106,6,42202,1,42211,3,,,,,,,,,,
8039,2,6,2模式：不屈披风高级的,63539,30,1752,8100,2160655,37106,6,42202,1,42211,3,,,,,,,,,,
8040,2,6,1模式：斗篷,63540,30,4740,10800,2160656,37106,6,43002,1,42211,4,39101,3,,,,,,,,
8041,2,6,2模式：斗篷,63541,30,4740,10800,2160657,37106,6,43002,1,42211,4,39101,3,,,,,,,,
8042,2,6,1模式：不屈披风特,63542,30,8274,16200,2160658,37106,7,43015,2,42211,7,39101,4,,,,,,,,
8043,2,6,2模式：不屈披风特,63543,30,8274,16200,2160659,37106,7,43015,2,42211,7,39101,4,,,,,,,,
8044,2,6,模式：破旧的耐性的披风,63544,35,644,7350,2160751,37107,5,,,,,,,,,,,,,,
8045,2,6,1模式：普通耐性的披风,63545,35,1484,8088,2160752,37107,5,42203,1,,,,,,,,,,,,
8046,2,6,2模式：普通耐性的披风,63546,35,1484,8088,2160753,37107,5,42203,1,,,,,,,,,,,,
8047,2,6,1模式：高级的耐性的披风,63547,35,2324,11028,2160754,37107,6,42203,1,42211,5,,,,,,,,,,
8048,2,6,2模式：高级的耐性的披风,63548,35,2324,11028,2160755,37107,6,42203,1,42211,5,,,,,,,,,,
8049,2,6,1模式：罕见的耐性的披风,63549,35,5333,14700,2160756,37107,6,43002,2,42211,6,39102,1,,,,,,,,
8050,2,6,2模式：罕见的耐性的披风,63550,35,5333,14700,2160757,37107,6,43002,2,42211,6,39102,1,,,,,,,,
8051,2,6,1模式：特殊耐性的披风,63551,35,9257,22050,2160758,37107,7,43016,2,42211,9,39102,1,,,,,,,,
8052,2,6,2模式：特殊耐性的披风,63552,35,9257,22050,2160759,37107,7,43016,2,42211,9,39102,1,,,,,,,,
8053,2,6,模式：破旧的保护披风,63553,40,736,9600,2160951,37108,5,,,,,,,,,,,,,,
8054,2,6,1模式：普通保护披风,63554,40,1696,10560,2160952,37108,5,42203,1,,,,,,,,,,,,
8055,2,6,2模式：普通保护披风,63555,40,1696,10560,2160953,37108,5,42203,1,,,,,,,,,,,,
8056,2,6,1模式：高级的保护披风,63556,40,2656,14400,2160954,37108,6,42203,1,42211,6,,,,,,,,,,
8057,2,6,2模式：高级的保护披风,63557,40,2656,14400,2160955,37108,6,42203,1,42211,6,,,,,,,,,,
8058,2,6,1模式：稀有披风保护,63558,40,6094,19200,2160956,37108,6,43003,1,42211,8,39102,1,,,,,,,,
8059,2,6,2模式：稀有披风保护,63559,40,6094,19200,2160957,37108,6,43003,1,42211,8,39102,1,,,,,,,,
8060,2,6,1模式：特别保护披风,63560,40,10580,28800,2160958,37108,7,43017,2,42211,12,39102,1,,,,,,,,
8061,2,6,2模式：特别保护披风,63561,40,10580,28800,2160959,37108,7,43017,2,42211,12,39102,1,,,,,,,,
8062,2,6,模式：破旧的外衣,63562,45,828,12150,2161151,37109,5,,,,,,,,,,,,,,
8063,2,6,1模式：普通牧民披风,63563,45,2088,13368,2161152,37109,5,42204,1,,,,,,,,,,,,
8064,2,6,2模式：普通牧民披风,63564,45,2088,13368,2161153,37109,5,42204,1,,,,,,,,,,,,
8065,2,6,1模式：高级的披风,63565,45,3348,18228,2161154,37109,6,42204,1,42211,7,,,,,,,,,,
8066,2,6,2模式：高级的披风,63566,45,3348,18228,2161155,37109,6,42204,1,42211,7,,,,,,,,,,
8067,2,6,1模式：稀有披风,63567,45,7666,24300,2161156,37109,6,43003,2,42211,10,39102,1,,,,,,,,
8068,2,6,2模式：稀有披风,63568,45,7666,24300,2161157,37109,6,43003,2,42211,10,39102,1,,,,,,,,
8069,2,6,1模式：特殊纪念披风,63569,45,13522,36450,2161158,37109,7,43018,2,42211,15,39102,2,,,,,,,,
8070,2,6,2模式：特殊纪念披风,63570,45,13522,36450,2161159,37109,7,43018,2,42211,15,39102,2,,,,,,,,
8071,2,6,模式：不朽的破旧斗篷,63571,50,920,15000,2161351,37110,5,,,,,,,,,,,,,,
8072,2,6,1模式：普通不朽的披风,63572,50,2320,16500,2161352,37110,5,42204,1,,,,,,,,,,,,
8073,2,6,2模式：普通不朽的披风,63573,50,2320,16500,2161353,37110,5,42204,1,,,,,,,,,,,,
8074,2,6,1模式：高级的不朽的披风,63574,50,3720,22500,2161354,37110,6,42204,1,42211,9,,,,,,,,,,
8075,2,6,2模式：不朽的高级的外衣,63575,50,3720,22500,2161355,37110,6,42204,1,42211,9,,,,,,,,,,
8076,2,6,1模式：罕见的不朽的披风,63576,50,8518,30000,2161356,37110,6,43004,1,42211,12,39102,1,,,,,,,,
8077,2,6,2模式：罕见的不朽的披风,63577,50,8518,30000,2161357,37110,6,43004,1,42211,12,39102,1,,,,,,,,
8078,2,6,1模式：特殊不朽披风,63578,50,16208,45000,2161358,37110,7,43019,2,42211,18,39102,2,,,,,,,,
8079,2,6,2模式：特殊不朽披风,63579,50,16208,45000,2161359,37110,7,43019,2,42211,18,39102,2,,,,,,,,
8080,2,6,模式：不朽的破旧斗篷,63580,55,1012,18150,2161551,37111,5,,,,,,,,,,,,,,
8081,2,6,1模式：普通不朽的披风,63581,55,2772,19968,2161552,37111,5,42212,1,,,,,,,,,,,,
8082,2,6,2模式：普通不朽的披风,63582,55,2772,19968,2161553,37111,5,42212,1,,,,,,,,,,,,
8083,2,6,1模式：高级的不朽的披风,63583,55,4172,27228,2161554,37111,6,42212,1,42211,11,,,,,,,,,,
8084,2,6,2模式：不朽的高级的外衣,63584,55,4172,27228,2161555,37111,6,42212,1,42211,11,,,,,,,,,,
8085,2,6,1模式：罕见的不朽的披风,63585,55,10360,36300,2161556,37111,6,43004,2,42211,15,39103,1,,,,,,,,
8086,2,6,2模式：罕见的不朽的披风,63586,55,10360,36300,2161557,37111,6,43004,2,42211,15,39103,1,,,,,,,,
8087,2,6,1模式：特殊不朽披风,63587,55,19808,54450,2161558,37111,7,43019,4,42211,22,39103,1,,,,,,,,
8088,2,6,2模式：特殊不朽披风,63588,55,19808,54450,2161559,37111,7,43019,4,42211,22,39103,1,,,,,,,,
10000,2,1,模式：一个不起眼的学徒护腿铠甲的头部保护,65000,1,92,120,2410151,37101,4,,,,,,,,,,,,,,
10001,2,1,1模式：普通护腿铠甲头部保护,65001,1,152,132,2410152,37101,4,42200,1,,,,,,,,,,,,
10002,2,1,2模式：普通护腿铠甲头部保护,65002,1,152,132,2410153,37101,4,42200,1,,,,,,,,,,,,
10003,2,1,1模式：高级的巴德头部保护,65003,5,212,180,2410154,37101,4,42200,1,42210,1,,,,,,,,,,
10004,2,1,2模式：高级的巴德头部保护,65004,5,212,180,2410155,37101,4,42200,1,42210,1,,,,,,,,,,
10005,2,1,1模式：罕见的头部保护护腿铠甲,65005,5,492,240,2410156,37101,4,43000,1,42210,1,39100,1,,,,,,,,
10006,2,1,2模式：罕见的头部保护护腿铠甲,65006,5,492,240,2410157,37101,4,43000,1,42210,1,39100,1,,,,,,,,
10007,2,1,模式：护腿铠甲的技能破旧的头部保护,65007,10,184,480,2410251,37102,4,,,,,,,,,,,,,,
10008,2,1,1模式：的护腿铠甲头的普通准备金,65008,10,304,528,2410252,37102,4,42200,1,,,,,,,,,,,,
10009,2,1,2模式：保护普通技术护腿铠甲头,65009,10,304,528,2410253,37102,4,42200,1,,,,,,,,,,,,
10010,2,1,1模式：高级的的头发的护腿铠甲保护,65010,10,424,720,2410254,37102,4,42200,1,42210,1,,,,,,,,,,
10011,2,1,2模式：高级的的头发的护腿铠甲保护,65011,10,424,720,2410255,37102,4,42200,1,42210,1,,,,,,,,,,
10012,2,1,1模式：的护腿铠甲头的罕见储备,65012,10,1220,960,2410256,37102,5,43000,1,42210,1,39100,2,,,,,,,,
10013,2,1,2模式：的护腿铠甲头的罕见储备,65013,10,1220,960,2410257,37102,5,43000,1,42210,1,39100,2,,,,,,,,
10014,2,1,模式：护腿铠甲铠甲破旧的头部保护,65014,15,276,1080,2410351,37103,4,,,,,,,,,,,,,,
10015,2,1,1模式：普通铠甲头部保护护腿铠甲,65015,15,516,1188,2410352,37103,4,42201,1,,,,,,,,,,,,
10016,2,1,2模式：护腿铠甲普通铠甲头部保护,65016,15,516,1188,2410353,37103,4,42201,1,,,,,,,,,,,,
10017,2,1,1模式：护腿铠甲头部防护高级的铠甲,65017,15,756,1620,2410354,37103,4,42201,1,42210,1,,,,,,,,,,
10018,2,1,2模式：护腿铠甲头部防护高级的铠甲,65018,15,756,1620,2410355,37103,4,42201,1,42210,1,,,,,,,,,,
10019,2,1,1模式：罕见铠甲的头部保护护腿铠甲,65019,15,2825,2160,2410356,37103,5,43000,2,42210,1,39101,1,,,,,,,,
10020,2,1,2模式：罕见铠甲的头部保护护腿铠甲,65020,15,2825,2160,2410357,37103,5,43000,2,42210,1,39101,1,,,,,,,,
10021,2,1,模式：护腿铠甲的寒酸头储备,65021,20,368,1920,2410451,37104,4,,,,,,,,,,,,,,
10022,2,1,1模式：护腿铠甲头部保护普通意向,65022,20,688,2112,2410452,37104,4,42201,1,,,,,,,,,,,,
10023,2,1,2模式：护腿铠甲头部保护普通意向,65023,20,688,2112,2410453,37104,4,42201,1,,,,,,,,,,,,
10024,2,1,1模式：护腿铠甲头部防护高级的,65024,20,1008,2880,2410454,37104,4,42201,1,42210,1,,,,,,,,,,
10025,2,1,2模式：护腿铠甲头部防护高级的,65025,20,1008,2880,2410455,37104,4,42201,1,42210,1,,,,,,,,,,
10026,2,1,1模式：头部保护了难得的护腿铠甲,65026,20,2327,3840,2410456,37104,5,43001,1,42210,2,39101,1,,,,,,,,
10027,2,1,2模式：头部保护了难得的护腿铠甲,65027,20,2327,3840,2410457,37104,5,43001,1,42210,2,39101,1,,,,,,,,
10028,2,1,模式：破旧的护腿铠甲头部保护,65028,25,460,3000,2410551,37105,4,,,,,,,,,,,,,,
10029,2,1,1模式：护腿铠甲头部保护普通坚韧,65029,25,960,3300,2410552,37105,4,42202,1,,,,,,,,,,,,
10030,2,1,2模式：纯护腿铠甲头部保护,65030,25,960,3300,2410553,37105,4,42202,1,,,,,,,,,,,,
10031,2,1,1模式：高级的巴德头部保护,65031,25,1460,4500,2410554,37105,4,42202,1,42210,2,,,,,,,,,,
10032,2,1,2模式：高级的巴德头部保护,65032,25,1460,4500,2410555,37105,4,42202,1,42210,2,,,,,,,,,,
10033,2,1,1模式：护腿铠甲头部保护的珍稀坚韧,65033,25,6200,6000,2410556,37105,5,43001,2,42210,2,39101,2,,,,,,,,
10034,2,1,2模式：护腿铠甲头部保护的珍稀坚韧,65034,25,6200,6000,2410557,37105,5,43001,2,42210,2,39101,2,,,,,,,,
10035,2,1,模式：不屈的护腿铠甲破旧的头部保护,65035,30,552,4320,2410651,37106,4,,,,,,,,,,,,,,
10036,2,1,1模式：普通坚韧的护腿铠甲头部保护,65036,30,1152,4752,2410652,37106,4,42202,1,,,,,,,,,,,,
10037,2,1,2模式：普通坚韧的护腿铠甲头部保护,65037,30,1152,4752,2410653,37106,4,42202,1,,,,,,,,,,,,
10038,2,1,1模式：高级的坚韧的护腿铠甲头部保护,65038,30,1752,6480,2410654,37106,4,42202,1,42210,3,,,,,,,,,,
10039,2,1,2模式：高级的坚韧的护腿铠甲头部保护,65039,30,1752,6480,2410655,37106,4,42202,1,42210,3,,,,,,,,,,
10040,2,1,1模式：罕见的毅力护腿铠甲头部保护,65040,30,4740,8640,2410656,37106,5,43002,1,42210,4,39101,2,,,,,,,,
10041,2,1,2模式：罕见的毅力护腿铠甲头部保护,65041,30,4740,8640,2410657,37106,5,43002,1,42210,4,39101,2,,,,,,,,
10042,2,1,1模式：特别坚韧的护腿铠甲头部保护,65042,30,8274,12960,2410658,37106,6,43015,2,42210,5,39101,3,,,,,,,,
10043,2,1,2模式：特别坚韧的护腿铠甲头部保护,65043,30,8274,12960,2410659,37106,6,43015,2,42210,5,39101,3,,,,,,,,
10044,2,1,模式：护腿铠甲的毅力寒酸头储备,65044,35,644,5880,2410751,37107,4,,,,,,,,,,,,,,
10045,2,1,1模式：耐性的护腿铠甲头的普通准备金,65045,35,1484,6468,2410752,37107,4,42203,1,,,,,,,,,,,,
10046,2,1,2模式：耐性的护腿铠甲头的普通准备金,65046,35,1484,6468,2410753,37107,4,42203,1,,,,,,,,,,,,
10047,2,1,1模式：高级的耐性的护腿铠甲头部保护,65047,35,2324,8820,2410754,37107,4,42203,1,42210,4,,,,,,,,,,
10048,2,1,2模式：高级的耐性的护腿铠甲头部保护,65048,35,2324,8820,2410755,37107,4,42203,1,42210,4,,,,,,,,,,
10049,2,1,1模式：罕见的耐性的头部保护护腿铠甲,65049,35,5333,11760,2410756,37107,5,43002,1,42210,5,39102,1,,,,,,,,
10050,2,1,2模式：罕见的耐性的头部保护护腿铠甲,65050,35,5333,11760,2410757,37107,5,43002,1,42210,5,39102,1,,,,,,,,
10051,2,1,1模式：特殊的忍护腿铠甲头部保护,65051,35,9257,17640,2410758,37107,6,43016,2,42210,7,39102,1,,,,,,,,
10052,2,1,2模式：特殊的忍护腿铠甲头部保护,65052,35,9257,17640,2410759,37107,6,43016,2,42210,7,39102,1,,,,,,,,
10053,2,1,模式：护腿铠甲储备寒碜头部保护,65053,40,736,7680,2410951,37108,4,,,,,,,,,,,,,,
10054,2,1,1模式：护腿铠甲的头平原保护储备,65054,40,1696,8448,2410952,37108,4,42203,1,,,,,,,,,,,,
10055,2,1,2模式：护腿铠甲的头平原保护储备,65055,40,1696,8448,2410953,37108,4,42203,1,,,,,,,,,,,,
10056,2,1,1模式：护腿铠甲头部防护高级的保护,65056,40,2656,11520,2410954,37108,4,42203,1,42210,5,,,,,,,,,,
10057,2,1,2模式：护腿铠甲头部防护高级的保护,65057,40,2656,11520,2410955,37108,4,42203,1,42210,5,,,,,,,,,,
10058,2,1,1模式：护腿铠甲头部保护的珍稀,65058,40,6094,15360,2410956,37108,5,43003,1,42210,6,39102,1,,,,,,,,
10059,2,1,2模式：护腿铠甲头部保护的珍稀,65059,40,6094,15360,2410957,37108,5,43003,1,42210,6,39102,1,,,,,,,,
10060,2,1,1模式：特别保护头部保护护腿铠甲,65060,40,10580,23040,2410958,37108,6,43017,2,42210,9,39102,1,,,,,,,,
10061,2,1,2模式：特别保护头部保护护腿铠甲,65061,40,10580,23040,2410959,37108,6,43017,2,42210,9,39102,1,,,,,,,,
10062,2,1,模式：巴德寒酸头储备,65062,45,828,9720,2411151,37109,4,,,,,,,,,,,,,,
10063,2,1,1模式：普通的牧民头部保护护腿铠甲,65063,45,2088,10692,2411152,37109,4,42204,1,,,,,,,,,,,,
10064,2,1,2模式：普通的牧民头部保护护腿铠甲,65064,45,2088,10692,2411153,37109,4,42204,1,,,,,,,,,,,,
10065,2,1,1模式：奢华的护腿铠甲头部保护,65065,45,3348,14580,2411154,37109,4,42204,1,42210,6,,,,,,,,,,
10066,2,1,2模式：奢华的护腿铠甲头部保护,65066,45,3348,14580,2411155,37109,4,42204,1,42210,6,,,,,,,,,,
10067,2,1,1模式：头部护腿铠甲的罕见储备,65067,45,7666,19440,2411156,37109,5,43003,1,42210,8,39102,1,,,,,,,,
10068,2,1,2模式：头部护腿铠甲的罕见储备,65068,45,7666,19440,2411157,37109,5,43003,1,42210,8,39102,1,,,,,,,,
10069,2,1,1模式：巴德专项储备的头,65069,45,13522,29160,2411158,37109,6,43018,2,42210,12,39102,1,,,,,,,,
10070,2,1,2模式：护腿铠甲专项储备的头,65070,45,13522,29160,2411159,37109,6,43018,2,42210,12,39102,1,,,,,,,,
10071,2,1,模式：不起眼的不朽的护腿铠甲头部保护,65071,50,920,12000,2411351,37110,4,,,,,,,,,,,,,,
10072,2,1,1模式：不朽的护腿铠甲头上的普通准备金,65072,50,2320,13200,2411352,37110,4,42204,1,,,,,,,,,,,,
10073,2,1,2模式：不朽的护腿铠甲头上的普通准备金,65073,50,2320,13200,2411353,37110,4,42204,1,,,,,,,,,,,,
10074,2,1,1模式：头部防护高级的不朽的护腿铠甲,65074,50,3720,18000,2411354,37110,4,42204,1,42210,7,,,,,,,,,,
10075,2,1,2模式：头部防护高级的不朽的护腿铠甲,65075,50,3720,18000,2411355,37110,4,42204,1,42210,7,,,,,,,,,,
10076,2,1,1模式：头部保护稀有不朽的护腿铠甲,65076,50,8518,24000,2411356,37110,5,43004,1,42210,10,39102,1,,,,,,,,
10077,2,1,2模式：头部保护稀有不朽的护腿铠甲,65077,50,8518,24000,2411357,37110,5,43004,1,42210,10,39102,1,,,,,,,,
10078,2,1,1模式：专项储备的不朽的护腿铠甲头,65078,50,16208,36000,2411358,37110,6,43019,2,42210,15,39102,2,,,,,,,,
10079,2,1,2模式：专项储备的不朽的护腿铠甲头,65079,50,16208,36000,2411359,37110,6,43019,2,42210,15,39102,2,,,,,,,,
10080,2,1,模式：不起眼的不朽的护腿铠甲头部保护,65080,55,1012,14520,2411551,37111,4,,,,,,,,,,,,,,
10081,2,1,1模式：不朽的护腿铠甲头上的普通准备金,65081,55,2772,15972,2411552,37111,4,42212,1,,,,,,,,,,,,
10082,2,1,2模式：不朽的护腿铠甲头上的普通准备金,65082,55,2772,15972,2411553,37111,4,42212,1,,,,,,,,,,,,
10083,2,1,1模式：头部防护高级的不朽的护腿铠甲,65083,55,4172,21780,2411554,37111,4,42212,1,42210,9,,,,,,,,,,
10084,2,1,2模式：头部防护高级的不朽的护腿铠甲,65084,55,4172,21780,2411555,37111,4,42212,1,42210,9,,,,,,,,,,
10085,2,1,1模式：头部保护稀有不朽的护腿铠甲,65085,55,10360,29040,2411556,37111,5,43004,2,42210,12,39103,1,,,,,,,,
10086,2,1,2模式：头部保护稀有不朽的护腿铠甲,65086,55,10360,29040,2411557,37111,5,43004,2,42210,12,39103,1,,,,,,,,
10087,2,1,1模式：专项储备的不朽的护腿铠甲头,65087,55,19808,43560,2411558,37111,6,43019,4,42210,18,39103,1,,,,,,,,
10088,2,1,2模式：专项储备的不朽的护腿铠甲头,65088,55,19808,43560,2411559,37111,6,43019,4,42210,18,39103,1,,,,,,,,
10200,2,1,模式：格里夫斯球场的破旧的,65100,1,92,120,2413151,37101,4,,,,,,,,,,,,,,
10201,2,1,1模式：普通的投球铠甲,65101,1,152,132,2413152,37101,4,42200,1,,,,,,,,,,,,
10202,2,1,2模式：普通的投球铠甲,65102,1,152,132,2413153,37101,4,42200,1,,,,,,,,,,,,
10203,2,1,1模式：高级的学员球场格里夫斯,65103,5,212,180,2413154,37101,4,42200,1,42210,1,,,,,,,,,,
10204,2,1,2模式：高级的学员球场格里夫斯,65104,5,212,180,2413155,37101,4,42200,1,42210,1,,,,,,,,,,
10205,2,1,1模式：格里夫斯头盔一个难得的实践者,65105,5,492,240,2413156,37101,4,43000,1,42210,1,39100,1,,,,,,,,
10206,2,1,2模式：学员格里夫斯稀有头盔,65106,5,492,240,2413157,37101,4,43000,1,42210,1,39100,1,,,,,,,,
10207,2,1,模式：格里夫斯谦虚的人精于投球,65107,10,184,480,2413251,37102,4,,,,,,,,,,,,,,
