ID,Content,Type,MaxTime,Data
(Translate_O)打击_上_弱,1,2,0.2,0.00000|0.00000|0.00000|15.00000|-2.75247|0.00000|11.57895|2.75247|0.00000|-11.57895|2.39739|0.00000|-40.36509|-2.51575|0.00000|31.94404|0.01319|2.63411|0.00000|-5.00000|0.00000|0.00000|3.52299|0.00000|0.00000|-3.52299|-11.78673|0.00000|44.94072|7.85782|0.00000|-28.78615|0.04967|-1.29480|0.00000|7.63158|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.56274|0.00000|-37.89474|-0.37516|0.00000|25.26316|0.08780|-1.10722|0.00000|-5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-2.21547|0.00000|30.00000|1.47698|0.00000|-20.00000|0.12144|-1.84571|0.00000|5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|3.30387|0.00000|-26.07600|-2.20258|0.00000|17.38400|0.16310|-0.74442|0.00000|-3.69200|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|2.23326|0.00000|11.07600|-1.48884|0.00000|-7.38400|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_上_中,1,2,0.2,0.00000|0.00000|0.00000|30.00000|-2.75247|0.00000|11.57895|2.75247|0.00000|-11.57895|2.39739|0.00000|-85.36509|-2.51575|0.00000|61.94404|0.01319|2.63411|0.00000|-5.00000|0.00000|0.00000|3.52299|0.00000|0.00000|-3.52299|-11.78673|0.00000|67.04598|7.85782|0.00000|-43.52299|0.04989|-1.29480|0.00000|15.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.56274|0.00000|-60.00000|-0.37516|0.00000|40.00000|0.08780|-1.10722|0.00000|-5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-2.21547|0.00000|30.00000|1.47698|0.00000|-20.00000|0.12144|-1.84571|0.00000|5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|3.30387|0.00000|-26.07600|-2.20258|0.00000|17.38400|0.16310|-0.74442|0.00000|-3.69200|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|2.23326|0.00000|11.07600|-1.48884|0.00000|-7.38400|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_右_强,1,2,0.2,0.00000|50.00000|0.00000|0.00000|26.94034|0.00000|0.00000|-26.94034|0.00000|0.00000|-116.62955|0.00000|0.00000|88.56989|0.00000|0.00000|0.01662|-5.00000|0.00000|0.00000|5.51023|0.00000|0.00000|-5.51023|0.00000|0.00000|68.72397|0.00000|0.00000|-43.21374|0.00000|0.00000|0.05575|15.00000|0.00000|0.00000|2.29649|0.00000|0.00000|-2.29649|0.00000|0.00000|-55.40702|0.00000|0.00000|37.70351|0.00000|0.00000|0.09933|-5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|39.72558|0.00000|0.00000|-26.48372|0.00000|0.00000|0.14390|8.24186|0.00000|0.00000|0.00000|0.00000|0.00000|-0.00000|0.00000|0.00000|-24.72558|0.00000|0.00000|16.48372|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_右_弱,1,2,0.2,0.00000|15.00000|0.00000|0.00000|26.94034|0.00000|0.00000|-26.94034|0.00000|0.00000|-11.62955|0.00000|0.00000|18.56989|0.00000|0.00000|0.01662|-5.00000|0.00000|0.00000|5.51023|0.00000|0.00000|-5.51023|0.00000|0.00000|43.46082|0.00000|0.00000|-26.37164|0.00000|0.00000|0.05575|6.57895|0.00000|0.00000|2.29649|0.00000|0.00000|-2.29649|0.00000|0.00000|-30.14387|0.00000|0.00000|20.86141|0.00000|0.00000|0.09933|-5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|33.40980|0.00000|0.00000|-22.27320|0.00000|0.00000|0.14390|6.13660|0.00000|0.00000|0.00000|0.00000|0.00000|-0.00000|0.00000|0.00000|-18.40980|0.00000|0.00000|12.27320|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_右_中,1,2,0.2,0.00000|30.00000|0.00000|0.00000|26.94034|0.00000|0.00000|-26.94034|0.00000|0.00000|-56.62955|0.00000|0.00000|48.56989|0.00000|0.00000|0.01662|-5.00000|0.00000|0.00000|5.51023|0.00000|0.00000|-5.51023|0.00000|0.00000|68.72397|0.00000|0.00000|-43.21374|0.00000|0.00000|0.05575|15.00000|0.00000|0.00000|2.29649|0.00000|0.00000|-2.29649|0.00000|0.00000|-55.40702|0.00000|0.00000|37.70351|0.00000|0.00000|0.09933|-5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|39.72558|0.00000|0.00000|-26.48372|0.00000|0.00000|0.14390|8.24186|0.00000|0.00000|0.00000|0.00000|0.00000|-0.00000|0.00000|0.00000|-24.72558|0.00000|0.00000|16.48372|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_右上_强,1,2,0.2,0.00000|50.00000|0.00000|50.00000|26.94034|0.00000|27.36842|-26.94034|0.00000|-27.36842|-110.31376|0.00000|-95.26316|82.25410|0.00000|72.63158|0.02669|-5.00000|0.00000|0.00000|-0.80556|0.00000|0.00000|0.80556|0.00000|0.00000|57.48793|0.00000|0.00000|-37.82831|0.00000|0.00000|0.05575|15.46518|0.00000|0.00000|2.29649|0.00000|0.00000|-2.29649|0.00000|0.00000|-55.45742|0.00000|0.00000|37.73711|0.00000|0.00000|0.09933|-4.55162|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|57.32781|0.00000|0.00000|-38.21854|0.00000|0.00000|0.14345|14.55765|0.00000|0.00000|0.00000|0.00000|0.00000|-0.00000|0.00000|0.00000|-43.67295|0.00000|0.00000|29.11530|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_右上_弱,1,2,0.2,0.00000|15.00000|0.00000|30.00000|26.94034|0.00000|27.36842|-26.94034|0.00000|-27.36842|-5.31376|0.00000|-35.26316|12.25410|0.00000|32.63158|0.02669|-5.00000|0.00000|0.00000|-0.80556|0.00000|0.00000|0.80556|0.00000|0.00000|41.69845|0.00000|0.00000|-27.30199|0.00000|0.00000|0.05597|10.20202|0.00000|0.00000|2.29649|0.00000|0.00000|-2.29649|0.00000|0.00000|-39.66794|0.00000|0.00000|27.21079|0.00000|0.00000|0.09933|-4.55162|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|41.24892|0.00000|0.00000|-27.49928|0.00000|0.00000|0.14345|9.19802|0.00000|0.00000|0.00000|0.00000|0.00000|-0.00000|0.00000|0.00000|-27.59406|0.00000|0.00000|18.39604|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_右上_中,1,2,0.2,0.00000|30.20571|0.00000|30.00000|26.94034|0.00000|27.36842|-26.94034|0.00000|-27.36842|-50.93089|0.00000|-35.26316|42.66552|0.00000|32.63158|0.02669|-5.00000|0.00000|0.00000|-0.80556|0.00000|0.00000|0.80556|0.00000|0.00000|57.48793|0.00000|0.00000|-37.82831|0.00000|0.00000|0.05575|15.46518|0.00000|0.00000|2.29649|0.00000|0.00000|-2.29649|0.00000|0.00000|-55.45742|0.00000|0.00000|37.73711|0.00000|0.00000|0.09933|-4.55162|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|57.32781|0.00000|0.00000|-38.21854|0.00000|0.00000|0.14345|14.55765|0.00000|0.00000|0.00000|0.00000|0.00000|-0.00000|0.00000|0.00000|-43.67295|0.00000|0.00000|29.11530|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_右下_强,1,2,0.2,0.00000|50.00000|0.00000|-50.00000|26.94034|0.00000|-23.36192|-26.94034|0.00000|23.36192|-95.31376|0.00000|103.27616|72.25410|0.00000|-76.63808|0.02669|0.00000|0.00000|0.00000|-0.80556|0.00000|0.00000|0.80556|0.00000|0.00000|41.09239|0.00000|0.00000|-26.89795|0.00000|0.00000|0.05575|15.00000|0.00000|0.00000|2.29649|0.00000|0.00000|-2.29649|0.00000|0.00000|-49.40702|0.00000|0.00000|33.70351|0.00000|0.00000|0.09933|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|24.00000|0.00000|0.00000|-16.00000|0.00000|0.00000|0.14345|5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-0.00000|0.00000|0.00000|-15.00000|0.00000|0.00000|10.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_右下_弱,1,2,0.2,0.00000|15.00000|0.00000|-15.00000|26.94034|0.00000|-23.36192|-26.94034|0.00000|23.36192|9.68624|0.00000|-1.72384|2.25410|0.00000|-6.63808|0.02669|0.00000|0.00000|0.00000|-0.80556|0.00000|0.00000|0.80556|0.00000|0.00000|15.82924|0.00000|0.00000|-10.05585|0.00000|0.00000|0.05620|6.57895|0.00000|0.00000|2.29649|0.00000|0.00000|-2.29649|0.00000|0.00000|-24.14387|0.00000|0.00000|16.86141|0.00000|0.00000|0.09933|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|24.00000|0.00000|0.00000|-16.00000|0.00000|0.00000|0.14345|5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-0.00000|0.00000|0.00000|-15.00000|0.00000|0.00000|10.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_右下_中,1,2,0.2,0.00000|30.00000|0.00000|-30.00000|26.94034|0.00000|-23.36192|-26.94034|0.00000|23.36192|-35.31376|0.00000|43.27616|32.25410|0.00000|-36.63808|0.02669|0.00000|0.00000|0.00000|-0.80556|0.00000|0.00000|0.80556|0.00000|0.00000|41.09239|0.00000|0.00000|-26.89795|0.00000|0.00000|0.05575|15.00000|0.00000|0.00000|2.29649|0.00000|0.00000|-2.29649|0.00000|0.00000|-49.40702|0.00000|0.00000|33.70351|0.00000|0.00000|0.09933|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|24.00000|0.00000|0.00000|-16.00000|0.00000|0.00000|0.14345|5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-0.00000|0.00000|0.00000|-15.00000|0.00000|0.00000|10.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_左_强,1,2,0.2,0.00000|-53.15789|0.00000|0.00000|-17.89474|0.00000|0.00000|17.89474|0.00000|0.00000|157.63156|0.00000|0.00000|-111.05262|0.00000|0.00000|0.00875|11.31579|0.00000|0.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299892.78125|0.00000|0.00000|-199928.53125|0.00000|0.00000|0.05120|-23.42105|0.00000|0.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|82.26315|0.00000|0.00000|-54.84210|0.00000|0.00000|0.12000|4.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-21.00000|0.00000|0.00000|14.00000|0.00000|0.00000|0.16000|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|9.00000|0.00000|0.00000|-6.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_左_弱,1,2,0.2,0.00000|-18.27995|0.00000|0.00000|-17.89474|0.00000|0.00000|17.89474|0.00000|0.00000|39.45037|0.00000|0.00000|-32.26517|0.00000|0.00000|0.00836|6.80000|0.00000|0.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299953.71875|0.00000|0.00000|-199969.14063|0.00000|0.00000|0.06239|-7.63158|0.00000|0.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|34.89474|0.00000|0.00000|-23.26316|0.00000|0.00000|0.12000|4.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-21.00000|0.00000|0.00000|14.00000|0.00000|0.00000|0.16000|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|9.00000|0.00000|0.00000|-6.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_左_中,1,2,0.2,0.00000|-30.00000|0.00000|0.00000|-17.89474|0.00000|0.00000|17.89474|0.00000|0.00000|81.84212|0.00000|0.00000|-60.52632|0.00000|0.00000|0.00853|9.21053|0.00000|0.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299924.37500|0.00000|0.00000|-199949.57813|0.00000|0.00000|0.06261|-15.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|57.00000|0.00000|0.00000|-38.00000|0.00000|0.00000|0.12000|4.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-21.00000|0.00000|0.00000|14.00000|0.00000|0.00000|0.16000|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|9.00000|0.00000|0.00000|-6.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_左上_强,1,2,0.2,0.00000|-50.00000|0.00000|50.00000|-17.89474|0.00000|18.94737|17.89474|0.00000|-18.94737|129.21053|0.00000|-112.10526|-92.10526|0.00000|81.05263|0.00853|5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299933.84375|0.00000|0.00000|-199955.89063|0.00000|0.00000|0.06261|-16.05263|0.00000|0.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|60.15789|0.00000|0.00000|-40.10526|0.00000|0.00000|0.12000|4.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-21.00000|0.00000|0.00000|14.00000|0.00000|0.00000|0.16000|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|9.00000|0.00000|0.00000|-6.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_左上_弱,1,2,0.2,0.00000|-15.00000|0.00000|15.00000|-17.89474|0.00000|18.94737|17.89474|0.00000|-18.94737|24.21052|0.00000|-7.10526|-22.10526|0.00000|11.05263|0.00853|5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299965.40625|0.00000|0.00000|-199976.95313|0.00000|0.00000|0.06261|-5.52632|0.00000|0.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|28.57896|0.00000|0.00000|-19.05264|0.00000|0.00000|0.12000|4.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-21.00000|0.00000|0.00000|14.00000|0.00000|0.00000|0.16000|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|9.00000|0.00000|0.00000|-6.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_左上_中,1,2,0.2,0.00000|-30.00000|0.00000|30.00000|-17.89474|0.00000|18.94737|17.89474|0.00000|-18.94737|69.21053|0.00000|-52.10526|-52.10526|0.00000|41.05263|0.00853|5.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299937.00000|0.00000|0.00000|-199958.00000|0.00000|0.00000|0.06261|-15.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|57.00000|0.00000|0.00000|-38.00000|0.00000|0.00000|0.12000|4.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-21.00000|0.00000|0.00000|14.00000|0.00000|0.00000|0.16000|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|9.00000|0.00000|0.00000|-6.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_左下_强,1,2,0.2,0.00000|-50.00000|0.00000|-50.00000|-17.89474|0.00000|-15.78947|17.89474|0.00000|15.78947|135.93697|0.00000|118.42106|-96.58956|0.00000|-84.21053|0.00987|7.24215|0.00000|0.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299914.46875|0.00000|0.00000|-199942.98438|0.00000|0.00000|0.06261|-20.26316|0.00000|0.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|72.78948|0.00000|0.00000|-48.52632|0.00000|0.00000|0.12000|4.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-21.00000|0.00000|0.00000|14.00000|0.00000|0.00000|0.16000|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|9.00000|0.00000|0.00000|-6.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_左下_弱,1,2,0.2,0.00000|-15.00000|0.00000|-15.00000|-17.89474|0.00000|-15.78947|17.89474|0.00000|15.78947|15.14750|0.00000|13.42106|-16.06324|0.00000|-14.21053|0.00987|1.97899|0.00000|0.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299961.84375|0.00000|0.00000|-199974.56250|0.00000|0.00000|0.06261|-9.73684|0.00000|0.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|41.21052|0.00000|0.00000|-27.47368|0.00000|0.00000|0.12000|4.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-21.00000|0.00000|0.00000|14.00000|0.00000|0.00000|0.16000|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|9.00000|0.00000|0.00000|-6.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_左下_中,1,2,0.2,0.00000|-30.00000|0.00000|-30.00000|-17.89474|0.00000|-15.78947|17.89474|0.00000|15.78947|75.93697|0.00000|58.42106|-56.58956|0.00000|-44.21053|0.00987|7.24215|0.00000|0.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299930.28125|0.00000|0.00000|-199953.51563|0.00000|0.00000|0.06261|-15.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|57.00000|0.00000|0.00000|-38.00000|0.00000|0.00000|0.12000|4.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-21.00000|0.00000|0.00000|14.00000|0.00000|0.00000|0.16000|-3.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|9.00000|0.00000|0.00000|-6.00000|0.00000|0.00000|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_下_强,1,2,0.2,0.00000|0.00000|0.00000|-70.26318|-0.00000|0.00000|-37.89473|0.00000|0.00000|37.89473|0.00000|0.00000|235.26324|0.00000|0.00000|-169.47374|0.01832|0.00000|0.00000|33.42105|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299997.00000|0.00000|-265.26312|-199998.00000|0.00000|176.84207|0.04363|0.00000|0.00000|-54.99999|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|215.52626|0.00000|0.00000|-143.68417|0.08622|0.00000|0.00000|16.84210|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-82.80081|0.00000|0.00000|55.20054|0.12091|0.00000|0.00000|-10.75817|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|56.46258|0.00000|0.00000|-37.64172|0.16265|0.00000|0.00000|8.06269|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-24.18807|0.00000|0.00000|16.12538|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_下_弱,1,2,0.2,0.00000|0.00000|0.00000|-29.73684|-0.00000|0.00000|-24.21052|0.00000|0.00000|24.21052|0.00000|0.00000|55.78948|0.00000|0.00000|-45.26316|0.01631|0.00000|0.00000|5.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299997.00000|0.00000|-41.05263|-199998.00000|0.00000|27.36842|0.04945|0.00000|0.00000|-8.68421|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|83.94736|0.00000|0.00000|-66.84210|0.08577|0.00000|0.00000|8.42105|0.00000|0.00000|-32.63158|0.00000|0.00000|32.63158|0.00000|0.00000|-122.80082|0.00000|0.00000|70.99002|0.12091|0.00000|0.00000|-10.75817|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|56.46258|0.00000|0.00000|-37.64172|0.16265|0.00000|0.00000|8.06269|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-24.18807|0.00000|0.00000|16.12538|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
(Translate_O)打击_下_中,1,2,0.2,0.00000|0.00000|0.00000|-45.00000|-0.00000|0.00000|-37.89473|0.00000|0.00000|37.89473|0.00000|0.00000|74.21054|0.00000|0.00000|-62.10527|0.01631|0.00000|0.00000|5.00000|0.00000|0.00000|0.00000|-99999.00000|0.00000|0.00000|299997.00000|0.00000|-60.00000|-199998.00000|0.00000|40.00000|0.05124|0.00000|0.00000|-15.00000|-99999.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|70.26315|0.00000|0.00000|-46.84210|0.08577|0.00000|0.00000|8.42105|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-57.53766|0.00000|0.00000|38.35844|0.12091|0.00000|0.00000|-10.75817|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|56.46258|0.00000|0.00000|-37.64172|0.16265|0.00000|0.00000|8.06269|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-24.18807|0.00000|0.00000|16.12538|0.20000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
ColorBalance,0,2,3.333,0.00000|0.00000|0.00000|-99999.00000|3.33300|75.00000|-99999.00000|0.00000|
募集期,1,2,1,0.00000|-2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|12.00000|0.00000|0.00000|-8.00000|0.00000|0.00000|0.10000|2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-12.00000|0.00000|0.00000|8.00000|0.00000|0.00000|0.20000|-2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|12.00000|0.00000|0.00000|-8.00000|0.00000|0.00000|0.30000|2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-12.00000|0.00000|0.00000|8.00000|0.00000|0.00000|0.40000|-2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|12.00000|0.00000|0.00000|-8.00000|0.00000|0.00000|0.50000|2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-12.00000|0.00000|0.00000|8.00000|0.00000|0.00000|0.60000|-2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|12.00000|0.00000|0.00000|-8.00000|0.00000|0.00000|0.70000|2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-12.00000|0.00000|0.00000|8.00000|0.00000|0.00000|0.80000|-2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|12.00000|0.00000|0.00000|-8.00000|0.00000|0.00000|0.90000|2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|-12.00000|0.00000|0.00000|8.00000|0.00000|0.00000|1.00000|-2.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
失神,1,2,1,0.00000|0.00000|0.00000|0.00000|0.00000|-187.36844|-145.26353|0.00000|187.36844|145.26353|0.00000|48.42117|-290.52707|0.00000|-94.73691|145.26355|1.00000|0.00000|141.05269|0.00000|0.00000|0.00003|0.00001|0.00000|-0.00003|-0.00001|0.00000|0.00000|0.00000|0.00000|0.00000|0.00000|
导弹速度,0,2,1,0.00000|15.00000|0.00000|0.00000|1.00000|5.00000|0.00000|0.00000|
导弹速度2,0,2,1,0.00000|20.00000|0.00000|0.00000|1.00000|10.00000|1.05263|-1.05263|
导弹速度3,0,2,1,0.00000|-2.10525|-46.31578|46.31578|0.30203|-50.52630|120.00005|-120.00005|1.00000|0.00000|-45.26315|45.26315|
导弹速度4,0,2,1,0.00000|-2.10525|-54.53264|54.53264|0.09503|17.89522|-57.08072|-58.01119|0.17804|-8.11655|40.07512|-99999.00000|0.28086|-6.16077|43.29251|-43.29251|0.38720|-2.70977|43.46925|-43.46925|0.47384|0.35758|49.39196|-49.39196|0.56228|10.27888|0.00000|0.00000|0.65555|-15.20366|0.00000|0.00000|0.75562|12.58967|0.00000|0.00000|0.85908|-15.34532|0.00000|73.09238|1.00000|0.00000|-45.26315|45.26315|
