TID,Comment,BaseGoal,DetectRadius,WanderRadius,BattleRadius,BattleRestore,AttackSkill,AttackRate,Action01,Action02,Action03,Action04,Action05,Action06,Action07,Action08,Action09,Action10,Talk_01,Talk_02,Talk_03,Talk_04,Talk_05
4685,(困难) Lv.50光之地下庭院-Lv.50鳞甲歪伊芬(精英)(9018),wander,15,10,300,1,131101|131102,50|50,BattleRepeat|10|Skill|131103,,,,,,,,,,,,,,
4686,(困难) Lv.50光之地下庭院-Lv.50混乱的德莱伊克(精英)(9003),wander,15,10,300,1,131111|131112,50|50,BattleRepeat|10|Skill|131113,,,,,,,,,,,,,,
4687,(困难) Lv.50光之地下庭院-Lv.50塔伦(精英)(5002),stand,15,0,300,1,131121|131122,50|50,BattleRepeat|10|Skill|131123,,,,,,,,,,,,,,
4688,(困难) Lv.50光之地下庭院-Lv.50扎伊斯特(队长)(5005),stand,15,0,300,1,131131|131132,50|50,BattleRepeat|21|Skill|131133,MyHP|70|Skill|131134,MyHP|50|Skill|131134,MyHP|30|Skill|131134,BattleRepeat|60||Skill|131135,,BattleTime|0|Talk|1,BattleTime|0|Call|20,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
4689,(困难) Lv.50光之地下庭院-Lv.50贝伊邹(队长)(3014),stand,15,0,300,1,131141|131142,50|50,BattleRepeat|21|Skill|131143,BattleRepeat|21|Skill|131144,BattleRepeat|60|Skill|131145,,,,BattleTime|0|Talk|1,BattleTime|0|Call|20,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
4690,(困难) Lv.50光之地下庭院-Lv.50贝恩跌克(队长)(9020),stand,15,0,300,1,131151|131152,50|50,BattleRepeat|17|Skill|131153,BattleRepeat|60|Skill|131155,,,,,BattleTime|0|Talk|1,BattleTime|0|Call|20,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
4691,(困难) Lv.50光之地下庭院-Lv.50戴修德(BOSS)(1041),stand,25,0,300,1,131161,100,BattleRepeat|17|Skill|131162,BattleRepeat|21|Skill|131164,MyHP|70|Skill|131166,MyHP|30|Skill|131166,BattleRepeat|60|Skill|131167,,BattleTime|0|Talk|1,BattleTime|0|Call|100,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
4692,(困难) Lv.50光之地下庭院-Lv.50赛特(队长)(1026),stand,15,0,300,1,131421|131422,50|50,BattleRepeat|17|RandomSkill|131424,MyHP|30|Skill|131423,,,,,BattleTime|0|Talk|1,BattleTime|0|Call|100,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
5000,(极困难) 洛坎的实验室-哥布林博斯克(7030),wander,15,10,300,1,120201|120202,50|50,MyHP|75|Skill|120203,,,,,,,,,,,,,,
5001,(极困难) 洛坎的实验室-哥布林斯耐颇(7031),wander,15,10,300,1,120211|120212|120213,45|45|10,BattleRepeat|15|Skill|120213,,,,,,,,,,,,,,
5002,(极困难) 洛坎的实验室-该死的实验体(7011),wander,15,10,300,1,120221|120222|120223,45|45|10,BattleRepeat|15|Skill|120223,,,,,,,,,,,,,,
5003,(极困难) 洛坎的实验室-北神(7006),wander,15,10,300,1,120231|120232|120233,45|45|10,BattleRepeat|15|Skill|120233,,,,,,,,,,,,,,
5004,(极困难) 洛坎的实验室-指挥官布拉伊安(队长)(7039),stand,15,0,300,1,120241|120242|120243,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|120245,MyHP|25|Skill|120246,,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5005,(极困难) 洛坎的实验室-扭曲的实验体(7011),wander,15,10,300,1,120251|120252|120253,45|45|10,BattleRepeat|15|Skill|120253,,,,,,,,,,,,,,
5006,(极困难) 洛坎的实验室-实验室的守望者(5029),wander,15,10,300,1,120261|120262|120263,45|45|10,BattleRepeat|15|Skill|120263,,,,,,,,,,,,,,
5007,(极困难) 洛坎的实验室-实验体玛格莫斯(队长)(1032),stand,15,0,300,1,120271|120272|120273,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|120274,MyHP|75|Skill|120276,MyHP|50|Skill|120276,MyHP|25|Skill|120276,,,,,IdleRepeat|10800|Skill|232511,,,,,
5008,(极困难) 洛坎的实验室-扭曲的实验体(7011),wander,15,10,300,1,120281|120282|120283,45|45|10,BattleRepeat|15|Skill|120283,,,,,,,,,,,,,,
5009,(极困难) 洛坎的实验室-堕落的炼金术士洛坎德纳勒(BOSS)(1044),stand,15,0,300,1,120291|120292|120293,45|45|10,IdleTime|5|Skill|232511,MyHP|75|Skill|120296,MyHP|50|Skill|120296,MyHP|25|Skill|120296,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5020,(极困难) 深渊的神殿-茶园恶灵(5004),wander,15,10,300,1,120561|120562|120563,45|45|10,BattleRepeat|15|Skill|120563,,,,,,,,,,,,,,
5021,(极困难) 深渊的神殿-巡逻恶灵(5005),wander,15,10,300,1,120571|120572|120573,45|45|10,BattleRepeat|15|Skill|120573,,,,,,,,,,,,,,
5022,(极困难) 深渊的神殿-分裂的守护者贝内迪克特(队长)(7017),stand,15,0,300,1,120581|120582|120583,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|120585,MyHP|60|Skill|120586,MyHP|30|Skill|120586,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5023,(极困难) 深渊的神殿-灵魂骑士(3004),wander,15,10,300,1,120591|120592|120593,45|45|10,BattleRepeat|15|Skill|120593,,,,,,,,,,,,,,
5024,(极困难) 深渊的神殿-恶灵骑士(3005),wander,15,10,300,1,120601|120602|120603,45|45|10,BattleRepeat|15|Skill|120603,,,,,,,,,,,,,,
5025,(极困难) 深渊的神殿-红色屠杀者莱安特(队长)(5017),stand,15,0,300,1,120611|120612|120613,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|120615,,,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5026,(极困难) 深渊的神殿-堕落的茶园守护者(5016),wander,15,10,300,1,120621|120622|120623,45|45|10,BattleRepeat|15|Skill|120623,,,,,,,,,,,,,,
5027,(极困难) 深渊的神殿-堕落的守门人萨麦尔(BOSS)(1033),stand,15,0,300,1,120631|120632|120635,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|60|Skill|120636,MyHP|75|Skill|120637,MyHP|50|Skill|120637,MyHP|25|Skill|120637,,,,,IdleRepeat|10800|Skill|232511,,,,,
5040,(极困难) 奎里奥德矿山-古代水晶(12014),stand,0,0,300,0,,,,,,,,,,,,,,,,,
5041,(极困难) 奎里奥德矿山-土匪团战士(5035),wander,15,10,300,1,120881|120882|120883,45|45|10,BattleRepeat|15|Skill|120883,,,,,,,,,,,,,,
5042,(极困难) 奎里奥德矿山-土匪团团狙击手(5038),wander,15,10,300,1,120891|120892,50|50,BattleRepeat|15|RandomSkill|120893,,,,,,,,,,,,,,
5043,(极困难) 奎里奥德矿山-采矿魔克里奥德(队长)(1020),stand,15,0,300,1,120901|120902|120903,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|120904,MyHP|60|Skill|120905,MyHP|30|Skill|120905,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5044,(极困难) 奎里奥德矿山-采矿魔克利莫(1019),wander,15,10,300,1,120911|120912|120913,45|45|10,BattleRepeat|15|Skill|120913,,,,,,,,,,,,,,
5045,(极困难) 奎里奥德矿山-蔡官古雷姆克里德(1020),wander,15,10,300,1,120921|120922|120923,45|45|10,BattleRepeat|15|Skill|120923,,,,,,,,,,,,,,
5046,(极困难) 奎里奥德矿山-指挥官古雷姆贝勒纳克(队长)(7002),stand,15,0,300,1,120931|120932|120933,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|120935,MyHP|60|Skill|120934,MyHP|30|Skill|120774,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5047,(极困难) 奎里奥德矿山-红色警卫古雷姆(7001),wander,15,10,300,1,120941|120942|120943,45|45|10,BattleRepeat|15|Skill|120943,,,,,,,,,,,,,,
5048,(极困难) 奎里奥德矿山-矿山守护者诺亚拉克(BOSS)(1042),stand,15,0,300,1,120951|120952|120953,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|90|Skill|120956,BattleRepeat|45|RandomSkill|120955,MyHP|60|Skill|120957,MyHP|30|Skill|120957,,,,,IdleRepeat|10800|Skill|232511,,,,,
5049,(极困难) 奎里奥德矿山-土匪团长官(队长)(5035),stand,15,0,300,1,121481|121482|121483,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|121484,MyHP|60|Skill|121485,MyHP|30|Skill|121485,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5050,(极困难) 奎里奥德矿山-古雷姆卡勒泰(队长)(1020),stand,15,0,300,1,121491|121492|121493,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|121494,MyHP|60|Skill|121495,MyHP|30|Skill|121495,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5060,(极困难) 火焰祭坛-奴隶一伙人(5001),wander,15,10,300,1,121201|121202|121203,45|45|10,BattleRepeat|15|Skill|121203,,,,,,,,,,,,,,
5061,(极困难) 火焰祭坛-海尔雷伊德监督人(5028),wander,15,10,300,1,121211|121212|121213,45|45|10,BattleRepeat|15|Skill|121213,,,,,,,,,,,,,,
5062,(极困难) 火焰祭坛-罗干泰斯(队长)(5029),stand,15,0,300,1,121221|121222|121223,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|15|Skill|121224,MyHP|60|Skill|121226,MyHP|30|Skill|121226,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5063,(极困难) 火焰祭坛-奴隶建筑师(5002),wander,15,10,300,1,121231|121232|121233,45|45|10,BattleRepeat|15|Skill|121233,,,,,,,,,,,,,,
5064,(极困难) 火焰祭坛-普尔莱茵歪伊芬(7016),wander,15,10,300,1,121241|121242|121243,45|45|10,BattleRepeat|15|Skill|121243,,,,,,,,,,,,,,
5065,(极困难) 火焰祭坛-红焰之眼(12027),stand,0,0,300,0,,,,,,,,,,,,,,,,,
5066,(极困难) 火焰祭坛-红焰守护者(队长)(9014),stand,15,0,300,1,121261|121262|121265,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|121263,MyHP|60|Skill|121264,MyHP|30|Skill|121264,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5067,(极困难) 火焰祭坛-哈利伊德(BOSS)(1034),stand,15,0,300,1,121271,100,IdleTime|5|Skill|232511,BattleRepeat|120|RandomSkill|121275,BattleRepeat|45|Skill|121273,BattleRepeat|90|Skill|121276,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5068,(极困难) 火焰祭坛-死神滴水嘴兽(队长)(7017),stand,15,0,300,1,121401|121402|121403,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|121405,BattleTime|90|Skill|121406,,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5069,(极困难) 火焰祭坛-凯尔贝鲁斯(队长)(5029),stand,15,0,300,1,121411|121412|121413,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|121414,MyHP|60|Skill|121415,MyHP|30|Skill|121415,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5080,(极困难) 死亡的职员-分裂的魔爪(7015),wander,15,10,300,1,121881|121882|121883,45|45|10,BattleRepeat|15|Skill|121883,,,,,,,,,,,,,,
5081,(极困难) 死亡的职员-分裂的破坏者(7016),wander,15,10,300,1,121891|121892|121893,45|45|10,BattleRepeat|15|Skill|121893,,,,,,,,,,,,,,
5082,(极困难) 死亡的职员-战士的灵魂(7088),wander,15,10,300,1,121901|121902|121903,45|45|10,BattleRepeat|15|Skill|121903,,,,,,,,,,,,,,
5083,(极困难) 死亡的职员-弓箭手的灵魂(7089),wander,15,10,300,1,121911|121912|121913,45|45|10,BattleRepeat|15|Skill|121913,,,,,,,,,,,,,,
5084,(极困难) 死亡的职员-魔法师的灵魂(7090),wander,15,10,300,1,121921|121922|121923,45|45|10,BattleRepeat|15|Skill|121923,,,,,,,,,,,,,,
5085,(极困难) 死亡的职员-睡不着的战士(7076),wander,15,10,300,1,121931|121932|121933,45|45|10,BattleRepeat|15|Skill|121933,,,,,,,,,,,,,,
5086,(极困难) 死亡的职员-睡不着的弓箭手(7077),wander,15,10,300,1,121941|121942|121943,45|45|10,BattleRepeat|15|Skill|121943,,,,,,,,,,,,,,
5087,(极困难) 死亡的职员-睡不着的魔法师(7078),wander,15,10,300,1,121951|121952|121953,45|45|10,BattleRepeat|15|Skill|121953,,,,,,,,,,,,,,
5088,(极困难) 死亡的职员-黑暗精灵(5004),wander,15,10,300,1,121961|121962|121963,45|45|10,BattleRepeat|15|Skill|121963,,,,,,,,,,,,,,
5089,(极困难) 死亡的职员-安息的灵魂(5005),wander,15,10,300,1,121971|121972|121973,45|45|10,BattleRepeat|15|Skill|121973,,,,,,,,,,,,,,
5090,(极困难) 死亡的职员-沉默的魔爪(7019),wander,15,10,300,1,121981|121982|121983,45|45|10,BattleRepeat|15|Skill|121983,,,,,,,,,,,,,,
5091,(极困难) 死亡的职员-巴勒西亚的下属(1009),wander,15,10,300,1,121991|121992|121993,45|45|10,BattleRepeat|15|Skill|121993,,,,,,,,,,,,,,
5092,(极困难) 死亡的职员-巴勒西亚的监督人(5028),wander,15,10,300,1,122001|122002|122003,45|45|10,BattleRepeat|15|Skill|122003,,,,,,,,,,,,,,
5093,(极困难) 死亡的职员-分裂的支配者拉琪亚斯(队长)(7017),stand,15,0,300,1,122011|122012|122013,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|122014,MyHP|75|Skill|122017,MyHP|50|Skill|122018,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5094,(极困难) 死亡的职员-灵魂的管理者派利特(队长)(7090),stand,15,0,300,1,122021|122022|122023,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|122024,MyHP|75|Skill|122027,BattleTime|50|Skill|122028,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5095,(极困难) 死亡的职员-平静的主管世雷亚(队长)(5005),stand,15,0,300,1,122031|122032|122033,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|122034,MyHP|75|Skill|122037,MyHP|50|Skill|122038,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5096,(极困难) 死亡的职员-沉默的管理者贝尔利塔(队长)(7020),stand,15,0,300,1,122041|122042|122043,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|122044,MyHP|75|Skill|122046,MyHP|50|Skill|122047,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5097,(极困难) 死亡的职员-贪吃的巴勒西亚(BOSS)(1049),stand,15,0,300,1,122051|122052|122053,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|122054,MyHP|75|Skill|122056,MyHP|50|Skill|122057,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5110,(极困难) 阿拉汉的浮游城-被激怒的战士(50108),wander,15,10,300,1,122521|122522|122523,45|45|10,BattleRepeat|15|Skill|122523,,,,,,,,,,,,,,
5111,(极困难) 阿拉汉的浮游城-冷静的弓箭手(50609),wander,15,10,300,1,122531|122532|122533,45|45|10,BattleRepeat|15|Skill|122533,,,,,,,,,,,,,,
5112,(极困难) 阿拉汉的浮游城-训练教官世勒克(队长)(50110),stand,15,0,300,1,122541|122542|122543,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|122545,MyHP|75|Skill|122546,MyHP|50|Skill|122547,Die|0|TriggerSkill|200203,,,,,IdleRepeat|10800|Skill|232511,,,,,
5113,(极困难) 阿拉汉的浮游城-堕落的灵光祭司(101),wander,15,10,300,1,122551|122552|122553,45|45|10,BattleRepeat|15|Skill|122553,,,,,,,,,,,,,,
5114,(极困难) 阿拉汉的浮游城-受污染的的灵光祭司(104),wander,15,10,300,1,122561|122562|122563,45|45|10,BattleRepeat|15|Skill|122563,,,,,,,,,,,,,,
5115,(极困难) 阿拉汉的浮游城-贺喜的主管者玫乃斯(队长)(105) ,stand,15,0,300,1,122571|122572|122573,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|122574,MyHP|75|Skill|122576,MyHP|50|Skill|122577,Die|0|TriggerSkill|200207,,,,,IdleRepeat|10800|Skill|232511,,,,,
5116,(极困难) 阿拉汉的浮游城-魔力管理者(1024),wander,15,10,300,1,122581|122582|122583,45|45|10,BattleRepeat|15|Skill|122583,,,,,,,,,,,,,,
5117,(极困难) 阿拉汉的浮游城-魔力守护者(1025),wander,15,10,300,1,122591|122592|122593,45|45|10,BattleRepeat|15|Skill|122593,,,,,,,,,,,,,,
5118,(极困难) 阿拉汉的浮游城-堕落的灵魂(3013),wander,15,10,300,1,122601|122602|122603,45|45|10,BattleRepeat|15|Skill|122603,,,,,,,,,,,,,,
5119,(极困难) 阿拉汉的浮游城-世克洛的黑暗(3014),wander,15,10,300,1,122611|122612|122613,45|45|10,BattleRepeat|30|Skill|122613,,,,,,,,,,,,,,
5120,(极困难) 阿拉汉的浮游城-玫乃斯的黑暗(1025),wander,15,10,300,1,122621|122622|122623,45|45|10,BattleRepeat|30|Skill|122623,,,,,,,,,,,,,,
5121,(极困难) 阿拉汉的浮游城-魔力的主人格利赛尔德(队长)(1026),stand,15,0,300,1,122631|122632|122633,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|122634,MyHP|75|Skill|122495,MyHP|50|Skill|122636,MyHP|35|Skill|122637,,,,,IdleRepeat|10800|Skill|232511,,,,,
5122,(极困难) 阿拉汉的浮游城-堕落的影子贝尔拉斯特(队长)(3014),stand,15,0,300,1,122641|122642|122643,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|40|Skill|122644,MyHP|75|Skill|122506,MyHP|50|Skill|122647,MyHP|35|Skill|122648,,,,,IdleRepeat|10800|Skill|232511,,,,,
5123,(极困难) 阿拉汉的浮游城-堕落的英雄阿拉汉(BOSS)(1035),stand,15,0,300,1,122651|122652|122653,45|45|10,IdleTime|5|Skill|232511,BattleRepeat|30|Skill|122654,MyHP|75|Skill|122516,MyHP|50|Skill|122657,MyHP|35|Skill|122659,,,,,IdleRepeat|10800|Skill|232511,,,,,
5140,(极困难) 克拉伍德生物体实验室-黑暗监视者(5039),wander,15,10,300,1,123041|123042,50|50,BattleRepeat|10|Skill|123043,,,,,,,,,,,,,,
5141,(极困难) 克拉伍德生物体实验室-黑暗巡逻者(5042),wander,15,10,300,1,123051|123052,50|50,BattleRepeat|10|Skill|123053,,,,,,,,,,,,,,
5142,(极困难) 克拉伍德生物体实验室-黑暗之狼(5068),wander,15,10,300,1,123061|123062,50|50,BattleRepeat|10|Skill|123063,,,,,,,,,,,,,,
5143,(极困难) 克拉伍德生物体实验室-变异的士兵(7009),wander,15,10,300,1,123071|123072,50|50,BattleRepeat|10|Skill|123073,,,,,,,,,,,,,,
5144,(极困难) 克拉伍德生物体实验室-复活的士兵(7009),wander,15,10,300,1,123081|123082,50|50,BattleRepeat|10|Skill|123083,,,,,,,,,,,,,,
5145,(极困难) 克拉伍德生物体实验室-克拉伍德的强化兵(3015),wander,15,10,300,1,123091|123092,50|50,MyHP|50|Skill|123093,,,,,,,,,,,,,,
5146,(极困难) 克拉伍德生物体实验室-克拉伍德的合成树脂(3000),wander,15,10,300,1,123101|123102,50|50,BattleRepeat|10|Skill|123103,,,,,,,,,,,,,,
5147,(极困难) 克拉伍德生物体实验室-受污染的狼王子鲁卡斯(5068)(队长),stand,15,0,300,1,123111|123112,50|50,IdleTime|5|Skill|232511,BattleRepeat|17|Skill|123113,BattleRepeat|21|Skill|123114,MyHP|80|Skill|123116,MyHP|30|Skill|123116,,,,,IdleRepeat|10800|Skill|232511,,,,,
5148,(极困难) 克拉伍德生物体实验室-团长虎梅伦(5041)(队长),stand,15,0,300,1,123121|123122,50|50,IdleTime|5|Skill|232511,BattleRepeat|21|Skill|123123,BattleRepeat|17|Skill|123125,MyHP|30|Skill|123126,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5149,(极困难) 克拉伍德生物体实验室-贝内伊德(3017)(队长),stand,15,0,300,1,123131|123132,50|50,IdleTime|5|Skill|232511,MyHP|75|Skill|123135,MyHP|55|Skill|123135,MyHP|15|Skill|123135,MyHP|70|Skill|123133,MyHP|50|Skill|123133,MyHP|10|Skill|123133,MyHP|30|Skill|123136,,IdleRepeat|10800|Skill|232511,,,,,
5150,(极困难) 克拉伍德生物体实验室-合成树脂贝诺伊德(3002)(队长),stand,15,0,300,1,123141|123142,50|50,IdleTime|5|Skill|232511,BattleRepeat|17|Skill|123143,BattleRepeat|21|Skill|123144,MyHP|30|Skill|123145,,,,,,IdleRepeat|10800|Skill|232511,,,,,
5151,(极困难) 克拉伍德生物体实验室-黑暗魔爪王子克拉伍德(1050)(BOSS),stand,15,0,300,1,123151|123152,50|50,IdleTime|5|Skill|232511,BattleRepeat|21|Skill|123154,MyHP|80|Skill|123156,MyHP|50|Skill|123156,MyHP|20|Skill|123156,BattleRepeat|17|Skill|123153,,,,IdleRepeat|10800|Skill|232511,,,,,
5160,(极困难) 火龙的巢穴-龙魔爪(9010),wander,15,10,300,1,123541|123542,50|50,MyHP|30|Skill|123543,,,,,,,,,,,,,,
5161,(极困难) 火龙的巢穴-龙魔人(5006),wander,15,10,300,1,123551|123552,50|50,BattleRepeat|10|Skill|123553,,,,,,,,,,,,,,
5162,(极困难) 火龙的巢穴-熔岩山脉一族德莱伊克(9012),wander,15,10,300,1,123561|123562,50|50,BattleRepeat|10|Skill|123563,,,,,,,,,,,,,,
5163,(极困难) 火龙的巢穴-熔岩山脉一族歪伊芬(9018),wander,15,10,300,1,123571|123572,50|50,BattleRepeat|10|Skill|123573,,,,,,,,,,,,,,
5164,(极困难) 火龙的巢穴-火焰山一族歪伊芬(9018),wander,15,10,300,1,123581|123582,50|50,BattleRepeat|10|Skill|123583,,,,,,,,,,,,,,
5165,(极困难) 火龙的巢穴-火焰山一族德莱伊克(9013),wander,15,10,300,1,123591|123592,50|50,MyHP|70|Skill|123593,MyHP|30|Skill|123593,,,,,,,,,,,,,
5166,(极困难) 火龙的巢穴-火焰山一族德雷昆(9004),wander,15,10,300,1,123601|123602,50|50,BattleRepeat|10|Skill|123603,,,,,,,,,,,,,,
5167,(极困难) 火龙的巢穴-鲜红的克夏特利阿(队长)(5008),stand,15,0,300,1,123611|123612,50|50,IdleTime|5|Skill|232511,BattleRepeat|17|Skill|123613,MyHP|80|Skill|123615,MyHP|50|Skill|123615,MyHP|20|Skill|123615,MyHP|30|Skill|123616,,,,IdleRepeat|10800|Skill|232511,,,,,
5168,(极困难) 火龙的巢穴-红焰卡德尼尔(队长)(9014),stand,15,0,300,1,123621|123622,50|50,IdleTime|5|Skill|232511,MyHP|80|Skill|123623,MyHP|50|Skill|123623,MyHP|20|Skill|123623,BattleRepeat|17|Skill|123624,MyHP|30|Skill|123626,,,,IdleRepeat|10800|Skill|232511,,,,,
5169,(极困难) 火龙的巢穴-岩石之翅塞尔斯特(队长)(9003),stand,15,0,300,1,123631|123632,50|50,IdleTime|5|Skill|232511,MyHP|80|Skill|123633,MyHP|50|Skill|123633,MyHP|20|Skill|123633,BattleRepeat|17|Skill|123635,MyHP|30|Skill|123637,,,,IdleRepeat|10800|Skill|232511,,,,,
5170,(极困难) 火龙的巢穴-大酋长卡山德拉(队长)(9005),stand,15,0,300,1,123641|123642,50|50,IdleTime|5|Skill|232511,MyHP|80|Skill|123643,MyHP|50|Skill|123643,MyHP|20|Skill|123643,BattleRepeat|17|Skill|123646,,,,,IdleRepeat|10800|Skill|232511,,,,,
5171,(极困难) 火龙的巢穴-烦恼的火龙雷泽乐(BOSS)(1036),stand,25,0,35,1,123651|123652,50|50,IdleTime|5|Skill|232511,BattleRepeat|21|Skill|123653,MyHP|80|Skill|123655,MyHP|50|Skill|123655,MyHP|20|Skill|123655,MyHP|30|Skill|123657,MyHP|75|CreatePlace|51190|51191|51192|51193|51194|51195,MyHP|25|CreatePlace|51190|51191|51192|51193|51194|51195,BattleTime|0|Skill|123653,IdleRepeat|10800|Skill|232511,,,,,
5172,(极困难) 克拉伍德生物体实验室-黑暗 诺丝夸储存体(12027),stand,0,0,0,1,,,Die|0|TriggerSkill|123801,,,,,,,,,,,,,,
5173,(极困难) 克拉伍德生物体实验室-Lv.42黑暗诺丝夸(精英) (5005),wander,15,10,300,1,123811|123812,50|50,BattleRepeat|14|Skill|123813,,,,,,,,,,,,,,
5714,(极困难) 火龙的巢穴-火龙的蛋(12070),stand,50,0,50,0,,,IdleTime|0|Skill|123821,IdleTime|0|TriggerSkill|123823,,,,,,,,,,,,,
5715,(极困难) 火龙的巢穴-小德雷昆(9004),wander,50,10,300,0,123831|123832,50|50,BattleRepeat|14|Skill|123833,IdleRepeat|10|TriggerSkill|123822,,,,,,,,,,,,,
5720,(极困难) 恶灵山谷-Lv.47浓雾触须(精英)(5063),wander,15,10,300,1,129291|129292,50|50,BattleRepeat|10|Skill|129293,,,,,,,,,,,,,,
5721,(极困难) 恶灵山谷-Lv.47戴特拉的祭品(精英)(3024),wander,15,10,300,1,129301|129302,50|50,BattleRepeat|10|Skill|129303,Die|0|TriggerSkill|129304,,,,,,,,,,,,,
5722,(极困难) 恶灵山谷-Lv.47戴特拉的雕像(精英)(5064),wander,15,10,300,1,129311|129312,50|50,BattleRepeat|10|Skill|129313,,,,,,,,,,,,,,
5723,(极困难) 恶灵山谷-Lv.47触须带刺的戴特拉(队长)(5065),stand,15,0,300,1,129321|129322,50|50,BattleRepeat|17|Skill|129323,MyHP|80|Skill|129324,MyHP|50|Skill|129324,MyHP|20|Skill|129324,MyHP|30|Skill|129325,,,,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
5724,(极困难) 恶灵山谷-Lv.47尸虫(精英)(9067),wander,15,10,300,1,129331|129332,50|50,BattleRepeat|10|Skill|129333,,,,,,,,,,,,,,
5725,(极困难) 恶灵山谷-Lv.47痛苦的冤魂(精英)(3025),wander,15,10,300,1,129341|129342,50|50,MyHP|50|Skill|129343,,,,,,,,,,,,,,
5726,(极困难) 恶灵山谷-Lv.47被遗忘的管理者莱卡图斯(队长)(7129),stand,15,0,300,1,129351|129352,50|50,BattleRepeat|17|Skill|129353,MyHP|80|Skill|129354,MyHP|50|Skill|129354,MyHP|20|Skill|129354,MyHP|30|Skill|129355,,,,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
5727,(极困难) 恶灵山谷-Lv.47鲁伍林的执行官(精英)(7057),wander,15,10,300,1,129361|129362,50|50,BattleRepeat|10|Skill|129363,,,,,,,,,,,,,,
5728,(极困难) 恶灵山谷-Lv.47鲁伍林的刽子手(精英)(7058),wander,15,10,300,1,129371|129372,50|50,BattleRepeat|10|Skill|129373,,,,,,,,,,,,,,
5729,(极困难) 恶灵山谷-Lv.47屠杀者鲁伍林(队长)(7059),stand,15,0,300,1,129381|129382,50|50,BattleRepeat|17|Skill|129383,MyHP|70|Skill|129385,MyHP|30|Skill|129385,,,,,,IdleTime|5|Skill|232511,IdleRepeat|10800|Skill|232511,,,,,
5730,(极困难) 恶灵山谷-Lv.47贝纳贝勒的奴隶(精英)(7066),wander,15,10,300,1,129391|129392,50|50,BattleRepeat|10|Skill|129393,,,,,,,,,,,,,,
5731,(极困难) 恶灵山谷-Lv.47贝纳贝勒的下属(精英)(7060),wander,15,10,300,1,129401|129402,50|50,BattleRepeat|10|Skill|129403,,,,,,,,,,,,,,
