TID,Position,String,EngContents,LocalContents,System_Voice,FontColor,FontSize,Comment
10549,12,MSG_OPTION_RESOLUTION,MST_Contents_001170,可以在退出时变更分辨率.,,"255,255,255",10,分辨率变更时输出信息
10550,12,MSG_OPTION_LANGUAGE,,可以在退出时变更语言设定.,,"255,255,255",10,选择设定语言变更时输出信息
10551,12,MSG_ENTITY_NOTEXIT,MST_Contents_001171,没有采集目标.,,"255,255,255",10,没有采集对象却打算采集时
10552,12,MSG_ENTITY_NOTOWNER,MST_Contents_001172,没有采集权限.,,"255,255,255",10,"正在进行别的采集,还打算进行采集时"
10553,12,MSG_ENTITY_NOTLEVEL,MST_Contents_001173,熟练度不足，无法采集.,,"255,255,255",10,采集比自己熟练度高的物品时
10554,12,MSG_LOOTING_NOTTARGET,MST_Contents_001174,请选择抢夺目标.,,"255,255,255",10,未选择对象点击抢夺快捷键时
10555,12,MSG_LOOTING_NOTACTION,MST_Contents_001175,此目标无法抢夺.,,"255,255,255",10,在无法进行抢夺时点击抢夺快捷键时
10556,12,MSG_SORT_DELAY,MST_Contents_001176,请一秒后再试.,,"255,255,255",10,1秒内重复点击物品占领键时
10557,12,MSG_ITEM_UNBOXLIMITLEVEL,MST_Contents_001177,等级不足无法启动.,,"255,255,255",10,开启礼物箱子的等级不足
10558,12,MSG_MYGUARD_COLOR,MST_Contents_001178,自己的警备卡命名属性.,,"0,208,94",10,变更警备卡的名称属性
10559,12,MSG_ITEM_USENOTINVENEX,MST_Contents_001179,无法再扩大背包容量了.,,"255,255,255",10,无法再扩大背包容量了
10560,12,MSG_ITEM_SLOTLOCK,MST_Contents_001180,请扩大仓库容量.,,"255,255,255",10,还未扩展时再拖动进入
10561,12,MSG_ITEM_USENOTSTOREEX,MST_Contents_001181,无法在扩大仓库容量了.,,"255,255,255",10,仓库扩展错误信息
10562,12,MSG_SKILLTOGGLE_ON,MST_Contents_001182,开启基础攻击.,,"255,255,255",10,基本攻击变更为On时
10563,12,MSG_SKILLTOGGLE_OFF,MST_Contents_001183,关闭基础攻击.,,"255,255,255",10,基本攻击变更为Off时.
10564,1,MSG_PARTY_REGISTRATION_NOT,MST_Contents_001184,队伍/突袭匹配中没有注册.,,"255,255,255",10,未注册队伍匹配
10565,0,MSG_RAID_DESCRIPTION,MST_Contents_001185,"突袭是由6~20名成员构成的大规模队伍./n一般情况下对强大的目标进行物理攻击,或参与大规模战斗的时候结成的. /n但和5人队伍相比，干掉怪兽得到的经验值和金币会减少.",,"255,255,255",10,介绍突袭转换场已输出的突袭用语
10566,12,MSG_DUNGEON_NOLEVEL,MST_Contents_001186,不满足等级条件.,,"255,255,255",10,不满足进入地下城的等级条件
10567,12,MSG_DUNGEON_NOITEM,MST_Contents_001187,进入物品是必要的.,,"255,255,255",10,没有进入地下城的物品
10568,0,MSG_DUNGEON_ITEM_NONEED,MST_Contents_001188,没有,,"255,255,255",10,进入地下城物品不必要的情况
10569,1,MSG_DUNGEON_NOTINVENTORY,MST_Contents_001189,背包里没有空位.请腾空背包.,,"255,255,255",10,地下城背包已满的情况
10570,12,MSG_DUNGEON_NOTALLOCATE,MST_Contents_001190,无法进入地下城.请稍后再试.,,"255,255,255",10,无法进入地下城的情况
10571,1,MSG_PARTY_NOTINVITE,MST_Contents_001191,打算缔结的队伍目标在地下城/战场是无法队伍.,,"255,255,255",10,"试图匹配在地下城,战场的成员参加队伍时"
10572,12,MSG_STATE_LEARN,MST_Contents_001192,属性已变更.,,"255,255,255",10,点击seutet适用确认键时
10573,12,MSG_PARTYMATCH_NOSELF,MST_Contents_001193,自己无法邀请自己.,,"255,255,255",10,队伍匹配UI
10574,12,MSG_QUEST_NOSTARTSLOT,MST_Contents_001194,"背包里没有空位,所以无法进行.",,"255,255,255",10,"包里没有空位,无法携带任务物品"
10575,12,MSG_RAID_FULL,MST_Contents_001195,突袭人员无法在增加.,,"255,255,255",10,突袭成员已满
10576,12,MSG_PARTY_MATCHDB_INVITE,MST_Contents_001196,已邀请队伍.,,"255,255,255",10,邀请匹配队伍信息
10577,12,MSG_PARTYGROUP_INVITE,MST_Contents_001197,已邀请突袭.,,"255,255,255",10,突袭邀请信息
10578,8,MSG_ALERT_ERROR,MST_Contents_001198,突袭场所以外无法使用信息.,,"255,255,255",10,突袭信息无法使用
10579,12,MSG_GUILD_HOMEPAGE_CHANGE,MST_Contents_001199,公会主页无法变更.,,"255,255,255",10,公会主页变更完成
10580,12,MSG_PARTY_MATCHDB_NOCREATE,MST_Contents_001200,人数已满无法注册.,,"255,255,255",10,人数已满打算注册队伍匹配时
10581,12,MSG_PARTY_INVITATION_JOIN,MST_Contents_001201,已追加队伍成员.,,"255,255,255",10,队伍成员加入
10582,12,MSG_PARTYMATCH_MSG,MST_Contents_001202,未注册队伍无法变更队伍募集文.,,"255,255,255",10,未注册队伍匹配时，打算变更队伍募集文时
10583,12,MSG_PARTYMATCH_FIND,MST_Contents_001203,找不到队伍.请稍后再试.,,"255,255,255",10,找不到队伍匹配时
10584,12,MSG_PARTYMATCH_NOTPUTAREA,MST_Contents_001204,在地下城/战场内无法注册队伍/突袭.,,"255,255,255",10,试图在地下城/战场内注册队伍匹配时
10585,12,MSG_PARTYMATCH_NOTPUT,MST_Contents_001205,无法注册队伍/突袭.,,"255,255,255",10,无法在队伍匹配注册时
10586,0,MSG_PROGRESS_ENCHANT,MST_Contents_001206,物品强化中.,,"255,255,255",10,物品强化进行中的信息
10587,0,MSG_PROGRESS_ALCHEMY,MST_Contents_001207,项目延展中.,,"255,255,255",10,炼金术延伸进行中的信息
10588,0,MSG_PROGRESS_BREAK,MST_Contents_001208,物品分解中.,,"255,255,255",10,物品分解进行中的信息
10589,0,MSG_PROGRESS_SOCKET_EQUIP,MST_Contents_001209,装备灵石中.,,"255,255,255",10,装备灵石进行中的信息
10590,0,MSG_PROGRESS_SOCKET_DIVISION,MST_Contents_001210,去除灵石中.,,"255,255,255",10,去除灵石进行中的信息
10591,0,MSG_PROGRESS_SEED,MST_Contents_001211,选择变更中.,,"255,255,255",10,根据seed物品选择权变更进行中的息
10592,0,MSG_PROGRESS_ITEMMIX,MST_Contents_001212,组合中.,,"255,255,255",10,物品进行组合的信息
10593,8,MSG_CHAT_PARTY_NOJOIN,MST_Contents_001213,只能在队伍时使用.,,"255,255,255",10,在聊天UI中，非队伍状态时打算聊天的情况
10594,8,MSG_CHAT_GUILD_NOJOIN,MST_Contents_001214,必须加入公会.,,"255,255,255",10,在聊天UI中，非公会状态时打算聊天的情况
10595,8,MSG_CHAT_RAID_NOJOIN,MST_Contents_001215,只能在突袭时使用.,,"255,255,255",10,在聊天UI中，非突袭状态时打算聊天的情况
10596,12,MSG_SKILL_LEARN,MST_Contents_001216,已学习技能.,,"255,255,255",10,学习技能信息
10597,8,MSG_FRIEND_BLOCK_CALL_FAIL,MST_Contents_001217,对方掉线.,,"255,255,255",10,好友不在线信息
10598,8,MSG_REBIRTH_NEARTOWN,MST_Contents_001218,可以在附近的村庄复活吗？,,"255,255,255",10,选择附近村庄复活时.
10599,12,MSG_REBIRTH_NEARTOWN_SUCCESS,MST_Contents_001219,向附近的村庄移动.,,"255,255,255",10,选择附近村庄复活时.
10600,8,MSG_DANGER_ALARM,MST_Contents_001220,没剩多少体力.,,"255,255,0",10,PC的体力不足20%时
10601,12,MSG_QUEST_MOVENOT,MST_Contents_001221,此任务无法自动移动.,,"255,255,0",10,无法自动移动的任务
10602,8,MSG_COMMAND_ERROR,MST_Contents_001222,无法执行指令.,,"255,255,0",10,错误的执行命令语信息
10603,8,MSG_COMMAND_ERRORARGS,MST_Contents_001223,命令参数值错误.,,"255,255,0",10,错误的任务语参数信息
10604,8,MSG_JOIN1,MST_Contents_001224,请确认角色信息窗，小地图，聊天窗，快捷栏，系统菜单等.,,"255,255,0",10,教程说明
10605,8,MSG_JOIN2,MST_Contents_001225,可以移动到鼠标点击的地点.,,"255,255,0",10,教程说明
10606,8,MSG_JOIN3,MST_Contents_001226,"按<W,S,A,D,Q,E>键人物可以移动.",,"255,255,0",10,教程说明
10607,8,MSG_JOIN4,MST_Contents_001227,点击着鼠标的向左右滑动，画面视线也会随之移动.,,"255,255,0",10,教程说明
10608,8,MSG_JOIN5,MST_Contents_001228,上下滑动鼠标滑轮可以扩大或缩小画面.,,"255,255,0",10,教程说明
10609,8,MSG_STATS,MST_Contents_001229,"如果角色等级提高,会获取属性点2./n投资自己想要的属性,角色能力会上升.",,"255,255,0",10,教程说明
10610,8,MSG_GUILD1,MST_Contents_001230,通过目标窗口中公会邀请菜单可以邀请同伴.,,"255,255,0",10,教程说明
10611,8,MSG_GUILD2,MST_Contents_001231,通过公会NPC的创立公会菜单可以创立公会.,,"255,255,0",10,教程说明
10612,8,MSG_WAR,MST_Contents_001232,鼠标点击战场图标就可以加入战场了.,,"255,255,0",10,教程说明
10613,8,MSG_WEAPONUP1,MST_Contents_001233,在技能窗口(K)中，可以升级技能要点/n获取技能.,,"255,255,0",10,教程说明
10614,8,MSG_WEAPONUP2,MST_Contents_001234,在技能窗口(K)中，拖拽技能或在库存(I)中/n拖拽物品，可以在快捷栏注册.,,"255,255,0",10,教程说明
10615,8,MSG_ITEMROOTING1,MST_Contents_001235,将取得的物品拖拽到物品装备/n或用鼠标点击，即可装备.,,"255,255,0",10,教程说明
10616,8,MSG_ITEMROOTING2,MST_Contents_001236,通过分解窗口可以分解物品.,,"255,255,0",10,教程说明
10617,8,MSG_GATHER,MST_Contents_001237,"在制作窗口中[制作全部],点击[制作]键即可制作物品.",,"255,255,0",10,教程说明
10618,8,MSG_ENCHANT,MST_Contents_001238,需要强化的物品，在注册后点击强化键/n即可强化.,,"255,255,0",10,教程说明
10619,8,MSG_ALCHEMY,MST_Contents_001239,炼金术火炉中，注册炼制书和炼制材料/n即可炼制物品.,,"255,255,0",10,教程说明
10620,8,MSG_SPIRIT1,MST_Contents_001240,通过灵石装备窗口，可以给空孔位/n装备灵石.,,"255,255,0",10,教程说明
10621,8,MSG_SPIRIT2,MST_Contents_001241,通过去除灵石窗口，可以去除已经装备的灵石.,,"255,255,0",10,教程说明
10622,8,MSG_QUSET1,MST_Contents_001242,"在整体地图(M)中!任务,?显示完成任务/n▼显示任务执行地域.",,"255,255,0",10,教程说明
10623,8,MSG_QUSET2,MST_Contents_001243,点击任务目标/n可以自动移动到任务执行地域.,,"255,255,0",10,教程说明
10624,8,MSG_QUSET_GATHER,MST_Contents_001244,用鼠标双击采集物或者点击鼠标右键/n即可实行采集获取采集物.,,"255,255,0",10,教程说明
10625,8,MSG_PARTY1,MST_Contents_001245,通过目标窗口的队伍邀请菜单，可以与同伴结成队伍.,,"255,255,0",10,教程说明
10626,8,MSG_PARTY2,MST_Contents_001246,获得队伍经验值后，就可以使用队伍技能.,,"255,255,0",10,教程说明
10627,8,MSG_DURABLILTY,MST_Contents_001247,耐久度被消耗的物品，可以通过修理物品窗口/n修理.,,"255,255,0",10,教程说明
10628,8,MSG_MOBDEAD,MST_Contents_001248,如果点击鼠标出现抢夺窗口，就可以获取战利品.,,"255,255,0",10,教程说明
10629,8,MSG_BATTLE1,MST_Contents_001249,鼠标双击选择目标或者在快捷栏中点击攻击键/n就可以开始战斗了 . ,,"255,255,0",10,教程说明
10630,8,MSG_BATTLE2,MST_Contents_001250,已经在快捷栏注册的技能，按快捷键就可以使用技能.,,"255,255,0",10,教程说明
10631,0,MSG_TOOLTIP_REBIRTH_NEARTOWN_DESC,MST_Contents_001251,说明:可以在最近的村庄复活.,,"255,255,0",10,"提示：在复活UI""在附近村庄复活""键的说明文字"
10632,0,MSG_TOOLTIP_REBIRTH_BINDER_DESC,MST_Contents_001252,说明:可以在最后注册的据点复活.,,"255,255,0",10,"提示：在复活UI""在附近村庄复活""键的说明文字"
10633,12,MSG_GM_PCKICKONE,MST_Contents_001253,运营者强制终止连接.,,"255,255,0",10,GM强制退出时
10634,12,MSG_UNUSUAL_PCKICKONE,MST_Contents_001254,发现不正常的程序使用.程序终止.,,"255,255,0",10,使用不正常的程序时
10635,0,MSG_STORGE_DEPOSIT,MST_Contents_001255,存款时输入金币.,,"255,255,255",10,在仓库存入金币
10636,0,MSG_STORGE_WITHDRAWAL,MST_Contents_001256,取款时输入金币.,,"255,255,255",10,从仓库取出金币
10637,12,MSG_DUNGEON_ALREADYDUNGEON,MST_Contents_001257,队伍成员已经进入地下城.,,"255,255,255",10,无法地下城进入
10638,8,MSG_CHAT_CHANNEL_ADD_ERROR,MST_Contents_001258,无法再添加聊天键.,,"255,255,255",10,无法再添加聊天键
10639,12,MSG_DUNGEON_LOGOUTPLAYER,MST_Contents_001259,离开队伍成员无法进入地下城.,,"255,255,255",10,无法地下城进入
10640,12,MSG_DUNGEONREADY_NOTENOUGH01,MST_Contents_001260,地下城准备中，如果邀请队伍成员地下城准备将会终止.,,"255,255,255",10,地下城准备中，无法变更队伍场所.
10641,12,MSG_DUNGEONREADY_NOTENOUGH02,MST_Contents_001261,地下城准备中，如果队伍成员离线地下城准备将会终止.,,"255,255,255",10,地下城准备中，队伍成员离线状态下变更
10642,12,MSG_DUNGEON_OVERPLAYER,MST_Contents_001262,超过了可以进入的人数上限，无法进入.,,"255,255,255",10,超过了可以进入的人数上限
10643,12,MSG_RECORD_MOVIE_END,MST_Contents_001263,结束录像.,,"255,255,255",10,结束录像
10644,12,MSG_RACEWAR_PCFULL,MST_Contents_001264,超过了可以参加大规模战场的人数上限.,,"255,255,255",10,超过了可以参加大规模战场的人数上限
10645,12,MSG_PCSHOP_CANCEL,MST_Contents_001265,结束个人商店.,,"255,255,255",10,"个人商店开设中点击""取消""或""x""时"
10646,12,MSG_CAPTURE_FAIL,MST_Contents_001266,无法录像.,,"255,255,255",10,无法录像的状态
10647,8,MSG_CHAT_WHISPER_FAIL,MST_Contents_001267,找不到目标,,"255,255,255",10,密语对象错误时
10648,8,MSG_CHAT_WHISPER_FAIL02,MST_Contents_001268,无法和其他阵营进行密语.,,"255,255,255",10,密语对象错误时
10649,8,MSG_CHAT_WHISPER_FAIL03,MST_Contents_001269,无法和自己密语.,,"255,255,255",10,和自己密语的情况
10650,12,MSG_REPURCHASE_SALEITEM,MST_Contents_001270,回购中无法出售.,,"255,255,255",10,出售回购情况中的库存的物品时
10651,0,MSG_MINIGAGE_PCHP,MST_Contents_001271,PC的迷你尺寸HP标示,,"255,15,25",10,HP标示
10652,0,MSG_MINIGAGE_PCMP,MST_Contents_001272,PC的迷你尺寸MP标示,,"0,94,215",10,MP标示
10653,0,MSG_MINIGAGE_FRIENDLY_NPC,MST_Contents_001273,我军NPC迷你尺寸标示,,"255,15,25",10,HP标示
10654,0,MSG_MINIGAGE_FRIENDLY_PC,MST_Contents_001274,我军PC迷你尺寸标示,,"255,15,25",10,HP标示
10655,0,MSG_MINIGAGE_ENERMY_NPC,MST_Contents_001275,"敌军NPC,先攻怪兽NPC,后攻怪兽NPC迷你尺寸标示",,"255,15,25",10,HP标示
10656,0,MSG_MINIGAGE_ENERMY_PC,MST_Contents_001276,敌军PC迷你尺寸标示,,"255,15,25",10,HP标示
10657,0,MSG_MINIGAGE_BG,MST_Contents_001277,迷你尺寸背景,,"0,0,0",10,迷你尺寸背景标示
10658,9,MSG_NPC_BATTLE_TALKNOT,MST_Contents_001278,目标正在战斗中.,,"255,255,255",10,向战斗中的NPC邀请对话的情况
10659,9,MSG_PVP_PVPERROR,MST_Contents_001279,对决中，无法申请对决.,,"255,255,255",10,错误-对决中申请对决
10660,9,MSG_PVP_DEATHERROR,MST_Contents_001280,已死亡，无法申请对决.,,"255,255,255",10,错误-死亡状态申请对决
10661,9,MSG_PVP_BATTLEERROR,MST_Contents_001281,战斗中，无法申请对决.,,"255,255,255",10,错误-战斗状态申请对决
10662,9,MSG_PVP_RIDEERROR,MST_Contents_001282,从坐骑上下来后可以申请对决.,,"255,255,255",10,错误-坐在坐骑状态申请对决
10663,9,MSG_PVP_TRADEERROR,MST_Contents_001283,交易中，无法申请对决.,,"255,255,255",10,"错误-交易中申请对决(个人商店,个人交易)"
10664,9,MSG_PVP_OPTIONERROR,MST_Contents_001284,对方拒绝对决.,,"255,255,255",10,错误-对决选择权off时申请对决
10665,9,MSG_PVP_AREAERROR,MST_Contents_001285,此地域无法申请对决.,,"255,255,255",10,错误-在无法对决的地域申请对决
10666,9,MSG_PVP_FAIL,MST_Contents_001286,目前状态无法申请对决.,,"255,255,255",10,错误-在无法对决的状态下申请对决
10667,9,MSG_RIDE_ITEM_USE_OVERLAP,MST_Contents_001287,已注册.,,"255,255,255",10,坐骑失败信息
10668,9,MSG_RIDE_RECALL_NOT,MST_Contents_001288,无法召唤坐骑.,,"255,255,255",10,坐骑失败信息
10669,9,MSG_RIDE_ANI_CANCEL,MST_Contents_001289,已解除坐骑.,,"255,255,255",10,坐骑失败信息
10670,9,MSG_RIDE_AREAERROR,MST_Contents_001290,此地域无法使用坐骑.,,"255,255,255",10,坐骑失败信息
10671,9,MSG_SKILL_RESETERROR,MST_Contents_001291,技能未被初始化.,,"255,255,255",10,"技能初始化使用物品,未学习技能"
10672,9,MSG_SKILL_RESETNOSKILL,MST_Contents_001292,此种族无法使用.,,"255,255,255",10,其他种族的技能初始化，物品使用时的输出信息
10673,9,MSG_PVP_REFUSE,MST_Contents_001293,已拒绝对决申请.,,"255,255,255",10,收到对决申请的PC输出的信息
10674,12,MSG_PVP_DISTANCECANCEL,MST_Contents_001294,从对决地域逃出或失败.,,"255,255,255",10,和对决对象的距离变远对决取消(35m)
10675,9,MSG_PVP_OVERLAP,MST_Contents_001295,对决申请中.,,"255,255,255",10,重复申请对决的情况
10676,9,MSG_PVP_CANCEL,MST_Contents_001296,取消对决申请.,,"255,255,255",10,对决申请没有应答的情况
10677,8,MSG_SOCIALACTION_GREETING,MST_Contents_001297,请郑重得问候.,,"255,255,255",10,社会行为信息-问候
10678,8,MSG_SOCIALACTION_BEGGING,MST_Contents_001298,给钱乞讨.,,"255,255,255",10,社会行为信息-乞讨
10679,8,MSG_SOCIALACTION_NEGATION,MST_Contents_001299,挥手. ,,"255,255,255",10,社会行为信息-挥手
10680,8,MSG_SOCIALACTION_JOY,MST_Contents_001300,高兴地大笑.,,"255,255,255",10,社会行为信息-高兴
10681,8,MSG_SOCIALACTION_SORROW,MST_Contents_001301,呜呜的哭.,,"255,255,255",10,社会行为信息-伤心
10682,8,MSG_SOCIALACTION_ANGER,MST_Contents_001302,在没有人的地方发泄愤怒.疯了吧.,,"255,255,255",10,社会行为信息-愤怒
10683,8,MSG_SOCIALACTION_CLAPPING,MST_Contents_001303,鼓掌.,,"255,255,255",10,社会行为信息-鼓掌
10684,8,MSG_SOCIALACTION_DANCING,MST_Contents_001304,独自随风起舞.,,"255,255,255",10,社会行为信息-跳舞
10685,8,MSG_SOCIALACTION_CHARGE,MST_Contents_001305,向所有人突击.,,"255,255,255",10,社会行为信息-突击
10686,8,MSG_SOCIALACTION_PROVOCATION,MST_Contents_001306,虚无的一个劲做无理的事情.还和影子打架.,,"255,255,255",10,社会行为信息-挑衅
10687,12,MSG_SOCIALACTION_NOTUSE,MST_Contents_001307,战斗状态下，无法使用社会行为.,,"255,255,255",10,不是Idle状态时，试图使用社会行为时失败的信息
10688,12,MSG_INSTANCE_MATCHING_REGISTER,MST_Contents_001308,地下城注册完成.,,"255,255,255",10,地下城匹配-已注册时
10689,12,MSG_INSTANCE_MATCHING_OUT,MST_Contents_001309,地下城注册取消.,,"255,255,255",10,地下城匹配-点击退出键时
10690,12,MSG_INSTANCE_MATCHING_ME_NOITEM,MST_Contents_001310,"没有地下城入场券,已取消.",,"255,255,255",10,地下城匹配-点击取消键时
10691,12,MSG_INSTANCE_MATCHING_ME_CANCEL,MST_Contents_001311,取消进入地下城.,,"255,255,255",10,地下城匹配-在选择角色UI时点击取消键
10692,12,MSG_INSTANCE_MATCHING_ROLE_CANCEL,MST_Contents_001312,取消选择角色.,,"255,255,255",10,地下城匹配-选择角色UI时点击取消键
10693,12,MSG_TEAMWAR_ALREADYOCCUPATION,MST_Contents_001313,次圣物已占领.,,"255,255,255",10,小规模战场-试图占领已占领的圣物时
10694,12,MSG_TEAMWAR_NOLEVEL,MST_Contents_001314,队伍成员等级不符合可进入战场的等级.,,"255,255,255",10,小规模战场-队伍成员和进入等级不符时
10695,12,MSG_TEAMWAR_NOITEM,MST_Contents_001315,没有进入战场的必需品.,,"255,255,255",10,小规模战场-进入战场没有携带物品时
10696,12,MSG_TEAMWAR_LEAVEPENALTY,MST_Contents_001316,因为惩罚无法进入战场.,,"255,255,255",10,小规模战场-战场 途中离开后被惩罚buff时试图再次进入战场
10697,12,MSG_TEAMWAR_NOWAIT,MST_Contents_001317,战场进入等待中.,,"255,255,255",10,小规模战场-匹配后打算进入战场点击进入键时
10698,12,MSG_TEAMWAR_NOPLAYING,MST_Contents_001318,目前还无法占领.,,"255,255,255",10,小规模战场-在小规模圣物战开始前试图占领圣物时
10699,8,MSG_TEAMWAR_NOTJOIN,MST_Contents_001319,此等级无法参与./n(30级以上才可以参与.),,"255,255,255",10,小规模战场-受等级限制无法进入
10700,12,MSG_TEAMWAR_SYSTEMERROR,MST_Contents_001320,已经参与战场了.,,"255,255,255",10,小规模战场-进入战场的状态下再次申请战场时
10701,12,MSG_TEAMWAR_MYBASEFLAG,MST_Contents_001321,无法获取我军的旗帜.,,"255,255,255",10,小规模战场-在旗帜战中点击我军旗帜时的错误信息
10702,12,MSG_TEAMWAR_NOMAP,MST_Contents_001322,无法进入战场./n /n请稍后再试.,,"255,255,255",10,小规模战场-接受太迟时
10703,12,MSG_TEAMWAR_TIMELIMITED,MST_Contents_002009,其他用户没有点击确认，请返回配对.,,"255,255,255",10,小规模战场-准备状态下，超过限制时间后点击确认键，在PC输出
10704,12,MSG_TEAMWAR_TIMELIMIT,MST_Contents_002010,超过限制时间，配对取消.,,"255,255,255",10,小规模战场-准备状态下，超过限制时间后点击确认键，在PC输出
10705,12,MSG_TEAMWAR_CANCELED,MST_Contents_002011,其他用户拒绝参与，请返回配对.,,"255,255,255",10,小规模战场-准备状态下，特定PC点击取消键时点击确认键，在PC输出
10706,12,MSG_TEAMWAR_CANCEL,MST_Contents_002012,拒绝参与，配对取消.,,"255,255,255",10,小规模战场-准备状态下，点击取消键的PC上输出
10707,12,MSG_WAR_AUTOKICK,,已达到参与战场的人数上限.请稍后再试.,,"255,255,255",10,已达到参与战场的人数上限时输出的信息
10708,0,MSG_TUTORIAL_CHARAINFO_INFO,MST_Contents_001323,角色信息窗口./n /n增加角色的seutet/n或者确认能力值信息.,,"255,255,255",10,角色信息窗口UI说明
10709,0,MSG_TUTORIAL_CHARAINFO_MASTERY,MST_Contents_001324,每个武器都有各自的熟练度、等级/n熟练度、等级上升时，装备武器的效果也会提高.,,"255,255,255",10,武器熟练度窗口UI说明
10710,0,MSG_TUTORIAL_CHARAINFO_PRODUCTION,MST_Contents_001325,可以确认制作和采集的熟练度和经验值./n选择制作目录就可以向物品制作窗口移动.,,"255,255,255",10,制作熟练度窗口UI说明
10711,0,MSG_TUTORIAL_CHARAINFO_RECORD,MST_Contents_001326,"记录窗口./n /n记录在战场中活跃的信息,/n排位信息,战争信息,货币持有数量/n都可以确认.",,"255,255,255",10,记录窗口UI说明
10712,0,MSG_TUTORIAL_CHARAINFO_RIDE,MST_Contents_001327,坐骑窗口./n /n可以确认现在已经注册的坐骑./n在快捷栏注册后/n就可以使用坐骑了.,,"255,255,255",10,坐骑窗口UI说明
10713,0,MSG_TUTORIAL_SKILL_LEARN,MST_Contents_001328,"技能窗口./n /n武器等级上升了,可以学习技能/n确认技能的详细信息.",,"255,255,255",10,技能窗口UI说明
10714,0,MSG_TUTORIAL_INVENTORY,MST_Contents_001329,库存窗口./n /n可以看到角色保有的物品./n扩大仓库可以保存更多的物品.,,"255,255,255",10,库存窗口UI说明
10715,0,MSG_TUTORIAL_ITEM_ENCHANT,MST_Contents_001330,物品强化窗口./n /n可以强化装备./n注册想要强化的物品/n标识物品强化必要的材料.,,"255,255,255",10,物品强化窗口UI说明
10716,0,MSG_TUTORIAL_ITEM_BREAK,MST_Contents_001331,"物品分解窗口./n /n装备物品分解,可以获得装备强化材料/n以及炼金术材料.",,"255,255,255",10,物品分解窗口UI说明
10717,0,MSG_TUTORIAL_ITEM_SOCKET,MST_Contents_001332,灵石装备/去除窗口./n /n可以装备灵石./n /n通过去除灵石/n可以去除已经装备的灵石.,,"255,255,255",10,物品??装备/去除窗口UI说明
10718,0,MSG_TUTORIAL_ITEM_ALCHEMY,MST_Contents_001333,炼金术火炉窗口./n /n通过炼制书和炼制材料/n可以炼制出灵石.,,"255,255,255",10,炼金术火炉窗口UI说明
10719,0,MSG_TUTORIAL_CONTROL_LOOTING,MST_Contents_001334,"选择处置目标后,按快捷键[ F ]就可以抢夺了./n再按一次快捷键[ F ]就可以获得所有的战利品了.",,"255,255,255",10,抢夺窗口UI说明
10720,0,MSG_TUTORIAL_PRODUCTION,MST_Contents_001335,制作窗口./n /n利用采集物和材料/n可以制作物品.,,"255,255,255",10,制作窗口UI说明
10721,0,MSG_TUTORIAL_WAR_BIGWAR,MST_Contents_001336,"Lv.40以上可以参与的大规模战场./n可以确认每周的大规模战场信息和战绩,MVP.",,"255,255,255",10,大规模战场窗口UI说明
10722,0,MSG_TUTORIAL_WAR_TEAMWAR,MST_Contents_001337,"Lv.30以上可以参与的小规模战场./n小规模战场是不限时间,什么时候都可以参与的.",,"255,255,255",10,小规模战场窗口UI说明
10723,0,MSG_TUTORIAL_DUNGEON_JOIN,MST_Contents_001338,"地下城是由[普通],[困难],[极难],[极恶]的难易度构成的/n10级[困难]开始必须有进入物品.",,"255,255,255",10,地下城进入窗口UI说明
10724,0,MSG_TUTORIAL_DUNGEON_READY,MST_Contents_001339,地下城准备窗口./n /n所有的队伍成员都在准备状态下/n点击队伍窗口的进入键/n即可进入地下城.,,"255,255,255",10,地下城准备窗口(队伍)UI说明
10725,0,MSG_TUTORIAL_DUNGEON_MATCHING,MST_Contents_001340,地下城匹配窗口./n /n点击参与键后会自动匹配移动到/n和角色相符的地域.,,"255,255,255",10,地下城匹配窗口UI说明
10726,0,MSG_TUTORIAL_PARTY_INFO,MST_Contents_001341,队伍成员信息窗口./n /n可以确认队伍成员们的现状态./n点击鼠标右键可以打开队伍菜单.,,"255,255,255",10,队伍信息窗口UI说明
10727,0,MSG_TUTORIAL_RAID_INFO,MST_Contents_001342,突袭信息窗口./n /n最多可以显示20人的突袭信息./n点击鼠标右键可以打开突袭菜单. ,,"255,255,255",10,突袭信息窗口UI说明
10728,0,MSG_TUTORIAL_GUILD_INFO,MST_Contents_001343,"公会信息窗口./n /n可以确认公会信息和公会公告,公会主页,/n公会消息.",,"255,255,255",10,公会信息窗口UI说明
10729,0,MSG_TUTORIAL_GUILD_MEMBER,MST_Contents_001344,"公会名单窗口./n /n可以确认公会成员的名字和等级,主武器,称呼.",,"255,255,255",10,公会成员窗口UI说明
10730,0,MSG_TUTORIAL_GUILD_MANAGEMENT,MST_Contents_001345,"公会管理窗口./n /n管理可以变更公告事项,/n公会标志,公会主页/n的权限次数.",,"255,255,255",10,公会管理窗口UI说明
10731,0,MSG_TUTORIAL_TRADE_USERTRADE,MST_Contents_001346,个人交易窗口./n /n可以和其他用户交易/n物品以及金币.,,"255,255,255",10,个人交易窗口UI说明
10732,0,MSG_TUTORIAL_TRADE_USERSHOP,MST_Contents_001347,个人商店窗口./n /n在目前的位置可以开设商店.,,"255,255,255",10,个人商店窗口UI说明
10733,0,MSG_TUTORIAL_TRADE_AUCTION_LIST,MST_Contents_001348,拍卖场窗口./n /n设置好条件后，就可以/n搜索/买入想要的物品了.,,"255,255,255",10,拍卖场目录窗口UI说明
