TID,GroupTID,Step,Comment,SuccessRate,KeepRate,DownRate,ResetRate,CostGhelld,SourceItem01,Item01Value,SourceItem02,Item02Value,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS
18156,18150,6,洛夫手套_11~20,3500,5500,10000,0,5860,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18157,18150,7,洛夫手套_11~20,2500,4500,10000,0,6840,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18158,18150,8,洛夫手套_11~20,1500,3500,0,10000,7810,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,0,0,0,0,0,4,0,0,0,3,0,0
18159,18150,9,洛夫手套_11~20,1000,2500,0,10000,8790,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,483,0,0,0,0,0,0,0,10,0,0,0,5,0,0
18160,18150,10,洛夫手套_11~20,900,1500,0,9000,9770,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,599,0,0,0,0,0,0,0,16,0,0,0,7,0,0
18161,18150,11,洛夫手套_11~20,800,0,0,0,10740,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,715,0,0,0,0,0,0,0,22,0,0,0,9,0,0
18162,18150,12,洛夫手套_11~20,700,0,0,0,11720,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,831,0,0,0,0,0,0,0,28,0,0,0,11,0,0
18163,18150,13,洛夫手套_11~20,600,0,0,0,12700,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,983,0,0,0,0,0,0,0,34,0,0,0,13,0,0
18164,18150,14,洛夫手套_11~20,500,0,0,0,13670,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,1135,0,0,0,0,0,0,0,40,0,0,0,15,0,0
18165,18150,15,洛夫手套_11~20,400,0,0,0,14650,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,1287,0,0,0,0,0,0,0,46,0,0,0,17,0,0
18201,18200,1,洛夫手套_21~30,10000,0,0,0,4450,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18202,18200,2,洛夫手套_21~30,9000,9500,10000,0,8900,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18203,18200,3,洛夫手套_21~30,7500,8500,10000,0,13340,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18204,18200,4,洛夫手套_21~30,6000,7500,10000,0,17790,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18205,18200,5,洛夫手套_21~30,4500,6500,10000,0,22240,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18206,18200,6,洛夫手套_21~30,3500,5500,10000,0,26690,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18207,18200,7,洛夫手套_21~30,2500,4500,10000,0,31130,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18208,18200,8,洛夫手套_21~30,1500,3500,0,10000,35580,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,599,0,0,0,0,0,0,0,5,0,0,0,3,0,0
18209,18200,9,洛夫手套_21~30,1000,2500,0,10000,40030,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,723,0,0,0,0,0,0,0,12,0,0,0,5,0,0
18210,18200,10,洛夫手套_21~30,900,1500,0,9000,44480,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,896,0,0,0,0,0,0,0,19,0,0,0,7,0,0
18211,18200,11,洛夫手套_21~30,800,0,0,0,48930,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,1069,0,0,0,0,0,0,0,26,0,0,0,9,0,0
18212,18200,12,洛夫手套_21~30,700,0,0,0,53370,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242,1242,0,0,0,0,0,0,0,34,0,0,0,11,0,0
18213,18200,13,洛夫手套_21~30,600,0,0,0,57820,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,1470,0,0,0,0,0,0,0,41,0,0,0,13,0,0
18214,18200,14,洛夫手套_21~30,500,0,0,0,62270,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,1698,0,0,0,0,0,0,0,48,0,0,0,15,0,0
18215,18200,15,洛夫手套_21~30,400,0,0,0,66720,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1926,1926,0,0,0,0,0,0,0,55,0,0,0,17,0,0
18251,18250,1,洛夫手套_31~40,10000,0,0,0,12400,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18252,18250,2,洛夫手套_31~40,9000,9500,10000,0,24800,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18253,18250,3,洛夫手套_31~40,7500,8500,10000,0,37190,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18254,18250,4,洛夫手套_31~40,6000,7500,10000,0,49590,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18255,18250,5,洛夫手套_31~40,4500,6500,10000,0,61990,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18256,18250,6,洛夫手套_31~40,3500,5500,10000,0,74390,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18257,18250,7,洛夫手套_31~40,2500,4500,10000,0,86780,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18258,18250,8,洛夫手套_31~40,1500,3500,0,10000,99180,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,0,0,0,6,0,0,0,3,0,0
18259,18250,9,洛夫手套_31~40,1000,2500,0,10000,111580,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966,966,0,0,0,0,0,0,0,14,0,0,0,5,0,0
18260,18250,10,洛夫手套_31~40,900,1500,0,9000,123980,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,1197,0,0,0,0,0,0,0,23,0,0,0,7,0,0
18261,18250,11,洛夫手套_31~40,800,0,0,0,136380,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,1428,0,0,0,0,0,0,0,31,0,0,0,9,0,0
18262,18250,12,洛夫手套_31~40,700,0,0,0,148770,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,1659,0,0,0,0,0,0,0,41,0,0,0,11,0,0
18263,18250,13,洛夫手套_31~40,600,0,0,0,161170,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,1963,0,0,0,0,0,0,0,49,0,0,0,13,0,0
18264,18250,14,洛夫手套_31~40,500,0,0,0,173570,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2267,2267,0,0,0,0,0,0,0,58,0,0,0,15,0,0
18265,18250,15,洛夫手套_31~40,400,0,0,0,185970,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2571,2571,0,0,0,0,0,0,0,66,0,0,0,17,0,0
18301,18300,1,洛夫手套_41~50,10000,0,0,0,16820,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18302,18300,2,洛夫手套_41~50,9000,9500,10000,0,33640,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18303,18300,3,洛夫手套_41~50,7500,8500,10000,0,50470,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18304,18300,4,洛夫手套_41~50,6000,7500,10000,0,67290,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18305,18300,5,洛夫手套_41~50,4500,6500,10000,0,84110,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18306,18300,6,洛夫手套_41~50,3500,5500,10000,0,100930,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18307,18300,7,洛夫手套_41~50,2500,4500,10000,0,117750,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18308,18300,8,洛夫手套_41~50,1500,3500,0,10000,134570,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,7,0,0,0,3,0,0
18309,18300,9,洛夫手套_41~50,1000,2500,0,10000,151400,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1206,1206,0,0,0,0,0,0,0,17,0,0,0,5,0,0
18310,18300,10,洛夫手套_41~50,900,1500,0,9000,168220,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,1495,0,0,0,0,0,0,0,28,0,0,0,7,0,0
18311,18300,11,洛夫手套_41~50,800,0,0,0,185040,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784,1784,0,0,0,0,0,0,0,37,0,0,0,9,0,0
18312,18300,12,洛夫手套_41~50,700,0,0,0,201860,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2073,2073,0,0,0,0,0,0,0,49,0,0,0,11,0,0
18313,18300,13,洛夫手套_41~50,600,0,0,0,218680,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2453,2453,0,0,0,0,0,0,0,59,0,0,0,13,0,0
18314,18300,14,洛夫手套_41~50,500,0,0,0,235510,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2833,2833,0,0,0,0,0,0,0,70,0,0,0,15,0,0
18315,18300,15,洛夫手套_41~50,400,0,0,0,252330,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213,3213,0,0,0,0,0,0,0,79,0,0,0,17,0,0
18351,18350,1,洛夫手套_51~60,10000,0,0,0,16820,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18352,18350,2,洛夫手套_51~60,9000,9500,10000,0,33640,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18353,18350,3,洛夫手套_51~60,7500,8500,10000,0,50470,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18354,18350,4,洛夫手套_51~60,6000,7500,10000,0,67290,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18355,18350,5,洛夫手套_51~60,4500,6500,10000,0,84110,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18356,18350,6,洛夫手套_51~60,3500,5500,10000,0,100930,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18357,18350,7,洛夫手套_51~60,2500,4500,10000,0,117750,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18358,18350,8,洛夫手套_51~60,1500,3500,0,10000,134570,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,1201,0,0,0,0,0,0,0,8,0,0,0,3,0,0
18359,18350,9,洛夫手套_51~60,1000,2500,0,10000,151400,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,1449,0,0,0,0,0,0,0,20,0,0,0,5,0,0
18360,18350,10,洛夫手套_51~60,900,1500,0,9000,168220,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1796,1796,0,0,0,0,0,0,0,34,0,0,0,7,0,0
18361,18350,11,洛夫手套_51~60,800,0,0,0,185040,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,2143,0,0,0,0,0,0,0,44,0,0,0,9,0,0
18362,18350,12,洛夫手套_51~60,700,0,0,0,201860,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490,2490,0,0,0,0,0,0,0,59,0,0,0,11,0,0
18363,18350,13,洛夫手套_51~60,600,0,0,0,218680,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2946,2946,0,0,0,0,0,0,0,71,0,0,0,13,0,0
18364,18350,14,洛夫手套_51~60,500,0,0,0,235510,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,3402,0,0,0,0,0,0,0,84,0,0,0,15,0,0
18365,18350,15,洛夫手套_51~60,400,0,0,0,252330,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858,3858,0,0,0,0,0,0,0,95,0,0,0,17,0,0
18401,18400,1,洛夫手套_61~70,10000,0,0,0,16820,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18402,18400,2,洛夫手套_61~70,9000,9500,10000,0,33640,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18403,18400,3,洛夫手套_61~70,7500,8500,10000,0,50470,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18404,18400,4,洛夫手套_61~70,6000,7500,10000,0,67290,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18405,18400,5,洛夫手套_61~70,4500,6500,10000,0,84110,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18406,18400,6,洛夫手套_61~70,3500,5500,10000,0,100930,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18407,18400,7,洛夫手套_61~70,2500,4500,10000,0,117750,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18408,18400,8,洛夫手套_61~70,1500,3500,0,10000,134570,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0
18409,18400,9,洛夫手套_61~70,1000,2500,0,10000,151400,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,5,0,0
18410,18400,10,洛夫手套_61~70,900,1500,0,9000,168220,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,7,0,0
18411,18400,11,洛夫手套_61~70,800,0,0,0,185040,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,9,0,0
18412,18400,12,洛夫手套_61~70,700,0,0,0,201860,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,11,0,0
18413,18400,13,洛夫手套_61~70,600,0,0,0,218680,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,13,0,0
18414,18400,14,洛夫手套_61~70,500,0,0,0,235510,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,15,0,0
18415,18400,15,洛夫手套_61~70,400,0,0,0,252330,40104,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,17,0,0
19001,19000,1,颈甲手套_1~10,10000,0,0,0,70,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19002,19000,2,颈甲手套_1~10,9000,9500,10000,0,150,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19003,19000,3,颈甲手套_1~10,7500,8500,10000,0,220,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19004,19000,4,颈甲手套_1~10,6000,7500,10000,0,300,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19005,19000,5,颈甲手套_1~10,4500,6500,10000,0,370,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19006,19000,6,颈甲手套_1~10,3500,5500,10000,0,450,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19007,19000,7,颈甲手套_1~10,2500,4500,10000,0,520,40100,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19008,19000,8,颈甲手套_1~10,1500,3500,0,10000,600,40100,1,,,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,199,199,0,0,0,0,0,0,0,0,0,0,0,3,0,0
19009,19000,9,颈甲手套_1~10,1000,2500,0,10000,670,40100,1,,,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,240,240,0,0,0,0,0,0,0,0,0,0,0,5,0,0
19010,19000,10,颈甲手套_1~10,900,1500,0,9000,750,40100,1,,,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,298,298,0,0,0,0,0,0,0,0,0,0,0,7,0,0
19011,19000,11,颈甲手套_1~10,800,0,0,0,820,40100,1,,,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,356,356,0,0,0,0,0,0,0,0,0,0,0,9,0,0
19012,19000,12,颈甲手套_1~10,700,0,0,0,900,40100,1,,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,414,414,0,0,0,0,0,0,0,0,0,0,0,11,0,0
19013,19000,13,颈甲手套_1~10,600,0,0,0,970,40100,1,,,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,490,490,0,0,0,0,0,0,0,0,0,0,0,13,0,0
19014,19000,14,颈甲手套_1~10,500,0,0,0,1050,40100,1,,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,566,566,0,0,0,0,0,0,0,0,0,0,0,15,0,0
19015,19000,15,颈甲手套_1~10,400,0,0,0,1120,40100,1,,,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,642,642,0,0,0,0,0,0,0,0,0,0,0,17,0,0
19051,19050,1,颈甲手套_11~20,10000,0,0,0,980,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19052,19050,2,颈甲手套_11~20,9000,9500,10000,0,1950,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19053,19050,3,颈甲手套_11~20,7500,8500,10000,0,2930,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19054,19050,4,颈甲手套_11~20,6000,7500,10000,0,3910,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19055,19050,5,颈甲手套_11~20,4500,6500,10000,0,4880,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19056,19050,6,颈甲手套_11~20,3500,5500,10000,0,5860,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19057,19050,7,颈甲手套_11~20,2500,4500,10000,0,6840,40101,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19058,19050,8,颈甲手套_11~20,1500,3500,0,10000,7810,40101,1,,,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,400,400,0,0,0,0,0,0,0,0,0,0,0,3,0,0
19059,19050,9,颈甲手套_11~20,1000,2500,0,10000,8790,40101,1,,,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,483,483,0,0,0,0,0,0,0,0,0,0,0,5,0,0
19060,19050,10,颈甲手套_11~20,900,1500,0,9000,9770,40101,1,,,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,599,599,0,0,0,0,0,0,0,0,0,0,0,7,0,0
19061,19050,11,颈甲手套_11~20,800,0,0,0,10740,40101,1,,,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,715,715,0,0,0,0,0,0,0,0,0,0,0,9,0,0
19062,19050,12,颈甲手套_11~20,700,0,0,0,11720,40101,1,,,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,831,831,0,0,0,0,0,0,0,0,0,0,0,11,0,0
19063,19050,13,颈甲手套_11~20,600,0,0,0,12700,40101,1,,,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,983,983,0,0,0,0,0,0,0,0,0,0,0,13,0,0
19064,19050,14,颈甲手套_11~20,500,0,0,0,13670,40101,1,,,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1135,1135,0,0,0,0,0,0,0,0,0,0,0,15,0,0
19065,19050,15,颈甲手套_11~20,400,0,0,0,14650,40101,1,,,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,1287,1287,0,0,0,0,0,0,0,0,0,0,0,17,0,0
19101,19100,1,颈甲手套_21~30,10000,0,0,0,4450,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19102,19100,2,颈甲手套_21~30,9000,9500,10000,0,8900,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19103,19100,3,颈甲手套_21~30,7500,8500,10000,0,13340,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19104,19100,4,颈甲手套_21~30,6000,7500,10000,0,17790,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19105,19100,5,颈甲手套_21~30,4500,6500,10000,0,22240,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19106,19100,6,颈甲手套_21~30,3500,5500,10000,0,26690,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19107,19100,7,颈甲手套_21~30,2500,4500,10000,0,31130,40102,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19108,19100,8,颈甲手套_21~30,1500,3500,0,10000,35580,40102,1,,,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,599,599,0,0,0,0,0,0,0,0,0,0,0,3,0,0
19109,19100,9,颈甲手套_21~30,1000,2500,0,10000,40030,40102,1,,,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,723,723,0,0,0,0,0,0,0,0,0,0,0,5,0,0
19110,19100,10,颈甲手套_21~30,900,1500,0,9000,44480,40102,1,,,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,896,896,0,0,0,0,0,0,0,0,0,0,0,7,0,0
19111,19100,11,颈甲手套_21~30,800,0,0,0,48930,40102,1,,,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1069,1069,0,0,0,0,0,0,0,0,0,0,0,9,0,0
19112,19100,12,颈甲手套_21~30,700,0,0,0,53370,40102,1,,,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,1242,1242,0,0,0,0,0,0,0,0,0,0,0,11,0,0
19113,19100,13,颈甲手套_21~30,600,0,0,0,57820,40102,1,,,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,1470,1470,0,0,0,0,0,0,0,0,0,0,0,13,0,0
19114,19100,14,颈甲手套_21~30,500,0,0,0,62270,40102,1,,,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,1698,1698,0,0,0,0,0,0,0,0,0,0,0,15,0,0
19115,19100,15,颈甲手套_21~30,400,0,0,0,66720,40102,1,,,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,1926,1926,0,0,0,0,0,0,0,0,0,0,0,17,0,0
19151,19150,1,颈甲手套_31~40,10000,0,0,0,12400,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19152,19150,2,颈甲手套_31~40,9000,9500,10000,0,24800,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19153,19150,3,颈甲手套_31~40,7500,8500,10000,0,37190,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19154,19150,4,颈甲手套_31~40,6000,7500,10000,0,49590,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19155,19150,5,颈甲手套_31~40,4500,6500,10000,0,61990,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19156,19150,6,颈甲手套_31~40,3500,5500,10000,0,74390,40103,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
