TID,WorldTID,Type,Name,Pos,Rotation,Ambient,Diffuse,Specular,Dimmer,Radius,SpotIn,SpotOut
4467,4060,0,LightPoint:4467,359.160|216.840|2.212,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4468,4060,0,LightPoint:4468,319.880|235.080|2.657,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4469,4060,0,LightPoint:4469,335.168|262.633|3.020,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,8,0,0
4470,4060,0,LightPoint:4470,349.750|238.922|2.079,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4471,4060,0,LightPoint:4471,178.471|96.701|22.163,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4472,4060,0,LightPoint:4472,160.207|122.026|29.253,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4473,4060,0,LightPoint:4473,153.900|151.130|33.536,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4474,4060,0,LightPoint:4474,91.602|166.503|40.766,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4475,4060,0,LightPoint:4475,36.391|153.612|37.035,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4476,4060,0,LightPoint:4476,36.189|85.553|30.820,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4477,4060,0,LightPoint:4477,91.773|79.760|27.919,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4478,4060,0,LightPoint:4478,87.085|102.309|32.068,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4479,4060,0,LightPoint:4479,74.462|191.940|49.537,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4480,4060,0,LightPoint:4480,83.160|216.632|43.241,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4481,4060,0,LightPoint:4481,119.471|228.030|46.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,40,0,0
4482,4060,0,LightPoint:4482,137.550|222.550|51.370,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,40,0,0
4483,4060,0,LightPoint:4483,163.437|210.038|48.479,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4484,4060,0,LightPoint:4484,183.824|226.776|49.769,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4485,4060,0,LightPoint:4485,195.879|257.171|48.160,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,50,0,0
4486,4060,0,LightPoint:4486,171.169|292.346|48.450,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,45,0,0
4487,4060,0,LightPoint:4487,119.950|283.190|48.450,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,45,0,0
4488,4060,0,LightPoint:4488,75.140|296.350|48.450,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,45,0,0
4489,4060,0,LightPoint:4489,47.999|292.175|51.461,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,45,0,0
4490,4060,0,LightPoint:4490,52.024|216.771|49.256,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,40,0,0
4491,4060,0,LightPoint:4491,142.269|359.710|45.319,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,5,45,0,0
4492,4060,0,LightPoint:4492,112.761|363.640|39.102,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,5,50,0,0
4493,4060,0,LightPoint:4493,171.720|381.770|44.050,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,5,60,0,0
4494,4060,0,LightPoint:4494,76.956|388.303|52.454,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,45,0,0
4495,4060,0,LightPoint:4495,62.711|401.743|47.391,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,6,60,0,0
4496,4060,0,LightPoint:4496,74.820|463.320|45.013,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,6,60,0,0
4497,4060,0,LightPoint:4497,118.239|482.890|52.450,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,50,0,0
4498,4060,0,LightPoint:4498,173.115|471.700|49.506,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,5,60,0,0
4499,4060,0,LightPoint:4499,182.280|425.980|47.390,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,5,60,0,0
4500,4060,0,LightPoint:4500,139.102|402.028|50.950,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,20,0,0
4501,4060,0,LightPoint:4501,214.160|184.110|38.900,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,80,0,0
4502,4060,0,LightPoint:4502,262.180|181.180|39.410,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,80,0,0
4503,4070,0,LightPoint:4503,413.620|64.310|4.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4504,4070,0,LightPoint:4504,412.009|113.600|4.673,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4505,4070,0,LightPoint:4505,392.420|129.029|2.453,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,35,0,0
4506,4070,0,LightPoint:4506,362.450|130.670|-1.170,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,45,0,0
4507,4070,0,LightPoint:4507,348.722|150.128|0.583,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,40,0,0
4508,4070,0,LightPoint:4508,331.096|168.643|2.671,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,30,0,0
4509,4070,0,LightPoint:4509,327.213|197.878|3.189,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,30,0,0
4510,4070,0,LightPoint:4510,378.529|234.361|-3.269,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,30,0,0
4511,4070,0,LightPoint:4511,378.540|202.944|-4.233,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,50,0,0
4512,4070,0,LightPoint:4512,405.140|182.270|-1.580,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,45,0,0
4513,4070,0,LightPoint:4513,439.269|143.204|-4.960,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,45,0,0
4514,4070,0,LightPoint:4514,465.900|136.024|-1.580,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,45,0,0
4515,4070,0,LightPoint:4515,440.460|122.775|3.481,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,45,0,0
4516,4070,0,LightPoint:4516,466.493|99.295|-8.252,0.000|0.000|0.000,255.000|255.000|255.000,186.000|12.000|16.000,255.000|255.000|255.000,3,45,0,0
4517,4070,0,LightPoint:4517,205.357|468.857|7.770,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,20,0,0
4518,4070,0,LightPoint:4518,156.060|454.920|6.472,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,30,0,0
4519,4070,0,LightPoint:4519,259.541|490.467|13.969,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,25,0,0
4520,4070,0,LightPoint:4520,140.590|429.930|7.178,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,15,0,0
4521,4070,0,LightPoint:4521,154.986|402.901|10.181,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,30,0,0
4522,4070,0,LightPoint:4522,137.526|368.858|8.724,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,30,0,0
4523,4070,0,LightPoint:4523,84.070|393.910|19.260,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,35,0,0
4524,4070,0,LightPoint:4524,328.792|383.800|4.062,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,30,0,0
4525,4070,0,LightPoint:4525,315.327|338.490|10.004,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,3,20,0,0
4526,4070,0,LightPoint:4526,158.263|210.024|-45.929,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,50,0,0
4527,4070,0,LightPoint:4527,155.972|210.860|-10.880,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,60,0,0
4528,4070,0,LightPoint:4528,145.390|215.870|26.760,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,50,0,0
4529,4070,0,LightPoint:4529,143.912|273.020|-62.510,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,45,0,0
4530,4070,0,LightPoint:4530,137.958|265.145|-19.689,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,45,0,0
4531,4070,0,LightPoint:4531,175.610|314.390|-61.120,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,50,0,0
4532,4070,0,LightPoint:4532,227.212|330.990|-66.945,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,60,0,0
4533,4070,0,LightPoint:4533,246.709|327.066|-16.640,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,60,0,0
4534,4070,0,LightPoint:4534,264.990|284.150|-55.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,40,0,0
4535,4070,0,LightPoint:4535,256.590|241.470|-55.950,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,40,0,0
4536,4070,0,LightPoint:4536,195.591|226.076|-53.060,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,40,0,0
4537,4070,0,LightPoint:4537,199.170|240.170|-40.470,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2,30,0,0
4538,4070,0,LightPoint:4538,219.980|202.954|-42.558,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,30,0,0
4539,4070,0,LightPoint:4539,35.530|293.520|48.888,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,3,20,0,0
4540,4070,0,LightPoint:4540,66.070|284.600|51.767,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,25,0,0
4541,4070,0,LightPoint:4541,58.950|256.299|51.767,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,25,0,0
4542,4070,0,LightPoint:4542,79.892|240.341|49.566,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,20,0,0
4543,4070,0,LightPoint:4543,28.688|256.890|49.566,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,1.5,20,0,0
4544,4070,0,LightPoint:4544,62.270|110.620|27.020,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,40,0,0
4545,4070,0,LightPoint:4545,86.714|98.977|25.164,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,45,0,0
4546,4070,0,LightPoint:4546,117.569|105.448|21.233,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,40,0,0
4547,4070,0,LightPoint:4547,150.100|91.460|21.608,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,40,0,0
4548,4070,0,LightPoint:4548,182.000|86.890|21.410,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,45,0,0
4549,4070,0,LightPoint:4549,210.090|74.090|17.415,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,35,0,0
4550,4070,0,LightPoint:4550,229.300|62.530|15.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,35,0,0
4551,4070,0,LightPoint:4551,219.280|112.660|20.260,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,40,0,0
4552,4070,0,LightPoint:4552,206.130|131.310|17.788,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,40,0,0
4553,4070,0,LightPoint:4553,186.980|140.150|18.970,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,35,0,0
4554,4070,0,LightPoint:4554,227.700|19.140|13.160,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,40,0,0
4555,4070,0,LightPoint:4555,184.131|32.278|15.830,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,3,40,0,0
4556,4070,0,LightPoint:4556,148.042|28.923|19.640,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,50,0,0
4557,4070,0,LightPoint:4557,111.933|25.786|18.487,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,50,0,0
4558,4070,0,LightPoint:4558,70.159|32.160|20.801,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,50,0,0
4559,4070,0,LightPoint:4559,41.751|74.145|26.222,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,2.5,50,0,0
4560,4070,0,LightPoint:4560,270.281|158.910|13.599,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|0.000,255.000|255.000|255.000,5,40,0,0
4561,4070,0,LightPoint:4561,279.470|141.910|20.930,0.000|0.000|0.000,255.000|255.000|255.000,0.000|64.000|255.000,255.000|255.000|255.000,3,20,0,0
4562,4420,0,LightPoint:4562,149.620|229.040|-19.440,0.000|0.000|0.000,255.000|255.000|255.000,255.000|0.000|128.000,255.000|255.000|255.000,2,10,0,0
4563,4510,0,LightPoint:4563,413.600|76.990|115.711,0.000|0.000|0.000,255.000|255.000|255.000,0.000|255.000|255.000,255.000|255.000|255.000,2,20,0,0
4564,4510,0,LightPoint:4564,404.310|120.100|110.570,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,30,0,0
4565,4510,0,LightPoint:4565,429.420|122.990|110.570,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,30,0,0
4566,4510,0,LightPoint:4566,429.270|224.700|102.760,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,30,0,0
4567,4510,0,LightPoint:4567,403.530|222.480|103.640,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,30,0,0
4568,4510,0,LightPoint:4568,306.880|407.750|76.610,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,25,0,0
4569,4510,0,LightPoint:4569,296.830|396.890|75.890,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,30,0,0
4570,4510,0,LightPoint:4570,154.200|431.530|55.400,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
4571,4510,0,LightPoint:4571,134.590|439.410|54.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,25,0,0
4572,4510,0,LightPoint:4572,108.631|297.119|50.829,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
4573,4510,0,LightPoint:4573,91.460|294.410|50.890,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,25,0,0
4574,4510,0,LightPoint:4574,155.468|170.494|42.430,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
4575,4510,0,LightPoint:4575,171.695|170.559|41.684,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
4576,4510,0,LightPoint:4576,207.388|72.750|56.486,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,3,50,0,0
4577,4510,0,LightPoint:4577,50.316|75.062|81.942,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,3,50,0,0
4578,4510,0,LightPoint:4578,164.856|75.230|55.196,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,2,40,0,0
4579,4510,0,LightPoint:4579,154.816|213.974|41.737,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,3,50,0,0
4580,4510,0,LightPoint:4580,209.253|209.289|46.967,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,3,20,0,0
4581,4510,0,LightPoint:4581,197.530|176.560|42.710,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,2,20,0,0
4582,4510,0,LightPoint:4582,183.474|252.126|46.967,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,3,20,0,0
4583,4510,0,LightPoint:4583,201.410|272.280|53.350,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,2,20,0,0
4584,4510,0,LightPoint:4584,159.015|262.748|53.982,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,2,20,0,0
4585,4510,0,LightPoint:4585,124.611|261.473|53.982,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,2,20,0,0
4586,4510,0,LightPoint:4586,127.978|246.442|42.603,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,2,20,0,0
4587,4510,0,LightPoint:4587,132.426|183.011|41.547,0.000|0.000|0.000,255.000|255.000|255.000,255.000|85.000|255.000,255.000|255.000|255.000,2,20,0,0
4588,2000,0,LightPoint:4588,4716.470|8127.210|150.480,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4589,2000,0,LightPoint:4589,4699.974|8113.120|148.902,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4590,2000,0,LightPoint:4590,4872.239|8017.967|139.867,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4591,2000,0,LightPoint:4591,4876.190|8025.686|139.867,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4592,2000,0,LightPoint:4592,4908.390|8012.688|146.169,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4593,2000,0,LightPoint:4593,4904.885|8004.328|146.169,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4594,2000,0,LightPoint:4594,4955.525|7998.294|146.169,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4595,2000,0,LightPoint:4595,4940.993|8011.589|144.619,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4596,2000,0,LightPoint:4596,4931.650|7977.000|145.540,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,15,0,0
4597,2000,0,LightPoint:4597,4922.385|8107.439|135.024,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
4598,2000,0,LightPoint:4598,4898.788|8114.445|135.024,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
4599,2000,0,LightPoint:4599,4700.417|7877.016|121.079,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4600,2000,0,LightPoint:4600,4700.917|7865.729|121.079,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4601,2000,0,LightPoint:4601,4681.460|7872.840|121.680,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
4602,2000,0,LightPoint:4602,4741.539|7930.901|115.563,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4603,2000,0,LightPoint:4603,4944.885|7790.502|131.029,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4604,2000,0,LightPoint:4604,4961.191|7810.926|131.029,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4605,2000,0,LightPoint:4605,4936.308|7732.034|133.379,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4606,2000,0,LightPoint:4606,5020.648|7810.326|123.309,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4607,2000,0,LightPoint:4607,4847.108|7583.807|121.012,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,15,0,0
4608,2000,0,LightPoint:4608,4841.009|7587.390|121.012,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,15,0,0
4609,2000,0,LightPoint:4609,4855.771|7568.141|128.048,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,15,0,0
4610,2000,0,LightPoint:4610,4842.440|7552.603|120.812,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,15,0,0
4611,2000,0,LightPoint:4611,4867.368|7555.212|120.812,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,15,0,0
4612,2000,0,LightPoint:4612,4867.421|7561.797|120.812,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,15,0,0
4613,2000,0,LightPoint:4613,4859.446|7550.646|118.861,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,15,0,0
4614,2000,0,LightPoint:4614,4963.990|7555.770|130.220,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4615,2000,0,LightPoint:4615,5005.345|7553.965|130.220,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4616,2000,0,LightPoint:4616,4723.310|7319.190|103.820,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4617,2000,0,LightPoint:4617,4720.848|7311.221|104.126,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4618,2000,0,LightPoint:4618,4745.016|7307.995|104.126,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4619,2000,0,LightPoint:4619,4747.867|7303.064|107.966,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4620,2000,0,LightPoint:4620,4732.133|7315.281|110.600,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4621,2000,0,LightPoint:4621,4750.132|7293.560|103.992,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4622,2000,0,LightPoint:4622,4742.419|7292.600|104.186,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
4623,2000,0,LightPoint:4623,4860.163|7359.384|103.250,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4624,2000,0,LightPoint:4624,4866.758|7347.945|103.156,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4625,2000,0,LightPoint:4625,4954.729|7365.162|105.997,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4626,2000,0,LightPoint:4626,4919.067|7402.657|105.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2.5,20,0,0
4627,2000,0,LightPoint:4627,5020.921|7252.510|134.875,0.000|0.000|0.000,255.000|255.000|255.000,102.000|255.000|255.000,255.000|255.000|255.000,2,25,0,0
